 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.013731912692352312 -8.540696804217607e-06 0.0009797740022355092 -4.1738402499816984e-05 5.004741977040352e-07 -0.0029665619911343395 0.005021511708982647 0.003404815575804662 -0.00415495298400492 -0.006403298621765768 -0.000668159428708693 0.005115444279604468 -0.001957964923222088 -0.009347639603498244 -0.0028611937704907924 -0.004326598004023167 -0.00924260596962605 -0.014821188943864626 -0.01978011850386777 -0.011827977854307179 -0.014763267830780984 -0.01743071367725156 0.004353250828023597 0.01801124650100587 0.01739238880301954 -1.2374992287354393e-07 0.0001273168238469452 8.914403916718263e-05 4.502038058059798e-05 -0.0002563681870622607 -9.390662367177649e-05 -4.760701038778821e-05
yob -8.54069680423767e-06 4.4636633457250895e-06 3.890655772218783e-06 -1.3861997871143635e-08 4.4130441123514806e-12 7.116139374544187e-05 0.0006266420165982388 -4.5618594988920515e-05 -0.00032572265075588643 6.680854305992238e-05 -0.00040754319394889694 -6.110310391241594e-05 -2.8390513949502068e-05 0.0006650265700224932 -0.00034543490957673667 -0.0004090429761394155 0.0004091586584974298 -0.00022397906142910284 9.1066715361675e-05 0.0003481854224195899 0.00030021315013811604 1.0814005678679635e-05 -0.00024053039480785826 0.00010994333996936619 -0.00048455930721284633 -4.989197435579324e-07 1.69355426299413e-06 1.6759365155440528e-06 -2.422451330790894e-06 -1.4682481765835363e-06 -7.654785655143891e-07 -2.235266310894495e-06
age 0.0009797740022354554 3.890655772221236e-06 0.0001665520730934477 -5.782334781798896e-06 5.9177550545013024e-08 -0.00012725668115209368 0.0011952710182744509 0.00019345724900786436 1.530932053923781e-05 -0.0015361793280239161 -0.000892966238737896 -0.0008278677757007352 -0.0007357317974492524 -0.001041728959772956 0.0003865147155912375 -0.0004201516436889453 -0.0001797251272526575 -0.0011488580473487148 -0.0003409955276689921 -0.00027269576211265677 -0.00019084996386204342 -0.0025219926279613724 -0.0008731753646739125 0.0014378323452132356 0.0005161622562605585 -1.5879575854439315e-06 1.419321328847313e-05 1.5132346436724746e-05 9.560654427032256e-06 -3.453966333079338e-05 -1.0872947546936705e-05 -1.82887983872762e-06
age2 -4.173840249981561e-05 -1.3861997871235854e-08 -5.782334781798975e-06 2.1461297816921338e-07 -2.281702527726135e-09 3.9179994138038375e-06 -2.985181719355218e-05 -1.3269865844103864e-05 -4.437547015961055e-06 5.8691019499604044e-05 9.402858739390184e-06 1.7472268238764074e-05 1.9178180027960785e-05 5.082615168114126e-05 -2.8878371179921523e-05 6.714722197271755e-06 1.9465756986808483e-05 4.308916861880917e-05 2.4386839418469114e-05 1.061726315470614e-05 2.6112495851032082e-05 9.507874250277648e-05 1.1185416352637726e-05 -5.792028922712151e-05 -2.255083296302988e-05 2.6283947730938306e-08 -5.095524401581969e-07 -5.278538010811703e-07 -3.5534729052228764e-07 1.2827853041816772e-06 3.5663649448232087e-07 1.451134335461286e-07
age3 5.004741977040221e-07 4.413044113360726e-12 5.917755054501413e-08 -2.281702527726146e-09 2.4984011270514155e-11 -4.309372559538823e-08 3.397155235903939e-07 1.618528564517276e-07 -1.7899632484116635e-08 -5.87429596393733e-07 -3.5250410456117944e-08 -8.976085517582735e-08 -1.5088480165487205e-07 -4.930946521403083e-07 2.889477591701768e-07 -8.967907269901741e-08 -2.387537647040743e-07 -5.127255275360929e-07 -4.009863850051679e-07 -1.12587880157077e-07 -3.721023736578392e-07 -1.0196482734348128e-06 -1.5232879302665703e-08 6.796339094722215e-07 2.534262655965694e-07 -1.6243580419830168e-10 5.734272917653839e-09 5.51561463201804e-09 3.220837677190346e-09 -1.390292947569225e-08 -3.778204468758227e-09 -2.177790468918021e-09
PC_3 -0.002966561991134831 7.116139374544004e-05 -0.00012725668115216152 3.917999413806374e-06 -4.309372559541576e-08 0.8709480929023281 -0.150260025363956 0.13687635253414648 0.16808345969132366 -0.03163309151686583 -0.031363623585671054 0.03925938793460267 -0.1031027468760695 -0.22762107446665852 -0.021905569226679935 0.17378306028691437 -0.06930669646272658 0.2216886191726399 0.13097052474610466 -0.3982095959926006 -0.09989370823194087 -0.06700344604155611 0.11568685316018999 -0.09319821694846649 0.5031785745389492 0.00018652394187795908 -0.00010683842142267337 0.0007392437725326325 -0.0027060779361759335 0.0003710952425299799 -0.0009890481811984841 -0.001749909288758776
PC_4 0.005021511708979976 0.0006266420165982506 0.0011952710182741555 -2.9851817193540744e-05 3.397155235902643e-07 -0.15026002536395652 2.4142835009055195 -0.09702915147265727 0.5711605243971813 -0.23476104244320686 -0.17652631870946556 -0.09471181961979845 -0.0034288546687266585 0.06352880745030544 0.21486938432999125 0.43619666008877417 0.03722605258746204 -0.3749052702160168 0.30401739665908517 0.09089341861519415 -0.03806460538009865 -0.07565148933202256 -0.21008524646067978 0.0072398239819787165 0.3455353270067091 -5.843689558610808e-05 0.0004771127283707815 0.0020522916665514754 0.0016038351346495169 -0.0021272793958563526 -0.0012273742306941726 -0.0022575774158945685
PC_5 0.0034048155758047093 -4.561859498891504e-05 0.00019345724900789375 -1.326986584410429e-05 1.6185285645172986e-07 0.1368763525341459 -0.09702915147265995 3.4812634055639 -0.23720251239151804 -0.7276618022802173 -0.5841344831925005 0.5762548418141137 -0.12112745837567022 -0.4952658720040716 0.14053026440141744 0.31188709916047774 -0.35313777778410926 -0.09714227293124204 0.22739523457375205 -0.4828618157501519 -0.41733652385322745 -0.032308989946399774 0.05669446097524267 -0.2127145485501501 0.7707221067822452 0.00021782014957722514 -0.002277210734695642 0.0022654395652640822 -0.0028721540792316907 0.0032735188781140385 -0.001980711643065322 -0.002954291385933923
PC_6 -0.004154952984003788 -0.00032572265075588545 1.5309320539379458e-05 -4.4375470159663226e-06 -1.7899632484061945e-08 0.1680834596913234 0.571160524397185 -0.23720251239151957 4.413521331582832 0.27489048986365017 0.6639739206371655 -0.5727147867017344 0.45768535457386256 0.15632590065437435 0.03958378451462593 0.15123830533094793 0.7492088163130759 -0.6055309988704235 0.4112066126202209 0.6837113037580683 0.1486417958938492 -0.009512114591469239 -0.2277928481303724 0.6837610398092305 -0.4710640444782605 -0.001501658080563099 -0.000601444957798269 -0.0009900748849511647 0.000920096304510778 0.003924679714372387 0.0009666917913066097 0.0021112438956573452
PC_7 -0.006403298621765256 6.680854305990156e-05 -0.0015361793280239153 5.86910194996038e-05 -5.874295963937131e-07 -0.03163309151686342 -0.23476104244321025 -0.7276618022802193 0.27489048986365133 5.892851128412467 0.2678795636780582 0.7929156075387281 -0.6408387749647881 0.5674035202947147 0.0985003541197073 0.0954140403752046 -0.01914241578640438 -0.6105970061894751 -0.46347517267274424 1.1104907169432763 0.4994732788889903 0.0411209786995549 -0.4291258580826425 0.11243947506194713 -1.147812062122569 -0.0009915957257167322 0.004016023264191666 0.0008011764120206739 -0.001378334915226227 -0.002790411013848155 -0.0015654213648061486 -0.0005017080419627487
