 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
PC_8 -0.00012587893880495977 -6.967227911826674e-06 -2.497645493393191e-05 3.7843687413648584e-07 -2.8081021718107296e-09 0.0035833903896893863 -0.0003739516656811973 0.0006307479903900331 0.014461461717567363 0.015038775244800075 0.38931794194980424 0.019199329592205036 0.013118121608154109 -0.009241079232500006 -0.003948748278600086 -0.019699850945716225 0.01634102589168362 0.03354634151137058 -0.019798180935342392 0.012655152622839281 0.02359569125010311 0.007652986513951826 -0.006304350291441383 0.004563678844758622 -0.015038566897423987 -1.1072366058237226e-05 -1.5621823791756776e-05 1.0144180760206834e-05
PC_9 9.769810721702643e-05 -1.4952541795534052e-07 -8.032862385440433e-06 6.503171249166167e-08 2.176878414215331e-10 0.008343415771803963 -0.005399428506847148 0.005378244655104779 -0.014284247962803915 -0.0010458824896149778 0.01919932959220503 0.5231659232087976 0.011911844956601497 -0.00043223064172496546 -0.031204487378196196 0.024160155346283838 -0.004261306639100668 -0.0021140304591339494 -0.023340616129129948 -0.012527812034382729 -0.01271233087532182 -0.003634789615305012 -0.0028268808496985823 -0.013627517998562155 0.028850314607422 -1.1772931709410422e-05 -8.476206913112659e-08 2.496735647278979e-05
PC_10 -7.30669567037605e-05 -9.854970687191107e-06 -2.4896814314522893e-05 2.0234509023097433e-07 -6.589784603569395e-10 -0.006378355652814466 -0.001354711265059392 -0.015748882591334678 -0.009353041905155728 -0.0167348530203697 0.013118121608154065 0.011911844956601487 0.6175229728948041 0.027608895184857152 -0.00564421539986287 -0.0057428010741231265 -0.0024675630509949625 0.018855714619625603 0.003055307460055563 -0.006837534154630557 0.02091072774692669 0.00734734921640734 -0.013699235919197146 0.00585788095587635 -0.012126372124802585 -4.559565409925998e-06 9.733020700423077e-06 1.4547408934043777e-05
PC_11 -2.188915718580578e-05 1.29947772000945e-05 1.3203081240602906e-05 1.3749198689415184e-08 -4.672240286726723e-10 -0.0021387871973051076 -0.01433224584126747 -0.0016703701945415437 0.007383911134086818 0.019921397083618054 -0.00924107923250001 -0.0004322306417249537 0.02760889518485716 0.5840041276151425 0.006174198530412414 -0.0061470774425907105 0.030471863593024534 0.028079610892941094 -0.008946863559487681 0.020017583039775046 -0.02801111857838482 -0.01793386868050633 -0.0007368696156493982 -0.0071227213068183306 0.0459649992462724 -1.2097804043231015e-06 4.753391862230511e-06 -2.2457836445754462e-05
PC_12 -0.0001418455010559426 -5.227318356395163e-06 4.009466602146506e-06 -2.2535166963553208e-07 1.0971658040744189e-09 -0.0017344143405656266 0.004226210414567784 -0.01831392454074209 -0.014680849056346057 0.0049942053169418675 -0.0039487482786000954 -0.031204487378196217 -0.005644215399862905 0.0061741985304124185 0.656950822519363 0.0312705394146485 -0.013095846749236554 -0.02403487227200753 0.008709783779254928 0.03327186113154388 0.02725176296598335 0.018282380448989135 0.02186951421321497 0.02045881774619622 0.010152956960080636 -8.387390860609206e-06 -4.0267613981171195e-05 -1.6920692669862857e-05
PC_13 5.29324931792106e-05 -1.3999710764618171e-05 1.7160875125837036e-05 -5.882885687223899e-07 3.5729947025243926e-09 0.0037318969549801043 0.00988638120556753 -0.013291459228989704 -0.0009100901225196097 0.033015180850778425 -0.019699850945716225 0.024160155346283834 -0.005742801074123161 -0.006147077442590694 0.03127053941464852 0.6849258878892314 0.03499877162494487 -0.002462369685388735 -0.012144003870531453 0.02858660569198405 0.02712436299222656 0.009303363435529972 -0.03329548990430746 -0.025315021215991437 -0.014975511838068003 -1.4337831303899093e-06 -1.2653299373282982e-06 2.4322309627469638e-05
PC_14 -6.510129463046782e-05 1.621384004704015e-05 -6.20672282158114e-06 3.627599566553967e-07 -2.185359898300413e-09 0.00828979483310948 -0.019583532271517608 0.0004540618708886272 -0.0003960772727731523 0.011194161628250777 0.016341025891683635 -0.004261306639100659 -0.002467563050994945 0.030471863593024548 -0.013095846749236542 0.03499877162494486 0.6652472513458244 -0.002611654382126331 -0.0017684345770939082 0.014435935320025186 -0.0033562664295118732 -0.005888215460071634 -0.0015119082138306658 -0.05104621563868931 0.020425788381754115 5.4021675181223055e-06 -9.278988663495029e-06 2.0865655070551264e-05
PC_15 -8.242357390379223e-05 -1.204247668115145e-05 1.8782611352125422e-05 -5.745686234947799e-07 3.3841149889629235e-09 0.006303892983555395 -0.01161361631046882 -0.01710014368205747 -0.025083887800758715 -0.0380610638607723 0.033546341511370543 -0.0021140304591339395 0.01885571461962559 0.028079610892941104 -0.024034872272007513 -0.0024623696853887296 -0.0026116543821263407 0.7672052947219333 -0.011193699186993896 0.012391105968949347 0.0064640094215568855 -0.005024937562873817 0.0028614158306440557 0.003363244872835396 -0.02395306449202556 2.6359163405969548e-05 7.709330184016118e-06 -1.2364691639701195e-05
PC_16 -4.402552563401486e-05 -6.701707409040818e-06 -2.1530767914369455e-05 3.8753852680172424e-07 -3.023108536040003e-09 -0.004279551632397343 0.01319051538569712 0.01399638900328608 0.014316527341035565 -0.025800172615761 -0.01979818093534239 -0.02334061612912994 0.003055307460055579 -0.008946863559487688 0.008709783779254925 -0.012144003870531429 -0.0017684345770939153 -0.011193699186993877 0.8166237701074709 0.018096239723394143 0.005252624096811707 0.014112977762368193 0.022695284004094415 0.03252804396895691 0.013313857197362335 -6.46371272403876e-06 -1.3982416955575257e-06 3.2070657916704328e-06
PC_17 -8.711095209778264e-05 2.1804559695801346e-05 1.0226926632593825e-05 2.0605654076761961e-07 -1.7633235314291337e-09 -0.017548668497423692 0.010993431827019642 -0.026576928435691635 0.029905799041137295 0.029085415226670464 0.012655152622839222 -0.012527812034382736 -0.006837534154630557 0.020017583039775185 0.033271861131543866 0.02858660569198393 0.014435935320025193 0.012391105968949415 0.018096239723394154 0.8813230363710802 -0.031984871814090945 -0.019545177639894034 -0.02719205096773412 -0.016152204526447986 -0.057966000573773505 2.7409605033984293e-05 1.3645282593748976e-05 -4.31754411412008e-05
PC_18 -2.8584498579732864e-05 7.800597330036743e-06 -1.204746818746418e-06 3.4369814288321277e-07 -3.32167355275474e-09 -0.0005823879402911149 -0.005056920445791267 0.006950068486926797 -0.007919926338435782 -0.010028857247346815 0.023595691250103117 -0.01271233087532182 0.020910727746926726 -0.028011118578384828 0.027251762965983303 0.027124362992226553 -0.003356266429511869 0.006464009421556872 0.005252624096811724 -0.03198487181409092 0.8661053919134221 0.03868828604772945 -0.0280214975921937 -0.015665769185281838 0.011029929775455945 -3.3423495635523686e-05 2.921160126844312e-05 2.4343136537364792e-05
PC_19 -1.610882037553253e-05 -2.387665604502759e-06 -2.0165097185457e-05 3.8540233561680997e-07 -2.5345234008536205e-09 -0.0018808328814968246 0.0056043425005316665 0.004571860809142233 -0.0002253413369323724 -0.011796265412082486 0.007652986513951807 -0.0036347896153050003 0.007347349216407368 -0.017933868680506372 0.018282380448989107 0.009303363435529987 -0.005888215460071659 -0.00502493756287382 0.014112977762368185 -0.019545177639894037 0.0386882860477295 0.8569974806956326 -0.0024628860198259595 0.015067076210666287 0.018872826122593243 6.261345206878772e-05 1.4779611109880085e-05 2.9435021683034517e-05
PC_20 -7.011588075373478e-05 -2.1400123381923124e-06 -1.0557084339987552e-05 1.4405415088667572e-07 -9.273306808920914e-10 0.004712498237759124 -0.006069206543382565 0.00043458122798035006 -0.0091548344074713 0.0005773843352899975 -0.006304350291441386 -0.0028268808496985753 -0.013699235919197148 -0.000736869615649411 0.02186951421321499 -0.033295489904307446 -0.0015119082138306777 0.0028614158306440587 0.022695284004094412 -0.027192050967734097 -0.028021497592193752 -0.0024628860198260103 0.8621636149109824 0.052727010996385396 0.002152807418172634 7.518398682265487e-06 2.8571494287216207e-05 5.877235659183754e-05
PC_21 -0.000148092718196278 1.2786669664019847e-05 -4.050852542928518e-06 2.1718368992203423e-07 -1.1428554696891776e-09 -0.003342326977416327 -0.0005398491648089171 -0.004707665256793084 -0.002716178239018199 0.010214367248767307 0.004563678844758634 -0.013627517998562155 0.00585788095587636 -0.007122721306818316 0.02045881774619621 -0.025315021215991426 -0.051046215638689316 0.0033632448728353886 0.03252804396895691 -0.016152204526447996 -0.015665769185281845 0.015067076210666242 0.052727010996385396 0.9658095342424132 0.0008928201251641135 -1.8674085916929585e-05 9.193357188194942e-06 4.533872731473532e-05
PC_22 0.00014443549871711795 -2.808952690484031e-05 3.393642309908762e-05 -1.3307222712840917e-06 9.611352465905677e-09 0.011159186735411932 0.007649603488352547 0.017594015251443624 -0.013850305902186291 -0.01697328963625224 -0.015038566897424025 0.028850314607421997 -0.01212637212480263 0.04596499924627243 0.01015295696008064 -0.014975511838068006 0.0204257883817541 -0.023953064492025528 0.013313857197362307 -0.05796600057377353 0.011029929775455981 0.018872826122593167 0.002152807418172606 0.0008928201251641369 0.9356377894665002 2.8689913155780272e-05 -2.6321754347848317e-05 2.5168302817423264e-05
proband -9.748365483222944e-08 -2.204298331797604e-08 -3.8321637761264215e-08 4.889533287158589e-10 -4.35707618194911e-12 1.3584693064618869e-06 2.679220409721395e-06 1.8458156634800207e-06 -1.54665069310877e-05 -2.0841004079159255e-06 -1.1072366058239366e-05 -1.1772931709408591e-05 -4.559565409925526e-06 -1.209780404324327e-06 -8.387390860614122e-06 -1.4337831303939713e-06 5.402167518119679e-06 2.6359163405968684e-05 -6.463712724042038e-06 2.7409605033894545e-05 -3.3423495635520725e-05 6.261345206872415e-05 7.518398682262894e-06 -1.8674085916926684e-05 2.8689913155784385e-05 3.704158488221496e-05 -2.469851983907799e-05 -2.1711056763437866e-05
paternal -2.043791475202005e-07 -3.254394432851906e-08 1.4402174416935687e-07 -3.5353003008897466e-09 2.399821028936453e-11 -6.889031144174651e-05 -2.7652930973818864e-05 -9.777167331736623e-06 1.158752930740922e-05 1.2516410885127148e-05 -1.562182379175683e-05 -8.476206913316233e-08 9.733020700424585e-06 4.753391862228825e-06 -4.026761398117137e-05 -1.2653299373290516e-06 -9.278988663495296e-06 7.7093301840149e-06 -1.3982416955566135e-06 1.364528259371533e-05 2.9211601268443063e-05 1.4779611109933548e-05 2.8571494287220534e-05 9.193357188194544e-06 -2.6321754347859488e-05 -2.469851983907798e-05 5.219311833184974e-05 1.917575859837659e-06
maternal -5.671918214358264e-07 -5.6652793569356636e-08 -1.2297025398130166e-07 1.3737344502319846e-09 -4.267447221182674e-12 -5.7984618904355546e-05 -3.844544040277375e-05 -7.901636726383208e-06 2.035124673844318e-05 1.846252938045939e-05 1.0144180760206673e-05 2.496735647279084e-05 1.4547408934042609e-05 -2.245783644575348e-05 -1.6920692669864206e-05 2.4322309627469553e-05 2.0865655070552443e-05 -1.2364691639700621e-05 3.2070657916691195e-06 -4.317544114121e-05 2.4343136537361628e-05 2.9435021682990474e-05 5.877235659183683e-05 4.533872731473122e-05 2.5168302817425503e-05 -2.1711056763437886e-05 1.9175758598376727e-06 4.842761914576423e-05
