(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 8.56066385370596e-05 2.25870625168744e-05 -4.95265077204094e-06 -7.87580294254094e-06 5.729730705172e-06 2.40599741902314e-06 1.54335685582294e-06 -1.34154762486291e-06 -3.06353480642514e-06
covarage 2.25870625168744e-05 0.00025236371035375 0.000355824853083801 -0.000405304437852442 -1.85298439861536e-06 6.34361747868512e-06 -1.01839108480161e-06 1.34855577523833e-06 3.14854811994759e-06
covarsex -4.95265077204094e-06 0.000355824853083801 0.00081838734792805 -0.000858873378070398 -4.19535203770588e-06 4.23270840039614e-06 5.17993701325302e-08 -1.74388969184701e-06 -6.20573554075679e-07
covarage_sex -7.87580294254094e-06 -0.000405304437852442 -0.000858873378070398 0.00100463679477267 5.79623476931339e-06 -3.23226567784655e-06 -7.38416505257243e-07 1.85587136599073e-06 4.85351151973187e-07
covarPC_3 5.729730705172e-06 -1.85298439861536e-06 -4.19535203770588e-06 5.79623476931339e-06 7.91373200981168e-05 3.55343272782472e-06 6.94457527683803e-07 -6.12188609674228e-06 -5.36229599923352e-06
covarPC_4 2.40599741902314e-06 6.34361747868512e-06 4.23270840039614e-06 -3.23226567784655e-06 3.55343272782472e-06 8.5461449462727e-05 1.52745374084716e-07 -1.09376051549751e-06 -1.39371197016319e-06
proband 1.54335685582294e-06 -1.01839108480161e-06 5.17993701325302e-08 -7.38416505257243e-07 6.94457527683803e-07 1.52745374084716e-07 0.000210412048136772 -0.000139643461440939 -0.000128541201962079
paternal -1.34154762486291e-06 1.34855577523833e-06 -1.74388969184701e-06 1.85587136599073e-06 -6.12188609674228e-06 -1.09376051549751e-06 -0.000139643461440939 0.000272878457023243 1.12567033497949e-05
maternal -3.06353480642514e-06 3.14854811994759e-06 -6.20573554075679e-07 4.85351151973187e-07 -5.36229599923352e-06 -1.39371197016319e-06 -0.000128541201962079 1.12567033497949e-05 0.000249297326771761
