 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.517250255689209e-05 6.68034765368775e-08 -1.0196425246870323e-06 -1.0808550880393414e-05 7.948435466737398e-07 2.064089009462297e-08 -1.0521463319429232e-10 -1.7357367008716504e-08 1.1667959698660466e-10 -1.8828100982988376e-05 -2.2989818213818725e-06 -2.804207938604155e-05 -5.071172732345678e-05 0.00011299632339720044 -8.242252135461743e-05 5.701557044126182e-05 -7.300925229783428e-05 -1.465781527435758e-06 -0.00010575484613946294 -6.825060321108219e-06 -5.1283982112289155e-05 -6.81013066996393e-05 -1.345165466741966e-05 -6.458564890561156e-05 -3.6135477797892628e-06 2.8490260850384958e-06 -1.7153809722321782e-05 -9.669863903008493e-05 0.00010478969691782342 1.90779335087675e-07 -5.0412809562687744e-08 -3.674044516215081e-07
yob 6.680347653691771e-08 1.0358083746274794e-07 1.6351039008805683e-07 7.260367124843821e-07 -6.25397332672339e-08 -5.792479623755055e-10 -2.3725156763948672e-12 9.50025344737322e-10 -3.2416307407661095e-12 3.3104772128597413e-08 9.791501386587369e-06 1.5056683515228124e-06 -5.377170004349274e-06 -3.7412139502617284e-07 -5.275835803033576e-06 2.4257145896849147e-07 -4.759188228466405e-06 6.181783915006734e-06 -2.963776446425145e-06 -5.319644958100526e-06 5.181105805538709e-06 -4.860521415160871e-06 -1.8692976830793452e-06 9.198611317745276e-06 4.021698991218061e-06 2.1337621090621282e-07 -1.0203812622901859e-06 3.3933235052775534e-06 -1.4078631151854933e-05 2.601652850739538e-09 -2.2770123103815304e-08 -3.567404554909454e-08
age -1.0196425246754156e-06 1.6351039008851052e-07 2.6069543767475506e-05 0.0003637040556785389 -2.5542030067270427e-05 -5.390688432951698e-07 3.4508872725276455e-09 5.319399052977017e-07 -3.40939518588089e-09 4.699952696589893e-08 2.7353661346441597e-05 1.6841378075557637e-05 -5.42425274343845e-07 6.127879885048796e-05 -3.217290165368637e-05 9.418991294922928e-06 -3.270888149266852e-05 1.8325274700764948e-05 3.893009438336893e-06 1.756556340566455e-05 -2.054595146754863e-05 -2.020064779993457e-05 -2.373454296418737e-05 -2.024882803525942e-06 7.757271481113623e-06 8.905061679058867e-07 -3.392652876705546e-06 -9.42649156201321e-06 2.766856709217813e-05 -2.4667597198308398e-09 1.186153166141294e-07 -1.6377564884856686e-07
sex -1.0808550879909865e-05 7.260367124913413e-07 0.0003637040556777324 0.009335107994784087 -0.0006262599528981849 -7.310003674247219e-06 4.5745442435409616e-08 1.2689404802738191e-05 -7.978077658065935e-08 0.00010222678161586314 0.00024078536985054372 0.0001261739836882099 0.00026937851060686513 0.0002883657874707811 -0.00017275761867042928 2.653815826742129e-05 -0.00033210991592363097 3.120825915581469e-05 0.00021872687723508297 -0.00015451879773698094 -0.00018414897117343727 -0.0004581679942945328 -2.5635861666048043e-06 -0.00011668086317883333 1.5464373696092713e-05 0.00021471256383886363 0.0002351448378170441 0.0001855948813715234 0.0002570219680794199 -8.852082898517484e-09 1.5101152801843412e-06 -8.364114463638492e-07
age_sex 7.948435466411136e-07 -6.253973326775298e-08 -2.554203006721333e-05 -0.0006262599528982058 4.414919290834072e-05 5.307815837707138e-07 -3.4034752917781925e-09 -9.245622001669625e-07 5.954546046858911e-09 -9.9591472862174e-06 -6.650039246081167e-06 5.095474822156376e-07 -1.5391650706149203e-05 -1.4506836335048392e-05 5.494442436555821e-06 -5.278241204206745e-06 1.2058029430007846e-05 -3.4480556533634246e-06 -1.9797456437817596e-05 1.1502987831167918e-05 1.6824628996593814e-05 2.647556878535669e-05 9.491984978381797e-07 1.2131737068950063e-05 1.1333226318675312e-06 -1.624075595658216e-05 -1.3595299894440606e-05 -9.210312591752504e-06 -2.8782979150651865e-05 3.434155912696667e-08 -1.5185146310025962e-07 4.6948129380908595e-08
age2 2.0640890093984666e-08 -5.792479623925803e-10 -5.390688432952251e-07 -7.31000367426502e-06 5.307815837719767e-07 1.1524025739804968e-08 -7.551397936190708e-11 -1.1351877413845715e-08 7.435447838514051e-11 2.8481097228860226e-08 -4.16180812499533e-08 -7.765016110091118e-08 -1.283302515701221e-08 -1.054713761837331e-06 3.7354611536457685e-07 -2.159484995725395e-07 3.8421794095181963e-07 -2.1557404289447642e-07 -2.535341953699224e-07 -5.069711437156951e-07 5.117937617355971e-07 2.1597782327465355e-07 5.585041254432931e-07 3.3548590815526805e-07 2.8507470208929374e-08 -7.197921605217853e-09 4.385051802095442e-08 2.5652034531803944e-07 -1.1070601618691904e-06 3.289196493935598e-10 -3.196040843051313e-09 2.9051028861858455e-09
age3 -1.0521463319160195e-10 -2.3725156762721323e-12 3.4508872725281984e-09 4.574544243552846e-08 -3.403475291786629e-09 -7.551397936191131e-11 5.042869826465238e-13 7.432074035667653e-11 -4.957089934258376e-13 -5.915029753989885e-10 -1.1038380925665931e-09 -6.155509318111324e-10 -3.356824639175689e-10 6.155438074746918e-09 -1.8003160078198671e-09 1.492930726845845e-09 -1.7186485553479363e-09 1.0262009661819231e-09 2.074051352469784e-09 3.4877952032157064e-09 -3.429573510695339e-09 -8.778888548818482e-10 -4.222214184824458e-09 -2.9258118661844467e-09 -8.782146549892287e-10 -6.332656817072062e-12 1.4606659548848598e-11 -1.659505374092806e-09 8.851705589189983e-09 -3.5589035431294755e-12 2.2838203599265912e-11 -1.641224514169612e-11
age2_sex -1.7357367008145405e-08 9.500253447488987e-10 5.319399052965061e-07 1.268940480273914e-05 -9.245622001669934e-07 -1.1351877413819227e-08 7.432074035649947e-11 1.9868030250058733e-08 -1.3065784597033857e-10 2.3523120056289546e-07 1.0292733724081833e-08 -1.7203646309793806e-07 2.6805358653969494e-07 2.2342794856974533e-07 -3.448934414118662e-08 1.7146307869725166e-07 -1.2474814925735898e-07 8.564058250282313e-08 5.024805475749246e-07 -1.8982252532758707e-07 -4.044121094894567e-07 -4.643992979887983e-07 -7.39211930596605e-08 -3.207046133223478e-07 -3.939239518634202e-08 3.619722111987046e-07 2.8674115093979235e-07 1.2520026694704898e-07 7.654980134217104e-07 -1.2410360281793486e-09 3.6616766364338606e-09 -7.053814126106478e-10
age3_sex 1.166795969832796e-10 -3.2416307408095886e-12 -3.4093951858731787e-09 -7.978077658066785e-08 5.954546046859292e-09 7.435447838497023e-11 -4.957089934246986e-13 -1.3065784597034253e-10 8.750995698735577e-13 -1.5213288126083034e-09 4.777534930073888e-10 1.952497926335472e-09 -1.4278312120693232e-09 -1.0683407832488305e-09 -8.967066260663168e-11 -1.4103489208561265e-09 3.2435358329119397e-10 -5.784885100802331e-10 -3.7179707954615486e-09 8.885573497405097e-10 2.8517387385784447e-09 2.552575834563869e-09 7.421487226809909e-10 2.3249759114221346e-09 1.8260587118973887e-10 -2.4568495808066364e-09 -2.0744531651415314e-09 -6.373999538442225e-10 -5.734825650889888e-09 9.98119242780852e-12 -2.5356082457325498e-11 3.2700535998798115e-12
PC_3 -1.882810098298012e-05 3.3104772128550555e-08 4.6999526935458063e-08 0.00010222678161562016 -9.959147286198981e-06 2.8481097229514406e-08 -5.915029754032888e-10 2.3523120056248897e-07 -1.5213288126055757e-09 0.037055507241411614 0.0006647920174330801 0.000439216854337992 0.0014117879918895593 -0.005292180842772908 0.0019445592478320938 0.0036403148422430452 -0.005018907677190383 -0.002367423928145287 -0.003288277029035692 0.003202310195467339 0.00676736084918664 0.004678291209949931 -0.0036135350715379867 -0.013880023885089724 0.00019311864860735068 -0.0010654355358745446 0.0024947028040602764 -0.003686038514268169 0.009312943215622918 1.6533030552321756e-06 -5.051600651260046e-05 -4.312078869553572e-05
PC_4 -2.2989818213762312e-06 9.791501386587294e-06 2.73536613463598e-05 0.00024078536984933657 -6.650039245992131e-06 -4.161808124818737e-08 -1.1038380925782613e-09 1.0292733722148827e-08 4.777534930202303e-10 0.0006647920174330752 0.12714779507143736 -0.0026033134419530322 0.010865926563315914 -0.004980586169293029 -0.0011349404125187165 -0.005271091199494645 -0.0006631586383291022 -0.011445705174169839 0.002200251889951867 0.011076104218447833 -0.015427324293425818 -0.004461428425232559 0.009962097355834535 0.005060115126522084 -0.0038526471642503814 0.003154775820524707 -0.002063805548711309 -0.005044005730171431 0.008322353553891442 9.078730322367381e-07 -1.2358388712858314e-05 -3.000639056677876e-05
PC_5 -2.804207938604862e-05 1.5056683515228782e-06 1.684137807562065e-05 0.00012617398368985986 5.095474820967601e-07 -7.765016110223827e-08 -6.155509318025464e-10 -1.7203646309540527e-07 1.9524979263189306e-09 0.0004392168543380272 -0.002603313441953023 0.1647530730848197 -0.0014868019358182205 -0.004169613198171812 -0.00306664348972001 0.004907717678087526 -0.012145704416106722 -0.0029278833613205083 -0.013561037176335833 -0.0027600343264135275 -0.0018280827041474912 -0.00828769362116382 0.007107046552886317 -0.017657982805029872 0.004301703454233437 0.0018418891296556638 -0.0009271230166311423 -0.007991687854403894 0.010321420471575585 4.0826812219103e-06 -1.8057070722494687e-06 -5.312428510406641e-06
PC_6 -5.0711727323453434e-05 -5.377170004349311e-06 -5.424252743074057e-07 0.00026937851060808145 -1.539165070623872e-05 -1.2833025157803813e-08 -3.3568246391232397e-10 2.680535865416327e-07 -1.4278312120821354e-09 0.0014117879918895894 0.010865926563315899 -0.001486801935818284 0.20682641737494983 0.002398883013752873 0.0065199768110317784 -0.009982590788061197 -0.007458615267815182 0.008061848054468863 -0.014454467173909082 -0.004059668411724912 0.005614699555419209 -0.019704871114138323 0.008645591947222194 0.01448359134026814 -0.0006653686623504119 0.0008922744785284829 -0.005317075466315686 -0.0027830970678886804 -0.011227877196224206 4.438924483126133e-06 4.2867851567191017e-07 1.014401530037444e-06
PC_7 0.00011299632339721015 -3.7412139502506074e-07 6.12787988505627e-05 0.00028836578747293794 -1.4506836335203904e-05 -1.0547137618388412e-06 6.155438074756432e-09 2.234279485730491e-07 -1.0683407832703047e-09 -0.005292180842772855 -0.004980586169292901 -0.004169613198171825 0.002398883013752892 0.26139167574177335 0.009060583137716622 0.0025594715695329276 -0.013443968353617391 0.013173791122706781 0.00759975759901778 0.016271202728469627 0.001416710062702335 -0.02711015694090074 -0.015679814668898135 0.025641757685356207 -0.004457959256863576 -0.005907677902211044 0.005259250833583573 0.011485313934711387 -0.014093836417780774 2.3465766879478052e-06 -3.60463057084694e-06 2.966875091136707e-05
