 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0019145691221270685 -2.4424667283393683e-06 0.0005830724688240982 0.0005799543324640466 -6.087018068808504e-05 -1.6979634373669288e-05 1.5442237483172416e-07 1.9227450006017716e-06 -1.8492017482782707e-08 -0.0011885939622640464 0.0008931743759611707 -0.002631432240610056 0.0005024866572138282 0.0016028156923780113 -0.0009031965132321484 -0.001882033244922335 1.3169664965249106e-05 -0.0005855161887286586 -0.0013858590836242151 -0.0007380243508169321 -0.0011914123783985308 -0.0009810173359055786 0.0009733311926778397 -0.0007182510200200968 0.00040448927463073277 7.409272017904072e-05 -6.290890051291417e-05 0.001763101019915066 0.0005088706785897879 4.326579696968478e-06 -1.0245875507126748e-05 2.0578963961781408e-05 -6.846256365106382e-07
yob -2.4424667283272104e-06 1.3256254015532006e-06 3.023992530791777e-06 -8.216034560446014e-07 -6.451954846799068e-08 -3.813793941936026e-08 2.371759348422527e-10 -3.110931105513764e-09 6.738580796352592e-11 -1.0013799890058358e-05 0.00023278302890754286 4.8030345949794676e-05 -3.933766587392869e-05 7.361075504454244e-05 -0.00012822985404855916 -2.325170822756303e-05 -9.343564436502431e-05 9.593771805999382e-05 -1.9134510405866555e-05 -0.00013774605600760709 5.533837286182787e-05 -9.075952168398395e-05 2.7418878662204303e-05 0.0001326151731413191 7.55097578304757e-05 4.0735416954617475e-05 3.3204151496852866e-05 0.00011044513625580666 -0.000205163115741228 -1.3302517222514245e-07 1.2784245794064897e-07 -1.1801536102848201e-07 -6.481371649657488e-08
age 0.0005830724688142782 3.0239925306444468e-06 0.0010669107722218382 0.013049531969606287 -0.00105183809794246 -2.6715206248612438e-05 2.1137578129549372e-07 2.6412889981112505e-05 -2.0903450314853487e-07 -7.266648794868306e-05 0.00036957094799059396 -0.0002853940608406664 -0.00040269530808611717 0.00016344562835254346 -0.0006837153311238825 -4.3463393739814015e-05 0.00020527942906532304 0.00025488514968309 0.0005045657520887723 -0.0009052054528374726 0.00014845623873843762 0.0008421867865930688 0.00027723823273894977 0.00028788458394974785 -0.00022669149807662246 0.0005413809094645677 0.00011825219920402863 0.0007779921871403806 -0.0007423475151870278 -9.809497110032353e-07 8.025315780490615e-06 2.6530677868377236e-05 -3.209208172087772e-05
sex 0.0005799543322461343 -8.216034588157572e-07 0.013049531969438876 0.27819205760651544 -0.021979455880169373 -0.0003207186837455178 2.492891860454277e-06 0.0005433841168996137 -4.246015479923086e-06 -0.0007781480174127496 -0.0035799032558872504 0.0027336057807185645 -0.0029955627514918234 -0.006791456037797334 0.00016031998088924124 0.004523974814882882 -0.004576449016803744 -0.008132989743816389 0.0051885314030802035 -0.015748522356425862 0.00682415122639193 0.0069076492929757505 0.0032445167605223064 0.002285379546094326 -0.00801602356387279 0.007750100262977663 0.0014412514681239217 -0.0004956594758374727 -0.0041214048839864495 -3.342438675550647e-05 0.00022151369002834838 -3.099527231569929e-05 -0.00029730963113851325
age_sex -6.087018066689163e-05 -6.451954838691717e-08 -0.00105183809792748 -0.021979455880149015 0.001779873826450473 2.6414299276379362e-05 -2.0906017729129238e-07 -4.491523859079541e-05 3.570509929534027e-07 6.861216675710789e-05 0.0004207451198597045 -0.00010654848055622502 0.00015791265688695492 0.00046416991460055936 -3.642917122741868e-05 -0.0003767167086866864 0.00030011535663575017 0.0005420716158261961 -0.00047430202238483694 0.0014061945655192128 -0.0005956060754509542 -0.0004985214657711214 -0.00012217675190489972 -4.765669673575209e-05 0.0005840731845033677 -0.0004460968663221827 -1.1417871653179899e-06 4.2754085991796336e-05 0.00022308668651499277 2.3432564879604137e-06 -1.7756845861821386e-05 -5.829650097570631e-07 2.637603936163567e-05
age2 -1.6979634373378814e-05 -3.8137939417433167e-08 -2.6715206248592987e-05 -0.0003207186837494449 2.641429927673308e-05 6.834996982303121e-07 -5.506050905226285e-09 -6.767301677114186e-07 5.451888253880093e-09 2.225083190348507e-06 -5.579398774315939e-07 1.1524518226597763e-05 8.60713403439245e-06 1.269136478905659e-06 1.1768474386174923e-05 4.0426008772069485e-06 -8.625956798692795e-06 -3.81973365804724e-06 -1.386031213592269e-05 2.0012466699312965e-05 -2.1982230255697673e-06 -2.2130587515452805e-05 -5.870556525983725e-06 -5.139318583046224e-06 7.816633492937252e-06 -9.239850914256383e-06 2.7304300691372675e-07 -1.8552328022881536e-05 1.4292046608222278e-05 1.068524390348146e-08 -1.749889017115264e-07 -6.489732164833381e-07 7.636566501578343e-07
age3 1.5442237482923272e-07 2.3717593483217187e-10 2.1137578129522145e-07 2.4928918604838053e-06 -2.0906017729396742e-07 -5.506050905223356e-09 4.509348335359449e-11 5.4511889627379025e-09 -4.4643118713040794e-11 -2.6101632933902816e-08 -3.427365954276778e-09 -1.156375221726783e-07 -5.824262219597181e-08 -2.7006825232262786e-08 -8.022411676346755e-08 -5.956310107663223e-08 7.507959600294964e-08 1.1324773144049023e-08 1.0483449078716152e-07 -1.6582060775609262e-07 1.6394081893441218e-08 1.5899045520324506e-07 3.534738355520795e-08 5.6178997532386636e-08 -6.984277475043972e-08 4.860517617492395e-08 -2.188504046109669e-08 1.5634729278789574e-07 -1.270032274153167e-07 -7.189380453105292e-12 1.117502016493455e-09 5.034221038160073e-09 -5.609614210397769e-09
age2_sex 1.9227450000751284e-06 -3.1109311088209826e-09 2.6412889980701135e-05 0.0005433841168986151 -4.4915238590756106e-05 -6.767301677016525e-07 5.451188962663718e-09 1.1551205191285639e-06 -9.33862038259252e-09 -1.825058938478246e-06 -1.3133760183522023e-05 4.820135747186493e-07 -2.2668213708881317e-06 -1.0335856213693485e-05 2.0729343455384542e-06 9.950007583298979e-06 -7.221587280416858e-06 -1.3542239676304077e-05 1.1639697459829303e-05 -3.7000576491582795e-05 1.7077703054466017e-05 1.1472238238529415e-05 -2.5395130367599476e-06 1.0485834565040199e-06 -1.406277554299871e-05 7.51783972610734e-06 -3.893326009136649e-06 -4.131866354130171e-06 -6.302373198435984e-06 -5.706523719378985e-08 4.4057245328871185e-07 5.277507033078365e-08 -6.893981406944502e-07
age3_sex -1.849201747866457e-08 6.73858079982928e-11 -2.0903450314502873e-07 -4.246015479911675e-06 3.570509929528095e-07 5.451888253796499e-09 -4.464311871240375e-11 -9.338620382585444e-09 7.670471206234602e-11 1.5730589948646588e-08 1.2092284988426728e-07 1.0511051035367112e-08 6.592101556557022e-09 7.628352153437291e-08 -2.4012674798857075e-08 -8.406385802994944e-08 5.53836384743064e-08 1.2108089797427585e-07 -8.117049912548403e-08 3.0670320988833783e-07 -1.5274443961929891e-07 -8.188690714904052e-08 7.447473501004985e-08 -2.4251568366678712e-08 1.2018921832907994e-07 -3.4362404346044316e-08 6.773967053259435e-08 6.943088946969031e-08 6.973407743027395e-08 4.668588772894943e-10 -3.401709193609872e-09 -5.858486770548859e-10 5.484488950174444e-09
PC_3 -0.001188593962263557 -1.0013799890053296e-05 -7.266648795294453e-05 -0.0007781480175129871 6.861216676533673e-05 2.2250831904570373e-06 -2.6101632934771055e-08 -1.8250589386883477e-06 1.5730589950335165e-08 0.27974042150190953 -0.008008182514293602 -0.03632622302892583 0.05538199219845592 -0.01296818015074707 0.02044175682208491 0.01706335151550407 -0.07795325011101556 -0.014829970860107584 -0.08703358676771838 0.04819908309079474 0.07305872916549698 0.05147181448189765 -0.04451741815648957 -0.1878700466695446 -0.024115751231574604 -0.010632317733460234 0.0396401994089205 -0.039629422337546114 0.09397396947648524 -0.00012300281596613026 -8.094751684614376e-06 -0.0001055630636889652 -0.0003583668110188261
PC_4 0.0008931743759687959 0.00023278302890760293 0.00036957094801928065 -0.0035799032553886926 0.00042074511981907554 -5.579398781562918e-07 -3.427365948501205e-09 -1.3133760182490995e-05 1.2092284987602986e-07 -0.008008182514297368 1.0037596020407935 0.013953112756917612 0.19689991534146942 -0.1225535415450402 -0.04921781600041 -0.016641668771603627 0.005140772126778935 -0.12752820049054972 0.06712197281361278 0.1040409108183181 -0.1471629504393355 -0.061432640494504455 0.1650761014808975 0.047150718480676576 -0.0060051887605305655 0.06485477346487771 -0.019316454980503415 -0.07104680454929911 0.14204051362371814 -0.00013358924078064278 4.210534065391248e-06 0.0003452677526312623 -0.00018508999453515314
