 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0006635480818612894 -2.295544344359659e-06 8.251892546856464e-05 -3.04204108407371e-06 3.199941687124948e-08 -0.0008223902007932621 -0.00036155173325058915 -0.0009287791141014812 0.00019581515164733294 0.0014792436600473853 -0.000970043006629995 -0.0012324770379136482 -0.00038126626875961255 -0.0011352932382952612 -0.0002906427461138479 -0.0006368111001632763 -0.001453369137322998 -0.0006909283182388472 -0.0007397422900494314 -0.0004893628077417046 -0.0008552556781195637 -0.00032593127871500356 -0.0013574316940339324 -0.00010267184861598272 0.0015681477470941081 5.904126468818005e-07 1.5914755063137857e-06 -2.175934904382665e-06
yob -2.2955443443591985e-06 1.5413340146583903e-06 1.4115367153785818e-06 -1.0932653407185387e-08 1.1473748511569328e-10 9.062600243836559e-06 0.0002713296781377878 3.922040541805655e-05 -0.00012839097454706057 -5.0677383270222435e-06 -0.00012014952463145817 -1.977367727012279e-05 -2.423589879036222e-05 0.0001682838583030992 -1.8482967744853285e-05 -0.00014399104736455143 8.600870961656064e-05 -9.469806306691288e-05 6.048013372135269e-06 0.00014164614149944459 0.00011550053834749035 -4.6223018721920405e-05 -5.6463188638061055e-05 0.00010877224096492475 -0.00025506448276070776 1.9777698935488806e-07 -3.491637755158384e-07 -1.2990751626568098e-07
age 8.251892546856184e-05 1.4115367153783519e-06 5.204085121945793e-05 -1.4947735028819335e-06 1.2831790157191469e-08 -7.637809563832475e-05 0.00014222655030392918 -0.00017987291374201844 -0.0001524116888295896 -0.0002163271228703068 -8.220350459197253e-05 -0.00014848372707271967 -0.00016056404710026537 -6.953234470331236e-05 -8.672057699892898e-05 -0.0001853578929524961 7.942762369284475e-05 -0.00030852043991600874 4.7086542588521736e-05 -6.4660081448139405e-06 0.00032353690378317176 -0.00037018732680840766 -0.0003599108640353037 2.9463272923974066e-06 0.00014314683116466582 -4.843390084929208e-07 1.0718357393771395e-06 1.2892054363728848e-06
age2 -3.0420410840736807e-06 -1.0932653407178673e-08 -1.4947735028819268e-06 4.5762080649323204e-08 -4.0699557163208505e-10 1.928609290590356e-06 1.1104215367316747e-06 6.146387535492418e-06 9.73121324057922e-07 8.824305490719219e-06 -2.149122859750236e-06 5.2863303707024e-06 3.7201041686258867e-06 6.765668229088943e-06 -1.0085123688875064e-06 3.7513104462981674e-06 -1.7231516941256505e-06 8.11443770204067e-06 -1.5042468162319978e-06 1.369151703901435e-06 -7.474520877524867e-06 9.907510782235088e-06 7.854623650438025e-06 -2.0877553058061735e-06 -6.005528158624848e-06 1.7769923230821876e-08 -3.924973917448803e-08 -3.8494307781544935e-08
age3 3.1999416871249064e-08 1.1473748511563132e-10 1.283179015719142e-08 -4.069955716320853e-10 3.728204113353367e-12 -1.7650842459764123e-08 3.641319111597742e-09 -5.325307864086464e-08 -7.83593732172614e-09 -7.708872333358677e-08 1.8456587927728497e-08 -6.055106525646137e-08 -3.2654971377606035e-08 -6.304626406361195e-08 2.567181773332207e-08 -4.260952737847287e-08 1.5782448371117245e-08 -7.53174863830545e-08 7.0683764033339895e-09 2.542366504865565e-09 6.431581057154528e-08 -8.641839916538013e-08 -6.513530076528757e-08 4.4526500383649225e-08 2.9761116459370735e-08 -1.648404347056518e-10 3.3925588339850874e-10 3.289814213327531e-10
PC_3 -0.0008223902007932724 9.062600243836694e-06 -7.637809563832913e-05 1.9286092905905057e-06 -1.765084245976548e-08 0.3281824301528828 -0.022806332547849466 0.00219653486705363 0.07859581442654409 -0.011320188540856575 0.03627495387924691 -0.0009473905762108374 -0.04929370539340106 -0.06102371631206493 -0.02608026177954374 0.08531849631006658 0.025497466833258594 0.0843196206320823 -0.04258916853838321 -0.16875790113790076 -0.044421344012495895 -0.03002445225052676 0.05006945325308904 -0.04780955286345371 0.16044220945068738 0.00014855939291952608 -0.00046140341940318464 -0.00035797873864552843
PC_4 -0.0003615517332505077 0.00027132967813778817 0.00014222655030396496 1.1104215367305392e-06 3.6413191116080995e-09 -0.022806332547849608 1.0632745204532852 -0.010440618049224668 0.1671736688604133 -0.10936646316396459 0.0001713205811551886 -0.02387728418399995 0.03369802785027554 -0.061001789245595635 0.06971750068373915 0.12690708549365917 -0.09129322354682433 -0.06055522527199835 0.12734577826732743 -0.010961053742595112 -0.031712922993734516 0.02061013035230861 -0.061845146872651476 -0.06502348976546314 0.1785975965975346 -3.2029152081253665e-05 -5.3646726283972804e-05 1.9703044309466057e-05
PC_5 -0.0009287791141014557 3.9220405418057484e-05 -0.00017987291374201042 6.146387535492194e-06 -5.325307864086252e-08 0.0021965348670534538 -0.010440618049224576 1.3825600988519418 -0.04872811311875279 -0.1526864943857044 -0.09319636944931677 0.1257121235600618 -0.011159380154976984 -0.08916742609971369 -0.022078246153947545 0.06604555397482004 -0.1177636479542673 0.0025094021839088846 0.018666232293374795 -0.13832379886635915 -0.10303457538969317 -0.031009386688513683 -0.0101239985146499 -0.1252272171612037 0.18247865476074945 0.00022788681413171626 -0.000392125793262515 -0.00027849140833035235
PC_6 0.000195815151647287 -0.0001283909745470606 -0.00015241168882961 9.731213240585468e-07 -7.835937321732011e-09 0.07859581442654405 0.16717366886041327 -0.04872811311875244 1.840465936199202 0.007875185438555745 0.23301984051582558 -0.11767975444015205 0.06568989001063129 0.10981466741735797 -0.11696046908251087 -0.07057461399676544 0.2137728711269664 -0.22301946223626434 0.05746123483326387 0.14365498958227432 0.021030853029506805 -0.02991359111149974 -0.09552593960180282 0.052154680996464704 -0.1538383677451105 -0.0005044818100350486 0.0003606137235477691 0.00024207589219908096
PC_7 0.0014792436600474523 -5.067738327020127e-06 -0.0002163271228702855 8.824305490718545e-06 -7.708872333358087e-08 -0.011320188540856523 -0.1093664631639644 -0.1526864943857043 0.00787518543855558 2.3171049766931167 0.10098232066558165 0.2627952071830639 -0.14214258950587283 0.21464334170060875 -0.014082533005914208 0.012144969856746738 0.03186029802836867 -0.2683558011857961 -0.24955975017981755 0.25771442906863573 0.09893159098866987 0.028483937637116086 0.011900326761686454 0.2146991155756231 -0.3449347367830034 6.464494726220257e-05 0.0003346863031390464 8.121547844359033e-05
