 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.00034731484831664603 6.952438636956373e-07 1.1632089394454205e-07 3.573743352246714e-07 6.745712896185786e-07 -1.5612945891256984e-06 5.216075605486084e-07 1.0145792426656617e-06 -2.551413170501014e-07 1.388020218259191e-06 4.575477085771023e-08 9.580665300349468e-07 -1.7806541535262046e-06 1.3055570923163721e-06 -1.602090492986338e-06 -1.5030091153769047e-06 -7.515713380999786e-07 5.539458292594255e-08 -2.611753604328404e-07 1.577696892315915e-06 7.392774446391472e-07 5.620900537424793e-06 3.3880690545558283e-05 -7.333556066798635e-05 1.6341597329758476e-06
PC1 6.952438636956368e-07 1.2330642718805085e-06 -9.89929773140636e-07 -1.4836790275657466e-07 -5.5489159607964405e-08 -1.4904559024649767e-07 2.591210243822286e-08 1.9634430589151507e-08 3.9783643940699236e-08 2.2797991242093544e-09 1.1290380748536124e-08 -8.064714372482058e-08 3.755963083931359e-07 -2.84265774811548e-08 -2.089905044511144e-07 -3.1566882405104283e-07 -3.130909958638592e-07 7.818561609553604e-08 9.272803725638279e-11 8.91071890173825e-08 -5.7397784785148465e-09 1.2373227942062058e-06 -2.835977710589334e-07 3.896830822270454e-06 2.0287104411792155e-06
PC2 1.1632089394454192e-07 -9.899297731406364e-07 2.6666201211702663e-05 4.169806905814687e-07 8.751215466198591e-07 -5.604804686209762e-07 -2.0033502392922723e-07 -1.6771412265159527e-07 7.398076529870766e-07 -2.0020524200052743e-07 1.5044163355677507e-07 -1.940402801962192e-08 -3.8655958650359224e-07 1.3942140328302467e-07 -1.4256449247311956e-07 7.03639986534884e-08 -1.1208788952566494e-07 3.0214422122364665e-07 -1.4604374358192394e-07 -2.2376734346594215e-07 -1.3480790459170042e-07 7.771473036283521e-07 1.9769753523458455e-06 -4.556898818022498e-06 2.8627211321433914e-06
PC3 3.573743352246713e-07 -1.4836790275657474e-07 4.169806905814689e-07 2.435532339188861e-06 3.1298838496313174e-08 6.700435429781668e-07 2.8860230204936e-08 2.3515041732491299e-07 -1.0860574903330554e-07 -5.669662814255176e-07 1.2174960930750594e-07 2.077532744438868e-07 3.811193384601937e-08 -2.4741622693456644e-07 1.1072796605265998e-07 -1.327068593322825e-07 -1.3118169801073027e-08 -1.498357299263488e-07 -1.8041693752497382e-07 2.1723214592866116e-07 6.957441256300922e-08 -1.8020691397262372e-06 1.6038012991074736e-06 -2.440044235910064e-06 -3.933461661689192e-06
PC4 6.745712896185782e-07 -5.5489159607964366e-08 8.751215466198593e-07 3.129883849631313e-08 4.657636532242311e-06 1.0079776423526411e-06 -9.467564127694351e-08 8.299746510655791e-08 -4.873996506606727e-07 3.5137966492406113e-07 1.1317483638663762e-07 1.8246504676719495e-07 -4.5124262393651806e-07 -1.1355021080501696e-07 -1.03023836997338e-07 -4.5528428896190484e-08 1.4208521920535905e-07 -4.249218631712661e-08 -1.8789937427911063e-07 -8.729027424974843e-08 -2.1815358979784023e-09 2.1078039432094526e-06 -3.4982625489068714e-07 1.5585032233439495e-06 -4.021925020396193e-07
PC5 -1.561294589125699e-06 -1.490455902464978e-07 -5.604804686209763e-07 6.700435429781671e-07 1.0079776423526413e-06 9.00708422791896e-06 2.69180895217837e-07 6.881645277234847e-07 -3.469897377502636e-07 -2.6806661949730486e-07 -2.0608990467798252e-07 -6.170880654184985e-07 3.371109360981963e-07 -7.402611430141006e-07 3.4803866707861887e-07 -6.004994393377104e-08 -5.6470824494237855e-08 4.148593262896434e-07 -1.9106749506506833e-07 1.2370202694627193e-07 -3.254643535468935e-08 -1.599702485462459e-06 1.1033965284337505e-06 3.0749843834510676e-07 -2.673547048250907e-06
PC6 5.216075605486082e-07 2.5912102438222822e-08 -2.0033502392922667e-07 2.8860230204935978e-08 -9.467564127694363e-08 2.69180895217837e-07 8.554210932923627e-06 2.6233966384694632e-08 5.8156941018552424e-08 2.090926072547316e-07 8.590811681491354e-08 -2.5110573786776754e-07 -7.033584544448967e-08 -2.3681178180461022e-07 -8.593077623510007e-08 -7.185563968219074e-09 -1.1062071776394545e-07 2.9681903427922793e-07 -2.3352552561675118e-07 -6.040252873287219e-08 -1.8965873782256313e-07 6.956238152759552e-07 -1.9207820016110493e-06 6.471838589212439e-06 -1.3219587413264314e-06
PC7 1.014579242665662e-06 1.963443058915143e-08 -1.6771412265159514e-07 2.351504173249129e-07 8.299746510655789e-08 6.881645277234846e-07 2.6233966384694814e-08 6.946582804596241e-06 2.895151874348403e-07 -2.0430785772758814e-07 -1.0478925982880718e-07 5.51773138447649e-07 7.484695430702656e-08 4.557727552361962e-07 -1.6274732070109636e-07 -1.9897157374144354e-07 -2.6393484433317623e-07 -1.5515256042713733e-07 1.3097078908810775e-07 4.581343774684453e-08 -1.2723063247685612e-07 3.8933538850951426e-07 1.8314102058451235e-06 -3.8665084304096815e-06 -1.55675761086244e-06
PC8 -2.551413170501013e-07 3.9783643940699236e-08 7.398076529870763e-07 -1.086057490333056e-07 -4.873996506606727e-07 -3.4698973775026336e-07 5.8156941018552444e-08 2.895151874348404e-07 7.470212903460149e-06 2.256631172310763e-07 1.0101765679372888e-07 -4.723572667014801e-07 -1.1960615489701707e-09 1.0325121857332346e-07 -6.838913621068673e-09 -1.570170324602652e-07 1.0892696940079834e-07 6.867378682970529e-08 -2.06997183845815e-07 -2.0368093825760627e-07 2.4538682303267733e-07 1.7717775609479288e-06 -1.9171851653960242e-06 2.5507651712129807e-06 -1.825003717588197e-06
PC9 1.3880202182591912e-06 2.2797991242094557e-09 -2.002052420005277e-07 -5.669662814255175e-07 3.5137966492406097e-07 -2.6806661949730465e-07 2.0909260725473167e-07 -2.0430785772758814e-07 2.2566311723107628e-07 6.697463439079968e-06 -2.581038667423508e-07 -9.098259338562538e-08 -1.2862337100458938e-07 -1.6525545705793387e-07 -2.776355208654065e-07 1.605535084983595e-08 1.5597077520491113e-07 1.6839872157006232e-07 -3.3039745386420296e-07 -1.6149551484149705e-07 -2.4499978207026624e-07 -1.0927801771674592e-06 2.495658628948921e-06 -4.818434079482943e-06 2.0330141178409963e-06
