 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00032764315400291336 4.6969916294022484e-07 -2.9450715015012455e-06 -5.994725240132321e-07 6.66548206246525e-07 -2.6388732574846065e-07 2.1845767938969816e-07 1.3586566475270215e-06 7.257346036389513e-07 3.9602250527864033e-07 -2.981931945463765e-07 5.068107242350106e-07 -3.136371426994779e-07 6.929986197879294e-07 1.1528928493453212e-07 -7.277191096252534e-07 -4.0898796792869264e-07 -5.100899129703505e-07 3.9889345104120383e-07 1.0063808311796602e-06 3.15688008710576e-07 3.935716149091001e-06 2.6581363504275036e-05 -7.512948090684071e-05 2.7636644898943754e-05
PC1 4.696991629402254e-07 1.1764664986718317e-06 -9.324401811471124e-07 -4.871691054872536e-08 -5.107310112114678e-08 -1.8059903102861176e-07 2.7852525252026685e-08 1.2512260758376916e-07 1.3743903559344315e-07 -5.7451127233249494e-08 1.2641516138271112e-07 -7.680176228640398e-08 3.0816389732424646e-07 -8.94122268945945e-08 -1.267671928751351e-07 -2.855268467962448e-07 -2.1893511388044504e-07 1.5100020792947104e-09 -2.5109538727218386e-08 8.30883538601099e-08 1.9923953394007734e-08 2.0797492225480534e-06 -2.398104789527393e-06 4.840895267891945e-06 2.113108061175566e-06
PC2 -2.9450715015012443e-06 -9.324401811471122e-07 2.4716772505208482e-05 3.9199190479979633e-07 8.781469155350665e-07 -1.0230126022238751e-07 -4.66542098067414e-08 -1.9709348696287422e-07 2.424682690795011e-07 -9.437604563520418e-09 -5.180513082803735e-08 -9.016716218519149e-08 -2.3672140402109313e-07 2.5081654428489866e-07 -3.358522335653762e-07 2.3614751160317124e-07 -9.207206868612393e-08 5.89726793573642e-07 5.927057953776917e-08 -2.746802692747589e-07 9.059892690299171e-08 -5.186485698939878e-07 -7.860931723563818e-07 6.370182746380045e-06 -4.2960657176695175e-07
PC3 -5.994725240132327e-07 -4.871691054872536e-08 3.9199190479979644e-07 2.3773517756749777e-06 2.989508454296741e-08 4.977717105971348e-07 1.756489972560958e-08 9.588314846134607e-08 -1.0296150813296528e-07 -4.441757758755054e-07 1.9370189728504025e-08 1.5865483983233786e-07 8.92729085478741e-08 -3.6067149591691447e-07 -6.384542705246894e-08 -3.235708427817886e-09 1.9119819775237697e-08 -1.2891006780046754e-07 -2.858321013656226e-07 1.907904558103181e-07 5.5533251146852235e-08 -1.5687663944057546e-06 -3.301784874238804e-07 -2.2163745768183407e-06 -1.7821919518666803e-06
PC4 6.665482062465254e-07 -5.1073101121146774e-08 8.781469155350667e-07 2.989508454296735e-08 4.175184453773197e-06 9.371804983998743e-07 -2.8716460542737816e-07 8.226330161191144e-08 -7.305700350358305e-07 1.5034893771154508e-07 1.5193621087722624e-07 1.2233083628411966e-09 -3.6307584634143846e-07 -1.9290392904414609e-07 -8.004608675026066e-08 -3.681367261092446e-08 7.65640120345932e-08 1.263317553663234e-07 -1.6373735122838767e-07 -1.0286500245325021e-07 2.7022341663667402e-08 1.343182965521337e-06 -4.289757893477929e-07 1.661226695541016e-06 4.6841457929436183e-07
PC5 -2.6388732574846224e-07 -1.8059903102861168e-07 -1.0230126022238775e-07 4.977717105971347e-07 9.371804983998742e-07 8.046421423741726e-06 1.3887343605145058e-07 7.180716560980403e-07 -4.7673915072051964e-07 -1.6589490436944966e-07 -2.2120662166912723e-07 -5.903694661399724e-07 3.205713118650295e-07 -5.049627251866098e-07 2.237714588690119e-07 -1.42810484629659e-08 -9.585562181377095e-08 3.8697846285420114e-07 -1.3397189268210789e-07 2.998684175316617e-07 1.0362159551495474e-07 3.517654412299481e-07 -6.632885585940485e-07 4.428165031847965e-06 -6.0607274611651255e-06
PC6 2.1845767938969864e-07 2.7852525252026695e-08 -4.66542098067413e-08 1.756489972560956e-08 -2.871646054273781e-07 1.3887343605145047e-07 7.935604570444504e-06 7.798522906846601e-09 7.495515032673362e-08 3.1271826315709344e-08 3.12938964494284e-08 -1.3395344067119602e-07 1.0424008744823472e-07 -2.347814157677967e-07 -2.3778559488457837e-08 2.3482274691874993e-08 -2.16753882116642e-08 2.5004603548167726e-07 -9.517629106316386e-08 -1.717338394945104e-08 -2.1889125579781697e-07 1.116229384233737e-06 -3.3122950878979457e-06 1.3091784673107427e-06 2.4222878435672933e-06
PC7 1.3586566475270218e-06 1.251226075837691e-07 -1.9709348696287428e-07 9.588314846134608e-08 8.226330161191147e-08 7.180716560980405e-07 7.79852290684676e-09 6.506277165148444e-06 3.7989485321966494e-07 -1.3036099286824938e-07 -6.582816402152533e-08 5.491476579719068e-07 9.779448031396706e-08 2.8292892167102036e-07 -5.569161482317063e-08 -3.218062632463538e-07 -1.4052768985062874e-08 -3.4731803909176244e-08 3.893456897667659e-08 1.4674918030090023e-08 -1.514838782646536e-07 2.8246626060902463e-07 -5.544769216284284e-07 4.32083619168993e-06 -3.4755451473358973e-06
PC8 7.257346036389524e-07 1.3743903559344305e-07 2.424682690795013e-07 -1.0296150813296527e-07 -7.305700350358304e-07 -4.767391507205195e-07 7.495515032673375e-08 3.79894853219665e-07 7.062350626627317e-06 1.4634882742932306e-07 1.9093472107029214e-07 -2.1434284878961807e-07 2.0104704835175526e-07 -5.390360426726687e-09 -5.073714807927174e-08 -1.726230729218754e-07 8.307274931824327e-08 8.53845226333809e-08 -1.3889874523002888e-07 -2.0323064813131551e-07 1.602546856309338e-07 -1.648848465451515e-07 1.0664457878648999e-06 -1.678761343281067e-06 1.3257581915082172e-06
PC9 3.960225052786395e-07 -5.74511272332495e-08 -9.437604563520497e-09 -4.441757758755053e-07 1.5034893771154484e-07 -1.6589490436944966e-07 3.127182631570941e-08 -1.303609928682495e-07 1.4634882742932309e-07 6.333331864684808e-06 -7.373014479383686e-08 -1.5055285151815703e-07 -1.377051427075151e-07 -8.807586347889498e-09 -2.5460568097181093e-07 1.2165936788964431e-07 2.6312779773727633e-07 2.6912202459710746e-07 -1.57993114705373e-07 -1.4204667290276534e-07 -2.066071743426858e-07 -9.283422494007676e-07 1.6054689349932674e-07 1.9801024072228912e-08 4.4394107900839154e-07
