 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0005543230014251884 9.410126762127476e-07 -8.39300553344955e-07 5.898244053404e-07 5.533254473503163e-07 -8.632307206947611e-07 1.8439120205269075e-06 1.3566859072682475e-07 1.856884184036652e-06 1.4751142260293696e-06 5.94917611587349e-07 3.9765642508127415e-06 -2.8115511156895684e-06 1.916964822814979e-06 -2.318621012945702e-06 -2.847800544819427e-06 -2.627585964075692e-06 -1.7144146624003049e-06 -1.1413163946247475e-06 2.5060975254718357e-06 -2.202046587997281e-07 3.900035223730658e-06 3.267128835277977e-05 0.00010156435962358454 -0.00010966672412775463 1.2163373444291147e-05 -0.0002159490119573013 6.228911243235855e-05
PC1 9.410126762127473e-07 2.022895013306011e-06 -1.7592604774977415e-06 -3.0117344037606296e-07 -3.789429316824459e-08 -3.3971981065242647e-07 9.614363482858159e-08 1.03854808798016e-07 9.719974413572951e-08 -7.318396710367897e-08 1.0605058889770819e-07 -1.7095255834847168e-08 6.353609549925738e-07 -1.8720273309100927e-07 -3.5621950071465084e-07 -6.225342852769044e-07 -5.994979532763499e-07 2.5616567953215845e-07 -7.079742922126351e-08 1.7271752327423778e-07 -1.1857927077244082e-08 1.33619044276267e-06 -1.7214979308699071e-06 -2.7186362207232922e-06 6.409935990288446e-06 5.895372885269742e-06 9.617001072586333e-06 1.6033916197622857e-07
PC2 -8.393005533449559e-07 -1.759260477497742e-06 4.804978776428635e-05 9.343446620234654e-07 1.5236960967264882e-06 -5.365153845295202e-07 -1.0140085204003483e-07 -4.163092063555236e-07 1.2171706244657628e-06 -2.7875437573976837e-07 3.1221631635043135e-07 -6.022628860647718e-07 -8.855703235462683e-07 5.845364938840708e-07 -1.082288217874282e-06 2.7423550327985793e-07 2.2644048870705728e-08 8.103408332695048e-07 2.588358268099969e-07 -5.535285117920229e-07 -3.4361356694261554e-07 -9.380153218318133e-07 9.001592483777345e-06 -9.896940956168703e-07 -1.6580229068180637e-05 5.604650997645449e-06 1.645053797740926e-05 1.1036237130656883e-06
PC3 5.898244053403978e-07 -3.0117344037606307e-07 9.343446620234654e-07 3.9293654532257546e-06 6.994171035571036e-08 1.1069281329811125e-06 4.486502520989187e-08 4.606010588956136e-07 -1.2061077770118825e-07 -9.265536460480777e-07 1.3632952917490705e-07 2.7604148530749045e-07 1.0890517880362395e-08 -5.304417642196435e-07 2.7706504512849216e-08 -1.1415899166429111e-07 1.5278265382355993e-07 -4.3274536595806825e-07 -4.803991838800448e-07 4.191081469868594e-07 6.454102393665651e-08 -7.672371191823122e-07 1.7709710167509434e-06 -3.031096665921191e-06 -4.923245453151083e-06 -6.447870792801533e-06 -7.527735352884796e-06 2.2798755491184585e-06
PC4 5.533254473503152e-07 -3.789429316824487e-08 1.5236960967264897e-06 6.994171035571055e-08 7.322086793092522e-06 1.707463222780736e-06 -3.241503480820803e-07 1.3916088036097333e-07 -1.2248816387306521e-06 4.004890119933085e-07 2.5762502136684563e-07 2.3135335605082263e-07 -8.532767442369161e-07 -5.259275927754195e-07 -1.5855942615771411e-07 -1.5858271357667104e-07 1.1131223666147616e-07 1.1462226658176952e-07 -4.96135538608063e-07 -1.7301769050934432e-07 1.8921978610995998e-07 1.992643204207913e-06 -1.6390104748595061e-06 -2.812560010985772e-06 2.8698894331621098e-06 3.3866829974294395e-07 7.2366140755188846e-06 3.5890819622773682e-06
PC5 -8.632307206947615e-07 -3.397198106524269e-07 -5.365153845295205e-07 1.1069281329811129e-06 1.7074632227807354e-06 1.514694579434624e-05 3.7576937462585437e-07 1.2497064800556662e-06 -9.377713911020601e-07 -4.2161191851746476e-07 -3.723965351414573e-07 -1.199556787082039e-06 4.434082082646933e-07 -1.1235157623338222e-06 6.457914627720362e-07 -1.2642923467241414e-07 -1.814399800425028e-07 7.292075446604858e-07 -3.251685126392202e-07 3.528420125166943e-07 1.1942058616075267e-07 -1.8172108667757377e-06 4.384839134396903e-06 1.0143165272805696e-06 -5.809539550842856e-06 -2.9693765427113808e-06 5.983071253804286e-06 -1.103466792002412e-05
PC6 1.8439120205269055e-06 9.614363482858167e-08 -1.014008520400351e-07 4.486502520989206e-08 -3.241503480820799e-07 3.757693746258548e-07 1.4659897466020946e-05 -1.1225826524375131e-07 3.539484217964722e-07 1.922012248799027e-07 7.725448182167786e-08 -4.054723376812022e-07 1.005907157889318e-07 -3.7161573440648934e-07 -2.0701921854841038e-07 6.780481493363037e-08 -1.0357929754310933e-07 2.278910984919481e-07 -4.336238070712968e-07 -2.1823915317975622e-07 -4.943316894471857e-07 2.5935719967572548e-06 -8.486287340529554e-06 -2.457062630939541e-06 1.485636384866278e-05 7.090418446468486e-08 -4.344923509590665e-06 3.2297752582726402e-06
PC7 1.356685907268239e-07 1.0385480879801611e-07 -4.1630920635552326e-07 4.606010588956135e-07 1.3916088036097317e-07 1.2497064800556667e-06 -1.1225826524375084e-07 1.2253030891835013e-05 8.480309339417259e-07 -2.3366308690512163e-07 -1.1522856600827884e-07 1.3454622306510643e-06 1.5774674437643355e-07 5.221898051925566e-07 -2.3016342314165503e-07 -4.770326132498351e-07 -3.8990750511299396e-07 -1.934988582298215e-07 1.641712112657997e-07 6.910777295023097e-08 -2.9271606848264146e-07 3.5141397162780263e-06 2.31526718306206e-06 1.2721159385737639e-06 -7.370504007238502e-06 -2.5640824447180404e-06 3.841359820573242e-06 -1.2509950398608637e-05
PC8 1.8568841840366528e-06 9.719974413572928e-08 1.2171706244657634e-06 -1.206107777011883e-07 -1.224881638730652e-06 -9.377713911020599e-07 3.5394842179647223e-07 8.480309339417257e-07 1.3225442419300684e-05 3.605386014270621e-07 1.9729362806237058e-07 -8.287874155204747e-07 7.45179444647552e-08 1.1109866302171768e-08 -1.3232769515462539e-07 -6.051632912792411e-07 2.7898499109704276e-08 1.4369968452411467e-07 -5.277126530359097e-07 -3.2193433221319117e-07 3.514562102721371e-07 2.922613192061495e-06 -3.224162040258195e-06 7.832169621470874e-07 2.8564295834932846e-06 -2.0338643236082772e-06 -5.607713765563938e-06 6.5894166296767124e-06
PC9 1.4751142260293728e-06 -7.318396710367899e-08 -2.787543757397689e-07 -9.265536460480775e-07 4.004890119933087e-07 -4.216119185174648e-07 1.922012248799027e-07 -2.3366308690512142e-07 3.6053860142706197e-07 1.149512741471015e-05 -4.666084696139268e-07 8.645962744001238e-08 -4.964655598606635e-07 -2.4402125438839147e-08 -8.746406256228418e-07 2.671101584365984e-07 4.817387318716312e-07 6.942096590454071e-07 -1.6649732132953667e-07 -9.878940178369185e-08 -6.350807387964304e-07 -2.8446375253867437e-06 6.150027340247229e-06 -5.520521807947616e-07 -1.244221741475246e-05 1.976553384366861e-06 -6.158247719182783e-07 2.780405383104757e-06
