 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0006881376135979659 1.2558775586532954e-06 1.515140755710733e-06 1.6580128980925772e-07 1.9194224832683868e-06 -1.6500245608133496e-06 1.1524601131919214e-06 1.20697459558282e-06 1.5711210438484355e-06 1.4890036518175597e-06 6.103126950102313e-07 2.077886616265514e-06 -2.8537009266481637e-06 1.7920499162454979e-06 -1.6195436349313248e-06 -2.265048782704803e-06 -2.2497225183175996e-06 -6.209860821498269e-07 -5.194608647213808e-07 2.5851582485921e-06 2.1457680326022044e-07 1.9922974112728513e-06 2.2979521661035906e-05 0.00010140970718839548 -0.00012034844678612883 3.993928415234401e-05 -0.0002294121993385576 6.071686926924562e-05
PC1 1.2558775586532947e-06 2.4151239016574163e-06 -1.6681551072595346e-06 -2.709748273255493e-07 1.26986289025811e-08 -3.6775675024581015e-07 6.11900842411887e-08 1.2800119422359428e-07 4.4875387370631195e-08 -1.3845478592368828e-07 1.0629774044193818e-07 -2.1094060090993748e-08 5.927144635115666e-07 -2.064439373253397e-07 -2.9922154933557615e-07 -5.55364578896568e-07 -4.61172052885025e-07 1.9121279817881198e-07 -7.108160822082637e-08 1.8634985442395275e-07 -1.1751197153120787e-08 1.0665089743119476e-06 -1.1829221525888368e-06 -4.1005923332446335e-06 6.973200811695937e-06 6.1754124514257575e-06 1.1387001102362008e-05 1.960985644957303e-06
PC2 1.5151407557107297e-06 -1.6681551072595354e-06 4.471291500672557e-05 8.489790646839937e-07 1.2608198900579966e-06 -5.193499056097453e-07 -1.2750949606390327e-07 -1.416077015026625e-07 1.0648679988623294e-06 -2.648320925212043e-07 4.558909463665614e-07 -4.794409055136405e-07 -6.585749928627695e-07 5.211600645034526e-07 -8.495274327379249e-07 3.2345934483927525e-07 6.396596810707092e-08 8.030125561753551e-07 3.2289868874322855e-07 -3.44697436199626e-07 -2.453200198057465e-07 -2.5651357669335135e-06 8.264804217628568e-06 7.722050926802521e-07 -1.6707730087478532e-05 9.28077971999693e-06 1.515955807406218e-05 -8.762772975757895e-07
PC3 1.6580128980925817e-07 -2.709748273255493e-07 8.489790646839935e-07 4.65236349583072e-06 3.861406036403656e-08 9.687624267187301e-07 -2.1068970612022947e-08 3.7839807137643223e-07 -2.5965375564321505e-07 -8.294098888943519e-07 1.0085188186558996e-07 2.9061951203000394e-07 -3.546147790303023e-08 -4.625041575252364e-07 8.654759826137475e-08 -1.0335775647193108e-07 1.456088544585267e-07 -3.151027412184975e-07 -3.6719233795443403e-07 3.1480443195287826e-07 7.443106075881217e-08 -4.850454447331157e-07 8.416873603341241e-07 -3.7587482363281018e-06 -5.443161092077679e-06 -5.56314245140573e-06 -6.7207472908027425e-06 7.161114884142331e-07
PC4 1.919422483268388e-06 1.269862890258097e-08 1.2608198900579976e-06 3.861406036403668e-08 8.257867994653921e-06 1.3899549344450193e-06 -3.5512661165079613e-07 1.321837332203437e-07 -1.0789701536074567e-06 4.1866400168543873e-07 2.3093357210904644e-07 1.4324214883650834e-07 -8.263135822257384e-07 -4.528040194936635e-07 -9.939455090597353e-08 -5.42127058442293e-08 3.666321653051164e-08 -5.281647629264189e-09 -3.7354636135438624e-07 -1.7878246849387468e-07 1.3401351995594987e-07 1.3404575943062044e-06 -2.311420977054782e-06 -1.0215315058877715e-06 4.066341175367258e-06 1.7376127529331804e-06 5.635680598919407e-06 3.419459192847526e-06
PC5 -1.650024560813348e-06 -3.6775675024581e-07 -5.193499056097455e-07 9.687624267187297e-07 1.3899549344450189e-06 1.5000240825587798e-05 3.4480618977117783e-07 9.618054614942798e-07 -6.299416491072688e-07 -3.2381610549742026e-07 -1.6641724131234147e-07 -1.0247625467777793e-06 4.7328930695484525e-07 -8.518641020738322e-07 5.133350624197419e-07 -1.5457594764670797e-07 -1.8895110371649e-07 6.410967182488933e-07 -2.72314075298709e-07 1.5774510356117083e-07 4.140103318013987e-08 -1.444412541355704e-06 3.4203653360541677e-06 1.360887894886239e-06 -4.0473026891022615e-06 -3.250175249159977e-06 6.121610916902249e-06 -1.1718405520808692e-05
PC6 1.1524601131919212e-06 6.119008424118864e-08 -1.2750949606390322e-07 -2.1068970612023086e-08 -3.5512661165079576e-07 3.448061897711777e-07 1.4151327814452885e-05 -5.768407099518197e-09 4.0403016879812063e-07 1.287636726240306e-07 9.270952602770172e-08 -4.12365483386576e-07 2.1427905699554522e-07 -3.7798497000628364e-07 -1.6979633667753956e-07 8.891055269152524e-08 -4.0871979128628366e-08 2.3619372296307448e-07 -4.2713962379602463e-07 -1.9056917717003577e-07 -4.345621083553991e-07 2.821058475206381e-06 -7.851012370794173e-06 -3.0856178128786095e-06 1.3232355757202493e-05 -4.338138295659463e-07 -3.5703160526881513e-06 4.000771549082502e-06
PC7 1.2069745955828183e-06 1.280011942235943e-07 -1.416077015026618e-07 3.78398071376432e-07 1.3218373322034395e-07 9.618054614942798e-07 -5.768407099518185e-09 1.1744373990387033e-05 6.969321858647031e-07 -2.6010911922934036e-07 -2.196796717493174e-07 1.0542456435145076e-06 1.4808415877374039e-07 4.804864308880628e-07 -5.7733096915640124e-08 -3.832495232657075e-07 -2.851476769209695e-07 -9.575152980380815e-08 1.3901644056279306e-07 3.5478977166775294e-08 -2.0306021848167618e-07 1.391194010054913e-06 4.853981217036479e-06 1.9539093171504093e-07 -7.814823938138796e-06 -4.911362996862459e-06 4.735059098207394e-06 -8.762352046282007e-06
PC8 1.5711210438484298e-06 4.487538737063132e-08 1.064867998862329e-06 -2.596537556432151e-07 -1.0789701536074567e-06 -6.29941649107269e-07 4.040301687981204e-07 6.969321858647031e-07 1.2542237842639109e-05 3.2021917017501913e-07 4.659469632622024e-08 -7.228214852204692e-07 1.4371042382020837e-07 2.0285197480485692e-08 -8.305960113649614e-08 -4.815003091999212e-07 7.022509720100441e-09 9.064325395698553e-08 -4.2878430290910256e-07 -3.3717988583518297e-07 2.9492016056671776e-07 2.7104243679666233e-06 -1.6347565097228364e-06 2.04399251788661e-07 6.059328734066108e-07 -3.0587438425979176e-06 -2.087187531890379e-06 3.1758156906526665e-06
PC9 1.4890036518175599e-06 -1.384547859236881e-07 -2.648320925212046e-07 -8.294098888943516e-07 4.1866400168543857e-07 -3.2381610549742015e-07 1.2876367262403075e-07 -2.6010911922934015e-07 3.202191701750187e-07 1.1126723909653647e-05 -3.5297865816605676e-07 8.74174068761551e-08 -4.6221004123976856e-07 -2.666373127134135e-08 -7.516030485013596e-07 2.8674627179109327e-07 5.507364664742827e-07 5.546885301456899e-07 -2.5149179197965737e-07 -1.2846862984547275e-07 -5.400283587835578e-07 -2.035243821965812e-06 4.3995402714655344e-06 -1.1158030145356008e-06 -1.0542819820421868e-05 3.0692079518924457e-06 1.0238994931550875e-06 1.5233835464885628e-06
PC10 6.103126950102275e-07 1.0629774044193829e-07 4.5589094636656153e-07 1.0085188186558985e-07 2.3093357210904618e-07 -1.6641724131234136e-07 9.270952602770172e-08 -2.196796717493175e-07 4.659469632622073e-08 -3.529786581660568e-07 1.1367243934641376e-05 -3.837141634176155e-07 8.520723607741031e-08 -3.5695379401133873e-07 4.942226229372871e-08 2.2423405265448907e-07 -1.4297347801279306e-07 -1.7288992537867794e-07 2.1259633293364796e-07 4.693146169213225e-07 -1.9661727675298774e-07 3.0727713528628897e-06 -4.148515645868837e-06 4.819347762693741e-07 2.2016271992814317e-06 3.948392373396481e-06 -4.051975463153297e-06 2.4746443470142727e-08
PC11 2.0778866162655137e-06 -2.109406009099359e-08 -4.794409055136406e-07 2.906195120300041e-07 1.4324214883650837e-07 -1.0247625467777795e-06 -4.1236548338657584e-07 1.0542456435145082e-06 -7.228214852204695e-07 8.741740687615477e-08 -3.8371416341761557e-07 1.1054075397954052e-05 -2.4697783094518805e-07 1.0425227329231018e-08 -3.2987287586257794e-07 2.8394345630832733e-07 2.5838598779234906e-07 3.481649346013597e-07 2.490099491752212e-08 5.091397863199284e-07 3.802843333340241e-07 -7.01804562029092e-07 -3.5546395402886965e-06 -6.148596365937322e-06 2.49735653528422e-06 7.796191320005492e-06 1.0837040730120792e-05 -2.9481762760485044e-06
