 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0007099215504612208 1.6605590115841706e-06 -3.1790204156246237e-06 -3.30508609614251e-07 -8.604069210948478e-09 -3.7070060957739103e-06 2.2402850139040443e-06 -1.642049814496701e-07 -7.251765328329722e-07 2.4962029370286326e-06 -9.427768838811642e-07 -1.2429102397956212e-06 -3.0117963665882943e-06 2.5187267582430883e-06 -3.491902046671757e-06 -3.699826100487105e-06 -2.3627222971899032e-06 4.850601511004221e-07 7.832849881338626e-07 1.2801071154182656e-06 1.8923402350120514e-06 -6.116612964000115e-06 5.255091629397183e-05 -0.00012644014047796592 3.256682137649562e-05
PC1 1.6605590115841676e-06 2.4309881654881123e-06 -1.8966395043110416e-06 -1.4129984226209805e-07 -2.1525449528790556e-08 -1.5048467228085748e-07 -1.0085751591159139e-07 3.3448886674135306e-08 1.1641748893131625e-07 -8.371993641009907e-08 3.678485039188498e-09 -2.519976123376415e-07 7.662052535536493e-07 -4.2482827234942136e-08 -4.679609311497939e-07 -6.923002243273912e-07 -4.545591859063661e-07 7.26559311883745e-09 5.626550936203892e-08 2.962481002080403e-07 9.985175359709113e-08 2.157637989888986e-06 -1.1736390625723274e-06 7.460386924665914e-06 4.0299921815573975e-06
PC2 -3.1790204156246246e-06 -1.8966395043110416e-06 5.1035498966428154e-05 1.3044747945772515e-06 1.3084589044337536e-06 -1.3386976359666444e-06 -1.0844937778271894e-06 1.4824499123162538e-07 1.218675382845471e-06 -4.974564457648222e-07 -3.129620152629253e-07 2.3118736557024033e-07 -6.71376886552052e-07 2.788521271568059e-07 1.022824067795619e-06 -2.4993400451735034e-07 -2.600638991282942e-07 5.688900186508673e-07 -1.0725048981285772e-07 -4.609751374653795e-07 -7.709350496742784e-07 2.7280197419030293e-06 -4.369055287438293e-06 2.1851240182841543e-06 4.123220703128542e-06
PC3 -3.305086096142525e-07 -1.4129984226209826e-07 1.3044747945772517e-06 4.990948356626533e-06 1.8420776007008174e-07 1.2544150177551703e-06 -2.656717598047823e-07 7.436357760991713e-07 -5.083229374527581e-08 -1.037269450601255e-06 3.081580305953508e-07 5.07520359602551e-07 2.060512263936833e-08 -4.478651711889471e-07 2.165375929938358e-07 -2.3489410153617523e-07 -1.7174441233806832e-08 -3.18024404474271e-07 -3.057076147596502e-07 4.3773956945852654e-07 3.4325065788426656e-07 -1.0907909542572263e-06 -2.4596195667953607e-06 -1.8368890268017511e-06 -3.865769956121487e-06
PC4 -8.604069210947237e-09 -2.1525449528790675e-08 1.3084589044337538e-06 1.8420776007008177e-07 8.841993220044469e-06 1.9747428076128413e-06 -2.1925608893979138e-08 -4.3335528861665316e-08 -8.35131744267192e-07 6.465293343865319e-07 1.225901839997642e-07 5.721685466797139e-07 -7.246347233199253e-07 -1.1393807156741418e-07 -7.275403065839455e-08 -2.264967668044637e-08 3.785637189849198e-07 -3.0065745400955344e-07 -4.0391682942646067e-07 -8.733557034468633e-08 9.928510286633895e-08 3.2601847498895317e-06 -4.3723514142115915e-07 3.032455587538e-06 -2.309025688673102e-06
PC5 -3.7070060957739103e-06 -1.504846722808579e-07 -1.338697635966644e-06 1.2544150177551699e-06 1.9747428076128413e-06 1.6710806505013948e-05 7.860937721403953e-07 1.1262815603964815e-06 -5.465222688528616e-07 -7.212646658051211e-07 -6.163014938921754e-08 -1.0458057368441385e-06 7.143028567017762e-07 -1.1458560335318911e-06 3.30081689754184e-07 1.1500197844791031e-07 -2.6009981801009127e-07 3.365053780444702e-07 -4.646272055422134e-07 1.533968683536466e-07 -1.1000139395985116e-07 -3.5451618896784896e-06 -3.77674488031253e-07 -4.064405935893206e-07 -2.1745830953122363e-06
PC6 2.240285013904045e-06 -1.0085751591159138e-07 -1.0844937778271882e-06 -2.6567175980478215e-07 -2.192560889397889e-08 7.860937721403959e-07 1.5565254895534863e-05 1.7900759797202847e-07 2.209817660687478e-07 6.63499524810788e-07 5.007748274700951e-07 -5.172286116753615e-07 -3.063338404877002e-07 -5.993048865858281e-07 -3.537008924290735e-07 3.087604647092564e-07 -2.2828228000366052e-07 4.4732709289900896e-07 -3.406165851038346e-07 -1.297475028888831e-07 -4.3925337011147553e-07 2.7279746953747432e-06 -1.2207055759388463e-06 2.7334504214871255e-06 -4.248038870404461e-06
PC7 -1.642049814496711e-07 3.3448886674135034e-08 1.4824499123162514e-07 7.436357760991711e-07 -4.333552886166531e-08 1.1262815603964819e-06 1.7900759797202804e-07 1.294281437235468e-05 3.3104397819088947e-07 -3.3769634165698107e-07 1.0514231742235483e-08 9.821623175831999e-07 -2.948482788716311e-09 7.1513076137833e-07 1.424494161464572e-07 -3.191841233617539e-07 -1.8195640927477338e-07 -5.409692389170664e-07 -4.1110200761716e-08 1.6238670402937324e-07 1.0365291912760835e-08 3.072560578598789e-06 -2.1947454761928094e-06 -2.0297752060546e-06 6.184802175602709e-07
PC8 -7.251765328329723e-07 1.1641748893131619e-07 1.21867538284547e-06 -5.083229374527551e-08 -8.351317442671917e-07 -5.465222688528615e-07 2.2098176606874743e-07 3.3104397819088963e-07 1.3746780525057076e-05 1.7392589741692358e-07 -1.4436644924846457e-07 -9.326485687531703e-07 3.2875036446598223e-07 3.913330939144807e-08 -1.3517348446206632e-07 -4.0774910501782577e-07 3.8029414132740387e-07 6.367468748136508e-07 -1.2757305424409222e-07 -8.3885901019208e-07 5.528878096993669e-07 2.2586838157307738e-06 -4.2713051919826395e-06 6.513018382532216e-06 -5.337378669322363e-06
PC9 2.4962029370286372e-06 -8.371993641009899e-08 -4.974564457648223e-07 -1.0372694506012557e-06 6.465293343865319e-07 -7.21264665805122e-07 6.634995248107878e-07 -3.376963416569809e-07 1.7392589741692363e-07 1.2640258341761282e-05 -4.96857432468009e-07 -2.0069391150157626e-07 -3.112361723478062e-07 -3.5945009792696717e-07 -2.0597008463719543e-07 -7.677435940077367e-08 5.482887352597542e-07 5.362954963881879e-07 -4.990297804358335e-07 -6.136029683015948e-07 -2.7627465022741406e-07 -1.2382711747546076e-06 3.953537861068552e-06 -1.3628539895288211e-05 7.873727362090733e-06
