 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0002690495861284893 3.1405357251746436e-07 -2.667804762450981e-06 -5.260083393933593e-07 2.858465935528395e-07 -2.323095534243484e-07 5.277738539662755e-07 1.0416668561808015e-06 6.466401774236325e-07 2.390795465068873e-07 -5.5650630742782085e-08 5.601537329773117e-07 -4.3364121046446057e-07 7.257973899980926e-07 -4.05634243112461e-08 -7.322405078372381e-07 -4.2139716267299317e-07 -6.107291786335118e-07 2.9265688057742875e-07 8.653335133346427e-07 2.7613138654025664e-07 3.564707357019505e-06 2.381593363604983e-05 -6.334383084661948e-05 2.3673965016890316e-05
PC1 3.140535725174645e-07 9.784473198717968e-07 -8.482764031005932e-07 -3.3079183554362434e-08 -6.032016707033818e-08 -1.501667691129708e-07 3.1322443859558e-08 1.1001231228702797e-07 1.1649753997392482e-07 -4.6540778416630217e-08 1.0628571905051277e-07 -6.527863238104345e-08 2.831662365826995e-07 -7.933115853504413e-08 -1.1713325392761476e-07 -2.442006347234897e-07 -1.992244455184971e-07 8.974260579164513e-09 -1.5609379930497502e-08 6.119083511938808e-08 1.0198741456112815e-08 1.882394552335391e-06 -2.1355545735381677e-06 4.038566333398846e-06 1.7540050630879547e-06
PC2 -2.6678047624509805e-06 -8.48276403100593e-07 2.2295909436820203e-05 3.555971163813593e-07 7.613962951376812e-07 -7.687274599726606e-08 -3.2553786894130454e-08 -1.878515249195227e-07 2.1162549242680394e-07 -1.9574085271534243e-08 -3.8751033174797896e-08 -1.356191887960034e-07 -2.5800402114306353e-07 2.145948803551144e-07 -3.2449725899309587e-07 2.2940984408125042e-07 -3.1826022058948666e-08 5.271008127084293e-07 4.8183828520255896e-08 -2.647045360077267e-07 5.678452086807624e-08 -4.341506942038491e-07 -3.0353622579023944e-07 5.228939054074518e-06 -1.8865141306391708e-07
PC3 -5.260083393933588e-07 -3.3079183554362454e-08 3.555971163813592e-07 2.006342114421854e-06 4.098822334406255e-08 4.361979061218143e-07 5.458564360902644e-09 8.319761886876643e-08 -1.0560980063788306e-07 -3.90873687754743e-07 3.107361649775569e-08 1.5781827005303074e-07 7.020567116554589e-08 -3.348882158644721e-07 -5.4188230660752604e-08 1.4449065455195273e-08 2.278185503276864e-08 -1.3284392389805555e-07 -2.553503017293203e-07 1.8311131546754176e-07 3.7854802724968485e-08 -1.4857514534193116e-06 -1.1780834581205393e-07 -2.0636903134123693e-06 -1.2689758786420933e-06
PC4 2.858465935528401e-07 -6.03201670703382e-08 7.613962951376811e-07 4.098822334406256e-08 3.5838567489424757e-06 8.946537415921508e-07 -2.4505836984161666e-07 6.98139478046344e-08 -6.786764050848716e-07 1.3737483349970484e-07 1.4606024820774904e-07 4.640269005834564e-09 -3.2358012458315896e-07 -1.573960768888957e-07 -7.125610772753091e-08 -4.5039824660070265e-08 7.298573561085437e-08 1.1186455559373763e-07 -1.583437586290217e-07 -7.655638850783695e-08 2.967100590242012e-08 1.1414382903875197e-06 -6.713235297370565e-07 1.686825110751988e-06 6.016819242488434e-07
PC5 -2.3230955342434814e-07 -1.501667691129707e-07 -7.687274599726576e-08 4.3619790612181427e-07 8.946537415921508e-07 7.094560027517403e-06 1.466228382196426e-07 6.737990662982333e-07 -4.647742672525622e-07 -1.6376237700137873e-07 -2.0657780722610555e-07 -5.517011458636805e-07 2.7843660058859096e-07 -4.7666668054580216e-07 2.165694889808104e-07 -7.306380014190578e-10 -1.0748230203520727e-07 3.773328361642382e-07 -1.360568074822659e-07 2.991415940399365e-07 1.0207559936681631e-07 2.192624165569334e-07 -5.858201919133779e-07 3.999042022571874e-06 -5.42669430867514e-06
PC6 5.27773853966275e-07 3.1322443859558036e-08 -3.2553786894130487e-08 5.45856436090263e-09 -2.4505836984161666e-07 1.466228382196426e-07 7.12809743557888e-06 7.998216092123613e-10 6.934353407437256e-08 3.6541685490674446e-08 -3.703117290310006e-09 -1.2977244058166048e-07 9.847396003549817e-08 -2.3125293808689036e-07 1.824545524268007e-08 5.309470407816087e-10 -2.274910344854649e-09 2.390581444989919e-07 -8.320450429887003e-08 -2.544052811222045e-08 -2.0198722593200792e-07 7.907875823817215e-07 -2.784553836036158e-06 7.319532851314138e-07 2.5185600327095703e-06
PC7 1.0416668561808017e-06 1.10012312287028e-07 -1.8785152491952237e-07 8.319761886876643e-08 6.981394780463431e-08 6.737990662982331e-07 7.998216092123974e-10 5.807911720513906e-06 3.5415729232615307e-07 -1.1339901972234803e-07 -4.031002139560474e-08 5.195418665423464e-07 8.423831792765132e-08 2.890763647249577e-07 -8.798715969658153e-08 -2.676836833194958e-07 -3.6708506083749644e-08 -3.2505436021317306e-09 3.7539897662075376e-08 -4.893468684708672e-09 -1.2566621493470164e-07 4.196498674825071e-07 -3.899341829763643e-07 3.7259823467198214e-06 -3.388912340235136e-06
PC8 6.466401774236323e-07 1.1649753997392479e-07 2.11625492426804e-07 -1.0560980063788308e-07 -6.786764050848715e-07 -4.647742672525622e-07 6.93435340743726e-08 3.54157292326153e-07 6.357099073069492e-06 1.628231660079515e-07 1.7328679017580207e-07 -2.0057234595495861e-07 1.6056509635386073e-07 6.893063972587694e-09 -4.3195476717709807e-08 -1.4700092599005893e-07 9.292949825270719e-08 1.0338952836337209e-07 -1.4179859757191088e-07 -1.7254422696012215e-07 1.5914917639631112e-07 -2.0285589656318357e-07 1.035544562720011e-06 -1.6588583361354715e-06 1.285176893810258e-06
PC9 2.390795465068865e-07 -4.6540778416630256e-08 -1.957408527153435e-08 -3.9087368775474287e-07 1.3737483349970484e-07 -1.6376237700137878e-07 3.654168549067436e-08 -1.1339901972234812e-07 1.6282316600795136e-07 5.665811549559048e-06 -1.0252969139964993e-07 -1.256964805354739e-07 -1.4098029680794e-07 -9.219007349575474e-09 -2.486504357629001e-07 9.921979544841742e-08 2.2045107805686125e-07 2.6032102462002706e-07 -1.2585691961521775e-07 -1.249617405944902e-07 -2.1136911130343216e-07 -1.0461587557670868e-06 4.185383204119038e-07 -1.4629782554671358e-07 1.2799729395550323e-07
