 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.00026795602608322506 3.5317821419200635e-07 -2.2824563405254096e-06 -4.0306957167571725e-07 -4.51955203400182e-08 -2.450946782577687e-07 -3.340294568940365e-07 7.280776364874319e-07 4.9600800043075686e-08 8.197216344503012e-07 -4.145074237400677e-08 -9.873701661867019e-08 -1.0486953080280259e-08 1.8482911655230632e-07 1.4571483139731417e-07 -4.983879003889444e-07 -2.3487536750228495e-07 2.613397192518932e-07 -1.218582375011437e-07 6.438781787378161e-07 2.4267574041363023e-07 1.0026701946566921e-05 -1.362281588273809e-05 -1.1400112091239513e-05
PC1 3.531782141920061e-07 8.802554089087841e-07 -6.213614696351357e-07 3.001782492290547e-08 -4.386471976411379e-08 -5.384071559387253e-08 8.511402025723569e-10 4.384692149795508e-08 1.0082977210269833e-07 -2.9062504956611864e-08 4.704200158474495e-08 -4.6464078102968816e-08 2.3687233117347729e-07 -1.3298530792049906e-08 -1.0103591000598025e-07 -1.7230297134705492e-07 -1.5434834203884675e-07 3.020316831317559e-08 5.217750346010817e-08 2.6918597936328833e-08 2.872590630187934e-08 3.679853187732887e-07 2.1559559681891964e-06 1.371387872644793e-06
PC2 -2.2824563405254096e-06 -6.213614696351357e-07 1.7729725870056715e-05 1.9893577536590133e-07 5.904651425021698e-07 -2.2200085238995475e-07 -5.214303150965838e-08 1.1870297451024168e-08 1.1969184283921787e-07 6.702971799058043e-08 -1.375798000217554e-08 6.551794304349667e-08 -1.2430942351449142e-07 3.779414783963375e-08 -1.8510154376942916e-07 1.1031885880844301e-07 -1.7081060993465926e-07 1.5149826408884203e-07 -1.3516016852037021e-08 -6.461234887289699e-09 -5.979477027898458e-09 -1.8752744070137273e-06 9.843215706254247e-07 2.6057146026766316e-06
PC3 -4.0306957167571746e-07 3.001782492290546e-08 1.9893577536590133e-07 1.8311567461677906e-06 1.945868206948289e-09 2.821490554225861e-07 1.4802884818919425e-08 5.800348672613442e-08 -6.223574321030867e-08 -3.247002333981859e-07 3.0926673615699006e-08 1.3615263882704704e-07 6.033007275094665e-08 -1.58897781197535e-07 -2.4626652051034313e-09 -1.4485346729815957e-08 5.533007402830307e-09 -1.0372520096986955e-07 -1.3868636978624024e-07 1.1536716854309492e-07 3.391033114608143e-08 -5.432489198935823e-07 -9.677145774516281e-07 -1.6038526500081658e-06
PC4 -4.5195520340018416e-08 -4.386471976411382e-08 5.904651425021699e-07 1.9458682069483025e-09 3.1394065674121063e-06 4.1417611657502453e-07 -2.0510799633564819e-07 -1.88449723363151e-08 -3.4709866835718365e-07 2.344681221892899e-07 9.924968439800822e-08 9.211487253800454e-08 -2.0207385240941058e-07 1.367746967382496e-08 -8.950212842720549e-08 -2.57195274876647e-08 5.60270210267395e-08 4.880511555595894e-09 -7.770225395157126e-08 -7.034316357135414e-08 -1.6832918257402645e-08 5.583968079558446e-07 9.670739720162557e-07 1.1495770836144093e-06
PC5 -2.45094678257769e-07 -5.384071559387254e-08 -2.220008523899547e-07 2.821490554225862e-07 4.141761165750247e-07 5.238084330643801e-06 3.3700484097536154e-08 4.80367514765113e-07 1.880428163785354e-08 -5.34477115957104e-08 -8.140889098701033e-08 -2.945748302799799e-07 1.6866610849101992e-07 -2.3389130384815643e-07 3.283030128499108e-08 6.059639120678058e-08 -4.821218097144414e-08 2.3442308460650123e-07 -1.0340242700537576e-07 8.483848612447117e-08 6.812409532302351e-08 1.1622739011441328e-07 -4.964769234258465e-07 -1.5275264243662733e-06
PC6 -3.3402945689403647e-07 8.511402025723502e-10 -5.214303150965831e-08 1.4802884818919384e-08 -2.051079963356482e-07 3.370048409753623e-08 6.026774006457755e-06 7.527852426562891e-09 5.822347884607428e-09 7.594003924317789e-08 3.499926877164827e-09 -1.425512543107278e-07 2.4118265907567616e-08 -1.5610477022626018e-07 -2.4823061694653768e-08 -1.6033187508835077e-08 -2.2426027639233e-08 2.4350370912493544e-07 -6.055752984024004e-08 -2.8112425859465548e-08 -9.651908504243334e-08 7.176660533071578e-07 7.739646143423129e-07 -5.918810645240247e-07
PC7 7.28077636487432e-07 4.38469214979551e-08 1.1870297451024253e-08 5.800348672613449e-08 -1.8844972336315105e-08 4.803675147651129e-07 7.52785242656286e-09 5.023413994492904e-06 2.2305511932630363e-07 -8.069993763918267e-08 -3.924269983545956e-08 3.495162962359684e-07 6.763662634906915e-08 2.7134774335399034e-07 -2.5418875968951125e-08 -1.6624406392340565e-07 -1.0660507156768241e-07 -3.2671837536411176e-08 6.945563970349518e-08 -3.3539808181353704e-08 -1.1347241753475578e-07 6.782538232308421e-08 -2.794213593527705e-07 -2.7353519619944025e-07
PC8 4.9600800043075554e-08 1.0082977210269835e-07 1.19691842839218e-07 -6.22357432103087e-08 -3.470986683571837e-07 1.8804281637853407e-08 5.82234788460735e-09 2.2305511932630376e-07 5.0613154417827225e-06 6.929477279133427e-09 1.3814480908193015e-07 -2.2716291695407228e-07 9.775039615994544e-08 -6.530003709054347e-08 5.847355310559445e-08 -9.180916282111249e-08 3.889169116982872e-08 6.762217448205768e-08 -4.0223099742065095e-08 -5.63223639708634e-08 8.745927349472075e-08 1.3256873133605503e-07 -3.5259560653356084e-07 4.94122314437027e-07
PC9 8.197216344503009e-07 -2.9062504956611887e-08 6.702971799058043e-08 -3.2470023339818605e-07 2.3446812218929e-07 -5.3447711595710345e-08 7.594003924317794e-08 -8.069993763918256e-08 6.92947727913341e-09 4.775202548378315e-06 -3.703772327461902e-08 -1.439913267403209e-07 -4.3271813816334027e-08 -1.28175116223814e-07 -5.3976361497402654e-08 3.30532687306012e-08 1.1622301643128411e-07 1.316739581113496e-07 -1.6479341275289384e-07 -7.930509765286708e-08 -8.486326266726537e-08 -4.201427211414958e-07 2.2902740108282704e-07 5.690892770104641e-08
