 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0008069864012193618 1.4923085823961093e-06 1.6718543576668512e-06 1.461844248988937e-07 2.8924605370055914e-06 -1.811128322895995e-06 6.610129127770131e-07 1.2882558808091175e-06 1.08908318731857e-06 1.3125703653044324e-06 3.0880880358999177e-07 1.2455357960828833e-06 -2.6742909871186045e-06 1.645053102420951e-06 -1.0770062315492912e-06 -1.7441743291551592e-06 -1.8174962802113703e-06 -2.9957091208355895e-07 -2.2095089290683616e-07 2.2663225246903617e-06 4.965430547351131e-07 3.359327092031208e-06 2.532311701698845e-05 0.00011279251028716962 -0.00013575618677060506 4.2647956488990123e-05 -0.0002593081190993505 6.193144036889298e-05
PC1 1.492308582396109e-06 2.7532590569217037e-06 -1.4662677918171176e-06 -2.8413103487018726e-07 5.185686133965158e-08 -3.473175480363076e-07 5.325221933983144e-08 1.0948693467977944e-07 5.064012121208741e-08 -1.2503639927877032e-07 9.136497767704065e-08 -2.8182594964725113e-08 5.407378098273304e-07 -1.8694410266550345e-07 -2.614566517113485e-07 -4.734249980944878e-07 -3.776277589513995e-07 1.4371124907070476e-07 -7.878291596492066e-08 1.7558739852762933e-07 -8.818569934769264e-09 8.49696747148732e-07 -1.1524929236647375e-06 -4.625261603121606e-06 8.15758528191082e-06 7.0176014511079575e-06 1.2752072567428143e-05 2.7801474364460624e-06
PC2 1.6718543576668474e-06 -1.4662677918171166e-06 3.8875655818050564e-05 6.991686106098103e-07 1.0130849986291942e-06 -5.601210068254172e-07 -1.7082455873468494e-07 1.376096768828192e-07 7.916115211038008e-07 -2.007602981338522e-07 3.4358970953357657e-07 -3.8566891299786507e-07 -4.5126263228792047e-07 4.879454934399977e-07 -6.958037574059946e-07 3.061795669215504e-07 9.537272706289335e-08 7.101178907822664e-07 4.2485827829632554e-07 -1.634167302926146e-07 -1.4822156197626435e-07 -2.1499467276234003e-06 6.857159380288124e-06 8.765097001976363e-07 -1.499858450454119e-05 8.176434229806428e-06 1.3463157448691591e-05 -1.603733099555961e-06
PC3 1.4618442489889546e-07 -2.8413103487018737e-07 6.991686106098098e-07 5.109336946078585e-06 -6.38871527454392e-09 8.634944348168809e-07 -3.923629164901067e-08 3.320677037298047e-07 -2.4397597157636213e-07 -7.301167611940248e-07 7.119660097162296e-08 2.417746913260552e-07 -3.572419533999303e-08 -3.9385669486272437e-07 9.371193999191281e-08 -9.610457223895553e-08 1.1379030485355102e-07 -2.208891331371366e-07 -3.077050636848988e-07 2.1854925094767315e-07 7.530947202926862e-08 -3.1717297318385423e-07 6.73173690893416e-07 -4.763716574309864e-06 -6.00722051881979e-06 -5.9924099156955285e-06 -5.862383944945707e-06 -1.8737926458231655e-07
PC4 2.892460537005591e-06 5.1856861339651475e-08 1.0130849986291937e-06 -6.388715274543896e-09 8.598704952762145e-06 1.0607594563711997e-06 -3.3459986933466663e-07 1.1770860511931619e-07 -8.809415530228018e-07 3.5232079563033857e-07 2.3218488038440846e-07 1.0547896965937834e-07 -8.045744355812122e-07 -3.9852254243009554e-07 -1.4071461889415393e-08 -8.302843873890374e-10 -4.465101094365495e-08 -8.513965667606904e-08 -2.444519018480856e-07 -1.4297696149956276e-07 1.3669409952781334e-07 1.139869052077625e-06 -2.7951690725395113e-06 1.0231200347235899e-09 4.256582468266617e-06 2.5919412422873886e-06 4.778299702196612e-06 2.8396675340440096e-06
PC5 -1.811128322895995e-06 -3.473175480363076e-07 -5.601210068254181e-07 8.634944348168804e-07 1.0607594563711999e-06 1.3783499903541324e-05 3.128212526798439e-07 6.985656536545974e-07 -3.528277036560911e-07 -2.780050010613895e-07 -2.2585022644861377e-08 -6.696749482860147e-07 4.2295899830686515e-07 -6.335602338721695e-07 3.842583410933667e-07 -1.443484270497883e-07 -1.1889087360596093e-07 4.701145844928063e-07 -1.8181518197719238e-07 7.248368106985719e-08 -4.506400408662371e-08 -9.944237224518949e-07 2.907119746014333e-06 7.89223398208373e-07 -3.6983688399782766e-06 -3.1602927133242863e-06 5.867485787671207e-06 -1.0771619951020591e-05
PC6 6.61012912777014e-07 5.325221933983146e-08 -1.7082455873468534e-07 -3.9236291649010843e-08 -3.3459986933466663e-07 3.128212526798441e-07 1.2695786307537947e-05 4.200327748935782e-09 3.4707568206670153e-07 7.594035984425955e-08 9.637491501899602e-08 -3.903909753104995e-07 2.3993080475769655e-07 -2.9636848621743533e-07 -1.6208615359629538e-07 1.1804816206185484e-07 -3.6185966688229834e-08 2.46095700064556e-07 -3.534860426712944e-07 -1.1108235581471854e-07 -4.1813435678052077e-07 2.5602346387126157e-06 -6.9662836349083635e-06 -3.839338154401929e-06 1.2226929623025205e-05 -6.847209883936941e-07 -1.789939832532152e-06 4.154971809546003e-06
PC7 1.2882558808091173e-06 1.0948693467977941e-07 1.3760967688281905e-07 3.320677037298046e-07 1.1770860511931636e-07 6.985656536545974e-07 4.200327748936081e-09 1.0590094473592964e-05 4.810673879190598e-07 -2.1193634810305754e-07 -2.3112896536581228e-07 7.488079594389695e-07 8.0509522598037e-08 3.0987938644249903e-07 3.215461394409981e-08 -2.8222579693418973e-07 -1.6169029134449342e-07 -1.0710802867518608e-08 1.4375083879859518e-07 -1.8198235971571074e-08 -1.4991486565099492e-07 2.0172575932029565e-07 4.8209338527542975e-06 -1.1309737797365997e-07 -6.919770623405806e-06 -4.236747594585667e-06 4.9030422361869035e-06 -6.010576486807167e-06
PC8 1.089083187318569e-06 5.064012121208729e-08 7.916115211038006e-07 -2.439759715763622e-07 -8.809415530228018e-07 -3.52827703656091e-07 3.4707568206670137e-07 4.810673879190598e-07 1.1226696935522121e-05 2.430267114830741e-07 -5.276906363655796e-08 -5.842991362940981e-07 2.476709992552565e-07 2.466652803480373e-08 -1.1144125349700323e-07 -3.8802735530112816e-07 4.744841484621211e-08 5.476931842215979e-08 -3.527205519733143e-07 -2.7408113297576513e-07 1.6413560336528004e-07 2.0018841511285123e-06 -6.340264368136191e-07 -1.7876401934877036e-07 -6.111837749807148e-07 -3.1528594823024997e-06 -7.898880521811648e-07 2.487973310735649e-06
PC9 1.3125703653044305e-06 -1.2503639927877008e-07 -2.0076029813385212e-07 -7.301167611940249e-07 3.5232079563033835e-07 -2.780050010613896e-07 7.594035984425949e-08 -2.1193634810305767e-07 2.4302671148307433e-07 1.0103243857783684e-05 -2.94672493516271e-07 8.542556464792771e-08 -3.6140524541814603e-07 -3.636136533752076e-08 -5.661163707389257e-07 2.442622087666324e-07 5.112867379367402e-07 4.667205071816991e-07 -3.54326435309946e-07 -1.1630045693539778e-07 -4.0156752210524985e-07 -1.4710089702301623e-06 3.67882167391001e-06 -1.3599307127133666e-06 -9.191924977192512e-06 3.3945073787601665e-06 1.1940991459593644e-06 1.2780402410496334e-06
