 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.00024060849205706004 2.8949753321993786e-07 -2.323753059196051e-06 -3.701855408311689e-07 -3.713381631690853e-07 -2.679339395142533e-07 2.1652032255111528e-08 6.102144797075207e-07 1.720160345879333e-07 8.131765371702241e-07 6.407714624839005e-08 -1.9092688037820036e-07 -6.968515444468646e-08 2.9867160523814957e-07 -2.5879417623246515e-08 -4.580997161149277e-07 -2.0117284175529574e-07 1.4687027872670617e-07 -2.1561729868930407e-07 7.117438919269667e-07 1.965990925363508e-07 7.824349942620547e-07
PC1 2.894975332199381e-07 7.906605572909732e-07 -6.462233816817867e-07 3.888516681985146e-08 -6.382744398666398e-08 -3.3690756062914585e-08 1.006154122845021e-08 3.959837189552885e-08 9.402515004477118e-08 -3.021981418366088e-08 4.7480513989637436e-08 -3.990719076157581e-08 2.4040390775590654e-07 3.847279524574157e-09 -1.0473582977702264e-07 -1.6019632088180194e-07 -1.475571909907473e-07 1.944551957549074e-08 6.88083036398478e-08 2.501419154679166e-08 2.406689938165584e-08 1.6900479937255005e-06
PC2 -2.323753059196052e-06 -6.462233816817869e-07 1.797337507245023e-05 2.0694418697619628e-07 5.874715866348748e-07 -1.8192677553228587e-07 -1.4996943308958315e-07 1.0325067241017663e-08 9.260601509237059e-08 -6.704454568551245e-09 3.4825080497528996e-08 1.3814065483386948e-07 -1.845355515959883e-07 -3.7187222525812e-08 -1.2940554798271244e-07 9.994261114904998e-08 -1.6649387136388947e-07 2.0850224120846905e-07 1.7112561000333887e-09 -1.0438185840528993e-08 -1.4236519755074633e-08 -2.991348306496291e-07
PC3 -3.7018554083116916e-07 3.888516681985139e-08 2.069441869761967e-07 1.6905788596745985e-06 1.6021789312252418e-08 2.5539288343826325e-07 4.497472358959124e-09 5.3959086883663345e-08 -6.750988653928103e-08 -3.3107150638778436e-07 3.914929530080418e-08 1.479737843894265e-07 5.600992531816929e-08 -1.7520608568709518e-07 7.1587414851331855e-09 -2.4143039736612692e-09 4.127094003022881e-10 -1.0615303311532893e-07 -1.4419689283987058e-07 1.1807873828059926e-07 2.51993061402649e-08 -1.501588189841434e-06
PC4 -3.713381631690852e-07 -6.3827443986664e-08 5.874715866348751e-07 1.6021789312252395e-08 2.942972231827805e-06 4.4946209229778774e-07 -2.102286695075272e-07 -1.8317719981951438e-08 -3.4538667057178614e-07 2.526890565928543e-07 8.953336777463645e-08 1.0350302874688348e-07 -2.0155812777053208e-07 5.4760002691588454e-08 -1.1146865634228223e-07 -1.2343425839734987e-08 8.540717501895467e-08 -6.208303643140768e-09 -9.393924144476455e-08 -7.450624205279716e-08 -6.320200114956707e-09 1.4582841864815942e-06
PC5 -2.679339395142529e-07 -3.369075606291459e-08 -1.8192677553228613e-07 2.5539288343826315e-07 4.4946209229778764e-07 5.061761310415028e-06 2.6339780610049244e-08 5.052569051229202e-07 3.6230631979229836e-08 -5.328371496085241e-08 -7.870038415262757e-08 -3.0177100657211224e-07 1.8888259446136126e-07 -2.3812916216754926e-07 1.3453265486659691e-08 6.548411497515217e-08 -7.802168675793349e-08 2.698232867609947e-07 -1.1549577090713842e-07 6.692203773155496e-08 9.119001866025632e-08 -6.855127760084023e-07
PC6 2.1652032255111393e-08 1.0061541228450224e-08 -1.499694330895832e-07 4.497472358959048e-09 -2.1022866950752701e-07 2.6339780610049238e-08 6.101884419471879e-06 1.1999655426300496e-08 -7.184336497285626e-09 9.51374094608122e-08 -7.771012710814354e-09 -1.4851568635294492e-07 2.578857092177491e-08 -2.199908477124458e-07 -5.509105742048751e-09 -5.591559482304573e-08 -2.155681645497445e-08 2.736577616043105e-07 -6.403888263585034e-08 -3.861589971436432e-08 -1.0049205912804958e-07 7.060666846182459e-07
PC7 6.102144797075205e-07 3.9598371895528843e-08 1.032506724101772e-08 5.3959086883663365e-08 -1.831771998195154e-08 5.052569051229203e-07 1.1999655426300457e-08 5.012209761051021e-06 2.5345432999058657e-07 -6.858783533809993e-08 -5.1926907370894445e-08 3.7287086427759074e-07 8.082783641198267e-08 3.2400630363621675e-07 -6.394441949392089e-08 -1.5447782211207067e-07 -1.0400374559381328e-07 -3.4603712775462036e-08 5.670386191066693e-08 -4.650669241376698e-08 -1.0737944523727378e-07 -1.5382471370639107e-07
PC8 1.7201603458793286e-07 9.40251500447712e-08 9.260601509237059e-08 -6.750988653928099e-08 -3.453866705717861e-07 3.623063197923e-08 -7.184336497285674e-09 2.5345432999058657e-07 5.077788499186435e-06 2.1272164531214717e-08 1.7698130563379302e-07 -2.436797750330963e-07 9.995820374640714e-08 -4.888380324422914e-08 6.863953140698074e-08 -9.976161653811467e-08 4.017098708334473e-08 9.645332219372631e-08 -4.166913735054036e-08 -6.194915794975783e-08 1.0117610907254708e-07 1.9482904429205654e-07
PC9 8.131765371702243e-07 -3.0219814183660866e-08 -6.704454568551233e-09 -3.310715063877845e-07 2.5268905659285433e-07 -5.328371496085254e-08 9.513740946081208e-08 -6.85878353380999e-08 2.1272164531214694e-08 4.833295519138763e-06 -3.026852609345415e-08 -1.5821440472923345e-07 -5.9162020210264485e-08 -1.4113263085494765e-07 -7.682971345732525e-08 1.858444288153812e-08 1.0399885603075808e-07 1.2734664287639128e-07 -1.7254738205353137e-07 -6.760570116688658e-08 -8.375874266062428e-08 -5.230252266280879e-07
PC10 6.407714624838974e-08 4.748051398963745e-08 3.4825080497528996e-08 3.914929530080418e-08 8.953336777463645e-08 -7.870038415262754e-08 -7.771012710814317e-09 -5.1926907370894524e-08 1.769813056337931e-07 -3.0268526093454143e-08 4.465059772174667e-06 -2.2423280330311293e-07 1.5499976767628786e-07 -2.086953894607609e-07 -1.1844630498982411e-07 -7.172673475363423e-08 -1.6006326830755273e-07 4.270960403033786e-08 2.063899812530032e-07 1.5106565905894356e-07 4.996433317741209e-08 5.675391784766302e-07
PC11 -1.9092688037820044e-07 -3.990719076157586e-08 1.3814065483386967e-07 1.4797378438942653e-07 1.0350302874688355e-07 -3.017710065721121e-07 -1.4851568635294492e-07 3.728708642775908e-07 -2.4367977503309633e-07 -1.5821440472923343e-07 -2.2423280330311293e-07 4.328960760926663e-06 -5.307139860428308e-08 -6.628323067436144e-08 -1.399043355978684e-07 1.1225134280389074e-07 1.408287157001795e-08 1.7050734610735268e-07 -7.58386000315598e-09 9.141993108754473e-08 1.7166893366953994e-07 -4.887597284604935e-07
PC12 -6.968515444468646e-08 2.404039077559065e-07 -1.8453555159598825e-07 5.600992531816933e-08 -2.0155812777053216e-07 1.8888259446136124e-07 2.578857092177499e-08 8.082783641198261e-08 9.995820374640718e-08 -5.916202021026441e-08 1.5499976767628773e-07 -5.307139860428306e-08 4.184680722986764e-06 1.463044849376326e-08 -1.970641789902011e-08 -7.744225684777555e-08 -1.0905859015333417e-07 -3.5465290891161524e-08 6.058493022675269e-08 -7.244043461103969e-08 -9.065094129814784e-08 7.496051807138447e-07
PC13 2.9867160523814936e-07 3.847279524574163e-09 -3.718722252581194e-08 -1.7520608568709524e-07 5.4760002691588554e-08 -2.381291621675491e-07 -2.199908477124459e-07 3.240063036362169e-07 -4.8883803244229036e-08 -1.4113263085494776e-07 -2.0869538946076095e-07 -6.62832306743615e-08 1.4630448493763257e-08 3.943057090579194e-06 -4.14045475947887e-08 1.8369318889004784e-07 6.80191958524627e-08 3.701363620260096e-08 -1.60470992072809e-07 5.6597328008205055e-08 4.037106374691556e-08 -6.172871937617075e-07
PC14 -2.5879417623246975e-08 -1.0473582977702258e-07 -1.2940554798271255e-07 7.158741485133178e-09 -1.1146865634228227e-07 1.3453265486659759e-08 -5.509105742048747e-09 -6.394441949392086e-08 6.863953140698082e-08 -7.682971345732534e-08 -1.1844630498982409e-07 -1.3990433559786852e-07 -1.9706417899020175e-08 -4.1404547594788835e-08 4.336501094764159e-06 -2.231832022461574e-08 -6.551887177773877e-08 -1.719096484391298e-08 1.05579207711483e-07 1.1039485766606114e-07 -2.2681993377477985e-08 3.7255269228705836e-07
PC15 -4.5809971611492827e-07 -1.6019632088180194e-07 9.994261114904994e-08 -2.414303973661291e-09 -1.2343425839734999e-08 6.548411497515222e-08 -5.5915594823045774e-08 -1.5447782211207064e-07 -9.976161653811454e-08 1.8584442881538103e-08 -7.172673475363418e-08 1.1225134280389066e-07 -7.744225684777556e-08 1.8369318889004782e-07 -2.2318320224615728e-08 4.09522382467398e-06 1.4783886749247255e-07 -1.8439216942150613e-07 -1.2227938605869004e-07 1.1197244665870425e-07 7.256189109709613e-08 6.517585980977354e-07
PC16 -2.0117284175529608e-07 -1.4755719099074736e-07 -1.6649387136388955e-07 4.1270940030230363e-10 8.540717501895471e-08 -7.802168675793344e-08 -2.1556816454974556e-08 -1.040037455938132e-07 4.0170987083344735e-08 1.0399885603075809e-07 -1.6006326830755275e-07 1.4082871570017962e-08 -1.0905859015333422e-07 6.801919585246285e-08 -6.551887177773876e-08 1.4783886749247255e-07 4.187049898524354e-06 -1.0257377204331128e-08 -6.77452233562058e-08 -1.2559348126651288e-07 -8.563350557487158e-08 -1.5349353672989062e-07
