 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004255502948574844 8.524174495545133e-07 2.091423037600789e-07 4.379058464562552e-07 8.958706950262963e-07 -1.907216342409311e-06 5.535978638387945e-07 1.2714700018818966e-06 -3.3324386824038185e-07 1.6828144661700448e-06 3.0878808012952014e-08 1.0592112601423877e-06 -2.122708333207313e-06 1.5258705208065779e-06 -1.895673371907619e-06 -1.77965737207207e-06 -8.750209354469101e-07 1.1503014884639362e-07 -2.899705786767747e-07 1.8787776424245352e-06 9.287599566790648e-07 6.397275186233097e-06 4.1380229274297085e-05 -8.886217923876522e-05 1.9992723502007133e-06
PC1 8.52417449554513e-07 1.5066211801900863e-06 -1.1874255735726946e-06 -1.808081053872799e-07 -6.443045477767415e-08 -1.8112467037421516e-07 2.8676502526369077e-08 2.328136585023016e-08 4.817422462448795e-08 1.2934297649923315e-09 1.3695487049569841e-08 -9.778647090506107e-08 4.4858447970318654e-07 -3.5994010636805174e-08 -2.4795747468828404e-07 -3.7720203077916837e-07 -3.715684929766902e-07 9.072141025624557e-08 -3.667715949371447e-10 1.0606230154385788e-07 -6.693661405229613e-09 1.4743888330626352e-06 -3.005516054044709e-07 4.745529031357842e-06 2.4477350010403866e-06
PC2 2.0914230376007842e-07 -1.1874255735726946e-06 3.189433231441944e-05 4.946938558739234e-07 1.0375138047188425e-06 -6.635979795509388e-07 -2.3262716324618768e-07 -1.938699444233678e-07 8.724835259052404e-07 -2.3231440419380525e-07 1.8235352142140133e-07 -2.584819940027011e-08 -4.4501664296612815e-07 1.7966720911089465e-07 -1.7263772436542787e-07 9.53552851875634e-08 -1.3158214905282026e-07 3.563724758702274e-07 -1.5912455829802574e-07 -2.599923156602131e-07 -1.591230248300215e-07 7.785791029664272e-07 2.3928877375220716e-06 -5.510351253479659e-06 3.4717090950174876e-06
PC3 4.379058464562557e-07 -1.8080810538727992e-07 4.946938558739238e-07 2.9683361457271534e-06 3.5358395473474756e-08 8.024917927569806e-07 3.133046278024408e-08 2.7822885274760164e-07 -1.3403302857022654e-07 -6.78129776763992e-07 1.4488423013642853e-07 2.49038124542957e-07 4.5541294308606725e-08 -2.9431227323419125e-07 1.3460529135872293e-07 -1.5838608848560412e-07 -1.6490873031780224e-08 -1.7436786302256035e-07 -2.1170449472685924e-07 2.558818209263427e-07 8.318340599050411e-08 -2.1414575687307243e-06 1.895449440414194e-06 -2.9609970253705695e-06 -4.738671493436227e-06
PC4 8.958706950262968e-07 -6.443045477767416e-08 1.037513804718842e-06 3.5358395473474736e-08 5.662160081823285e-06 1.1969068043674866e-06 -1.1680945778768401e-07 9.875640553461612e-08 -5.795965854430181e-07 4.214999793114012e-07 1.3892227700119427e-07 2.2001709857702504e-07 -5.407474947730257e-07 -1.3561619002966435e-07 -1.1964969419236078e-07 -5.2884737276257326e-08 1.660590554534145e-07 -5.70172813686828e-08 -2.1663496554482227e-07 -1.0105001614129873e-07 -5.899718036488553e-09 2.5051375518158692e-06 -3.9635129163030585e-07 1.8948997558727638e-06 -4.4696776190285503e-07
PC5 -1.907216342409311e-06 -1.811246703742152e-07 -6.635979795509386e-07 8.024917927569802e-07 1.1969068043674861e-06 1.082052438993125e-05 3.1817140300799033e-07 8.112555154506804e-07 -4.0178649996324254e-07 -3.1743915054787304e-07 -2.415123101691164e-07 -7.257585679291373e-07 4.0730337921307186e-07 -8.742335460509407e-07 4.1210686098674335e-07 -6.987231242777232e-08 -6.674333233491808e-08 4.88347030904321e-07 -2.2383150967631653e-07 1.396699303987194e-07 -4.1408967594497436e-08 -1.8810676655376739e-06 1.2796495324829048e-06 4.5128579883072694e-07 -3.2296703052523742e-06
PC6 5.535978638387954e-07 2.8676502526369133e-08 -2.3262716324618766e-07 3.133046278024394e-08 -1.1680945778768422e-07 3.1817140300798996e-07 1.026069241998804e-05 3.287100931886148e-08 6.939288489208431e-08 2.457272278176062e-07 1.0396194861821048e-07 -3.009800186613037e-07 -7.763796175168167e-08 -2.745003944895933e-07 -1.051724418225429e-07 -5.748004045418841e-09 -1.3028754853971193e-07 3.5672411977203246e-07 -2.7919598690135826e-07 -6.632023862358169e-08 -2.2900271145958217e-07 8.809997966049676e-07 -2.3151050663162673e-06 7.748519176063099e-06 -1.604653032581632e-06
PC7 1.271470001881895e-06 2.3281365850230168e-08 -1.9386994442336788e-07 2.782288527476016e-07 9.87564055346161e-08 8.11255515450681e-07 3.287100931886135e-08 8.335607105231598e-06 3.3978104752492996e-07 -2.4275128623633435e-07 -1.2748577666907753e-07 6.498435069595116e-07 8.807125267487391e-08 5.385895274956924e-07 -1.850976637155406e-07 -2.3618024285298986e-07 -3.0959562351469377e-07 -1.8281063120394165e-07 1.584330746939707e-07 5.461163107148827e-08 -1.5143007243617067e-07 4.318647445002596e-07 2.211549413030039e-06 -4.593433776397134e-06 -1.916076914293217e-06
PC8 -3.332438682403834e-07 4.817422462448789e-08 8.724835259052413e-07 -1.3403302857022657e-07 -5.79596585443018e-07 -4.0178649996324264e-07 6.939288489208439e-08 3.3978104752493006e-07 8.950547691557192e-06 2.706939841995938e-07 1.1135307074176938e-07 -5.62989152517379e-07 5.923724985245544e-09 1.2204914757023575e-07 -8.530849832046668e-09 -1.8463784107152798e-07 1.3256426164008304e-07 7.93163171278855e-08 -2.470460370977308e-07 -2.4580288943610115e-07 2.8707664519065574e-07 2.0795578634841218e-06 -2.2597551101507002e-06 3.030347020647607e-06 -2.255847127408991e-06
PC9 1.6828144661700452e-06 1.2934297649924317e-09 -2.3231440419380554e-07 -6.781297767639923e-07 4.2149997931140117e-07 -3.174391505478733e-07 2.4572722781760625e-07 -2.427512862363346e-07 2.706939841995937e-07 8.035970679179318e-06 -3.015519406868118e-07 -1.105146200159751e-07 -1.4880542243720562e-07 -1.9497610006600825e-07 -3.2919789528683934e-07 2.0768205055496725e-08 1.952298292050833e-07 1.9916177642944883e-07 -3.9923558865284017e-07 -1.9523735132544352e-07 -2.9133138415605263e-07 -1.2747818520405152e-06 2.932669570374652e-06 -5.676714405529446e-06 2.4829429968721175e-06
