 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0002745632847907366 4.6553716628413494e-07 -2.421603955459411e-06 -4.900691960538109e-07 7.141588101187623e-07 -1.9720591816015505e-07 1.1007685965896862e-07 1.1022589701195378e-06 5.889932980395784e-07 3.777414560016336e-07 -2.5144082707720834e-07 4.855061025449373e-07 -2.48075548412787e-07 5.221404979378414e-07 1.2752835056976357e-07 -5.456654383522862e-07 -3.225351283295703e-07 -3.6564173153989506e-07 3.1657452439761027e-07 8.320994028661939e-07 2.9321534665219375e-07 3.446079574336863e-06 2.3614807203519827e-05 -6.715898283364639e-05 2.609155263156659e-05
PC1 4.6553716628413515e-07 9.809852035489604e-07 -7.509109439561207e-07 -4.95507482536105e-08 -3.598271149271412e-08 -1.5100391180393762e-07 2.317067525574008e-08 1.0086699781944805e-07 1.2154229469399072e-07 -4.457261163702145e-08 1.0796962847089299e-07 -6.7637997029632e-08 2.531246407482109e-07 -7.572990968988543e-08 -1.060207295288829e-07 -2.389480557258519e-07 -1.8812323710044046e-07 2.9417690704067115e-09 -2.2829972432943e-08 7.113984052001129e-08 1.6764360469990967e-08 1.6953603553966333e-06 -2.0006735661013443e-06 4.1296139845058414e-06 1.7281350721699535e-06
PC2 -2.4216039554594128e-06 -7.509109439561208e-07 2.030485761272058e-05 3.1143442391032725e-07 7.233806563114381e-07 -8.593607545607038e-08 -3.105297306130431e-08 -1.6475390618102873e-07 2.0196907353037487e-07 7.804252544257666e-09 -3.698162254623127e-08 -6.340142424844e-08 -1.9323216943791905e-07 2.0500219688052555e-07 -2.840264643908435e-07 1.868878238827842e-07 -9.568592126766215e-08 4.808411779454904e-07 6.197412842052758e-08 -2.3195178788303516e-07 7.465949080794077e-08 -4.345786087639355e-07 -8.6225968785503e-07 5.396518049343846e-06 -2.162644056448558e-08
PC3 -4.900691960538114e-07 -4.955074825361051e-08 3.114344239103271e-07 1.9664980357049354e-06 1.712070919413097e-08 4.237318668361235e-07 2.1774532250289638e-08 8.299321975939784e-08 -7.168324140116494e-08 -3.687184973169375e-07 8.206961220841788e-09 1.241569566971215e-07 7.621615672005744e-08 -2.940423904726447e-07 -5.973678055529906e-08 -6.41420741343434e-09 1.8876781120636206e-08 -1.0532214557891272e-07 -2.3688513880831848e-07 1.5317349350290787e-07 5.007919433876831e-08 -1.289770969407451e-06 -3.3136600617162454e-07 -1.940156708050568e-06 -1.4479780740646964e-06
PC4 7.141588101187622e-07 -3.5982711492714164e-08 7.233806563114384e-07 1.7120709194131043e-08 3.453997669782776e-06 7.45268759184317e-07 -2.3608207152629095e-07 7.262506537332059e-08 -5.997771659224238e-07 1.221971093413384e-07 1.2387996810879435e-07 9.423281184313548e-09 -3.0388227314905184e-07 -1.7062936308272484e-07 -6.165645740537649e-08 -2.911741285012491e-08 6.210636924203579e-08 1.1553684597368261e-07 -1.3748359751355357e-07 -8.405797436735844e-08 2.878451684356981e-08 1.1135651908833878e-06 -4.0071641001651614e-07 1.5686914208114952e-06 3.227872185740322e-07
PC5 -1.9720591816015547e-07 -1.5100391180393765e-07 -8.593607545607039e-08 4.2373186683612373e-07 7.452687591843169e-07 6.642753678910169e-06 1.1592204797486573e-07 5.776556053136659e-07 -3.9089116755426816e-07 -1.3855924967260225e-07 -1.8119781390880554e-07 -4.767901221068894e-07 2.667249999709457e-07 -4.2067033320659484e-07 1.821157166759872e-07 -7.908026529918003e-09 -6.839267218645654e-08 3.1705433749891596e-07 -1.1544139176449696e-07 2.4333497720288546e-07 8.611854191405272e-08 2.732645645034684e-07 -5.610785969914156e-07 3.6959323103795514e-06 -5.090636678999564e-06
PC6 1.1007685965896918e-07 2.3170675255740094e-08 -3.105297306130427e-08 2.17745322502896e-08 -2.3608207152629106e-07 1.159220479748657e-07 6.537009739582873e-06 3.9437609832995844e-09 5.632741491155643e-08 2.599245137610724e-08 3.227942118663802e-08 -1.0485162327490245e-07 8.162312102504837e-08 -1.717282405067166e-07 -2.8215943342946267e-08 2.5403892308615242e-08 -2.0029330020398482e-08 2.0535017698880633e-07 -6.942735177017776e-08 -6.329293379053534e-09 -1.807800336732605e-07 9.502868102270779e-07 -2.7036064579721747e-06 1.2060857467730179e-06 1.7195111297610496e-06
PC7 1.1022589701195367e-06 1.0086699781944806e-07 -1.6475390618102894e-07 8.299321975939788e-08 7.262506537332057e-08 5.77655605313666e-07 3.943760983299714e-09 5.36321630895551e-06 3.095379487819719e-07 -1.1010921167701261e-07 -5.8545242910219e-08 4.453508245717798e-07 8.094987121896743e-08 2.2055262003945196e-07 -4.1859001177486035e-08 -2.6971734900516873e-07 -8.247814906748731e-09 -4.406023254964037e-08 3.1533171522688534e-08 1.490658266830202e-08 -1.3134055014918396e-07 2.1903008423326656e-07 -4.4206253710290214e-07 3.6076717390746506e-06 -3.035760784286894e-06
PC8 5.889932980395775e-07 1.2154229469399077e-07 2.0196907353037505e-07 -7.168324140116496e-08 -5.997771659224238e-07 -3.908911675542683e-07 5.6327414911556474e-08 3.09537948781972e-07 5.801471569428542e-06 1.0800847086870849e-07 1.5793449449345102e-07 -1.7425738210688341e-07 1.713559681902979e-07 -9.35373657306488e-09 -4.650300929708906e-08 -1.421089423845854e-07 7.389618736090754e-08 5.984512036356814e-08 -1.1092321230697744e-07 -1.6580233851007241e-07 1.251966263838983e-07 -8.99301388948897e-08 9.053058128517177e-07 -1.6421636311983e-06 1.3252162068167646e-06
PC9 3.7774145600163454e-07 -4.457261163702159e-08 7.804252544257985e-09 -3.687184973169375e-07 1.2219710934133855e-07 -1.3855924967260223e-07 2.599245137610719e-08 -1.1010921167701265e-07 1.0800847086870846e-07 5.207628672451756e-06 -5.20437215090512e-08 -1.222655452656511e-07 -1.0401946713412603e-07 -1.0632493184055677e-08 -1.964340654392192e-07 1.0436204586228758e-07 2.2022499013821674e-07 2.1832308655935664e-07 -1.3450344327139864e-07 -1.1860777781873207e-07 -1.6689882286198444e-07 -6.853349923017527e-07 -2.580424090237805e-08 8.099009820561574e-08 4.746219450956019e-07
