 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004313139170891556 8.682567369681675e-07 1.3741802521907653e-07 4.433402272505688e-07 8.42765483260813e-07 -1.9413644229337154e-06 6.482185713339454e-07 1.2565357231102719e-06 -3.230325117098639e-07 1.7190929751254447e-06 6.09267534146674e-08 1.1936612244108176e-06 -2.2141786518627023e-06 1.6153090044935533e-06 -1.988737177972877e-06 -1.8721038962466005e-06 -9.37763326141185e-07 6.943223194826516e-08 -3.283016712551607e-07 1.955230707142349e-06 9.176677261339131e-07 7.00321035204843e-06 4.215762840867369e-05 -9.117867190418804e-05 1.8946475356427614e-06
PC1 8.682567369681682e-07 1.531498445261607e-06 -1.2288697507907575e-06 -1.8505179233218736e-07 -6.861669660497912e-08 -1.8493553709319326e-07 3.2258944219936155e-08 2.477229768932138e-08 5.0243375450757654e-08 2.885647867295884e-09 1.3866098351602188e-08 -1.0026368218028707e-07 4.6639058970194695e-07 -3.5892883769708694e-08 -2.5933677113332646e-07 -3.9215131539716484e-07 -3.89495537222997e-07 9.714035971838582e-08 -2.019012230625209e-10 1.1044836143271187e-07 -6.990812938243875e-09 1.536308450374256e-06 -3.5228519348259185e-07 4.853791308485669e-06 2.5203376282362925e-06
PC2 1.374180252190752e-07 -1.2288697507907575e-06 3.310339334728091e-05 5.183555999586198e-07 1.0865628837183888e-06 -6.936681209323839e-07 -2.4767211666197943e-07 -2.0883439140773762e-07 9.174862280512412e-07 -2.4703326369096277e-07 1.8555607040721182e-07 -2.5325491435813196e-08 -4.78616583291964e-07 1.7641988576117294e-07 -1.7893339760852476e-07 8.84075360772293e-08 -1.3771804508175477e-07 3.7452882118384164e-07 -1.803435034042054e-07 -2.7753056659082445e-07 -1.6777863408577506e-07 9.492217774075288e-07 2.474514422412937e-06 -5.667900405885128e-06 3.531580907469564e-06
PC3 4.4334022725056884e-07 -1.8505179233218752e-07 5.1835559995862e-07 3.023134464181716e-06 3.871551221238415e-08 8.327984140626861e-07 3.6068953647341805e-08 2.918067500661895e-07 -1.3409675718744435e-07 -7.038130815271833e-07 1.511613569466892e-07 2.576431968367247e-07 4.776256809038792e-08 -3.0727013889546486e-07 1.3666242577927432e-07 -1.6448724604265698e-07 -1.6283082533164363e-08 -1.857792463905871e-07 -2.2445121052823576e-07 2.698364248799684e-07 8.663386703435334e-08 -2.239857176720119e-06 1.99593856754862e-06 -3.0405940687257135e-06 -4.891069486048031e-06
PC4 8.427654832608114e-07 -6.861669660497912e-08 1.086562883718389e-06 3.871551221238403e-08 5.7842092249277036e-06 1.2507166172661572e-06 -1.1812156950990038e-07 1.0308500478495483e-07 -6.04926810253242e-07 4.353880689167441e-07 1.412280247892512e-07 2.269887604838627e-07 -5.605966928238248e-07 -1.4244170700418206e-07 -1.2767472061973984e-07 -5.7562567862937104e-08 1.7559713540877037e-07 -5.252301046728292e-08 -2.3325153098245122e-07 -1.0815819492658e-07 -2.41040961806721e-09 2.6161463877967006e-06 -4.3410764723597184e-07 1.9321404866496067e-06 -5.002675357040431e-07
PC5 -1.9413644229337167e-06 -1.849355370931932e-07 -6.936681209323841e-07 8.327984140626861e-07 1.2507166172661578e-06 1.1182049834474615e-05 3.3436883094251663e-07 8.54269887228785e-07 -4.310820126718816e-07 -3.3311802793767357e-07 -2.560842225367942e-07 -7.654772695794435e-07 4.184165978854353e-07 -9.190143321531374e-07 4.3177941335429e-07 -7.451233040483248e-08 -7.019176159465149e-08 5.143449386770975e-07 -2.3659341598983302e-07 1.5358988272469983e-07 -4.090284918310413e-08 -1.98230291142557e-06 1.38206078061726e-06 3.575189730521562e-07 -3.3134580560623785e-06
PC6 6.482185713339472e-07 3.2258944219936194e-08 -2.4767211666197943e-07 3.606895364734188e-08 -1.1812156950990056e-07 3.3436883094251626e-07 1.0618563212884546e-05 3.277721065628558e-08 7.214509855767166e-08 2.59323376882589e-07 1.0625851774366704e-07 -3.117359669735435e-07 -8.68969719919084e-08 -2.922948597363007e-07 -1.0705049975511929e-07 -8.544659096889009e-09 -1.3722425010332758e-07 3.683019282023879e-07 -2.8896959943196584e-07 -7.464096419225257e-08 -2.356619917849305e-07 8.619707726552654e-07 -2.3937556425155497e-06 8.056284833711107e-06 -1.6424022736146815e-06
PC7 1.2565357231102715e-06 2.4772297689321375e-08 -2.0883439140773725e-07 2.9180675006618957e-07 1.0308500478495484e-07 8.54269887228785e-07 3.277721065628561e-08 8.624349810532682e-06 3.586420333261993e-07 -2.5331265311763527e-07 -1.295800236512156e-07 6.849550857918328e-07 9.205223825132762e-08 5.645238408968687e-07 -2.016252038417129e-07 -2.467776048761024e-07 -3.2757474105248524e-07 -1.9258067525737939e-07 1.6284962697531177e-07 5.68534497442625e-08 -1.5841032142815538e-07 4.878453805029245e-07 2.2613019842409125e-06 -4.803246922265003e-06 -1.9167776898101234e-06
PC8 -3.2303251170986354e-07 5.02433754507576e-08 9.174862280512415e-07 -1.3409675718744427e-07 -6.049268102532418e-07 -4.3108201267188153e-07 7.21450985576718e-08 3.586420333261992e-07 9.27383439840717e-06 2.8030120654213303e-07 1.2577144138074013e-07 -5.86301422283903e-07 -1.2832575707990086e-09 1.2801736825218358e-07 -8.767103612406956e-09 -1.9544190110430893e-07 1.35646034732148e-07 8.555320378351066e-08 -2.5721097826516405e-07 -2.527921903891062e-07 3.0366822890346503e-07 2.2013400605492103e-06 -2.3870027893445286e-06 3.1669795926874295e-06 -2.2584811015418974e-06
PC9 1.719092975125446e-06 2.8856478672960513e-09 -2.470332636909631e-07 -7.038130815271838e-07 4.353880689167444e-07 -3.331180279376738e-07 2.5932337688258915e-07 -2.5331265311763517e-07 2.80301206542133e-07 8.314710355314371e-06 -3.2019808919566104e-07 -1.1365426515191698e-07 -1.5954609383863457e-07 -2.040254086892601e-07 -3.444561465980642e-07 2.0144662794418123e-08 1.9359287783870398e-07 2.0933143428772047e-07 -4.0997122698453907e-07 -2.0073455799033982e-07 -3.0478323084969557e-07 -1.3523569522020615e-06 3.1023663090237925e-06 -5.98567762451946e-06 2.5183430579442528e-06
