 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0005383263827166237 9.141686912612798e-07 7.150592862278806e-07 6.16854467195314e-07 1.356247942106238e-06 -2.3327072997534845e-06 2.731297985937303e-07 1.774943878140602e-06 -3.570011894352109e-07 2.1325873446859624e-06 -2.0993085768006736e-07 6.080270851525781e-07 -2.314716231854381e-06 1.77699309307343e-06 -2.1060839305960067e-06 -1.7176195565220218e-06 -6.965331629758066e-07 4.0175261975698755e-07 -1.0681041561382335e-07 2.1680668308296474e-06 1.350438143730974e-06 4.665810835277599e-06 4.9034911054656255e-05 -0.00010433585076701452 7.436839201714398e-06
PC1 9.141686912612807e-07 1.8731450504202715e-06 -1.3578554057834628e-06 -2.017139845048047e-07 -7.176163017250736e-08 -2.139933825195946e-07 2.042566904035458e-08 1.2699967204337387e-08 3.5690821995276535e-08 -3.3127352978103214e-09 1.995985782645877e-08 -1.1544672215722729e-07 5.072664725539912e-07 -3.4663711747965326e-08 -2.689161721308179e-07 -4.2120431295977537e-07 -3.862886811030552e-07 8.471173984177097e-08 5.391751750750656e-09 1.2220415620261654e-07 -1.2327353948983861e-08 1.6756875771682693e-06 -1.733675011111788e-07 5.424081976948846e-06 2.8615245907720545e-06
PC2 7.150592862278784e-07 -1.3578554057834628e-06 3.617608897508027e-05 5.170203166607302e-07 1.118221320019972e-06 -7.602461541912599e-07 -2.650226407875198e-07 -1.5040088209921617e-07 9.390337757640592e-07 -2.7382092701612764e-07 2.485844403847201e-07 -1.7422234595528606e-08 -4.455224640476943e-07 1.6492469785441372e-07 -1.3808773795812858e-07 1.2045733391113595e-07 -1.7191426614192013e-07 3.967358898409303e-07 -1.2340488105451774e-07 -2.529431084060249e-07 -1.6560636824041155e-07 6.670980437962757e-07 2.1519692972035753e-06 -6.30755153235415e-06 4.873458555211564e-06
PC3 6.168544671953147e-07 -2.0171398450480477e-07 5.170203166607304e-07 3.6901841636545562e-06 3.176090094894927e-08 8.854307695893478e-07 1.594064071142413e-08 3.069573101649352e-07 -1.8300954831296403e-07 -7.684852953876861e-07 1.6300985046291045e-07 2.8992739444175947e-07 3.929058006273267e-08 -3.17586618527433e-07 1.8132558103988607e-07 -1.8599219258057422e-07 -2.613931983072984e-08 -1.777023151646412e-07 -2.0748435698525967e-07 2.6186288026282676e-07 8.961451923471475e-08 -2.294236375063329e-06 1.9871136104535286e-06 -3.2996180002687337e-06 -5.463833753183841e-06
PC4 1.3562479421062377e-06 -7.176163017250743e-08 1.1182213200199728e-06 3.176090094894921e-08 6.865428477040497e-06 1.3188850854901729e-06 -1.3208887139028914e-07 1.0091231632114387e-07 -6.408470659306847e-07 5.06997841232753e-07 1.5544758952334057e-07 2.4516450328547894e-07 -6.140179795828182e-07 -1.053835966706506e-07 -1.2637042398670472e-07 -1.975300538070499e-08 1.9052867531901072e-07 -9.874121663928627e-08 -1.9922988964299122e-07 -1.0353774353102428e-07 -2.6500968042142705e-08 2.771469910470047e-06 -3.029611632766336e-07 2.369200754077054e-06 -2.3565729342596586e-07
PC5 -2.3327072997534867e-06 -2.1399338251959472e-07 -7.602461541912601e-07 8.854307695893478e-07 1.3188850854901727e-06 1.2506909607422212e-05 3.405081757244955e-07 8.602496062032876e-07 -3.763573349134013e-07 -3.384482172294849e-07 -2.328431332281366e-07 -7.661849418177777e-07 4.822563174738499e-07 -9.388871301522777e-07 4.675390880751426e-07 -8.142677361714794e-08 -6.932788685387615e-08 5.21500031367149e-07 -2.4129082343254604e-07 1.194014935527301e-07 -5.600834935412749e-08 -1.9490543262255367e-06 7.59108444537269e-07 1.5292496306320062e-06 -3.911591108750597e-06
PC6 2.731297985937302e-07 2.0425669040354596e-08 -2.6502264078751975e-07 1.5940640711424208e-08 -1.3208887139028922e-07 3.405081757244954e-07 1.1787596591916618e-05 4.0592627713911266e-08 7.971297629583708e-08 2.627295276412925e-07 1.339407501395669e-07 -3.4486496594345356e-07 -6.312983398073944e-08 -3.1569985493040587e-07 -1.157178058440319e-07 -2.379642702735609e-09 -1.3880056204638495e-07 4.1282617994439365e-07 -3.36210157941887e-07 -5.121028044256222e-08 -2.701618336962829e-07 1.2777432646424805e-06 -2.4015038502055287e-06 8.286293855564153e-06 -1.99327932186421e-06
PC7 1.7749438781406035e-06 1.2699967204337289e-08 -1.5040088209921566e-07 3.0695731016493523e-07 1.0091231632114376e-07 8.602496062032874e-07 4.0592627713911405e-08 9.566464318155864e-06 3.6838812790974606e-07 -2.7784850265197786e-07 -1.7109185607381756e-07 6.806145732092258e-07 1.104255805213672e-07 6.082379984581591e-07 -1.6581016167941318e-07 -2.6483784175181944e-07 -3.197022416564372e-07 -1.885381024441397e-07 1.8127951507146801e-07 5.666905225792093e-08 -1.529579415917017e-07 1.9031267240653838e-07 2.930509504317338e-06 -5.0334334933622965e-06 -2.793562891959373e-06
PC8 -3.570011894352116e-07 3.569082199527665e-08 9.390337757640596e-07 -1.8300954831296398e-07 -6.408470659306848e-07 -3.7635733491340156e-07 7.971297629583703e-08 3.683881279097461e-07 1.0218259469394165e-05 2.9853476239332306e-07 6.664765703109884e-08 -6.273085714636307e-07 3.850330765572533e-08 1.3687813630462077e-07 -1.0782649135623058e-08 -1.7975865404561535e-07 1.5075460067179955e-07 7.062111245983427e-08 -2.6985150163701774e-07 -2.8996612016006737e-07 3.170863642732995e-07 2.0839478987859945e-06 -2.185543236370561e-06 3.2337228110555187e-06 -3.033251290963271e-06
PC9 2.132587344685963e-06 -3.3127352978102615e-09 -2.7382092701612764e-07 -7.684852953876859e-07 5.06997841232753e-07 -3.3844821722948463e-07 2.627295276412924e-07 -2.778485026519779e-07 2.9853476239332295e-07 9.231131352011379e-06 -3.1584938842565324e-07 -1.1089137331233652e-07 -1.4588344835693833e-07 -2.3832024080332129e-07 -3.612786608316896e-07 2.4946123816710544e-08 2.618189118121873e-07 2.096708093805329e-07 -4.875048552201586e-07 -2.2170407773133714e-07 -3.0101586365190166e-07 -1.412490663084361e-06 2.946777880412196e-06 -5.870058856619839e-06 3.2622873579487505e-06
PC10 -2.0993085768006868e-07 1.9959857826458638e-08 2.4858444038472033e-07 1.6300985046291053e-07 1.554475895233404e-07 -2.3284313322813662e-07 1.3394075013956667e-07 -1.7109185607381759e-07 6.664765703109892e-08 -3.1584938842565345e-07 9.436948811354702e-06 -3.025039853636854e-07 1.0115321582817824e-07 -2.5182089850784227e-07 -1.5288335302984088e-07 2.430348973751275e-07 -8.3545726745124e-08 -1.9493945611582134e-07 2.335562999973606e-07 3.41866326534455e-07 -5.3700970792328684e-08 1.2107524373253446e-06 -3.0665199254593874e-06 -3.6364741650703567e-07 4.700222507506392e-06
PC11 6.080270851525807e-07 -1.1544672215722718e-07 -1.742223459552885e-08 2.8992739444175947e-07 2.4516450328547894e-07 -7.661849418177779e-07 -3.448649659434536e-07 6.806145732092257e-07 -6.27308571463631e-07 -1.1089137331233658e-07 -3.025039853636853e-07 8.820705053867201e-06 -1.854676873596405e-07 -5.613559490736952e-08 -1.8025599371774724e-07 1.5943307729162374e-07 6.919484120032929e-09 1.8890253927950248e-07 -1.5966787752396734e-08 1.8287157191514176e-07 3.663661455038397e-07 -1.3941281125491385e-06 1.5330144816601295e-06 -1.1182364366537542e-06 1.3672411175046328e-06
PC12 -2.314716231854382e-06 5.072664725539914e-07 -4.455224640476945e-07 3.929058006273277e-08 -6.140179795828185e-07 4.8225631747385e-07 -6.312983398073978e-08 1.1042558052136715e-07 3.8503307655725486e-08 -1.4588344835693846e-07 1.011532158281783e-07 -1.8546768735964056e-07 8.331647574125288e-06 9.808942946412503e-08 -2.7005736430228262e-08 -4.50523172002416e-07 -2.1940635614806485e-07 9.850368751885052e-08 -1.30541231628456e-07 1.333065872094809e-07 -9.709910972336473e-08 1.1295559020686786e-06 -9.973409069840027e-07 4.7156208025379627e-07 7.07401039850214e-07
PC13 1.7769930930734307e-06 -3.466371174796528e-08 1.649246978544136e-07 -3.1758661852743295e-07 -1.0538359667065041e-07 -9.388871301522772e-07 -3.156998549304059e-07 6.082379984581592e-07 1.3687813630462064e-07 -2.3832024080332105e-07 -2.518208985078423e-07 -5.613559490736935e-08 9.808942946412504e-08 7.813971266699227e-06 -3.641084229491842e-07 4.981101208752355e-07 1.0775941768831948e-07 1.2258411093618572e-07 -2.2076575881818756e-07 4.491065933623268e-08 1.0649759264064861e-07 -6.488245974974602e-07 1.012573097737402e-06 -6.679237154078534e-06 1.9612164556615976e-06
