 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0016363553592777808 -7.154711150327476e-06 -6.667544102245164e-05 1.743306298212219e-06 2.816634746893576e-07 2.227970396902863e-06 1.2833162937959112e-05 1.6261807524742322e-06 1.1832139518328146e-05 -2.5168837733723446e-06 1.1591935857946192e-06 1.7975547086573003e-06 4.320212047083557e-06 -1.0707861166213282e-05 -1.350134550121162e-05 -4.780128471391196e-06 1.0624239028597558e-05 -3.666384120213995e-07 2.1290883825396808e-06 8.3502044143831e-06 -4.978828382893924e-06 -1.361251333802642e-05 4.739886179906452e-05 -0.00014650710828232442 -3.832957741404572e-05 -0.00021636220169714553 0.00023098933352973274 0.0003417257580144709
PC1 -7.154711150327555e-06 6.152924767279661e-06 -3.92892926709034e-06 -3.361292403992355e-07 -5.215076441019255e-07 -1.4495384087750243e-07 -8.600677458201877e-08 -3.9237110103448105e-07 3.426370620716382e-07 -1.4086520135327388e-08 9.807100443619592e-07 -1.3296422407357883e-07 1.7286281810619506e-06 -6.143833842416903e-07 -6.730515445145911e-07 -1.9650702949289746e-06 -2.236575243578361e-06 9.714750180233929e-07 -1.7385092158523623e-07 7.959147999990189e-07 1.243528299703082e-06 6.270759560766024e-06 7.899934059054123e-07 -4.1833169399358934e-06 -5.056567722939555e-06 1.4941622331111469e-05 7.350710768626381e-06 -1.0999329115398532e-06
PC2 -6.66754410224516e-05 -3.928929267090335e-06 0.00012841675446030305 3.865662121819447e-06 3.624304496684599e-06 -1.8710327122529455e-06 -7.829243758133373e-07 1.9670752311975977e-07 1.469730855371825e-06 8.254317406605121e-07 -5.86470152105747e-07 -4.137204723716629e-07 -2.0562375343718804e-06 3.223541610951785e-06 3.753633278140057e-06 -6.74374832877671e-07 -2.004056285095044e-06 3.153288067718471e-06 2.515987074719807e-06 -3.2337793555790783e-06 -2.056521015139394e-06 7.4841650061339e-06 -2.4708566177206563e-05 -5.736778319802423e-06 5.691629046730199e-05 -1.9230316277213746e-05 4.742967773616955e-06 -1.7860228540807615e-05
PC3 1.7433062982122257e-06 -3.361292403992349e-07 3.865662121819447e-06 1.3408057853110221e-05 2.3563224011930504e-07 4.750632453638881e-06 -5.378050670549758e-07 3.6655623687215945e-06 1.5230488109836283e-06 -2.006314311348417e-06 -2.222224270429e-07 -5.933516752845718e-07 1.0056216153472747e-06 -3.3921088384145093e-06 1.868912890568655e-07 -1.141909281770305e-06 1.3819979827572571e-06 -1.8707972969740513e-06 -1.4488661601195783e-06 1.7103075052128113e-06 1.4850431595630475e-06 -3.815046093023658e-06 -5.726110636712345e-06 6.411097613577797e-07 2.1723798087155816e-05 6.620693106278238e-07 -2.1609863236744184e-05 2.400496612138108e-06
PC4 2.816634746893529e-07 -5.215076441019247e-07 3.624304496684603e-06 2.356322401193056e-07 2.1220196763112392e-05 4.878786747575053e-06 -1.5679458639637542e-06 1.1282152705613742e-06 -3.1745106879269257e-06 5.520342513385654e-07 1.1909901537655565e-06 2.139595659015881e-06 -3.909474610726153e-06 -1.9401132100183867e-06 8.165414935529107e-07 1.0751873797331669e-06 -3.089389669119858e-07 2.2743600300454027e-07 -7.027167202996304e-07 -6.429111390847097e-07 -3.9758690337429363e-07 5.8756500414971015e-06 -2.0570765891871338e-05 -1.5203743984070397e-05 -1.2767998846907227e-05 4.070219314359387e-05 -1.6037924590796434e-05 3.587787738656697e-05
PC5 2.2279703969028735e-06 -1.4495384087750098e-07 -1.871032712252942e-06 4.750632453638882e-06 4.878786747575054e-06 4.767504605066659e-05 1.326448898611988e-06 7.845617906973106e-06 -1.089433043369703e-06 -2.633313385807651e-06 3.558483189389165e-07 -1.0664882400952342e-06 9.552925510379286e-07 -4.533087579123721e-06 4.114319690912292e-07 3.8912456788046616e-07 6.294044762862989e-07 2.152866296050944e-06 -1.1648562036479339e-07 1.0740266675448784e-06 -6.800397098461152e-07 -1.0764846526690272e-05 1.0185932066716624e-05 1.1750278651850801e-05 -5.762063374954312e-05 6.07676544754974e-05 -6.213271816793138e-05 -2.2221171485618618e-06
PC6 1.2833162937959109e-05 -8.600677458201853e-08 -7.829243758133365e-07 -5.378050670549764e-07 -1.5679458639637533e-06 1.3264488986119869e-06 4.249737649246658e-05 -3.24719636764798e-07 -4.344800701851377e-07 9.919636964967865e-07 -1.6796663178181011e-06 -4.788023813748846e-07 -9.601688494803245e-07 9.985294190357632e-07 -3.9362118765705195e-07 1.4768761883871299e-06 -5.675439113754635e-07 8.143229981821608e-07 -1.7905722430763042e-06 -3.3366130013480763e-06 -1.0177266552746858e-06 2.6273269868837714e-06 1.7113936168070722e-06 -2.640780735928708e-05 -1.0689007336061451e-05 -2.467536224154373e-05 3.104016694892726e-05 1.3513810654606555e-05
PC7 1.6261807524742208e-06 -3.9237110103448026e-07 1.9670752311976562e-07 3.665562368721594e-06 1.128215270561373e-06 7.845617906973105e-06 -3.2471963676479644e-07 3.745099228858332e-05 3.0497587974024304e-06 -1.7754127949740127e-06 -9.698806644239597e-07 3.320823954325907e-06 2.8695691886288284e-06 9.695995159989784e-07 -3.069381917793833e-07 -8.585143192590014e-07 1.4534592419574022e-06 -1.6373483613977347e-06 9.282233196500516e-07 -5.220528898890389e-07 -1.103881739667563e-06 5.4634385048928235e-06 3.3508327947959284e-06 3.118781757958011e-06 5.083035303263009e-06 -2.2374942689130142e-05 -1.5805214051531988e-05 -3.0798562357785995e-05
PC8 1.1832139518328161e-05 3.426370620716384e-07 1.4697308553718247e-06 1.5230488109836281e-06 -3.174510687926927e-06 -1.089433043369703e-06 -4.3448007018513684e-07 3.04975879740243e-06 4.348620793523432e-05 -3.44678525544194e-08 3.51160633943995e-06 -3.661940058210372e-06 5.014224083330735e-07 -1.9948494868314332e-06 -6.857250755606664e-07 -1.5849374520725856e-06 1.1814349597232898e-06 -1.91752413143964e-06 -4.823142040104598e-06 5.739520887238414e-07 1.058130471874656e-06 -1.6691709314783887e-05 2.257745057061154e-05 1.92342350691919e-05 -1.6079161494123446e-05 2.3608629143183197e-06 -1.543722386505833e-05 2.1979395175261276e-05
PC9 -2.5168837733723585e-06 -1.4086520135327158e-08 8.254317406605122e-07 -2.0063143113484186e-06 5.52034251338565e-07 -2.6333133858076523e-06 9.919636964967853e-07 -1.775412794974012e-06 -3.4467852554417746e-08 3.3171017659643446e-05 -2.7390909493599118e-06 1.5815621894564813e-06 -1.110703219806936e-06 7.111546854559729e-07 -2.341813734611667e-06 1.6970390480726866e-06 9.793997364869401e-08 2.170798192531169e-06 -1.746325760853022e-06 -1.950056950567474e-06 -2.864601491952885e-06 9.71289907188479e-06 1.2573428879553228e-05 -1.9947574299851592e-05 -2.4333645265784936e-05 -2.4642004459500622e-05 -4.9162568363644905e-06 1.9156221386805217e-05
