 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.000535714573972781 -3.252065823076869e-07 -2.329634095561823e-05 8.169766738465348e-07 -3.2285182594518417e-07 1.2584640061961396e-06 3.04894329618572e-06 6.182360401208389e-07 7.264198535854564e-07 2.0709343539608847e-06 -7.637383093055302e-07 1.2527040617297308e-06 -2.3310099435472916e-07 -9.308713800370815e-07 -1.6724490248022417e-06 -2.418512386752896e-06 2.3632970681136695e-07 -2.6777658886991223e-06 -1.4002216552551518e-06 1.2460238670199926e-06 -1.29497774142147e-06 -8.238912124947703e-07 -5.720508687232594e-06 -2.292118752974191e-05 1.7788716566435825e-06 -5.055202905243057e-05 6.456412737540071e-05 5.895809557378716e-05
PC1 -3.2520658230768776e-07 1.8747787389985788e-06 -1.537051972251926e-06 -2.3785800748817943e-07 -1.3403286027344962e-07 -2.1043803206067123e-07 1.2291140511570152e-07 1.665749115174778e-08 1.5835807304612045e-08 2.3314875003888457e-08 1.6265361772120994e-07 2.58821625479894e-08 5.889511690940037e-07 -1.5263255633452073e-07 -2.678076931507778e-07 -6.915644370843578e-07 -6.313393579926091e-07 3.2076239842060124e-07 8.542478284364233e-08 2.0287819963955477e-07 3.963134109945562e-08 4.54520995001444e-07 9.788430591296863e-07 -9.980597520479869e-07 2.6217754802446123e-07 4.0628565794281004e-06 2.4226774147902438e-06 -1.7907016099879151e-06
PC2 -2.329634095561823e-05 -1.5370519722519261e-06 4.585782159360215e-05 9.576443328656906e-07 1.386361516540509e-06 -5.846833135879867e-07 -5.267361882470045e-07 -7.419216292437065e-07 1.2362491144311768e-06 -2.0835331748448228e-07 -1.9412396776499368e-08 -2.131315665994633e-07 -1.2942330640037698e-06 8.180746956749269e-07 -1.1785556338786757e-06 2.895303919965677e-08 1.7396054758589407e-07 6.773236345281981e-07 9.025885721890395e-08 -7.002251421113733e-07 -3.208423350319092e-07 3.262634307074077e-06 -1.6670837039038758e-06 3.4593413204442574e-06 -1.3221823946352924e-06 -1.8287711232880367e-06 -1.3358201026590686e-06 -4.495141308073698e-06
PC3 8.169766738465362e-07 -2.3785800748817946e-07 9.576443328656904e-07 3.803730232816793e-06 2.076360071973412e-07 1.1966834487940144e-06 2.147998664457679e-08 5.142578086833758e-07 -1.632992299710809e-07 -9.634928975814548e-07 -9.790331281056035e-08 4.516267923213931e-07 3.820104760877797e-08 -7.423998002530267e-07 9.344821088249385e-08 8.639450259289186e-10 2.3610519286564628e-07 -5.082705824030428e-07 -5.407039736549213e-07 4.5995152731833115e-07 1.2303195600204562e-07 -6.566638382978567e-07 -1.2630396711843862e-06 1.4874560707043863e-07 2.7379449385339135e-06 9.484626669767956e-07 -5.505144047933293e-06 6.053430218621054e-07
PC4 -3.228518259451836e-07 -1.3403286027344967e-07 1.3863615165405092e-06 2.0763600719734136e-07 7.12054604362615e-06 1.7568353718261127e-06 -3.415940677214975e-07 2.1456695154559814e-07 -1.3062802784889882e-06 3.865459298689315e-07 3.1041773707056895e-07 2.8222797508979266e-07 -9.145649795624552e-07 -5.965438403234425e-07 -3.732904062906986e-09 -7.65656453888378e-08 7.709090999121493e-08 9.08601386123163e-08 -5.678319055939388e-07 -1.8954138536365645e-07 1.5103686370516407e-07 1.6901364909904656e-06 -4.82272276637888e-06 -4.787321450152763e-06 -3.087752359182451e-06 5.869041425686141e-06 -4.185472336589498e-06 1.2371147678298701e-05
PC5 1.25846400619614e-06 -2.1043803206067118e-07 -5.84683313587986e-07 1.1966834487940144e-06 1.7568353718261118e-06 1.4868216241272048e-05 3.0174477153917114e-07 1.1086670214885358e-06 -9.941360514151846e-07 -6.11428774803843e-07 -5.380628789448438e-07 -1.0011989787131127e-06 4.3961177047313124e-07 -1.372433324902319e-06 5.813868010107977e-07 8.818709440904712e-08 -2.790074957731654e-08 7.849479919477565e-07 -2.56587893820661e-07 3.050418449363504e-07 -5.378784539349625e-09 -7.433764360299923e-07 3.816112399957667e-06 -3.465263011582483e-06 -1.3864162414958118e-05 7.2598596794933405e-06 -3.7579527264697294e-06 3.640431644637616e-06
PC6 3.0489432961857197e-06 1.2291140511570157e-07 -5.267361882470042e-07 2.1479986644576816e-08 -3.4159406772149765e-07 3.0174477153917146e-07 1.429108371174648e-05 -1.3881406612118875e-07 2.0052763299697948e-07 2.2171247051718305e-07 -4.5262010487729725e-09 -3.1767726170455913e-07 -1.4836964870264095e-07 -1.9098663704330678e-07 -2.6460304662381564e-07 -2.0938110045417547e-07 -1.0596091479904649e-07 2.7603969881304087e-07 -3.533580468100117e-07 -2.413905344625118e-07 -4.651012225841103e-07 3.836314285607195e-08 2.3903296649217953e-06 -4.776786535321565e-06 -8.84874856664515e-06 -1.1641423148702937e-06 1.036677913846287e-05 2.7465154670664724e-06
PC7 6.182360401208385e-07 1.6657491151747805e-08 -7.419216292437059e-07 5.142578086833755e-07 2.1456695154559822e-07 1.1086670214885362e-06 -1.3881406612118873e-07 1.2315538246058113e-05 1.0217379231242516e-06 -2.5799007172711647e-07 -1.611462336931774e-07 1.3989317889908991e-06 3.6533077207424964e-07 4.034599153560611e-07 -4.537898562373352e-07 -4.921697623726131e-07 -2.98010571988486e-08 -5.857039483454095e-07 4.199019944738846e-08 1.2115374235638429e-07 -4.559848252623511e-07 3.3870691021381135e-06 4.686015511648021e-06 -1.7023505090620356e-06 -5.179762944653308e-06 -1.2350079123821199e-05 6.448591963803054e-06 -8.075118335531972e-06
PC8 7.264198535854537e-07 1.5835807304612038e-08 1.2362491144311772e-06 -1.6329922997108079e-07 -1.306280278488989e-06 -9.941360514151846e-07 2.005276329969796e-07 1.0217379231242514e-06 1.3844261909737201e-05 4.6458968064982616e-07 5.509550887520215e-07 -8.883922827407954e-07 1.9668881150316166e-07 -2.2161444294030152e-07 -5.207418553180782e-07 -5.209372288364442e-07 3.968302512933233e-07 8.413122670713609e-08 -8.466000153687069e-07 -1.4529971246313003e-07 1.2445536837518212e-07 1.1266812411551722e-06 1.315768794008591e-06 -4.391539223961999e-07 -1.0937961872970496e-06 -1.3548540314009174e-06 4.091578055532205e-06 3.633359426023711e-06
PC9 2.0709343539608843e-06 2.331487500388847e-08 -2.0835331748448212e-07 -9.634928975814542e-07 3.8654592986893143e-07 -6.11428774803843e-07 2.217124705171827e-07 -2.5799007172711647e-07 4.6458968064982585e-07 1.1511755188038711e-05 -2.1401083515974333e-07 2.4887527745340513e-08 -4.222811360569441e-07 9.777345732302119e-08 -9.032478558831789e-07 3.7415711071907947e-07 2.9388521435033055e-07 5.602258787579845e-07 -4.666137534931673e-07 -1.9231263103614615e-07 -7.112791375418067e-07 -6.875047147587823e-07 9.616368462096782e-07 -4.550983702606173e-06 -1.1512069464404123e-06 5.393276429406179e-07 2.3259135058961327e-06 4.857017240768242e-06
