 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0006852195019208209 -7.75979412367693e-08 -2.407273268610223e-05 1.4209311707259898e-06 5.835232215230955e-07 3.801069862587137e-07 2.4511321197758723e-06 1.87198473857621e-06 -3.3244021508715627e-07 2.192124640279766e-06 -1.2166368812035107e-06 6.841397038374151e-07 -5.057395741886976e-07 -1.648853742894047e-06 -1.6903416702714538e-06 -2.1214417235218853e-06 8.027440534644397e-07 -1.8878267280953748e-06 -5.872308418321352e-07 9.951727174171991e-07 -8.175675578773299e-07 -2.7981369740973245e-06 -2.2230677162059264e-05 1.8267971153580073e-05
PC1 -7.759794123676944e-08 2.329650042304144e-06 -1.5785506831111614e-06 -3.4714768274660347e-07 -9.213583299505832e-08 -2.702118502720302e-07 8.424653788238871e-08 7.83974852256169e-08 6.062686324370893e-08 1.181728367999019e-08 1.6152875296604067e-07 4.650123365636335e-09 6.166199293079292e-07 -1.617407732018947e-07 -2.8208665850801643e-07 -7.082504399329393e-07 -6.37907050646668e-07 2.6306664082566636e-07 3.468308754920299e-08 2.005977285395317e-07 3.337484747851256e-08 4.174330454012471e-07 3.1278356801008157e-06 -2.4054790195275105e-07
PC2 -2.4072732686102222e-05 -1.5785506831111618e-06 4.80852502609157e-05 8.793534582521605e-07 1.4470421329998348e-06 -6.166323265278416e-07 -4.845471729804996e-07 -5.851268999693561e-07 1.1322009058826436e-06 -3.45941399717727e-07 -3.830163308459764e-08 -7.155394504271297e-08 -1.1260780530292222e-06 8.955776420153986e-07 -1.0858655564408263e-06 9.768939928842854e-08 7.873265097502416e-08 7.335939542097761e-07 1.75089190553834e-07 -4.924331801220571e-07 -3.0236935086919773e-07 2.733534411969819e-06 -2.309803610070639e-06 2.3025983959541813e-06
PC3 1.4209311707259903e-06 -3.471476827466035e-07 8.793534582521609e-07 4.539122950993441e-06 1.717302682081255e-07 1.2669529080043243e-06 2.827751654436586e-08 5.139267958154331e-07 -2.2078009122383582e-07 -9.936117053660312e-07 -8.23397799617774e-08 4.514988799207658e-07 8.652603232712292e-08 -7.622980725708564e-07 1.011345842050451e-07 -3.954825924182064e-08 2.7216000179711886e-07 -4.114433048763808e-07 -5.44186004461696e-07 4.3084945049874813e-07 1.2926046352903263e-07 -7.580063270944321e-07 -1.5921729570365182e-07 -1.9922835635297888e-06
PC4 5.835232215230932e-07 -9.213583299505825e-08 1.4470421329998354e-06 1.717302682081254e-07 8.680190715496784e-06 1.7062189533375321e-06 -4.051404785238046e-07 2.6312694067346586e-07 -1.305592049159345e-06 4.3643746577030084e-07 3.7135067701978036e-07 2.9542156744408873e-07 -1.0262970630190454e-06 -6.345026985269852e-07 3.707788570443885e-08 -2.9584801212717742e-08 4.4542557682788115e-08 -4.3028196333381954e-08 -5.046798488759262e-07 -1.4590206216202474e-07 1.262584341449276e-07 2.009603735108053e-06 -3.978765251194536e-06 -2.0089503013156542e-06
PC5 3.8010698625871267e-07 -2.702118502720299e-07 -6.166323265278404e-07 1.266952908004324e-06 1.706218953337533e-06 1.6363828155618842e-05 3.8551009832005076e-07 1.0929329349195699e-06 -8.220682433025364e-07 -5.717842254153175e-07 -4.5673587059181795e-07 -9.261490354100936e-07 5.344313410930065e-07 -1.2874115155061756e-06 5.201955335131561e-07 9.703893735691682e-08 -4.1243642336318204e-08 7.615361947770395e-07 -1.9139127586098182e-07 2.347792556296243e-07 -1.1674834190295966e-07 -4.667401427895832e-07 1.174713244396967e-06 -3.4646111536336907e-06
PC6 2.4511321197758693e-06 8.42465378823887e-08 -4.845471729804997e-07 2.8277516544365958e-08 -4.051404785238047e-07 3.855100983200508e-07 1.5482947729699418e-05 -7.715805882946585e-08 2.481357334229022e-07 2.4520267712254737e-07 7.600561631571175e-08 -3.68778606003389e-07 -7.854862342788591e-08 -1.1822382617980833e-07 -2.2510526771736202e-07 -1.3220552321931385e-07 -1.2062108262441102e-07 2.9036625596452096e-07 -4.2086648063866567e-07 -2.2155633537892546e-07 -5.351903086391852e-07 -5.281271052008183e-08 -6.838707737788871e-07 -5.239475554466396e-07
PC7 1.8719847385762093e-06 7.839748522561703e-08 -5.851268999693556e-07 5.139267958154332e-07 2.631269406734655e-07 1.0929329349195699e-06 -7.715805882946573e-08 1.3240246004557598e-05 9.894946962923378e-07 -2.4843207644168345e-07 -1.089482274290301e-07 1.2788883540297498e-06 3.7999179880179177e-07 2.6725436298579114e-07 -4.0159105493030804e-07 -5.748650897932169e-07 1.0816883285285599e-07 -4.6198164853724574e-07 8.025444775592997e-08 6.891359251648639e-08 -4.6433654580518724e-07 3.309806367414805e-06 -2.4892407789241237e-06 -2.7517608276051813e-06
PC8 -3.324402150871548e-07 6.062686324370891e-08 1.1322009058826434e-06 -2.207800912238362e-07 -1.3055920491593452e-06 -8.220682433025369e-07 2.4813573342290203e-07 9.894946962923378e-07 1.4771513110097501e-05 3.4689674386213973e-07 4.007004084807685e-07 -8.348937083805876e-07 3.395872881424369e-07 -1.2964506403637248e-07 -5.210364737515736e-07 -4.774116993762523e-07 3.828605448262766e-07 1.2105103246027035e-07 -8.052316965613542e-07 -2.2974148683032356e-07 1.0559817367709713e-07 1.1956196776245993e-06 -1.8478972679784135e-08 1.9419186858523658e-06
PC9 2.192124640279766e-06 1.1817283679990283e-08 -3.4594139971772705e-07 -9.936117053660316e-07 4.364374657703008e-07 -5.717842254153176e-07 2.452026771225476e-07 -2.484320764416832e-07 3.468967438621397e-07 1.2616725048189179e-05 -2.31605065112729e-07 -3.1839671844568244e-08 -4.3779547474276484e-07 8.906878429084217e-08 -8.378616219390912e-07 4.5618421298891047e-07 3.769878395571519e-07 5.043757664654133e-07 -5.077181154618581e-07 -2.6900187321649723e-07 -7.545599718502423e-07 -4.152842864293283e-07 1.4376610527923648e-06 -1.8329049283545163e-06
