(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0196538194195275 0.0214553905918349 0.0110353536687962 -0.0283574452903222 -6.86493546271191e-06 6.77470963023615e-05 8.55434801053389e-05 -0.000339627236383715 -0.000302160990805249 -0.00051805813483101 0.000815449878704524 0.000222412987064815 0.000108922000320483
covarage 0.0214553905918349 0.0306431690134214 0.0221819429242838 -0.0493366916119395 -0.00010900747918881 7.41226665836538e-05 0.000117722844814654 -0.000206385739766567 -0.000250778221245786 -0.00124392063708028 0.00144246760760845 -4.48732304576504e-05 9.77376886078019e-05
covarsex 0.0110353536687962 0.0221819429242838 0.0228317488651921 -0.0439476435856618 -6.08580349667102e-05 -6.86510496070975e-05 0.000115687279109814 2.44637131971494e-05 -4.85687543980115e-05 -0.000790138958107603 0.000706046472316234 -0.000434999541510215 0.000188709535011955
covarage_sex -0.0283574452903222 -0.0493366916119395 -0.0439476435856618 0.095085565201622 1.11196299164285e-05 0.000221287123484789 -0.000127966394505369 -7.16539910475503e-05 0.000120433489115808 0.00145697187139321 -0.00123898130795677 0.000776044071225221 -0.000425693643745784
covarPC_3 -6.86493546271191e-06 -0.00010900747918881 -6.08580349667102e-05 1.11196299164285e-05 0.00178764091618445 -0.000122670238912163 -5.86618822824849e-06 -4.43699701778015e-06 -9.8269661402344e-05 0.000265140109862641 -2.17797733054511e-05 0.000172181975821575 0.000178298950607938
covarPC_4 6.77470963023615e-05 7.41226665836538e-05 -6.86510496070975e-05 0.000221287123484789 -0.000122670238912163 0.00164274033200394 1.06844862337152e-05 -0.000118872174335784 -0.000111342523870236 -1.39813568998518e-05 0.000201354325772525 0.000190331477614866 2.38197154991314e-05
proband 8.55434801053389e-05 0.000117722844814654 0.000115687279109814 -0.000127966394505369 -5.86618822824849e-06 1.06844862337152e-05 0.00304146600741424 -0.00155645933851503 -0.0015611985165075 -3.23915649089496e-05 0.000103004117337407 4.14485667433193e-05 -0.000105005087473569
paternal -0.000339627236383715 -0.000206385739766567 2.44637131971494e-05 -7.16539910475503e-05 -4.43699701778015e-06 -0.000118872174335784 -0.00155645933851503 0.00985803387808809 0.000660854398090996 -0.00842705200744271 -0.00590595066302968 -0.000121025544970655 0.00024882357124869
maternal -0.000302160990805249 -0.000250778221245786 -4.85687543980115e-05 0.000120433489115808 -9.8269661402344e-05 -0.000111342523870236 -0.0015611985165075 0.000660854398090996 0.00927717771774346 0.000394703992022756 -0.000310971909110151 -0.00717038398484456 -0.00627295688646713
gpp -0.00051805813483101 -0.00124392063708028 -0.000790138958107603 0.00145697187139321 0.000265140109862641 -1.39813568998518e-05 -3.23915649089496e-05 -0.00842705200744271 0.000394703992022756 0.0285993447597312 -0.0126781947417538 -0.000230297300838551 -0.000513358530886149
gpm 0.000815449878704524 0.00144246760760845 0.000706046472316234 -0.00123898130795677 -2.17797733054511e-05 0.000201354325772525 0.000103004117337407 -0.00590595066302968 -0.000310971909110151 -0.0126781947417538 0.0241581295948073 0.000311433046672653 0.000105967902971042
gmp 0.000222412987064815 -4.48732304576504e-05 -0.000434999541510215 0.000776044071225221 0.000172181975821575 0.000190331477614866 4.14485667433193e-05 -0.000121025544970655 -0.00717038398484456 -0.000230297300838551 0.000311433046672653 0.0169686021441709 -0.00319339745399179
gmm 0.000108922000320483 9.77376886078019e-05 0.000188709535011955 -0.000425693643745784 0.000178298950607938 2.38197154991314e-05 -0.000105005087473569 0.00024882357124869 -0.00627295688646713 -0.000513358530886149 0.000105967902971042 -0.00319339745399179 0.015700555454652
