 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.020173141773304173 2.8224694707803355e-06 -0.028657379154884578 0.0004999857412843182 -2.861204271478332e-06 -0.00559879956369933 0.006380569343939781 0.0008041626228858681 -0.007440836146314162 0.01698842675545491 -0.0002028374690969094 0.005198494851798111 0.00014594272217249282 0.0040418098580728146 -0.018936471098083364 0.00032588408345602293 -0.004917179605793709 -0.004487439985523754 0.00372587636347912 -0.0131827561278428 -0.00018785040485248765 0.012025637924872537 -0.009249595916839751 -0.002900697883992293 0.0026519934792251544 -3.0450958763431746e-05 -0.00011534835692945117 0.0007327426911433672 -0.000427489127610728
yob 2.8224694707879847e-06 5.72007538311286e-06 -1.7149876073708483e-05 3.6073950871402723e-07 -1.9195671209797663e-09 0.00021463509075421653 0.0002892489924741839 0.0001304141311300063 -0.0007272880816228485 3.314676119918961e-05 -0.00013390270074218623 0.00012429652746463805 -0.00031992052916615904 0.0006518375185945491 -1.3598988616324756e-05 -0.0003722612964616281 0.00073426848767295 -0.0009128077009259263 0.0001389701839880496 0.0004483714949562547 0.0005191791628942962 9.319723011646464e-05 0.00017156299835305403 0.00016309241850564463 -0.0009760550643043913 6.710446232568834e-07 -4.426201374338176e-06 -4.95096245198092e-08 5.892125446462755e-06
age -0.028657379154887367 -1.714987607370684e-05 0.06094567348424626 -0.0011201588911406008 6.784034114414073e-06 0.003625610545084421 -0.004026677988038699 -0.004445510692223343 0.015378855966986661 -0.008772900137573838 -0.007680150462628566 -0.0072643028076573146 -0.0032159246660227957 -0.005850150549316229 0.02024788200457395 -0.0008633972073771975 -0.010022357870713051 0.005283752016287465 -0.0019902503355178603 0.012167783913536238 -0.011207546600835403 -0.013924276831158796 0.008487238558883115 0.00430536539080474 -0.0029834677828038986 5.0095970672255567e-05 0.00010546136748469319 -0.000774515951134734 0.00043745832408008037
age2 0.0004999857412843902 3.6073950871285425e-07 -0.0011201588911406136 2.0702688427146052e-05 -1.2607525768065974e-07 -5.6676255429453356e-05 6.80127527504191e-05 9.03557708932707e-05 -0.00028539391822061233 0.00012579675993727767 0.00014621825222816627 0.0001196883616849722 5.951780738173605e-05 9.911229154131521e-05 -0.0003414276181922481 1.5031873062946652e-05 0.00022447011181671374 -0.00010020805144017925 2.5085668000273844e-05 -0.0002007942276838707 0.0002325072395167041 0.00023176353328882695 -0.00013868405429379177 -6.516852777930446e-05 6.250931770260764e-05 -8.359507933518232e-07 -1.8152269037801486e-06 1.2710722286712969e-05 -6.953771895460121e-06
age3 -2.861204271478763e-06 -1.9195671209743987e-09 6.784034114414229e-06 -1.2607525768066117e-07 7.720903576029115e-10 2.955424597552569e-07 -3.3356578823404697e-07 -5.898535968705186e-07 1.672394278893035e-06 -5.276365000208901e-07 -9.321476560381096e-07 -6.671745628080106e-07 -3.872572544953855e-07 -4.85943789369109e-07 1.880288742912003e-06 -1.136223056791962e-07 -1.5458428467110065e-06 5.404272576665138e-07 -5.4166283565155924e-08 1.1106774206545348e-06 -1.5003343157979846e-06 -1.2456278025257e-06 7.584353078977979e-07 3.7223916167518487e-07 -4.921732869124603e-07 4.599540540449428e-09 1.0001947947006554e-08 -6.817513620579359e-08 3.613766714968483e-08
PC_3 -0.005598799563697735 0.0002146350907542192 0.0036256105450805454 -5.667625542938148e-05 2.955424597548164e-07 0.6562914080891685 -0.002696019987490588 -0.013926512554362266 -0.12528499814396765 9.145533858850283e-05 0.13791589158111814 -0.043066019692311844 -0.19954708990695108 -0.049762995479756246 -0.08887455334324244 0.0812552980707895 0.09744216867911568 0.09059037696158588 -0.08533146078895366 -0.3257544607555542 -0.0357008145146827 -0.011437775633879668 0.15084987285722035 -0.07656395855437306 0.1662701494261465 0.0005845188604555363 1.3937308454307917e-05 -0.0020116240928011175 0.003337552610594804
PC_4 0.006380569343940017 0.0002892489924741833 -0.0040266779880387595 6.801275275041949e-05 -3.335657882340447e-07 -0.002696019987490877 2.332241236426015 0.15982473197759803 0.20257404280861133 0.2956643467539285 -0.05692992645455723 -0.22016595708224398 0.12195017285261917 -0.3146404198660935 0.015688898774942575 0.2594971044374597 -0.05972367055626843 -0.18933146378597746 0.2889059937330629 0.06859904139341674 -0.248459612762667 0.05146298470148331 -0.21656250571396488 0.06270010800575587 0.3604186485955218 -8.628163915270449e-05 0.0006274849698316711 0.0023020387358253175 -0.0036878800091312645
PC_5 0.0008041626228870506 0.00013041413113000128 -0.004445510692225523 9.035577089331014e-05 -5.898535968707547e-07 -0.013926512554362473 0.1598247319775979 2.7917894228411355 0.029446184626798856 0.09511187845447706 -0.21583046801516567 -0.06061100566568706 -0.36587082256063325 0.05676271971640998 -0.503546444416918 -0.13485490311756818 0.0015498006368716822 0.025667806399064606 0.12852458829491348 -0.3564208138011767 -0.3686484970606245 -0.18563827665300722 -0.04661755939105126 -0.08469344983766817 0.19098393839601233 3.534074160528731e-05 -0.0019804588729421127 -0.008041832844393415 0.011483772187986845
PC_6 -0.0074408361463181374 -0.0007272880816228485 0.015378855966993385 -0.0002853939182207319 1.6723942788937486e-06 -0.12528499814396546 0.20257404280861077 0.02944618462679957 4.122297931043069 0.14031862840455872 -0.47566133730588595 0.43474358846111827 -0.09827105647157439 0.16592983375495127 0.021759255687307834 -0.03697999378936912 0.13806159348202812 -0.5737172805349637 0.15168232677759824 0.49265584266213897 -0.05359188859367439 0.10831008874965642 -0.32968449006797323 -0.03769876874301779 0.08044328728495563 0.0011779216629339104 0.00027013831568053104 0.011481408666782666 -0.01090798481418094
PC_7 0.01698842675545268 3.314676119918319e-05 -0.008772900137567895 0.0001257967599371662 -5.276365000202017e-07 9.145533858842069e-05 0.2956643467539281 0.09511187845447644 0.14031862840456147 5.30010615346217 -0.13812223736015017 0.06897193293064487 -0.40389154647785475 0.22039444982909157 0.8250118633337327 0.1952759570641383 0.43584556021189264 -0.5808245866185165 -0.08102439036551104 0.6220442020117019 -0.31827305047389953 -0.3510483319323274 -0.12498979925126417 0.23744865298873927 -0.3248112676080894 -0.00045167399213882724 2.928549335296537e-05 0.0034431468975395 -0.004532644959005717
PC_8 -0.00020283746909363214 -0.00013390270074217672 -0.007680150462634165 0.00014621825222826696 -9.321476560386769e-07 0.13791589158111636 -0.05692992645455512 -0.21583046801516953 -0.4756613373058796 -0.13812223736014845 5.566644635564125 -0.07969391309659293 0.27665519806029854 0.4521201896046462 -0.21962047644802715 0.13284234818558235 -0.014654029061699816 0.6319238666595828 -0.5173828496512783 0.20680836164304364 0.34305323557497563 0.24268291853583585 0.2549749865078372 0.15614538976312176 -0.41028144125432114 -0.00026943754998568875 -0.0011294609422379937 0.006506301776571356 -0.003233299962701902
PC_9 0.005198494851797927 0.00012429652746463044 -0.007264302807655643 0.00011968836168493872 -6.67174562807758e-07 -0.0430660196923122 -0.22016595708224387 -0.06061100566569351 0.4347435884611225 0.06897193293064457 -0.07969391309657732 7.153876292738633 0.8697311637851856 -0.18922956084613193 -0.27100189749419207 -0.11783853080777125 -0.08996165133504772 -0.24407198689976906 -0.28568900082485715 -0.407968548911805 -0.001860894063647252 -0.11746596995132413 -0.21449177496655283 -0.29324974651415386 0.24191575261262668 0.0002951718166795795 0.000377700931453164 -0.019797006368123708 0.016391197904046362
PC_10 0.00014594272217157008 -0.00031992052916616115 -0.003215924666020457 5.9517807381691756e-05 -3.87257254495111e-07 -0.1995470899069509 0.12195017285261915 -0.36587082256063386 -0.09827105647157233 -0.40389154647785563 0.2766551980602908 0.8697311637851798 9.776496028540189 0.784283660201262 -1.2280627729195461 -0.667309655098254 0.16515433069174035 -0.03437724094988351 0.4804032776046274 -0.049802387728391205 0.16808158241174653 0.060589327049946615 0.39897614987512153 -1.0224721710258313 -0.7318334819287129 0.0004509025228231472 -0.0005793627092432473 0.012882445095173918 -0.010780610439257512
PC_11 0.004041809858077332 0.0006518375185945481 -0.005850150549325592 9.9112291541487e-05 -4.859437893701475e-07 -0.04976299547975719 -0.3146404198660927 0.056762719716410566 0.16592983375495055 0.22039444982909326 0.45212018960464656 -0.18922956084613415 0.7842836602012635 8.472418383052535 -0.09561190289105428 0.7436854008397904 -0.4348239680639145 0.5750573041066074 -0.1773717822635187 0.5297645117651751 0.005306833260525987 -0.11468377198529293 0.17990607634094016 -0.20978342375238884 0.5977012912497481 -0.00012540146255546973 0.0017764010540934942 -0.001442512494899368 -0.003498494287956523
PC_12 -0.018936471098082275 -1.3598988616312257e-05 0.020247882004569773 -0.0003414276181921677 1.8802887429114892e-06 -0.0888745533432424 0.015688898774942225 -0.5035464444169202 0.02175925568730267 0.8250118633337332 -0.2196204764480049 -0.2710018974941859 -1.2280627729195444 -0.09561190289104922 9.428852854009298 0.4058431033087135 1.0727545154819287 0.40068525163689894 0.4424119674709371 0.3542839279812972 0.7183515892256753 0.08619146364489809 -0.04828674741711199 0.4197012058134543 -0.039025885141571154 -0.0015255466140701387 0.007917208168040915 -0.024940789315279283 0.011659883146834926
