 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.5054295790729778e-05 2.416024470636119e-07 -3.1319747376870394e-06 -1.1341121671225468e-05 8.281625911800461e-07 5.783626504646829e-08 -3.274352773616988e-10 -1.8645437919372624e-08 1.2703728439117313e-10 3.102352520526747e-05 -4.2098526423423206e-05 6.573752141603886e-06 -5.810629672496031e-05 7.988135676014323e-06 -7.280882046979193e-05 9.103609766089325e-05 -6.575856111972675e-05 -3.546585519301643e-06 -9.796190711887376e-05 -2.274463491230227e-05 -1.1989901350438806e-07 -8.454182652406431e-05 1.1850200672103617e-05 -3.8981475430132266e-05 5.264993833763396e-06 1.684733584046816e-05 -4.347825159456448e-05 -3.754849333571904e-05 5.466678508804199e-05 -1.1607079082193788e-06 -1.336626272965957e-06 1.8879705945339126e-06 1.9595377696033582e-06
yob 2.416024470635779e-07 1.3075688235584834e-07 3.6331740889863787e-07 1.4347229101934059e-06 -1.2707381691919778e-07 -4.215875567017331e-09 1.976654023459439e-11 2.208431005579169e-09 -1.020337104927078e-11 2.8439499900797264e-06 5.2013935490932135e-06 -6.653399118719267e-07 -9.4182824624261e-06 -5.551221955743968e-06 -1.7243512084576758e-06 2.0271413537993137e-06 -2.9158604989190324e-06 5.546952523524211e-06 -2.9327719774591588e-06 -5.814723951444303e-06 8.794836158701432e-06 -6.888788490759567e-06 -2.730646058076518e-06 1.0701381539175323e-05 3.286784450378096e-06 9.058452340548681e-07 -2.8366428847646016e-06 3.5223066797002086e-06 -1.4923563482519396e-05 7.857439502969444e-09 1.0172626267706248e-08 -1.8451093394288593e-09 2.984471173322518e-08
age -3.1319747377251017e-06 3.633174088980017e-07 6.184135137818846e-05 0.0009243422335598724 -6.0752346414825316e-05 -1.2158664705421341e-06 7.462974425078348e-09 1.2019708673803226e-06 -7.386759487359514e-09 1.4954816924827724e-05 -7.726651056352258e-06 -1.769664831644195e-06 -2.4879572861658704e-05 -2.039367200950015e-05 4.051722656405351e-05 2.3321522250959125e-05 -3.657805858017673e-06 1.165153537629432e-06 3.237940835839779e-05 -2.662748237302416e-06 -1.0568907451302414e-05 -2.109582865490077e-05 -3.105790891942344e-05 1.9801687943792585e-05 2.512157605983115e-05 -1.3928831968562816e-05 -4.929120320305112e-05 -2.5147866981817503e-05 1.4806838084693884e-06 3.2960483049987034e-07 2.1229429391451144e-07 -7.857209971411166e-07 1.765583207402493e-07
sex -1.1341121671232995e-05 1.4347229101812942e-06 0.0009243422335578858 0.0258862217573626 -0.0016394616143902854 -1.780955163448436e-05 1.0749143350683363e-07 3.167904550677092e-05 -1.9135677200889086e-07 -6.0259146720010145e-05 0.0002553714031662972 0.00012677867575668493 0.0002811108018493251 -0.00023270245467186585 8.666361911174759e-05 0.00048410393727182325 -0.00010577979152817603 0.0003112615059882697 0.000484648745594239 -0.0002509182843734827 3.3240072330839235e-05 -0.000296218900357446 -0.00021010158383505672 -9.139301159033177e-05 0.0001989917445517313 0.0005129951023819055 -0.0006269912143190115 -0.0004919918117536035 -0.00024024253216876676 3.956077580416248e-06 -1.053392593303521e-06 -4.603156764963924e-06 -3.318213117002245e-06
age_sex 8.281625911290261e-07 -1.2707381691880693e-07 -6.075234641466228e-05 -0.0016394616143895811 0.00010752297544663887 1.1998762021039216e-06 -7.377229000957444e-09 -2.127748016475007e-06 1.3082949863405584e-08 2.722652144150435e-06 -1.1233075603229702e-05 1.813466150861849e-07 -1.135802800191905e-05 1.1876783057238505e-05 -1.6293567120324766e-05 -2.9713542806172956e-05 5.658362566889146e-06 -1.2088283952918374e-05 -3.336606696010711e-05 1.8473063318143444e-05 -4.319786329840087e-06 1.6573856883452508e-05 1.8653960583936486e-05 8.781906612392327e-06 -1.1759120997980046e-05 -3.3440934849921926e-05 4.3391567532194246e-05 3.4476759827261e-05 1.6968240084815998e-05 -2.3054600771697184e-07 -5.5035914757417586e-09 4.82836401680589e-07 2.6147638229242197e-07
age2 5.783626504654137e-08 -4.215875567004003e-09 -1.2158664705418622e-06 -1.7809551634518228e-05 1.1998762021067905e-06 2.444432022457809e-08 -1.5258304948728e-10 -2.4212954306420067e-08 1.5125524821141276e-10 -1.4817797423305514e-07 5.418554415669198e-07 1.7333738531391118e-07 3.403519163980476e-07 3.831849591497493e-07 -9.083258999275981e-07 -4.695886721573698e-07 -7.918505177211187e-08 2.288221629803351e-07 -8.555959832551318e-07 -1.870271977044712e-07 3.9012725771893104e-07 2.228711962228694e-07 7.157043415031209e-07 -7.414873870252546e-08 -2.4443784540924085e-07 3.3501412182792203e-07 8.886000660802518e-07 4.834275892586431e-07 -5.294706519858027e-07 -5.3366337761827305e-09 -4.2014015130867555e-09 1.612878498278396e-08 -3.150265666237154e-09
age3 -3.27435277359555e-10 1.9766540234527672e-11 7.462974425075349e-09 1.0749143350701639e-07 -7.377229000973416e-09 -1.5258304948725405e-10 9.660822620596236e-13 1.512568117167524e-10 -9.582391035046888e-13 1.631542143043115e-11 -4.4310143010347265e-09 -1.8494435095301787e-09 -2.3624234862748453e-09 -2.0782197232463897e-09 5.53915296214105e-09 2.971286445742745e-09 1.0046494656697938e-09 -2.263456865524097e-09 5.822477996102688e-09 2.021167270797588e-09 -2.7554466425872406e-09 -9.453332354912755e-10 -5.459474854805128e-09 -4.4735754816441316e-10 3.071071717221119e-10 -2.4309285321494332e-09 -5.406719070812428e-09 -2.628506389474401e-09 5.132694491171833e-09 2.583704851298341e-11 2.7167455452855794e-11 -1.0155169584615688e-10 1.793773481025635e-11
age2_sex -1.864543791915178e-08 2.208431005557285e-09 1.2019708673765834e-06 3.167904550674623e-05 -2.1277480164743025e-06 -2.4212954306353207e-08 1.5125681171637416e-10 4.290992866128943e-08 -2.6799846333967965e-10 -4.577996130726316e-08 1.3432598145174977e-07 -1.498607859707933e-07 1.5296943958235522e-07 -2.0132464959110293e-07 4.749984184087476e-07 5.52927481913472e-07 -8.028576243615291e-08 1.3869517772934462e-07 7.292459154588112e-07 -2.950741194686639e-07 1.0678805234131158e-07 -2.664381663498564e-07 -4.797956404002482e-07 -2.465823078164611e-07 2.3046909072559622e-07 6.204629681193575e-07 -8.859740751540797e-07 -6.792319317845542e-07 -2.969702100791275e-07 4.008611907690661e-09 1.3253241801288356e-09 -1.1613043009725576e-08 -5.7491015131582465e-09
age3_sex 1.2703728438559626e-10 -1.0203371049144796e-11 -7.3867594873339454e-09 -1.9135677200868725e-07 1.3082949863397833e-08 1.5125524821095096e-10 -9.582391035020493e-13 -2.679984633396115e-10 1.6972887670273237e-12 4.249847044743742e-10 -3.547558235262701e-10 1.7531984669717525e-09 -6.597507511070979e-10 1.1368825298895937e-09 -3.6566439074068075e-09 -3.093536108676126e-09 3.2065496410472874e-10 -4.668191151841911e-10 -4.993657942559769e-09 1.2527348547963253e-09 -7.748298569989775e-10 1.3655219100178124e-09 3.561027977549975e-09 1.8472291894858046e-09 -1.4990368461961666e-09 -3.509766332608152e-09 5.571273957770115e-09 3.806159417554078e-09 1.5550195843290335e-09 -2.018716694939148e-11 -1.4713101679111406e-11 7.95186770324955e-11 3.7983392992543505e-11
PC_3 3.102352520526615e-05 2.843949990079666e-06 1.4954816924824067e-05 -6.025914672026308e-05 2.7226521441690117e-06 -1.481779742329689e-07 1.6315421429821336e-11 -4.5779961307658415e-08 4.249847044769637e-10 0.034094741970073034 0.0008799773765481116 0.0034947262898979274 -0.00025624751004090727 -0.007361046146119694 0.0017266470932730106 0.00570084845530663 -0.00431839270845 0.00025081915603265815 -0.0016026052814983299 -0.0004895546404587176 0.007122217731422507 0.0028760974870755424 -0.0009022233256816992 -0.012327573637885215 0.002159726403165494 0.000534954906260277 0.0037556057242719445 -0.0008958586591534626 0.006049570174219199 -9.757052227198257e-06 -1.2013136096900622e-05 8.481947462396513e-05 6.256568926870386e-05
