 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 0.0003162162809103051 1.6739588447652681e-07 7.374062701549335e-05 0.0005068068569441189 -7.218129538590621e-05 -2.6963671453018667e-06 2.8925335791531014e-08 2.65668317857331e-06 -2.8638097735462746e-08 -4.902211100091708e-05 -9.525974843336893e-05 -5.2323938081792286e-05 -5.007740780937647e-05 0.0001280122717525981 -0.00010936163488452542 2.5798334384701036e-05 -0.00016478863190401056 -0.00013392266285906104 -0.00020369859762969916 3.171858447342907e-05 -0.00012166891917473223 -9.189030559995578e-05 -0.000140316657960889 -7.670193431989639e-05 -5.231141011866296e-05 -0.00023720729064038952 -0.0001261279986551728 -0.0001478404146696239 0.000245274242714804 -1.3025133492272626e-06 -1.795124335201801e-06 3.215900674546409e-06 2.894495649250847e-06
yob 1.67395884478326e-07 2.967794743914151e-07 2.191388295771702e-07 8.598178443150417e-08 -6.154807694457704e-08 6.936864508285465e-11 -2.3572012696444648e-12 1.9643631424097744e-09 -1.2863801008460387e-11 3.648113055643721e-06 2.299507368753834e-05 9.211825134542483e-06 -2.40357058742718e-05 -1.6649992529661936e-05 -5.620411042878163e-06 4.459606223992093e-06 -1.2216399198651392e-05 1.7890239750377723e-05 -1.1040706156127302e-05 -2.0754218741775962e-05 2.474678739365642e-05 -1.859871402263997e-05 -7.3786113349660154e-06 2.914016053190517e-05 1.09631419808521e-05 1.2450632490930198e-06 -4.7857461908043914e-06 1.7904438056615152e-05 -3.845681504131856e-05 7.03728866493339e-08 4.972420177084444e-08 -1.5036332748507315e-08 2.1705605394150704e-08
age 7.374062701554377e-05 2.191388295746178e-07 0.00011579751025026355 0.0010004212953226017 -0.00011419252106372687 -3.436297368497574e-06 2.949142627782034e-08 3.4074623304054704e-06 -2.9312959107088208e-08 -3.65075123372737e-05 2.7134904372901787e-05 -5.4253906946984436e-05 -1.9102688687711095e-05 5.276818459351131e-06 -2.3044585593480226e-05 -3.820333927065819e-05 -7.691257986526713e-05 -6.3816787153171175e-06 5.310561376424688e-06 -1.9949481579051104e-05 -2.4220941131654798e-05 -5.623388582948117e-05 -3.3422785560777685e-06 2.9332985060628857e-05 8.914126431548858e-05 -0.00015151255591864006 -3.485270727873617e-05 5.695047403948616e-05 1.7870479083265474e-05 -4.138645876808474e-08 -2.5044636500870556e-07 3.9813790616916864e-07 -8.569195721833686e-07
sex 0.0005068068569476658 8.598178441061483e-08 0.0010004212953261709 0.012790331675594822 -0.0012056788254176877 -2.8110320803979674e-05 2.327376828926013e-07 3.2275228537567436e-05 -2.5877785277858266e-07 -0.00035617757821178846 0.00015466133098683183 -0.0006217527565382621 0.00017845982123140632 -0.000299521957032605 -0.00014286716196052358 -0.0001447860762436063 -0.0002555285394160381 -0.0002898764626651651 -0.00019918480457751673 -0.00019419121577848156 -0.00027545025213192515 -0.0007328837362175353 0.00019311829985481837 -0.00017862109427785387 0.0007289423749661336 -0.001005615525322732 -0.0007638665174906203 0.00021222378223111765 0.00012543669466447978 -3.1387157326719726e-07 -6.884052790717613e-06 3.5605409619035075e-06 -7.209280109932351e-06
age_sex -7.218129538619735e-05 -6.154807694211228e-08 -0.00011419252106398586 -0.0012056788254162134 0.000129619842510301 3.4077246679312253e-06 -2.9322702780946677e-08 -3.7392435910251666e-06 3.147424397373966e-08 3.8822451664245333e-05 -3.8002013837861514e-05 5.942295718883715e-05 -1.4031297712821696e-05 3.2769994046918617e-06 1.0663465523952334e-05 3.845553439443754e-05 4.944710660844946e-05 2.513064797095038e-05 1.949813447372273e-05 3.949402788924375e-05 2.4643677465631473e-05 7.582880670596008e-05 -1.694687420536702e-05 -7.291136806323032e-07 -8.090253055968159e-05 0.00012361692890705696 4.957338342727892e-05 -3.7586792881307216e-05 1.2545338622531456e-05 -7.799751122578162e-08 1.7639633653349694e-07 2.29454785906766e-07 1.0812499420907183e-06
age2 -2.6963671453027155e-06 6.936864516356255e-11 -3.436297368496711e-06 -2.8110320803857942e-05 3.407724667922103e-06 1.072476210929789e-07 -9.54008747960711e-10 -1.0663685123627961e-07 9.500682576124047e-10 1.002031494614533e-06 -6.458465368778559e-07 1.6901310121684608e-06 5.22601137981956e-07 -1.5755096582046754e-07 6.580668948883583e-07 1.2155451805382573e-06 1.9064430620240718e-06 2.0673892022495367e-07 -3.987027118757553e-07 8.38277460360899e-07 5.488881367066155e-07 2.0303972524418525e-06 1.234470768567534e-07 -7.250062382479847e-07 -2.277698432192246e-06 4.778823272589797e-06 8.284974103567643e-07 -1.7670314525944966e-06 2.8329362205828058e-08 8.177310405089954e-10 2.86032369851044e-09 -3.799840989479339e-09 2.8900896506956877e-08
age3 2.8925335791538995e-08 -2.3572012703387205e-12 2.9491426277808426e-08 2.3273768289147268e-07 -2.9322702780860002e-08 -9.540087479605694e-10 8.735009605712191e-12 9.502397585183119e-10 -8.71000065565708e-12 -8.398106943779706e-09 9.353326600395934e-09 -1.4049673623456487e-08 -8.439778700232223e-09 1.1871065661870775e-09 -6.9776542577165805e-09 -1.1660037281716491e-08 -1.6159955071773842e-08 2.459817106701519e-10 2.5650805608644852e-09 -1.085584951947765e-08 -9.410052781569997e-10 -2.1337868690162912e-08 -3.927382091084793e-09 9.161556465717101e-09 1.8837770314949696e-08 -4.471404952046821e-08 -8.183575037808827e-09 1.643384867261369e-08 -7.532627779543225e-09 -4.755043523216146e-12 -2.0959531036905616e-12 1.4213905504030665e-11 -2.5874996212807623e-10
age2_sex 2.656683178579667e-06 1.964363142334367e-09 3.4074623304103933e-06 3.227522853749263e-05 -3.7392435910218267e-06 -1.0663685123646373e-07 9.5023975852012e-10 1.1404752768662385e-07 -9.997024681146103e-10 -8.592346348570296e-07 1.6159176192307014e-06 -1.6670666575223633e-06 -2.8479880950962153e-07 -4.0033237636252906e-08 -4.4755794873556975e-07 -1.3213046420164113e-06 -1.7081035793240498e-06 -1.8582671677023063e-07 -4.07960890817566e-07 -1.583468449947379e-06 -1.645027034674203e-07 -2.6407289369384273e-06 2.730738534375984e-07 6.537856924236647e-07 2.588319654219805e-06 -4.13029035862807e-06 -1.2261285981561833e-06 1.4442753032350798e-06 -1.5028194055462734e-06 3.0406963970067813e-09 9.460888514940104e-10 -9.903019435139874e-09 -3.413318893424585e-08
age3_sex -2.8638097735500945e-08 -1.2863801007771186e-11 -2.9312959107114502e-08 -2.5877785277775543e-07 3.1474243973691083e-08 9.500682576134904e-10 -8.710000655668188e-12 -9.99702468114028e-10 9.048842710763896e-12 6.464486322938223e-09 -1.6429745298525013e-08 1.4192901029212821e-08 6.590486781350904e-09 9.357414732259148e-11 4.647634363901114e-09 1.3228617083595322e-08 1.5634261466427275e-08 -1.0143132298223697e-09 2.260711954359455e-09 1.5461029771382785e-08 -1.670379852293217e-09 2.4639951919348552e-08 3.610286501585203e-10 -9.286027281441336e-09 -2.259583878646926e-08 4.0200927144455113e-08 1.0427486538626692e-08 -1.386770360164231e-08 1.861848636022136e-08 -2.2230105228878364e-11 -2.985162068866041e-11 7.488275302930553e-11 2.9385638200909506e-10
PC_3 -4.9022111000877915e-05 3.648113055644395e-06 -3.6507512337216314e-05 -0.0003561775782103484 3.882245166411739e-05 1.0020314946129139e-06 -8.398106943766091e-09 -8.592346348538242e-07 6.464486322914129e-09 0.06529899643828348 0.0008153159525930526 0.005233634604289769 0.003956904344595167 -0.012307144939050867 0.003143522173148946 0.011431376218688363 -0.005933660221783453 -0.003117265448328709 -0.0012704296472187838 0.005494828091299548 0.011042268047048333 0.008572377691567809 -0.00420659753451987 -0.024263139031635832 -0.001498575848837628 0.001278620948186355 0.006098555265395723 -0.005609183411674616 0.018387364449942864 -1.6433525544525264e-05 -1.482646676721907e-05 0.00014435162045143548 0.00011836610731402
