(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00114317871182705 0.000931110784393564 0.000265798452906317 -0.000697812543779444 -2.1227420174146e-05 3.51899734024343e-05 3.8635081003876e-05 -6.77706934557027e-05 3.46234892869038e-05 5.71578889008299e-05
covarage 0.000931110784393564 0.00179428861654628 0.00165949885929716 -0.0028688189639224 -2.9377954248999e-05 4.88810645026417e-05 3.61381907337481e-06 -1.6203113290889e-05 4.25639780304644e-05 -1.17908328563741e-05
covarsex 0.000265798452906317 0.00165949885929716 0.00282276358449717 -0.00410454391589678 -1.13179875872242e-05 9.05916399941157e-06 -3.10389662405375e-06 -1.67416054776146e-06 5.93353596823497e-05 -4.74581852214282e-05
covarage_sex -0.000697812543779444 -0.0028688189639224 -0.00410454391589678 0.00703879209089642 1.24560496378156e-05 3.4146875742415e-06 1.56583417794394e-05 -1.17067482188125e-05 -5.7334492303968e-05 6.50410180769352e-05
covarPC_3 -2.1227420174146e-05 -2.9377954248999e-05 -1.13179875872242e-05 1.24560496378156e-05 0.000415410461347632 -1.11179842208176e-05 1.79607348892004e-05 -7.04503362889659e-06 4.10805967847532e-05 1.77910257297769e-05
covarPC_4 3.51899734024343e-05 4.88810645026417e-05 9.05916399941157e-06 3.4146875742415e-06 -1.11179842208176e-05 0.000409910565853132 3.35471293155061e-06 -2.24386056648951e-06 5.78109539486521e-06 -1.0918440787365e-06
proband 3.8635081003876e-05 3.61381907337481e-06 -3.10389662405375e-06 1.56583417794394e-05 1.79607348892004e-05 3.35471293155061e-06 0.000497923394395626 -0.000247318220045603 -4.87947514635517e-06 -1.7320267635868e-05
paternal -6.77706934557027e-05 -1.6203113290889e-05 -1.67416054776146e-06 -1.17067482188125e-05 -7.04503362889659e-06 -2.24386056648951e-06 -0.000247318220045603 0.00266368162998619 -0.00204999239382657 -0.00212007283957937
gpp 3.46234892869038e-05 4.25639780304644e-05 5.93353596823497e-05 -5.7334492303968e-05 4.10805967847532e-05 5.78109539486521e-06 -4.87947514635517e-06 -0.00204999239382657 0.00733194874917688 -0.00336995941035509
gmp 5.71578889008299e-05 -1.17908328563741e-05 -4.74581852214282e-05 6.50410180769352e-05 1.77910257297769e-05 -1.0918440787365e-06 -1.7320267635868e-05 -0.00212007283957937 -0.00336995941035509 0.00744647115471065
