(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00097810557247772 0.000760628723453083 9.28152888778355e-05 -0.000102097063669838 -4.70236981660614e-05 3.17967438988003e-06 5.1022561042138e-05 -8.78436391689852e-05 6.71392039927435e-05 5.41043501319307e-05
covarage 0.000760628723453083 0.00217410337757561 0.00241420883093979 -0.00346673901089955 -3.10630293766659e-05 8.66939397362301e-05 1.104143388517e-05 -1.35381180695732e-05 8.12878582979745e-05 -6.47867787654417e-05
covarsex 9.28152888778355e-05 0.00241420883093979 0.00605550919679046 -0.00794267796890155 3.24925191570885e-06 2.91195469732605e-05 4.30705075741063e-05 -3.46080563168597e-05 0.000120185026646922 -6.14878048511164e-05
covarage_sex -0.000102097063669838 -0.00346673901089955 -0.00794267796890155 0.0112973449616692 4.04948435968842e-06 -2.19283951606038e-05 -3.03886462942028e-05 1.66491936106156e-05 -0.000118874244756587 8.63536397112078e-05
covarPC_3 -4.70236981660614e-05 -3.10630293766659e-05 3.24925191570885e-06 4.04948435968842e-06 0.00051568335342331 -3.71652208074092e-05 2.47062680751926e-05 5.38306820845224e-06 1.06173392222751e-05 3.63735836590952e-05
covarPC_4 3.17967438988003e-06 8.66939397362301e-05 2.91195469732605e-05 -2.19283951606038e-05 -3.71652208074092e-05 0.000510890775705271 1.93051323129427e-06 -1.00531908536269e-06 4.95436300967465e-07 -5.59790138694877e-06
proband 5.1022561042138e-05 1.104143388517e-05 4.30705075741063e-05 -3.03886462942028e-05 2.47062680751926e-05 1.93051323129427e-06 0.00066244515532217 -0.000336634240189873 -1.71828199107809e-05 -9.66209789836774e-06
paternal -8.78436391689852e-05 -1.35381180695732e-05 -3.46080563168597e-05 1.66491936106156e-05 5.38306820845224e-06 -1.00531908536269e-06 -0.000336634240189873 0.00381156864244796 -0.00310070338790791 -0.00293813739872348
gpp 6.71392039927435e-05 8.12878582979745e-05 0.000120185026646922 -0.000118874244756587 1.06173392222751e-05 4.95436300967465e-07 -1.71828199107809e-05 -0.00310070338790791 0.01630132901471 -0.0102551699793964
gmp 5.41043501319307e-05 -6.47867787654417e-05 -6.14878048511164e-05 8.63536397112078e-05 3.63735836590952e-05 -5.59790138694877e-06 -9.66209789836774e-06 -0.00293813739872348 -0.0102551699793964 0.0158429486405299
