 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.2841144520575011e-05 4.5695836669529274e-08 -3.6824482620193547e-06 -2.8427839241609734e-05 1.8222081403023878e-06 7.452965860662216e-08 -4.465830751733671e-10 -3.742137717183296e-08 2.3710409381784815e-10 1.2157206660458498e-06 6.2391144624323886e-06 3.775318965473073e-06 -3.499752297454159e-05 5.5693432453201304e-05 -8.153346638497168e-05 4.3314363319645574e-05 -4.6050064634466434e-05 -1.558745200948897e-05 -9.188106687733148e-05 -1.1890780770248936e-05 -2.9232862929459707e-05 -6.197598938340951e-05 9.161069059365161e-06 -5.286313574325997e-05 -1.388178909471021e-05 1.0993011785000303e-05 -5.1041087455440406e-05 -5.1636130343784436e-05 7.810725482725723e-05 -6.342939421966276e-07 3.2752575064376014e-07 6.696163407123098e-07
yob 4.56958366694522e-08 1.1839062667029863e-07 1.684833629064867e-07 8.792313161377149e-07 -7.028919180521754e-08 -2.700660694063603e-10 -4.5816177946241455e-12 9.133340865698907e-10 -1.8430096282555894e-12 9.555122853612242e-07 8.920670159792952e-06 6.874091789193056e-07 -7.432783718535954e-06 -1.9485933769151373e-06 -4.246516216670746e-06 2.05188783456382e-08 -3.2124705399690905e-06 5.853926972351539e-06 -2.4869783245871258e-06 -6.039358894849996e-06 7.342765860556767e-06 -6.202396912585647e-06 -2.7384610076056716e-06 9.870988879814938e-06 3.1954099871957365e-06 3.9588051666486786e-07 -2.3752361769469825e-06 4.127582572592845e-06 -1.4369827540402148e-05 -6.932265354304397e-09 1.1225820107641105e-08 2.897234257252177e-08
age -3.682448262014492e-06 1.684833629052377e-07 4.811884749881073e-05 0.0007062193418493048 -4.776830757103041e-05 -9.752724617321147e-07 6.140218257892425e-09 9.719500035144338e-07 -6.122574452395896e-09 -3.7491678866436834e-06 -5.816027453880975e-06 -1.4655644279380795e-05 -3.511811069145727e-05 3.947957541549958e-06 1.1659235213456774e-05 2.3617481951381518e-05 1.1172975297103299e-05 4.439934363675521e-06 1.5850663550990147e-05 -3.8026342342783207e-06 -1.681613476646879e-05 6.426762280785931e-06 -3.566416497053258e-05 1.556808302810776e-05 1.6513739344835347e-05 -2.6552663736890098e-05 -6.0787784316856405e-06 -2.3335611558116718e-05 -6.59534521267232e-06 1.123700499243997e-07 -1.411043012891417e-07 -1.3971140002619788e-07
sex -2.842783924141233e-05 8.792313161193389e-07 0.000706219341848171 0.016949616906569095 -0.001113185577882527 -1.3998962510953752e-05 8.654118635423384e-08 2.2224972787471408e-05 -1.3807240556397095e-07 -2.6438939282879715e-06 3.4891878084497923e-05 -0.00013943359541211526 -0.00018683863014327143 -0.00012071170301952373 0.0002487979952592913 0.00041935877984259625 0.00021781035465278886 0.0003349982434443554 8.460384848824574e-05 -0.00037558711310751156 -0.00011508128569983169 9.902073309238683e-05 -0.00015675883454363277 2.7862117261464907e-05 0.0005545496668216495 3.7527814263614964e-05 -9.268184138093326e-05 -0.00023955041471228407 -0.0006287404723398562 2.011081598251017e-06 -2.5368163355176782e-06 -7.348446584615514e-07
age_sex 1.8222081402921431e-06 -7.028919180372048e-08 -4.776830757094272e-05 -0.0011131855778823746 7.569656798582627e-05 9.708250175874765e-07 -6.117371188115271e-09 -1.5496428259160403e-06 9.813409777751502e-09 2.226812343621271e-07 5.976279717800774e-06 1.8331073864744007e-05 1.3947834706087051e-05 6.410412519477229e-06 -2.277921749605236e-05 -2.803952607741331e-05 -1.912498312795498e-05 -1.5078700670732084e-05 -8.90984147414707e-06 2.0240675358747495e-05 8.89190368666214e-06 -6.561605564094409e-06 1.2726456575863605e-05 3.3767608350290133e-06 -3.249967046454242e-05 -3.0134655554253098e-06 1.0734072220435982e-05 1.875610488891366e-05 3.536778382172259e-05 -8.08669630443183e-08 2.0058761742130038e-07 1.0323150651608257e-07
age2 7.452965860653612e-08 -2.7006606937889375e-10 -9.752724617319395e-07 -1.3998962510974181e-05 9.708250175890734e-07 2.0272947121510223e-08 -1.3007665671623244e-10 -2.018675633322221e-08 1.2952455583387324e-10 1.8254025580645307e-07 5.585418375696929e-07 4.42093824468278e-07 5.807281009026816e-07 -2.948229110424388e-08 -3.8627552776508194e-07 -5.331439668109536e-07 -4.044539546077676e-07 1.628172283358219e-07 -4.973249116894912e-07 -2.199960696069863e-07 4.895361722104415e-07 -3.558242989145665e-07 7.971504144683898e-07 2.0158477379208472e-08 -1.2024873077305548e-07 5.755917245330875e-07 5.581889269697807e-08 5.694895013215868e-07 -4.2940501908417746e-07 -1.6280777430705175e-09 3.170146534965706e-09 3.359894406746072e-09
age3 -4.465830751725552e-10 -4.5816177947675345e-12 6.140218257890435e-09 8.654118635434723e-08 -6.117371188124318e-09 -1.3007665671621373e-10 8.482822652111814e-13 1.2948429575973898e-10 -8.442817906585866e-13 -1.8467227573644085e-09 -4.7022368208741334e-09 -3.371927988511697e-09 -3.9556702565481056e-09 7.01115038553556e-11 2.486409239199752e-09 3.6459872259849637e-09 3.0472784315515957e-09 -1.8458473372037754e-09 3.53335981505875e-09 2.312598677199748e-09 -3.2193494161927014e-09 2.8257140749825347e-09 -5.8776583856937575e-09 -1.0615343020609119e-09 -2.3254322145687628e-10 -3.777725763590545e-09 -3.476242305556707e-10 -3.566268394656531e-09 4.663319189078715e-09 5.688119095370453e-12 -2.0446658573033694e-11 -2.2629851432321635e-11
age2_sex -3.74213771718536e-08 9.13334086516497e-10 9.719500035123888e-07 2.2224972787464828e-05 -1.549642825915793e-06 -2.018675633318485e-08 1.2948429575952412e-10 3.2410557747362725e-08 -2.0898558030519602e-10 -1.1787299326704983e-08 -2.4212962260488594e-07 -4.886868497921243e-07 -3.0990762553912134e-07 -1.360406689237459e-07 5.57784049535429e-07 5.805500323023174e-07 4.26042594009896e-07 2.1451598155485923e-07 2.62255872295765e-07 -2.6351552320160494e-07 -1.7170985576467154e-07 1.6645767268185419e-07 -3.480950171145918e-07 -1.566568422940154e-07 5.803736150329191e-07 6.342742379206694e-08 -2.731460625731031e-07 -3.982426903573306e-07 -5.703251160642093e-07 1.0912424256053601e-09 -4.247170044535026e-09 -2.5584591641812676e-09
age3_sex 2.371040938179612e-10 -1.843009628085768e-12 -6.122574452381676e-09 -1.3807240556390507e-07 9.813409777748342e-09 1.2952455583360781e-10 -8.442817906570438e-13 -2.0898558030516355e-10 1.3698047987107328e-12 2.6205006372271864e-10 2.113502217945601e-09 3.6239116017298384e-09 2.1257100605269144e-09 1.0475543858103412e-09 -3.97874334061258e-09 -3.6535995529240344e-09 -2.8048158547011364e-09 -9.809993391829248e-10 -2.183904638213463e-09 8.73822018817286e-10 8.440064987911086e-10 -1.2602026267590356e-09 2.729412515025542e-09 1.300540511071027e-09 -3.2466966054055415e-09 -4.2368600074372153e-10 2.000021581977708e-09 2.2534378072541425e-09 2.833773105169338e-09 -3.869412738503613e-12 2.67302071163854e-11 1.745816081683211e-11
PC_3 1.2157206660444663e-06 9.555122853613368e-07 -3.749167886627685e-06 -2.643893928051283e-06 2.226812343467572e-07 1.8254025580613805e-07 -1.8467227573624729e-09 -1.1787299326406177e-08 2.6205006372090965e-10 0.03214256505935202 0.0007065786090684601 0.0018661509474366372 0.00020453631440795235 -0.005107080056785684 0.002049231979802225 0.0037914248730089176 -0.004560076679209467 -0.0008643274048140822 -0.0016924232589638156 0.0005191113332981798 0.005548069993957462 0.0037529304785038123 -0.0018034992316849257 -0.011496990042306641 -0.0001269074623165989 8.49971019033639e-05 0.004148675748508622 -0.0009037526456454854 0.006498434993105121 -2.0388239645105677e-06 5.6803689189247384e-05 5.044083038690601e-05
