(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000752903491322992 -2.87675521833271e-05 2.21656753450808e-05 -6.38566764799301e-05 5.03606222550585e-05 -1.93790860851718e-05 1.10555047925339e-05 1.15076450585591e-05 3.60868429628213e-05 -1.85068087502099e-05
covarage -2.87675521833271e-05 0.000661334893768893 0.00100071132243344 -0.00103921036034316 -8.86376203151397e-06 2.10222994062374e-05 -2.09298876465833e-06 -9.58945910548685e-07 8.1727174774748e-06 -5.8341511379857e-06
covarsex 2.21656753450808e-05 0.00100071132243344 0.00268066983482561 -0.00258608916486415 -5.2110270391428e-06 5.44295669421999e-06 -1.4073889886317e-06 -4.10602609086897e-06 2.43353610460289e-05 -1.51179296423738e-06
covarage_sex -6.38566764799301e-05 -0.00103921036034316 -0.00258608916486415 0.00269850668395355 7.49949905349687e-06 -2.90522208064403e-06 3.39864910241283e-06 2.0048314338351e-06 -2.23922591524305e-05 4.18428178866277e-06
covarPC_3 5.03606222550585e-05 -8.86376203151397e-06 -5.2110270391428e-06 7.49949905349687e-06 0.000199503749277011 6.44494859906599e-06 -2.22465458289846e-06 -2.9537026334724e-06 2.68662007063372e-05 1.66948156856913e-05
covarPC_4 -1.93790860851718e-05 2.10222994062374e-05 5.44295669421999e-06 -2.90522208064403e-06 6.44494859906599e-06 0.000211478537741333 -2.57391048519539e-06 -3.23354230189215e-06 4.2389083165852e-06 1.1582147536612e-05
proband 1.10555047925339e-05 -2.09298876465833e-06 -1.4073889886317e-06 3.39864910241283e-06 -2.22465458289846e-06 -2.57391048519539e-06 0.000662429970623353 0.000321390731413538 -0.000638114052205145 -0.000599092934997358
sibling 1.15076450585591e-05 -9.58945910548685e-07 -4.10602609086897e-06 2.0048314338351e-06 -2.9537026334724e-06 -3.23354230189215e-06 0.000321390731413538 0.000782388688496199 -0.000716436662209389 -0.000672971258983304
paternal 3.60868429628213e-05 8.1727174774748e-06 2.43353610460289e-05 -2.23922591524305e-05 2.68662007063372e-05 4.2389083165852e-06 -0.000638114052205145 -0.000716436662209389 0.00214587831815511 -0.000171217916087949
maternal -1.85068087502099e-05 -5.8341511379857e-06 -1.51179296423738e-06 4.18428178866277e-06 1.66948156856913e-05 1.1582147536612e-05 -0.000599092934997358 -0.000672971258983304 -0.000171217916087949 0.00203427938817276
