 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0018703748905740099 -4.525372794227154e-06 0.0004102251707824638 -0.001508487142808599 9.990950730144668e-05 -1.2908229495869622e-05 1.2390916600616843e-07 -1.9321092431117675e-06 1.059194101708679e-08 -0.0009885067818527493 0.0002837561202895516 -0.0007657254304621399 0.0006446457134826236 0.0009699728434975783 -0.0008640392653983499 -0.0009478454108914928 -0.0003899864244966026 -0.0007485898410533421 -0.001480100323605213 -0.00020462568984194575 -0.0007678174070183044 -0.00041598636568639574 0.0007602096012453344 -0.0007472490392153353 -0.0008071327347818453 -0.0004044515421340438 -0.00048434513862898396 0.0007806619234419013 0.0015335999683499981 4.174273452552906e-06 -4.394131686574203e-06 -1.633105919653667e-05 1.2355597784688132e-05
yob -4.525372794225423e-06 1.4278017784361546e-06 1.327329765038517e-06 3.156109494567646e-06 -6.644166262212774e-07 -5.489380888589703e-09 3.6559658635269577e-11 1.7538350760403847e-08 -1.2388836436115588e-10 1.1884855041295433e-05 0.0001837933488647769 5.6740797469341006e-05 -0.0001387154885085456 2.770612710985723e-05 -0.00010419344342829877 -1.573334758633423e-05 -6.37561835825218e-05 0.00012240276918743073 4.026510859393255e-06 -0.00011157321215505158 8.925539717969393e-05 -0.0001257664788529427 -2.5385227103364955e-05 0.0001367987879081735 8.437675555161898e-05 1.1351846896100637e-05 -2.0588268991849428e-05 8.05605990585799e-05 -0.0001776336220914203 7.948543968134289e-08 -5.463595256222277e-07 7.634742075948929e-08 1.006010993440519e-06
age 0.00041022517078361767 1.3273297649876554e-06 0.0006078573321079624 0.00691424683220383 -0.0005892681370210866 -1.5834849823400688e-05 1.288582170473333e-07 1.5392259760952393e-05 -1.2534239756755027e-07 -1.0658346292711752e-05 -3.326064454126663e-05 -0.0003211473382533415 -0.00023699019437204777 -0.00013698551308794196 0.00013698310264098976 -0.0003800007871793176 -0.0007660543144663773 -4.342229065130362e-05 0.0004192810612112016 -4.268176166281606e-05 -5.908552283188861e-05 0.0003165364977658567 0.0003984808116181494 -0.0004896165097215484 0.0001558726516242531 0.0001730459813962545 0.00022729165857175018 -0.0004807061448509744 -0.0001180694718040549 -1.3671096086138597e-06 3.7731979170307156e-06 -2.6981704869188968e-05 1.9164493607232848e-05
sex -0.00150848714279328 3.156109494270507e-06 0.006914246832213096 0.1873032162842737 -0.01515772542508751 -0.00017468776944451985 1.3855782576205352e-06 0.00038133484209817265 -3.018665810196472e-06 -0.0010026243477250544 0.00028701266988714896 -0.0005754563442795674 0.00566134249788931 -0.0016068723524556607 0.003186379024125854 -0.001127342698250713 -0.012832936409672898 -0.006685375092104317 0.01092728126963272 -0.004358717445617304 4.939396938461776e-05 -0.004467025666703859 0.002943517550215411 -0.016963660561748268 -0.0012511633232270322 0.007561965686256497 0.006875219546808429 -0.007354101529725549 -0.006209921909221101 1.2056176207289295e-05 3.141635676634221e-05 -0.0002732651640180162 0.00021076675919396942
age_sex 9.990950730004962e-05 -6.644166261994102e-07 -0.000589268137022058 -0.015157725425090774 0.001267130550866981 1.539221635455412e-05 -1.254313411835208e-07 -3.272431283638217e-05 2.646387964518966e-07 6.099966985253083e-05 -1.707015169349124e-05 3.0914420578779244e-05 -0.00046584399397395053 0.00018739076755205545 -0.0002365835054039448 0.00012132615049871417 0.0010203063964340816 0.0005743320420686903 -0.0008255256201805032 0.0004050983119698864 -0.00012602243785091768 0.00037402568089496107 -0.00012327286356893788 0.0014512689259795354 0.0002391180653616632 -0.00032362348524808145 -0.0004894553827464244 0.0006228651865576229 0.00045103098183647106 -5.406730882243649e-07 -2.0279478984806853e-06 2.421706484204361e-05 -2.0008592722550537e-05
age2 -1.2908229495888231e-05 -5.489380888327983e-09 -1.583484982340332e-05 -0.0001746877694443224 1.539221635453256e-05 4.2549498630219374e-07 -3.550209502183573e-09 -4.140665921476415e-07 3.457225442366156e-09 6.597288300313439e-07 5.6088700212203e-06 9.17285988766414e-06 1.0050894928591482e-06 6.847423096107484e-06 -5.723215068425649e-06 1.0484840436647201e-05 1.7099280276365393e-05 5.54959345673828e-06 -9.93053641805362e-06 3.1623102871489585e-07 1.76717207853119e-06 -9.695107681943033e-06 -1.0684190424605635e-05 1.5899748624256168e-05 1.645406588594568e-06 -2.005604846603515e-07 -7.241430818927955e-06 1.1023859306456885e-05 1.5341685515124102e-07 2.979291728462876e-08 -1.0976502376087949e-07 7.304453907616135e-07 -4.988481040957893e-07
age3 1.239091660063523e-07 3.655965863077381e-11 1.2885821704737423e-07 1.3855782576192882e-06 -1.2543134118337514e-07 -3.5502095021841085e-09 3.02869655868871e-11 3.4591477423331533e-09 -2.9528231855761105e-11 -9.896541732540583e-09 -3.891067562002147e-08 -7.36926091866407e-08 1.0818059255701944e-08 -6.796675652585156e-08 3.967372436079475e-08 -9.349811953722055e-08 -1.2945902805600449e-07 -6.022045459069218e-08 6.488712586132926e-08 -2.083427296571214e-08 -3.006556795480387e-09 6.705748692380508e-08 8.144604584669853e-08 -1.2572970586015557e-07 -4.925908100523643e-08 -3.513375783870346e-08 6.046724896962636e-08 -6.4697317522072e-08 -1.4063804577541161e-08 -1.5033785357574393e-10 8.678032850970734e-10 -5.9690509402268496e-09 4.064282432847461e-09
age2_sex -1.932109243071402e-06 1.753835075908851e-08 1.5392259760981586e-05 0.00038133484209833956 -3.272431283638888e-05 -4.1406659214832185e-07 3.4591477423379295e-09 8.652958945328775e-07 -7.142186625563772e-09 -1.135398160073303e-06 6.019643769363709e-07 -1.6198668187985068e-08 1.2661693402839932e-05 -6.529432917197792e-06 5.372891801333058e-06 -2.8247234090343484e-06 -2.5365085872455907e-05 -1.579322739915593e-05 1.8850362252272356e-05 -1.1617001516470283e-05 5.8721141552116285e-06 -8.781201678786713e-06 -2.5889268855552224e-07 -3.70242684394478e-05 -1.0961864273753734e-05 3.6078797159499e-07 1.1507388078952884e-05 -1.7268294561351867e-05 -1.1637868160056338e-05 1.881060452405534e-08 3.1352104768760706e-08 -6.271534002510187e-07 5.531581571980859e-07
age3_sex 1.0591941016763072e-08 -1.2388836435731577e-10 -1.2534239756782616e-07 -3.018665810198376e-06 2.646387964519994e-07 3.457225442372567e-09 -2.9528231855807195e-11 -7.142186625565039e-09 6.006892652323596e-11 6.825951256634242e-09 -6.51291362577122e-09 -2.577929103264707e-09 -1.1401088988667905e-07 6.928789186407921e-08 -3.569462914955544e-08 1.6722002553019605e-08 1.9539434451593305e-07 1.373764736299189e-07 -1.3045020872391077e-07 1.0905490087775215e-07 -6.49555913717857e-08 6.205571616888082e-08 3.044271892676488e-08 2.8560881379862317e-07 1.3711791770728867e-07 6.081653933112145e-08 -8.294688555156908e-08 1.5082241422182876e-07 1.0442803722396118e-07 -2.0680379204415365e-10 -1.235441786538344e-10 4.9977452471622e-09 -4.6283104179974755e-09
PC_3 -0.0009885067818526689 1.1884855041295828e-05 -1.0658346292555205e-05 -0.0010026243477224642 6.099966985227077e-05 6.597288300266634e-07 -9.896541732497586e-09 -1.135398160065606e-06 6.825951256564465e-09 0.3136402897949401 -0.016431234844081745 0.0016569507455106878 0.024032290925855505 -0.011544214902573981 0.030649937185291572 0.026004234511145616 -0.07585878689633312 -0.03389221940692515 -0.03483840799004203 0.04124907606767112 0.02625891066392436 0.06640732635561099 -0.02890155385174979 -0.15540640630906344 -0.04105015056880737 -0.014707064494784145 0.062244818663879535 -0.030523528715706377 0.09235517747916668 0.00023510895742976813 -5.6136473954652664e-05 0.0003046181552654905 0.0004776398027346849
