(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.0031625740096039 6.85109728566404e-05 -0.00071966487512235 0.000340210106880685 0.000101299045554332 -8.00382957264733e-05 5.02922890742178e-05 4.62257715887112e-05 -3.5048775646729e-05 5.8651247835578e-05
covarage 6.85109728566404e-05 0.00174060601325449 0.00243812861178236 -0.00275379575311864 -1.12720303041114e-05 3.80760340133957e-05 3.40553055583757e-07 1.08670658045259e-06 1.36663231101095e-05 -1.34453227125849e-05
covarsex -0.00071966487512235 0.00243812861178236 0.0050637789236102 -0.00517402043594109 -2.93696537145993e-05 2.77452326002175e-05 -1.82273344756192e-05 -3.01671290593865e-05 5.90381952433456e-05 5.43916930414288e-06
covarage_sex 0.000340210106880685 -0.00275379575311864 -0.00517402043594109 0.00585611770294031 3.0880897473799e-05 -1.9048635650396e-05 1.56068513900483e-05 2.24786961160008e-05 -5.00098509066349e-05 -2.53229264267524e-06
covarPC_3 0.000101299045554332 -1.12720303041114e-05 -2.93696537145993e-05 3.0880897473799e-05 0.000378352513987977 9.54446439513875e-06 -5.44253038422317e-06 -6.11320093516313e-06 4.42406685372666e-05 3.67186920508792e-05
covarPC_4 -8.00382957264733e-05 3.80760340133957e-05 2.77452326002175e-05 -1.9048635650396e-05 9.54446439513875e-06 0.000386241103044496 -4.41028892351098e-06 -3.76188854155274e-06 7.31822244248294e-06 1.20962907135139e-05
proband 5.02922890742178e-05 3.40553055583757e-07 -1.82273344756192e-05 1.56068513900483e-05 -5.44253038422317e-06 -4.41028892351098e-06 0.00111631160276514 0.000531718224320516 -0.00105830587118755 -0.000999292184713401
sibling 4.62257715887112e-05 1.08670658045259e-06 -3.01671290593865e-05 2.24786961160008e-05 -6.11320093516313e-06 -3.76188854155274e-06 0.000531718224320516 0.0013291218460342 -0.00118961809180028 -0.00113240292154982
paternal -3.5048775646729e-05 1.36663231101095e-05 5.90381952433456e-05 -5.00098509066349e-05 4.42406685372666e-05 7.31822244248294e-06 -0.00105830587118755 -0.00118961809180028 0.00309942601871628 0.000187878488928797
maternal 5.8651247835578e-05 -1.34453227125849e-05 5.43916930414288e-06 -2.53229264267524e-06 3.67186920508792e-05 1.20962907135139e-05 -0.000999292184713401 -0.00113240292154982 0.000187878488928797 0.00294776778752778
