 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.5151324288488577e-05 2.4109541237963354e-07 -3.298746652937343e-06 -7.388119783441582e-06 5.809538784187584e-07 6.056451790358052e-08 -3.418759846910619e-10 -1.388163640231643e-08 9.818918627748194e-11 3.0850810464614804e-05 -4.463582159635241e-05 4.322201681303609e-06 -5.675672941195411e-05 8.576681431548669e-06 -7.317844608081421e-05 9.140402415329557e-05 -6.590531210587417e-05 -5.006465021166452e-06 -0.000101828370870738 -2.2265945839594303e-05 -3.8263954396714375e-06 -8.775902540615388e-05 1.077430210674084e-05 -3.8157207047984884e-05 3.439142812743976e-06 1.749984803865235e-05 -4.903645706142503e-05 -3.926294240155533e-05 5.635027484717906e-05 -1.1637283038965387e-06 -1.3478950049325872e-06 1.9004133623750251e-06 1.972788827901024e-06
yob 2.410954123796686e-07 1.306343510918592e-07 3.9003024631871727e-07 1.500279485524111e-06 -1.2852718187588124e-07 -4.728352933318958e-09 2.2775708240229065e-11 2.218070932926213e-09 -1.0226406531545014e-11 2.9777602239972774e-06 5.184576920876199e-06 -7.525673644109134e-07 -9.60185770751586e-06 -5.637889393132828e-06 -1.5805656335711627e-06 2.020517441640138e-06 -2.9255209780071895e-06 5.564003425331387e-06 -2.9554147077415814e-06 -5.9352359311425645e-06 9.242863000443338e-06 -6.887997137763991e-06 -2.6973126844542018e-06 1.0501813195524887e-05 3.2987996359643823e-06 6.971121348246022e-07 -2.734033719886189e-06 3.801086748928519e-06 -1.4905975041926156e-05 7.116348130092919e-09 7.415029122997635e-09 -2.2640218136599357e-09 3.837338816524781e-08
age -3.298746652993109e-06 3.9003024631944905e-07 6.204962515631228e-05 0.0009219064895029937 -6.0317089663881265e-05 -1.215640197541399e-06 7.4442402281423545e-09 1.1899902421422262e-06 -7.2991237580337935e-09 1.793008183163083e-05 -7.243814936653222e-06 2.651141089485949e-06 -3.2455151484759077e-05 -1.601358649108563e-05 3.881361321494952e-05 3.0354979863030803e-05 -1.0648000847110512e-05 4.7052373675527415e-06 4.032344155951843e-05 5.495204436459067e-06 2.156281146141822e-06 -1.572058742468294e-05 -2.3162160059804826e-05 1.3061689025087051e-05 2.7839581137880726e-05 -2.8402869322247946e-05 -2.5928341923673623e-05 -1.9833382250179085e-05 -1.956593334702965e-05 1.3857230192357803e-07 2.9034491361667188e-08 -6.041128945081527e-07 6.88147210631822e-07
sex -7.388119783586855e-06 1.5002794855369232e-06 0.000921906489505041 0.02648670573418444 -0.0016711942678216158 -1.7714463476014583e-05 1.0672555451371437e-07 3.2212467338185094e-05 -1.9423630817437092e-07 -8.75614517768494e-05 0.0002752142900052177 0.00020088936350461486 0.00024054682669380741 -7.76850886442524e-05 9.837257882906295e-05 0.0006990191968925244 -0.0004148025456815655 0.00026899281120575433 0.0006755417140368405 4.19752351998505e-05 -8.598529056027214e-05 -0.0003399016562503578 -0.000136067487948859 -0.0001713093870824075 0.0002587571410288282 0.00035281082474840445 -0.0004083302321380596 -0.00027089995170886515 -0.0006156147822173274 -4.298878117551382e-07 -3.789141235386079e-06 1.4323775481728427e-06 1.824119802801019e-06
age_sex 5.80953878429704e-07 -1.285271818773699e-07 -6.031708966404792e-05 -0.0016711942678223218 0.00010908653641138416 1.188059825419923e-06 -7.291819169121653e-09 -2.1521987976069894e-06 1.3205467734826593e-08 4.624835417870076e-06 -1.2766428744733673e-05 -4.4272783847124e-06 -9.709657140046327e-06 1.5632786142536322e-06 -1.6606648317439393e-05 -4.230500009552793e-05 2.463746423822083e-05 -9.643970178026707e-06 -4.5950454588210355e-05 8.178426854425263e-07 2.70128214078041e-06 2.012024467447422e-05 1.4119357501262212e-05 1.3215998038347568e-05 -1.4713656505079276e-05 -2.430897518896206e-05 2.987370947767839e-05 2.020978203956408e-05 3.966933174012054e-05 3.22207994082269e-08 1.648115270642281e-07 1.0640627569405219e-07 -4.729896410099333e-08
age2 6.056451790400848e-08 -4.7283529333311065e-09 -1.2156401975416853e-06 -1.7714463475980315e-05 1.18805982541704e-06 2.4353527751246768e-08 -1.5167182560041075e-10 -2.3907895357763732e-08 1.4907247396873976e-10 -2.0311952397752136e-07 5.325729060039506e-07 8.349955724982159e-08 4.6566261484562164e-07 3.0118412973819244e-07 -8.671412476510035e-07 -5.985714946351399e-07 4.5815715078798155e-08 1.654629327357137e-07 -1.0135942153908905e-06 -3.438671371207475e-07 1.4868978909553994e-07 1.3168519675761404e-07 5.635987821794766e-07 3.646589625480261e-08 -2.856264552255358e-07 5.950967871614156e-07 4.5077393565320135e-07 3.8819366569140795e-07 -1.2665668155240215e-07 -1.7420876656665036e-09 -7.476628692125641e-10 1.2595947995158177e-08 -1.2587995652661582e-08
age3 -3.418759846938108e-10 2.2775708240250976e-11 7.444240228145522e-09 1.0672555451353562e-07 -7.291819169105996e-09 -1.516718256004393e-10 9.581918355694415e-13 1.4909760367695272e-10 -9.428546061015522e-13 3.503816655940194e-10 -4.3738187979617535e-09 -1.2819488639846307e-09 -3.0281550359507506e-09 -1.609078227239321e-09 5.277139913808463e-09 3.7162297295850282e-09 2.948634872220682e-10 -1.9060348303488656e-09 6.797091971975824e-09 2.9625743886174457e-09 -1.3056351508809384e-09 -4.395871201420827e-10 -4.542587430493652e-09 -1.0390547852520535e-09 5.176139771854579e-10 -3.911147181020434e-09 -2.8197017778274537e-09 -2.085887707039113e-09 2.7085785318939607e-09 4.4952002103414675e-12 6.462701241109572e-12 -8.00099631009631e-11 7.333129605128387e-11
age2_sex -1.388163640392177e-08 2.2180709329325275e-09 1.1899902421460685e-06 3.221246733821145e-05 -2.1521987976077932e-06 -2.3907895357831723e-08 1.4909760367733015e-10 4.325661019122216e-08 -2.6952281128061696e-10 -8.530019238649916e-08 1.6730661915213895e-07 -5.975719001491076e-08 1.3102577067823904e-07 3.483764080202832e-10 4.775596615425753e-07 7.84084268763667e-07 -4.3970659693102833e-07 9.429356478449162e-08 9.777763687918771e-07 3.1429478503562645e-08 -2.4980136016499467e-08 -3.467580768280912e-07 -3.9482310909963155e-07 -3.239623352829947e-07 2.785139827565633e-07 4.6309616171737513e-07 -6.274361879449308e-07 -4.065062006602767e-07 -7.241981450754844e-07 -8.407876364538148e-10 -1.9027441419528277e-09 -4.451220082011383e-09 -5.993286586875229e-11
age3_sex 9.818918627918265e-11 -1.022640653168264e-11 -7.299123758060416e-09 -1.9423630817459871e-07 1.320546773483586e-08 1.4907247396921704e-10 -9.428546061042377e-13 -2.6952281128070247e-10 1.7025222235220582e-12 6.683774559285851e-10 -5.717947192997114e-10 1.1920957999225754e-09 -5.663667165188581e-10 -7.956906482322478e-11 -3.672842612557158e-09 -4.452933341187421e-09 2.4560316467180827e-09 -1.9835501916058502e-10 -6.513425565819485e-09 -6.422661039021816e-10 2.342344599531214e-11 1.9030647286625267e-09 3.066490963773923e-09 2.2896654118154373e-09 -1.7517304455629668e-09 -2.661337654376981e-09 4.017247690118633e-09 2.197626092198721e-09 4.09672005660403e-09 7.923006825907089e-12 4.46461927342786e-12 3.6870666554825484e-11 4.982506195395897e-12
PC_3 3.08508104646157e-05 2.977760223997261e-06 1.7930081831645524e-05 -8.756145177632517e-05 4.624835417834231e-06 -2.0311952397782682e-07 3.5038166559597816e-10 -8.53001923857672e-08 6.683774559239584e-10 0.03406076884933697 0.0008732401586200336 0.00345102073389832 -0.00014392555592451165 -0.007350956582222001 0.0017536090533597135 0.005719583659000392 -0.004412594776829249 0.00017095578327896006 -0.0015636187994433632 -0.00033933756719920063 0.0072554238568202775 0.0030178131767139332 -0.001050289359775432 -0.012440045299672842 0.0021047049552478892 0.0004467113849138641 0.0038115741830987136 -0.0009140004911878548 0.0062038108239618845 -9.748486988463873e-06 -1.206147470203675e-05 8.599680215358365e-05 6.326395458739846e-05
