 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
PC_8 -0.0005749942505098654 -8.32218355004669e-05 -0.00011099354309198914 1.0113290354307247e-06 -9.377236723594213e-09 0.020294540729300915 -0.02106066658021979 -0.051861113511489684 0.08788399439964545 -0.008023328054600296 1.6629798128480584 0.16426395229345458 -0.0016025623711275081 0.04650794375951321 0.03980322867598983 0.015163034075052996 0.06619974507400384 0.13056468920006967 -0.13874585026935296 0.07594073567830983 0.1419742966622022 0.03996563254706233 0.05993464874738464 0.0095685771472001 -0.06904990808804243 -9.834698878311003e-05 -5.019610219900077e-05 -0.0002124861585610805 0.0004441344584225896
PC_9 -0.00042454779466206884 5.564620475686711e-08 -6.869675225684581e-05 1.6851821971683568e-06 -1.7529116307981357e-08 0.027742256419891663 -0.0016132686069256661 0.05225882392127965 -0.009239872675610836 0.10299420753329094 0.1642639522934546 2.1205771647349723 0.13594274803738268 -0.004048032234669868 -0.166116629460854 0.1109548303150426 0.027174500546989302 -0.008567066943386138 -0.11931783686735348 -0.022537423949598488 -0.11290842725257295 -0.08361441295719882 -0.01022890926607599 -0.09027122884635157 0.1309436442468512 -0.00015577546925869273 0.000518546206564857 -0.0012664203445633374 0.00018850510926943196
PC_10 -0.00015301228837273788 -4.563833574976334e-05 -9.905876213856087e-05 7.155854991064767e-07 -5.742520153628877e-10 -0.04323242025161043 0.004066409271363088 -0.07566796302315118 0.024668391840275194 -0.08065597724493505 -0.00160256237112754 0.13594274803738254 2.687631647812655 0.27590331001703433 -0.14146374909511886 -0.054090094572263776 -0.006846966982956007 0.0037949382975370313 0.0706273134732564 0.06307191069871566 0.11888284635249546 0.0936342406797047 0.03445787016310631 -0.05906458335388457 -0.16882389746219392 7.053744454766087e-05 -0.0005468720952182619 0.0007190451890021216 0.0003855458111561248
PC_11 -0.00028898995789290006 9.191872220225074e-05 0.00023450609563275862 -4.23570520941221e-06 3.408461153362627e-08 -0.02133083945451441 -0.035419483389954945 -0.08506464648913342 0.030233028719436113 0.12504827442254393 0.04650794375951331 -0.00404803223466969 0.2759033100170342 2.364820921293648 0.11495608852140174 0.20750650450132851 0.050976942952629396 0.06662977295844191 -0.026947665792303167 0.045286474685773216 -0.08003334205542949 -0.05069806551157474 0.011656452470542505 -0.10129165058617731 0.23097599244795378 -4.526658612275289e-05 0.0003100510325838041 -0.0003185705991474738 -0.00035085317875909773
PC_12 -0.0007744654901405747 5.901404154151537e-06 -3.0892669988004717e-06 -1.2760295840860582e-07 1.3229330609915301e-09 -0.0221488799024934 0.031566500047519375 -0.08633460129721364 -0.060362682593907015 0.11571832000518091 0.03980322867598993 -0.16611662946085398 -0.141463749095119 0.11495608852140156 2.8320564424316443 0.1161581710977607 0.10714504596479624 -0.04337616762744424 0.1283877837809654 0.17287097175529606 0.14209316157573737 0.053045303735444145 0.06511694651482396 0.1426520621154768 0.03612983975261848 -0.0002243037286692458 0.00020754848593555343 -9.06116103467857e-05 -0.0004405767850807955
PC_13 0.00036512067599024493 -9.396895434417891e-05 0.00017964756412029278 -5.778969209529519e-06 4.094332937072465e-08 0.031696168684768634 0.05190512437661564 -0.01080211523543144 0.01643565266426226 0.10535446855695424 0.01516303407505309 0.11095483031504272 -0.05409009457226386 0.20750650450132846 0.11615817109776064 2.732118097116969 0.29963737721188966 -0.10046028112347188 -0.03818717012426577 0.2450265569645259 0.13917984498822766 0.031210050944746468 -0.1638330302863516 -0.020276016619098662 -0.19343282410010296 -0.0002558862769103686 6.458706194762824e-05 3.2197593488787964e-05 -0.0005341682644295345
PC_14 -0.0007052762339279171 8.662718029354809e-05 -8.263180143184243e-05 3.6408309382296397e-06 -2.830659436887997e-08 0.010999403966837473 -0.05495084564214995 -0.034885824391317016 0.10621774958683824 0.03015562040307923 0.06619974507400443 0.027174500546989028 -0.006846966982954539 0.05097694295262804 0.1071450459647951 0.29963737721188977 2.8194955762063354 0.06282973859776105 -0.1471310593979911 0.1056075092675685 0.045687252420168634 -0.02504246360089537 0.03589367760414418 -0.19768154082023492 0.15165944353388575 0.0003795398545090003 0.0002345136626721316 -0.0005860393780676534 -0.0002654579534047828
PC_15 -0.0005972745075707728 -8.037379994816398e-05 0.00018825838539958845 -4.761274403909593e-06 2.342049261305405e-08 0.04318597688392349 -0.06750475221794333 -0.044794839429011676 -0.1555483154367106 -0.18896286262540601 0.13056468920006972 -0.008567066943385973 0.003794938297536998 0.06662977295844179 -0.043376167627444256 -0.10046028112347193 0.06282973859776225 3.1224740089024845 -0.11218632968926891 -0.012313309501585505 0.1183177010948526 -0.011358011793701264 0.099918811270839 -0.051863330295337226 -0.2362862683043475 5.094422040661418e-05 0.0005335744816357362 -0.0004688614987988907 -0.0006089800315104345
PC_16 0.0004229836530350973 -9.997530891949357e-06 1.0328146221226459e-05 -2.1129984077955585e-06 2.8200098454276947e-08 -0.012530735172835926 0.0664986974284103 0.04028335197981388 0.033923510342323694 -0.07397976656722055 -0.13874585026935307 -0.11931783686735364 0.07062731347325632 -0.026947665792302886 0.12838778378096544 -0.03818717012426555 -0.14713105939799148 -0.11218632968926866 3.3923142629516914 -0.031824340203920026 -0.008694438307498529 0.14061922511963518 0.056506117958230226 0.04115273371159233 0.008518699296295675 -9.930961028743998e-05 3.478859992766142e-05 0.0002995630738164375 -0.00011429581194897861
PC_17 -0.0009540037228861545 9.022319749359143e-05 0.0002536713503959113 -4.824062027883694e-06 3.453926291443013e-08 -0.08943390037424674 0.04461750917140992 -0.14917469245780865 0.14074890220268668 0.16494712474847587 0.0759407356783099 -0.022537423949598234 0.06307191069871543 0.045286474685773244 0.17287097175529614 0.2450265569645257 0.10560750926756823 -0.012313309501585393 -0.03182434020392029 3.792395445158355 0.08547755823318313 0.04453881439256602 -0.16223819465506867 -0.1358168170331318 -0.09150662893725468 -3.7916537472990967e-05 -4.781446978032549e-05 -0.00026736423418797335 3.5394500167565134e-05
PC_18 0.0001342764557327425 4.830149493284239e-05 0.00012349202248082927 -2.179678266528249e-06 2.0380629774290128e-08 -0.023403829391298196 -0.0234679565382702 -0.01937905553712393 -0.030391350664855717 0.013530248594488242 0.1419742966622022 -0.1129084272525735 0.1188828463524953 -0.08003334205542952 0.14209316157573726 0.13917984498822744 0.04568725242016933 0.11831770109485273 -0.008694438307498751 0.0854775582331832 3.3101295971968714 0.1930329546118766 -0.017230204054092566 -0.21870576545077972 0.1366520324641576 -0.0008490766893994305 -0.00038842080043753396 0.0005867575343532144 -0.0002479924351599495
PC_19 0.0006276023427218802 -2.110760667755958e-05 0.00013375987145047892 -4.950020715822928e-06 4.6732445568284454e-08 -0.012505167501922822 0.02529759486514644 0.0026886704740144564 0.02164064643216307 -0.014001473146988009 0.039965632547062424 -0.08361441295719942 0.09363424067970513 -0.05069806551157469 0.05304530373544365 0.0312100509447466 -0.025042463600896334 -0.011358011793701089 0.14061922511963482 0.04453881439256671 0.19303295461187656 3.477963410293168 0.010322623462355148 0.05002589007377327 0.19626623745079105 0.0008810726931468441 -0.00016953466373968688 0.0002799049255536676 -2.9783805945425732e-05
PC_20 0.0001721289775417237 1.5302662320621158e-06 -1.9121920900691375e-05 -8.040685919251679e-07 1.5832856442585456e-08 0.02706695295667376 -0.0407607151871543 -0.015209719324676695 -0.08136493560852401 -0.06416657775698596 0.05993464874738479 -0.010228909266076414 0.03445787016310664 0.011656452470542727 0.06511694651482366 -0.16383303028635135 0.03589367760414319 0.09991881127083962 0.0565061179582304 -0.1622381946550683 -0.017230204054092674 0.010322623462354541 3.921264528950615 0.17449019825023637 -0.05072218556591534 0.0003715126029006924 -0.0007863652616320005 0.0005297517455944865 0.0007717542979488963
PC_21 0.0010036622017634135 4.2723835881313057e-05 5.007808330369598e-05 -3.8074093910540145e-06 5.6894172518495074e-08 -0.033314251572116614 0.005569117808093226 -0.04585003959438004 0.02356754764586807 0.04918395826601111 0.0095685771472 -0.0902712288463516 -0.0590645833538848 -0.10129165058617673 0.14265206211547685 -0.020276016619097986 -0.197681540820234 -0.051863330295336456 0.041152733711592254 -0.13581681703313112 -0.21870576545077935 0.05002589007377368 0.17449019825023615 4.227610215445726 0.16467666843924897 -6.810316348969309e-05 0.0003053115774161507 7.491644359200999e-05 -0.0009490543529939194
PC_22 0.0016104713347723334 -0.0001548085192517445 0.0002496145676806324 -8.036529580671137e-06 5.707125352118465e-08 0.06082008643433925 0.09134993854110805 0.09331414653238172 -0.054138703539823876 -0.15124090651944477 -0.06904990808804243 0.13094364424685095 -0.16882389746219384 0.2309759924479536 0.03612983975261838 -0.1934328241001032 0.15165944353388375 -0.23628626830434715 0.008518699296295515 -0.09150662893725406 0.1366520324641586 0.19626623745079189 -0.05072218556591566 0.16467666843924855 3.832039506344492 0.00020186030461119762 -0.0007047740925955185 0.00015843175757810298 0.0012415605927745899
proband 4.5530900717145415e-06 9.40936955746262e-08 7.11542749911402e-07 -1.4481736672226804e-08 1.1397638902454924e-10 0.00014043524613126108 2.683886249270585e-05 0.0001777439349759047 5.5647197182506716e-05 -0.00019730576912313502 -9.834698878309889e-05 -0.00015577546925870514 7.053744454767538e-05 -4.526658612273918e-05 -0.00022430372866923492 -0.00025588627691035964 0.0003795398545090516 5.094422040661372e-05 -9.930961028745185e-05 -3.791653747294749e-05 -0.0008490766893994643 0.0008810726931467995 0.00037151260290065817 -6.81031634896886e-05 0.00020186030461118217 8.48519178852975e-05 -4.188596515513148e-05 -2.980342748609583e-06 -1.3110035992849426e-06
paternal -5.9948434861366e-06 -3.291943862262007e-07 2.2649195244299585e-07 -2.0510520671643913e-08 2.0287386553669424e-10 -3.867574258884934e-05 -0.0001921220562159706 -0.00024046719691935166 -3.8077538822065126e-05 -4.3555885906199317e-05 -5.0196102198943364e-05 0.0005185462065648779 -0.0005468720952182904 0.00031005103258376776 0.00020754848593561537 6.458706194778879e-05 0.00023451366267366873 0.0005335744816357836 3.47885999276432e-05 -4.781446978039825e-05 -0.00038842080043720057 -0.00016953466373939596 -0.0007863652616317369 0.00030531157741604565 -0.0007047740925953914 -4.18859651551312e-05 0.0004715966183343552 -0.00036906888147075295 -0.0003706015107372496
gpp 1.2507518358171564e-06 -7.884880293302602e-08 -1.8297389639113478e-06 5.9424655410932605e-08 -5.278960754958854e-10 0.00012945355527449416 0.00017334375145360614 1.95711765433392e-06 0.0003880876410424204 3.9538570167733285e-05 -0.0002124861585610725 -0.0012664203445633254 0.0007190451890021473 -0.00031857059914738655 -9.061161034678151e-05 3.219759348886613e-05 -0.0005860393780671637 -0.00046886149879884554 0.0002995630738163571 -0.00026736423418782866 0.0005867575343528755 0.0002799049255530087 0.0005297517455943693 7.491644359199292e-05 0.00015843175757798095 -2.980342748609539e-06 -0.00036906888147075317 0.001408092569090399 -0.0006940908494209712
gmp 2.9811946849410626e-06 6.848715539415003e-07 1.4804190594077801e-06 -2.3479179696694375e-08 1.4095670102189725e-10 0.0003515279161882326 0.00017544948183659026 0.00036505521294720667 4.7611455742663214e-05 -0.00023669423568244212 0.0004441344584225334 0.00018850510926937743 0.00038554581115614697 -0.0003508531787591704 -0.0004405767850808605 -0.000534168264429722 -0.0002654579534070045 -0.0006089800315104917 -0.00011429581194889992 3.539450016757875e-05 -0.00024799243515936703 -2.9783805945142773e-05 0.0007717542979484972 -0.0009490543529937816 0.0012415605927745387 -1.3110035992854552e-06 -0.0003706015107372495 -0.0006940908494209718 0.0014102964434678444
