 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.9793918460922885e-05 -1.1724309924159186e-07 -5.354047846923606e-07 8.960457579241066e-09 -3.314553702268033e-11 2.000955435293981e-05 -3.462417077806569e-05 -1.1268141971532772e-05 -7.102823499239578e-05 9.862138921277539e-05 -0.00012445722695338045 9.593997967862584e-05 -7.158596388280936e-05 -2.307928434634408e-05 -0.00014287470784751964 4.97063050487929e-05 -6.186894945749193e-05 -7.95146628615019e-05 -4.135261779757679e-05 -8.693170009643244e-05 -3.402766507012997e-05 -5.152428682902425e-06 -6.495701992608272e-05 -0.00014691216993006665 0.0001449849299658177 -1.6883940199750265e-07 4.497016604159555e-07 1.12785125898114e-06
yob -1.1724309924159078e-07 2.188586600756566e-07 3.78331034763904e-08 3.5774226749704364e-09 -2.4820687321403858e-11 4.4603234755054395e-08 2.257912038255263e-05 8.76468499413786e-06 -1.5412100638913575e-05 -5.93217647441953e-06 -6.992624633773376e-06 -1.2730041047605783e-07 -9.614362660136317e-06 1.2590549661059476e-05 -5.50847010716915e-06 -1.3915633800141001e-05 1.6092601071773986e-05 -1.1751669795288509e-05 -6.497265872570757e-06 2.124840951468499e-05 7.108222176896121e-06 -1.2533470047076797e-06 -1.6898353635396207e-06 1.2410066471969816e-05 -2.735132446433414e-05 2.0170331392237682e-08 2.0312377241763503e-08 4.491386977680677e-08
age -5.35404784693113e-07 3.783310347643556e-08 1.028632107363764e-05 -2.2305102053908596e-07 1.4748847165849998e-09 -9.493120588952004e-06 1.780744911586058e-05 1.0232467924939962e-05 -1.937451537402444e-05 3.351038642577765e-05 -2.464402005544684e-05 -7.82848996689322e-06 -2.4331429841262683e-05 1.2557672140418637e-05 3.278661093207951e-06 1.6447159651651593e-05 -5.861397474993426e-06 1.8657650842889712e-05 -2.0689198212051445e-05 9.49445895443833e-06 -2.680856306336403e-06 -1.8192454362302534e-05 -9.59024823587993e-06 -4.8094134655755285e-06 3.4660301670190005e-05 -4.4913019993812715e-08 4.4563615358023516e-08 3.1454524344025053e-07
age2 8.960457579248188e-09 3.577422674969305e-09 -2.230510205390831e-07 5.123114564885403e-09 -3.4934486029469964e-11 2.740358341467267e-07 2.743790561199259e-07 -2.8763590768675703e-08 1.0986003398033315e-07 -6.143916716286336e-07 3.7184400308891e-07 6.250172419903803e-08 1.9747860770239193e-07 1.8333148042757453e-08 -2.1401692497575296e-07 -5.728521271172454e-07 3.554999688239483e-07 -5.674453435975462e-07 3.738725458728732e-07 2.098249317731721e-07 3.56813059061738e-07 3.6770327578022255e-07 1.338440696752326e-07 2.2730068638706068e-07 -1.3314185522178345e-06 1.5747946903598228e-09 -6.56055484655932e-10 -5.792900579867733e-09
age3 -3.314553702272018e-11 -2.4820687321395376e-11 1.4748847165849635e-09 -3.4934486029469544e-11 2.4420290584988194e-13 -2.2507398102404947e-09 -2.600564264635175e-09 1.8482938219072625e-10 -9.832816785493808e-10 3.6842546164720377e-09 -2.756456258713227e-09 2.2501418091962538e-10 -6.399619452052998e-10 -4.789184433926832e-10 1.0431163047082952e-09 3.4875261497909717e-09 -2.1528786971829873e-09 3.3415922146473728e-09 -2.9384193947397555e-09 -1.7658215022723744e-09 -3.352141847263551e-09 -2.4764249603519043e-09 -8.859835724509389e-10 -1.207701369294899e-09 9.591461300019504e-09 -1.1670283323549059e-11 4.157124893718784e-12 3.3561742760032445e-11
PC_3 2.0009554352939618e-05 4.460323475496163e-08 -9.493120588950476e-06 2.740358341466953e-07 -2.2507398102403073e-09 0.050812904876961655 0.0017565994817875027 0.0025206179656663986 0.0014809660481849287 -0.007494458927657191 0.003297832483403715 0.00818456370726223 -0.006194351281604841 -0.0022952933003773197 -0.002193685826382862 0.003391264954114317 0.008290603818906422 0.006332560979614104 -0.004040651907707034 -0.01743437288854219 -0.0013943564135484596 -0.00046205515843188665 0.00511222519583962 -0.0035358292695658582 0.011313347668613333 -2.530745977301341e-06 8.044595078867722e-05 8.046775962640559e-05
PC_4 -3.462417077806627e-05 2.257912038255261e-05 1.7807449115858575e-05 2.7437905611997434e-07 -2.6005642646355217e-09 0.0017565994817875063 0.17370438046556894 -0.008063186446494893 0.009161972517862115 -0.010114897253890332 -0.00044642880412058703 -0.005244726217735149 -0.0013259626967054008 -0.0140400522314996 0.0039648524325509305 0.009622386295981234 -0.019103085438630683 -0.011291796413805224 0.01292079916855927 0.010673660189199075 -0.0051461068827023514 0.005943361973280231 -0.005747310147904217 -0.000589307522764437 0.007643231298629972 -7.672145378172496e-06 2.379412835793123e-05 3.5792854078966444e-05
PC_5 -1.1268141971532857e-05 8.764684994137876e-06 1.023246792493819e-05 -2.876359076863596e-08 1.8482938219046197e-10 0.0025206179656664016 -0.008063186446494893 0.22736895221107453 -0.003660420844899007 -0.00726440008566207 0.0005561534705724817 0.005303899608375299 -0.015372753177724257 -0.001730202926918917 -0.01802020457285915 -0.013080570625054333 0.0005147774462571385 -0.01668967166066912 0.013746886561714692 -0.026138280564441504 0.00642311898473628 0.005026770377791986 0.0005653803489572535 -0.004708818269585491 0.017349051370858688 2.3439664207086843e-05 4.426177173655931e-06 1.714743097307584e-05
PC_6 -7.102823499239651e-05 -1.541210063891362e-05 -1.9374515374022516e-05 1.0986003398029021e-07 -9.832816785490919e-10 0.0014809660481849432 0.00916197251786211 -0.0036604208448989995 0.2830559161022151 0.0032055668567594064 0.014161379078441663 -0.014065111710794031 -0.009096283448711823 0.007098813790111312 -0.01461273256509453 -0.001158979479735987 -0.00021589647048668163 -0.0244862348013718 0.014121195846118968 0.029035396347337195 -0.008476109751051461 0.0005821788151983311 -0.008813705996367396 -0.0029187191980201642 -0.01335833925426816 2.0443479120115542e-07 6.967582194448331e-05 5.2257056822125765e-05
PC_7 9.862138921277615e-05 -5.9321764744195106e-06 3.3510386425781845e-05 -6.143916716287376e-07 3.68425461647279e-09 -0.0074944589276571974 -0.010114897253890335 -0.007264400085662067 0.0032055668567594147 0.35368164758311266 0.014837063687702975 -0.0009432515939976247 -0.01638686070472977 0.019665112218958027 0.00512515200050695 0.03251374153257408 0.010772757758040086 -0.037324985550942186 -0.025407573616237647 0.028697176041454137 -0.009042693097964303 -0.012506914204201155 0.0002642100261362475 0.010318158593903176 -0.016879020966712236 -1.389209649279052e-05 -6.70785602907237e-05 -3.440192725089264e-05
PC_8 -0.0001244572269533803 -6.99262463377346e-06 -2.4644020055446504e-05 3.718440030889062e-07 -2.7564562587132173e-09 0.0032978324834037273 -0.0004464288041205926 0.0005561534705724752 0.014161379078441668 0.014837063687702977 0.37939813556963775 0.018891445133115872 0.012755973200481266 -0.008951115276344205 -0.003720345924611029 -0.01917910707486084 0.015942395943855377 0.032771876738367754 -0.01940813531532927 0.012510141520238275 0.023381311674135402 0.007294093632776167 -0.006174152689881147 0.004527379548270533 -0.014778330075165328 -1.0967800962902555e-05 -1.2556106063083099e-05 -1.3097167605049936e-05
PC_9 9.593997967862576e-05 -1.2730041047605286e-07 -7.828489966894785e-06 6.250172419907544e-08 2.2501418091935716e-10 0.008184563707262216 -0.00524472621773515 0.005303899608375294 -0.01406511171079403 -0.0009432515939976195 0.018891445133115872 0.5100145378487908 0.011594208510034738 -0.00041303607409646587 -0.03049748311678751 0.023684984916305805 -0.0041489307692531684 -0.002060350776609399 -0.022840650434021215 -0.01218474014781477 -0.012419742991000182 -0.003725468559460955 -0.002805629027467391 -0.013382343316399845 0.028373425272110495 -9.244193135931691e-06 1.3127617835356702e-05 -6.183440715248973e-06
