 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.01868040877630891 3.1494018693504897e-06 -0.02822887312654096 0.0004958703973917325 -2.865966251135867e-06 -0.0034681762550754875 0.0025087323759880992 -0.004331381703919723 -0.003768698992159135 0.013655109175229782 -0.007142310555751455 0.004587673152237826 0.0006508463552143408 0.006655706905841607 0.0007563798200675318 -0.003847695283886375 0.003808745978931807 -0.010168179561250672 0.0012563365788265666 -0.0013902301139574553 0.0031523486896519824 0.0010172106762187138 -0.006806697006465497 6.045727816753149e-05 0.0032978245150192603 2.047834645561711e-05 -0.0001347333556293077 7.53385834950699e-05 0.00010392442028358384
yob 3.1494018693714093e-06 3.560564860589525e-06 -1.3142516044470726e-05 2.7927606065605285e-07 -1.5761292485622734e-09 0.00013602311891535996 0.0003915597334470226 -1.8116863340144041e-06 -0.000643995792007733 -0.0001482353617862982 -0.00019015866685702279 3.3542605213797885e-05 -0.0002276632853174484 0.00024491405550349166 2.9339157685886384e-05 -0.0004293805639583366 0.00043312784312242957 -0.00031845107654201614 -4.615425396468141e-05 0.0003444358827054753 6.861931174986358e-05 -3.2534510171757735e-05 0.00012460378167389172 0.00029317742361884854 -0.0005708059090277171 1.0739135937997358e-07 8.770904596387567e-07 -7.756876436377059e-06 7.97466605205377e-06
age -0.02822887312653711 -1.3142516044398266e-05 0.053161172739303715 -0.0009631137968678457 5.748739482642983e-06 0.003924480375128587 -0.001127420030972871 0.00657370445417917 0.01095141565560037 -0.017901129705020537 0.0069602444320500945 -0.0037244552116875796 -0.001529605977410939 -0.010183974604879804 -0.003316333099204065 0.006503539254986579 -0.011362337226348149 0.021231103779971908 -0.004065103031382363 -0.0032345661792656326 -0.010850997004949514 -0.00137245215003285 0.01077329931001861 0.005233000301532009 -0.0055165021961979714 -7.450006551825584e-06 0.00012496809084496733 -1.6409380494210078e-05 -0.00014116802808853538
age2 0.0004958703973916552 2.7927606065456525e-07 -0.0009631137968678308 1.751918114466306e-05 -1.0498455953279975e-07 -6.705415398744448e-05 2.498674778958845e-05 -0.00011499068417056463 -0.00021076616112628357 0.0003200986052303641 -0.00012637145013269827 5.930627569586508e-05 2.565505604386391e-05 0.00017884586836881583 5.871277585048031e-05 -0.00011114789526056361 0.0002194127773117254 -0.0003989237319315414 7.647764998079761e-05 7.401416454880359e-05 0.0001975247674165185 2.0365984082703796e-05 -0.00020460803563657797 -0.00011252727146778547 0.00010885796040681 8.546383493093964e-08 -2.1678737795091145e-06 6.357730997074989e-08 2.830846736777269e-06
age3 -2.865966251135424e-06 -1.5761292485501637e-09 5.748739482642798e-06 -1.0498455953279795e-07 6.316295030300785e-10 3.91018980788051e-07 -1.3055809350751643e-07 6.574318872766051e-07 1.2731882723111152e-06 -1.895773497644491e-06 7.26894711813795e-07 -3.06031703528278e-07 -1.6069703643510515e-07 -1.0089628116502686e-06 -3.336648805847104e-07 5.910800513541817e-07 -1.334145711118105e-06 2.4286668909596893e-06 -4.727128394526979e-07 -5.036197404263289e-07 -1.1868373197370544e-06 -1.0016801665995065e-07 1.2908575774670323e-06 8.026142741197139e-07 -7.357873502953713e-07 -1.7393702795208064e-10 1.2305794761011661e-08 4.936846024415268e-10 -1.7719804473808154e-08
PC_3 -0.0034681762550733634 0.00013602311891536712 0.0039244803751249694 -6.705415398737957e-05 3.9101898078766957e-07 0.475973078865597 -0.009312530551514594 -0.05868771149419458 -0.11756845622823021 -0.052101059303977286 0.1052122053075912 -0.03995197783432912 -0.20389011497160525 -0.05060238539277175 0.004145946965981215 0.08347626654716962 0.10145186629996142 0.13445730043986556 -0.1423304519558793 -0.23433122396713002 -0.024853874621832753 -0.05886291337668143 0.1951248592558528 -0.06055714171050424 0.1215631636744869 0.0005560628688191937 -0.0002566838356198831 0.0005128704274583781 0.0007842094763852366
PC_4 0.0025087323759917014 0.00039155973344702223 -0.0011274200309801142 2.4986747789720717e-05 -1.3055809350831206e-07 -0.009312530551514842 1.8526055409319968 -0.03359162694083986 0.09209236625979014 0.17818645431200483 -0.08374153002438801 -0.06102242591049308 0.1606135581803907 -0.20469756757781785 0.05648652628983121 0.22446506980173836 -0.16413323326848991 -0.008752003971820006 0.20778419122229944 0.20033949475168233 -0.3090577828656362 0.013589980335934781 -0.23171807324166352 0.062497204886319414 0.20414205003918798 -0.00036390384335227533 -0.0011461483603645742 0.006627240657809119 -0.004673899962044126
PC_5 -0.0043313817039191665 -1.811686334003414e-06 0.006573704454178935 -0.00011499068417056209 6.574318872766026e-07 -0.058687711494194245 -0.033591626940838996 2.1701935685269746 0.12161531893983527 0.2990275642074117 -0.013723595515672492 -0.14687090725585417 -0.14820039164842722 0.05352291212882464 -0.2675291644958726 -0.160312079490136 0.18165443858715533 -0.11942468377000369 0.10266925776849144 -0.3177102674922031 0.039576379563237514 0.0546238203030874 -0.14181228793348127 0.013664872539310504 0.22379067423685162 0.0002996267205718131 -0.0004257272961662771 -0.0034873556397905544 0.004479314263178161
PC_6 -0.0037686989921658864 -0.0006439957920077264 0.010951415655615056 -0.00021076616112655346 1.2731882723127584e-06 -0.1175684562282286 0.09209236625979127 0.12161531893983715 3.158549274671027 0.10637465293901516 -0.3377519201379591 0.3288467757980443 -0.20927292452924875 0.056303473165635214 -0.06124239826962758 -0.14619523427638614 -0.06904009277092268 -0.46378649303316966 0.27660449968135253 0.2760322096596763 -0.052668130657087135 0.008925710986972467 -0.3270389344585471 0.10456251241151249 -0.13340542130215963 0.0005467914909331918 -6.333001365643414e-05 0.0001073512511162503 0.001288413358955941
PC_7 0.013655109175231396 -0.0001482353617863264 -0.01790112970502607 0.0003200986052304697 -1.8957734976451569e-06 -0.052101059303978736 0.17818645431200275 0.2990275642074111 0.10637465293901861 3.686211753125531 -0.049002551430586544 -0.025949259373492958 -0.32347081815209877 0.027236983989539446 0.2015000905115005 0.11481794820149412 0.4842522483527918 -0.347915649560884 -0.08615656046367938 0.19488365527919843 -0.19508799148104145 -0.06722609856951682 -0.24964173346657098 0.14838908226872596 0.01716372601127399 -0.0006588376420495612 -0.00027170666759188035 0.0027638054827487536 -0.0029645078372923725
PC_8 -0.007142310555754923 -0.0001901586668570133 0.006960244432057675 -0.0001263714501328379 7.268947118146438e-07 0.10521220530759233 -0.08374153002438753 -0.013723595515671606 -0.3377519201379603 -0.049002551430588515 4.180015319277716 -0.21945941730812263 0.37070636235332005 0.2954901428399496 -0.3904620441888412 -0.0692842048998075 -0.09215589541417142 0.44852290334147205 -0.2755397578926133 -0.004666596775917032 0.28242803952899403 0.10415864568347787 0.12517272298744062 0.05722845364972896 -0.2636161567757649 -0.00045093969498036837 0.001701124424524563 0.00020304961147504967 -0.004308465677229779
