(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000409904342834252 -1.02689524813496e-05 -3.99523696905696e-05 1.55782062748937e-05 1.86970185317912e-05 3.77404837541277e-06 -3.64489087478201e-06 -1.20964328687519e-05 1.33059722437806e-05 2.31056790422719e-05
covarage -1.02689524813496e-05 0.000419012790461575 0.000637982473698621 -0.000662731778412541 -6.51687751783819e-06 1.2577748869568e-05 -4.70124087880979e-07 5.06435579329375e-07 5.2537996609289e-06 -6.11055965037662e-06
covarsex -3.99523696905696e-05 0.000637982473698621 0.00162977352406173 -0.00158507567149372 -6.71216953212119e-06 1.95133770814167e-06 9.24884744313209e-07 1.15580027386107e-06 1.00698751222413e-05 -3.63533953860801e-06
covarage_sex 1.55782062748937e-05 -0.000662731778412541 -0.00158507567149372 0.00167553202751181 9.56040956811674e-06 -1.55873177675411e-06 6.73885368436358e-07 -1.16222565654666e-06 -9.16063096534178e-06 3.59327715621722e-06
covarPC_3 1.86970185317912e-05 -6.51687751783819e-06 -6.71216953212119e-06 9.56040956811674e-06 0.000126145438342362 5.53341066407018e-06 -2.14804596009575e-06 -2.38609087894829e-06 1.67812315534874e-05 1.15018053963633e-05
covarPC_4 3.77404837541277e-06 1.2577748869568e-05 1.95133770814167e-06 -1.55873177675411e-06 5.53341066407018e-06 0.000134101729840872 -1.78108922612759e-06 -2.14237926019181e-06 3.49821853349931e-06 6.26899367906273e-06
proband -3.64489087478201e-06 -4.70124087880979e-07 9.24884744313209e-07 6.73885368436358e-07 -2.14804596009575e-06 -1.78108922612759e-06 0.000412069351696813 0.000187984085809349 -0.00038921674520601 -0.000365117044880087
sibling -1.20964328687519e-05 5.06435579329375e-07 1.15580027386107e-06 -1.16222565654666e-06 -2.38609087894829e-06 -2.14237926019181e-06 0.000187984085809349 0.000486573736800995 -0.000436799113391497 -0.000410927149559955
paternal 1.33059722437806e-05 5.2537996609289e-06 1.00698751222413e-05 -9.16063096534178e-06 1.67812315534874e-05 3.49821853349931e-06 -0.00038921674520601 -0.000436799113391497 0.00124621028253715 -4.24231913335486e-05
maternal 2.31056790422719e-05 -6.11055965037662e-06 -3.63533953860801e-06 3.59327715621722e-06 1.15018053963633e-05 6.26899367906273e-06 -0.000365117044880087 -0.000410927149559955 -4.24231913335486e-05 0.00118223485210279
