 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.008119660476398545 -5.179405460717642e-06 0.0006973644766707705 0.0007676549080036988 -0.00014464135058340423 -2.932471754792849e-05 3.4953957428975375e-07 6.9898200663457005e-06 -8.984145319438587e-08 -0.0019146299894090939 0.0025217412561179564 -0.001391665203153719 0.0003157308920250709 0.0001218966838593728 -0.002318149063876428 0.0012049678004702655 -0.0001560692467386265 0.00022087567390019635 -0.0034239611433462694 -0.0009277614939776453 -0.004330524244977472 -0.0034601686789812267 -0.006217739353431783 -0.0016267049682932664 -0.0034011237729471952 -0.004407027202749556 -0.00032134140420657316 0.007441384870394216 0.004207611507651855 -9.906981586980481e-06 3.4987976193469225e-06 -3.662247870388063e-05 -2.149538195829284e-05 1.7690973265740927e-05 -2.411875513311369e-05 5.049737823372023e-05
yob -5.179405460728721e-06 2.3180608245837366e-06 1.3053513512674221e-06 6.244366311519878e-06 -8.213520133173922e-07 1.3877451270483445e-08 -1.9244468150417963e-10 1.2800994907607044e-08 8.340709637323681e-12 2.257373121936468e-05 0.0002941560169497997 3.448690532532441e-05 -0.00023689434849343113 9.847704118006907e-05 -0.0002443050857462985 -3.656046345791717e-05 -9.346070343979291e-05 0.0002512364670640987 -8.613278590404812e-05 -0.00021206324653564348 0.0001860660126936312 -0.0001377263116987504 -6.46456780171921e-05 0.00013113721142723314 0.00015867632407562537 -3.6406155845240775e-05 -9.076230035660703e-05 6.028388285228075e-05 -0.0003067902125880409 5.138059902043634e-07 -1.5166837204439292e-06 -2.9463923577468254e-07 1.5179709368552089e-06 1.186829157581042e-06 -5.309967108821993e-07 2.8427159272122293e-07
age 0.0006973644766697876 1.3053513512659972e-06 0.00024166798209107317 0.001825755264696705 -0.00023861933102385178 -8.496835366515937e-06 8.720201718693822e-08 8.423462771751706e-06 -8.647217020247125e-08 -0.00016546922976202203 0.000432512084858358 -0.00019349812719652337 6.736441710560071e-05 -0.0004186807417010701 -0.00013079852368528687 -0.0004211891404222294 -0.000203631592525164 -0.00034963093300450734 0.00015585269228041713 -6.284569318849525e-05 -0.0005403635894610905 -8.072414248631534e-05 -0.0005873545958529956 -0.00024004268871914732 0.0002716903658240317 -0.0010239862417973434 -0.0005601570698473906 0.001456161802003767 0.0006149988827074201 -2.5334963281394553e-06 -4.88286119801066e-06 -2.8657398920463647e-06 -6.79657449663318e-06 1.3767520580976986e-05 -9.721795373227364e-06 4.598652610510592e-06
sex 0.0007676549079906593 6.2443663115417896e-06 0.0018257552646955507 0.02908665659053674 -0.003364350719595446 -6.090833943802666e-05 6.034655184508029e-07 0.00011041272605945092 -1.0797916041494594e-06 -0.0003918839869756753 0.001526832131255061 0.0017284099939806057 -0.0021202317114970633 -0.0062768494970900255 0.0010515644976633784 -0.0006080770784787417 -0.0025005580808001994 -0.01081880238381454 -0.00041626962779158156 -0.0022383342026050935 -0.003332297548643971 -0.004628912558477353 -0.006154686867390784 -0.013895397040824205 0.004548039739719239 -0.009604836106870393 -0.0025120994112178786 0.009612366138918974 -9.249921348954983e-05 -2.0451575908441952e-05 -6.627311053648393e-05 -3.2383689428353405e-06 -3.9625589132918794e-05 8.444200581046728e-05 -4.4505738146230515e-05 -4.557413499213317e-05
age_sex -0.00014464135058194573 -8.213520133173473e-07 -0.0002386193310237713 -0.0033643507195960888 0.0004287898312663846 8.416555120433794e-06 -8.648719729296217e-08 -1.4899966604549346e-05 1.5131670182466636e-07 -3.3805244882115435e-06 -0.0002898205474379996 -0.00031610259444100365 0.0002850378581727031 0.0006635975117470343 -0.00024285170384073185 3.356536154810264e-05 0.0004498261722301366 0.0012659947426115663 -9.358282107312258e-05 0.000279677960910184 0.00026184548828906584 0.0003493063947107335 0.0006216784659024014 0.0015720600333963986 -0.00036888275627200597 0.0012638626763929583 0.00042629587469960657 -0.0010697857821778604 -0.0001697042643393572 1.8695307570408123e-06 1.0800225847656931e-05 -1.019285821521478e-06 2.8736089220786736e-06 -1.2270815369667669e-05 8.061000375938436e-06 3.4545266611508178e-06
age2 -2.9324717547894575e-05 1.3877451270135257e-08 -8.496835366518331e-06 -6.090833943808868e-05 8.416555120439373e-06 3.142273478447453e-07 -3.3363344462939715e-09 -3.111851768044301e-07 3.306540756108526e-09 4.2912242949122044e-06 -1.1282136617147728e-05 4.706072971553157e-06 -6.47938424792047e-06 2.1251894332814894e-05 -2.5495276817659103e-06 1.0243611548443325e-05 1.7444801032774407e-06 1.5450071750117206e-05 -9.013333051553518e-06 -6.110280810138781e-07 2.1397740267955508e-05 2.163084274008425e-06 2.0274017627116803e-05 1.0316157620917863e-05 2.1493247311697674e-06 3.95811614027534e-05 1.2528121602378907e-05 -5.4602269649911954e-05 -2.2141457537362466e-05 8.36950374939706e-08 1.5365641897183962e-07 5.1721826232411146e-08 2.166710525674326e-07 -4.1420924493677134e-07 4.233962912023311e-07 -1.67139557163671e-07
age3 3.4953957428944946e-07 -1.9244468150345062e-10 8.720201718698007e-08 6.034655184516266e-07 -8.648719729304398e-08 -3.3363344462946316e-09 3.641707618014569e-11 3.306376207379244e-09 -3.6113711361547665e-11 -3.6205620532483045e-08 1.5423595335325188e-07 -3.83362894172044e-08 5.1236249618725294e-08 -2.2718506861136261e-07 2.5903895083167648e-08 -7.420361134388953e-08 1.5642312465010854e-09 -1.1945186924409484e-07 8.279565270293015e-08 -1.1669055722725852e-08 -2.0728302997972089e-07 -4.144884710300259e-08 -2.4484481249521125e-07 -1.1133253408504878e-07 -7.351912631484456e-08 -4.4004733594989784e-07 -9.504241428528961e-08 5.898197601387051e-07 2.1451229676679717e-07 -7.663915198819249e-10 -1.7277982830152753e-09 -1.7112441852811553e-10 -1.7047271932882196e-09 3.949175306189692e-09 -4.81422403800172e-09 1.4927311277398788e-09
age2_sex 6.989820066298859e-06 1.2800994907616236e-08 8.423462771751282e-06 0.00011041272605949603 -1.4899966604552297e-05 -3.111851768043199e-07 3.3063762073772433e-09 5.414182928006979e-07 -5.685488215032126e-09 9.378552331160882e-07 1.2808011637650697e-05 1.243193275665152e-05 -8.535061917867964e-06 -2.2112250161573695e-05 1.1445343515406395e-05 9.160483351515421e-07 -1.5826710861191858e-05 -3.854421780862896e-05 5.535364359293896e-06 -8.329274204461635e-06 -6.424877271505338e-06 -5.3723236663372854e-06 -1.8963281938317773e-05 -4.870138817937666e-05 7.2935097314378995e-06 -4.7561319898824e-05 -1.517758565024473e-05 3.405975143507454e-05 1.1828869253073158e-05 -4.5912756801972803e-08 -4.543395094458352e-07 9.159176556326592e-08 -2.1878628333539584e-09 4.580439313162868e-07 -3.3015256840376814e-07 -1.2472949818239786e-07
age3_sex -8.984145319390191e-08 8.34070963310608e-12 -8.647217020248954e-08 -1.0797916041501212e-06 1.513167018247234e-07 3.3065407561081625e-09 -3.6113711361535044e-11 -5.6854882150330814e-09 6.139280205747539e-11 -1.947949832430295e-08 -1.4780775524123915e-07 -1.252325430115749e-07 6.260917050552449e-08 2.3116831117004847e-07 -1.387215739306813e-07 -1.942295701373412e-08 1.4682142420834204e-07 3.3386600049959486e-07 -6.690797549310069e-08 7.682355109540005e-08 4.607865062031983e-08 4.999055902468829e-09 1.8102792236135257e-07 4.5811839701672666e-07 -3.358997418376753e-08 4.984494629956179e-07 1.4345939041330764e-07 -3.423906867757964e-07 -1.9146307708422558e-07 3.9836900611548625e-10 5.160431902501864e-09 -1.5550106823571055e-09 -7.404224421801335e-10 -4.870055569794336e-09 3.826381863256646e-09 1.5930732177763837e-09
PC_3 -0.0019146299894080342 2.2573731219361725e-05 -0.00016546922976170541 -0.0003918839869729178 -3.3805244886246503e-06 4.291224294899531e-06 -3.620562053234103e-08 9.378552331323764e-07 -1.9479498324483233e-08 0.4500523717615527 -0.06818303422237072 0.04009227838669902 0.07237313753093474 0.010252729821003555 0.008872863076626516 0.04054099770154707 -0.06751624167453091 -0.056003149337315886 -0.023361388462971516 0.07880664393662747 0.007030390165007568 0.12735527181530706 0.034346880343989215 -0.2238657856691718 -0.06537268108319658 -0.021017769364595852 0.05216697378112876 -0.07644962703525938 0.1760471800239664 0.00013188619163906676 0.00018734389708387542 -0.0004336010747205061 0.0006869992015319169 0.0001102742752953165 0.0006920417788302289 0.0006920796152671567
PC_4 0.002521741256117343 0.0002941560169498071 0.0004325120848593311 0.0015268321312693646 -0.0002898205474397804 -1.1282136617180215e-05 1.5423595335356645e-07 1.2808011637710916e-05 -1.4780775524183787e-07 -0.06818303422237136 1.3005186457157933 -0.029960792941380435 0.2924999662635407 -0.12325301582462002 -0.09704537503573969 -0.03605873730738669 0.028998632342417868 0.07204332839285442 0.08853346561162621 0.15905812746120224 -0.035280043338808846 -0.19656625726407215 0.09759027717455414 0.08965310496652397 -0.07938337893978724 -0.03176231858667676 -0.04996538217398882 0.04158502908403474 0.17490464066043665 -0.00014388550112819329 -0.0002965514543817441 -0.0005416700753129 0.00024454126245616783 0.000489569326434212 0.001571754548786111 -1.4880685304101764e-05
PC_5 -0.0013916652031536905 3.4486905325319053e-05 -0.00019349812719639449 0.001728409993982591 -0.0003161025944412731 4.706072971548328e-06 -3.83362894171554e-08 1.2431932756661372e-05 -1.2523254301167508e-07 0.0400922783866999 -0.029960792941380626 1.8094305367576957 -0.12013904407166764 -0.28218081388477706 -0.23344145340341688 0.27413431243646236 -0.10151943055711021 -0.2905470421550916 -0.07674307108032827 0.08162223034051229 -0.14192836170325396 -0.10847189253864756 0.11003317121000557 -0.3878622163864796 -0.09020453985315652 -0.0014916901256777201 -0.022398998286948392 -0.10540384891187121 0.30699446145441295 0.0005995458621999031 -0.00039014757276042495 0.00030091799903838717 -0.00037103688268827744 0.0007792355582663933 -0.00015868110972175982 -0.0011562161679695524
PC_6 0.00031573089202572695 -0.00023689434849343192 6.736441710541641e-05 -0.002120231711501474 0.00028503785817328507 -6.479384247914075e-06 5.123624961865823e-08 -8.535061917888021e-06 6.260917050573203e-08 0.07237313753093372 0.29249996626353947 -0.12013904407166694 2.3429069727572487 0.1287212529094592 0.267211408371122 -0.2116824402038272 0.22576196291002795 0.09418579068259361 -0.05261165122225086 0.1513700153817623 0.3237294558170834 -0.35595104242646186 0.14792319710888593 0.32878368325595886 -0.030393020298594874 0.030107939633257114 -0.17096254605232328 0.21852029933562045 -0.18829893453411373 -0.0002956169472358662 0.0001472622547536564 -0.0007304809997928935 0.0003561166886621918 -0.0004315391522471732 0.0013668736517262105 0.0007013000037119292
PC_7 0.00012189668386036482 9.847704118006412e-05 -0.00041868074170157423 -0.006276849497097108 0.0006635975117478104 2.1251894332828606e-05 -2.2718506861146378e-07 -2.2112250161596466e-05 2.3116831117023688e-07 0.010252729821004263 -0.12325301582461778 -0.28218081388477617 0.12872125290946343 3.2167284022270235 0.046073590730299534 0.3855893055161018 -0.21549979970599575 0.32803968060485333 0.18221890221195602 0.1724907253810909 0.0021851613533797973 -0.40702228700296716 -0.22603798225055877 0.47604672578376067 0.17786773261159003 0.051096619635580515 -0.3301465681066723 0.037134939962552654 -0.5136205384375067 0.0003185161313044276 -0.0008715568189140467 -0.0012984253705840647 0.0007126508433750017 -0.0007900881891819311 9.346060299465157e-05 0.000893339386966119
