 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.01753961416910545 -1.3801710053460089e-05 0.0028801211559904443 -0.004459289690502436 0.00016268657501035343 -9.686852544696301e-05 9.93898104782334e-07 2.17023849734163e-06 -7.447994848250742e-08 -0.0040762508593578835 0.001347250892044462 -0.00408179895879195 0.001572788240617349 -0.0018375266458268533 -0.0029542862624617173 0.0045972655281609045 -0.0038917742680685233 -0.00044110339865031066 -0.0039647364396876135 0.00022993419157604032 -0.008069270022064944 -0.00028788225420954994 -0.005960603731412918 -0.0026233177563523996 -0.008317108375633125 -0.008445444994589586 0.0025065769386475446 0.012412176999593207 0.013698487482311655 -4.3153426466194944e-05 0.00011594255590863238 -0.00010427800052075746 -5.342512986186747e-05 -0.00016327757138731707 -4.836023823752708e-06 0.0001509001944111172
yob -1.38017100534328e-05 4.424523608157458e-06 4.4607451661697285e-06 2.4277022750301864e-05 -2.9266800320842834e-06 -2.15077513775013e-08 1.772870347248584e-11 7.152344849527288e-08 -4.658332676089596e-10 2.277204165641846e-05 0.0007531241726611533 0.00015309234666625543 -0.0005271659877156457 0.00023387362673245123 -0.0006247504648437948 -0.00010291556317502136 -0.0002625189191320837 0.0005464292465271736 -0.00014286762179775567 -0.0004155465948737566 0.0003138492729726411 -0.00032377655181981934 -6.553079842660438e-05 0.00035866024524785003 0.00022608957242740057 -5.46822080236631e-05 -0.00016925304122179292 9.40111969776806e-05 -0.0005671235039308528 9.031830492507317e-07 -3.920086015306142e-06 -8.20169953864505e-07 4.7162615228354905e-06 2.755629408803334e-06 -8.339204236240131e-07 1.0627012794747432e-06
age 0.002880121155976822 4.460745166181511e-06 0.0019317785604319071 0.019490627478981927 -0.0018537782840750505 -5.6000606146038824e-05 5.046303854523868e-07 5.393963650582625e-05 -4.870184459770052e-07 -0.0001977714590776214 0.001435978385427062 -0.0003232497121082561 0.0006458069524322962 -0.0005966123219319633 0.0008122882169813797 1.4501861567832478e-06 -0.006217948169993148 -0.0014871058562419975 0.004051025836010617 0.0005246537852811107 0.0005217096758313644 0.0007721478779819969 0.002760175806945385 -0.0007848420763751477 -0.00012162610364999529 -0.003283038878681435 0.00186718347496 -0.0005531951990962221 0.0013736333236815718 -8.241928741276911e-06 -2.3817932881170244e-05 -2.0686704989476056e-05 4.612499274861361e-05 -1.2908885702896654e-05 4.207572485071202e-05 -2.0974483847490217e-05
sex -0.004459289690881646 2.427702274900247e-05 0.019490627478844075 0.4943283141663528 -0.04381379289850445 -0.0005478569658939799 4.81919429904645e-06 0.001206891736079964 -1.043869417773111e-05 -0.003621452131637142 0.021898833952510993 0.02697081771487521 0.01594241874761309 0.017319403522092495 0.023354872647593186 0.0313664895606657 -0.11209336066390593 -0.04774250660136503 0.07009327491149503 0.007899585538090774 0.018160653384168085 -0.037572621717490456 0.004145519711342029 -0.07363336073845832 -0.004327653828120157 -0.03397609340938316 0.05214200495502147 -0.023818540784524965 -0.021899142418791272 0.00019595788261211192 -0.0005251697647279101 0.000440283858061465 0.0001899505285063553 0.0005399815932392584 -4.4679083809880704e-05 -0.0010600875881869789
age_sex 0.00016268657504588292 -2.9266800319845783e-06 -0.0018537782840622992 -0.04381379289851207 0.0040197273636110465 5.3940910033478236e-05 -4.87602235690171e-07 -0.00011392153848017875 1.0084403896845708e-06 0.00020881647685113013 -0.002244779445452191 -0.002823470453250884 -0.001094674146510558 -0.0011195330405722476 -0.0020750964333513693 -0.0031093214043073575 0.009897581600279448 0.004697958841566426 -0.005976118657569701 -0.0008295757295222522 -0.002236916419499567 0.0031117187277786952 1.971729310120279e-05 0.0068681347986548616 0.0007744027010522193 0.004244755489222086 -0.0043535473312646625 0.001774962897439385 0.0012615640612240635 -1.6687421102236165e-05 5.580650028403781e-05 -4.285558551779853e-05 -1.849426482144828e-05 -5.640372358507489e-05 1.399970858349817e-05 9.188495972101759e-05
age2 -9.686852544650902e-05 -2.150775137902109e-08 -5.600060614602498e-05 -0.0005478569658979669 5.394091003384658e-05 1.6764452166071997e-06 -1.549554348836731e-08 -1.6183389822406797e-06 1.498743232460716e-08 5.556747367964135e-06 -2.9679739439452094e-05 5.6863046922453555e-06 -3.276814202197268e-05 3.840538940124932e-05 -3.838380167890912e-05 -1.2092841717126473e-05 0.0001576832580532087 5.358889272393063e-05 -0.00011890910882750561 -2.6256083150724496e-05 -9.351908083531013e-06 -2.759104188696397e-05 -6.138711383559128e-05 3.0292682275386006e-05 3.20199779426949e-05 0.00011465326070800958 -6.680052156889045e-05 -1.2001469102594622e-05 -5.275508689655157e-05 2.4145008556834225e-07 6.556260583979809e-07 4.486419564927977e-07 -1.1030905780850017e-06 2.107442459999101e-07 -6.618107325807356e-07 3.843895289520422e-07
age3 9.93898104778188e-07 1.772870345194402e-11 5.046303854521368e-07 4.819194299082397e-06 -4.876022356934817e-07 -1.549554348836416e-08 1.4639531005099992e-10 1.500004339951971e-08 -1.4197367822848103e-10 -5.3744047250017034e-08 3.3145268661085266e-07 -1.517448071804932e-08 2.926526480331376e-07 -4.2638931740784775e-07 3.386604646170596e-07 2.1087657448440695e-07 -1.308230389418296e-06 -4.5557862797771213e-07 1.028931189509772e-06 2.402689999384307e-07 7.177426219720277e-08 2.2978643959910709e-07 3.5162521776605627e-07 -3.2100350400995347e-07 -4.580812723531038e-07 -1.2013359851812772e-06 6.680291290120769e-07 3.383775882894877e-07 5.49937329517857e-07 -2.0372157513687523e-09 -6.1126234256179504e-09 -2.8662575936588467e-09 9.329634377398374e-09 -8.996801693793217e-10 2.2879952952251062e-09 -2.535737164916748e-09
age2_sex 2.1702384962969667e-06 7.152344849278807e-08 5.393963650545716e-05 0.001206891736080336 -0.00011392153848019264 -1.61833898223002e-06 1.500004339942401e-08 3.3131128651356147e-06 -2.9984916751476414e-08 -3.1569536266257237e-06 7.096047459369221e-05 8.690847758609033e-05 2.5579479782872462e-05 1.9744027192291847e-05 6.027005297204626e-05 9.677871672680871e-05 -0.0002698669643364966 -0.0001355344397747388 0.00015995189034279854 2.6910527096725738e-05 7.374633214285087e-05 -7.478474141007386e-05 -9.74317180824123e-06 -0.00019429264662451865 -3.429370916067259e-05 -0.00015110830866476327 0.00011598209767821818 -4.092521483511878e-05 -1.3912099534096482e-05 4.688818707250488e-07 -1.8262667039895081e-06 1.3277372154446906e-06 6.93955448214049e-07 1.732433183636027e-06 -6.155423153846025e-07 -2.5858913108545297e-06
age3_sex -7.447994847262756e-08 -4.658332676012493e-10 -4.870184459736578e-07 -1.0438694177735372e-05 1.0084403896847773e-06 1.4987432324510676e-08 -1.419736782276155e-10 -2.9984916751478757e-08 2.7686908161562884e-10 -1.5152432213447425e-09 -6.811981259580798e-07 -8.01312652050188e-07 -2.1245083491858003e-07 -7.103086897284094e-08 -5.526044685633867e-07 -9.241400251760985e-07 2.298326059811434e-06 1.1848292217543e-06 -1.356113095096702e-06 -2.5391467025935516e-07 -7.134116422308572e-07 5.444354894441774e-07 1.5962864402045366e-07 1.7295913251055502e-06 4.0954100725328207e-07 1.5482792708305675e-06 -9.944666291724544e-07 2.6041797202897155e-07 -1.0133002242404401e-07 -4.058700753054056e-09 1.796027995219954e-08 -1.3148622022030416e-08 -7.754469016516893e-09 -1.6187239066569975e-08 7.201432437752571e-09 2.3426705759127865e-08
PC_3 -0.004076250859355525 2.277204165642353e-05 -0.00019777145907795825 -0.0036214521316663066 0.00020881647685387988 5.5567473679764165e-06 -5.374404725015095e-08 -3.1569536267064697e-06 -1.515243220602809e-09 1.01807513043132 -0.14833138702098853 0.022220856663197987 0.1435034575732871 0.035734271970585936 0.04495987325833759 0.07395525918362911 -0.20666103478365838 -0.09556986784108581 -0.09917276116613792 0.21113187599450234 0.06144647431150558 0.309815578269677 0.03386141256926264 -0.5956122240272343 -0.1617324718315501 -0.04810912600346412 0.17019657455204906 -0.1939793354519967 0.425650102976879 0.0003108834460562886 0.0004793436047507436 -0.0013920071896493804 0.0003596992998078645 0.001350450769826795 0.0020916838927206053 0.002174997522092176
PC_4 0.001347250892024547 0.0007531241726611 0.001435978385431297 0.021898833952776798 -0.002244779445477166 -2.9679739439592498e-05 3.3145268661225116e-07 7.096047459441757e-05 -6.811981259646608e-07 -0.14833138702098642 3.1234194497145045 -0.0344305307063054 0.7027894566909068 -0.2159048250045855 -0.3078648296926582 -0.09639306949844122 0.0429719104275784 0.07839535881190962 0.25635081073672955 0.35957703437765426 -0.3311565230366741 -0.2954776322443534 0.35822411170341023 0.2339739827994803 -0.20510218161093086 0.05393240791048473 -0.15545140645720515 0.173072349406912 0.4385313073033746 -0.00012813122498812174 -0.0008722222296752596 -0.0012049060026941782 -0.0005677196760149879 0.0019368933768031296 0.0026727116022953407 0.0005296593190582
PC_5 -0.0040817989588240325 0.00015309234666624057 -0.0003232497121273361 0.02697081771467052 -0.00282347045323092 5.686304692819075e-06 -1.5174480723378414e-08 8.69084775854918e-05 -8.013126520446428e-07 0.022220856663204336 -0.03443053070633561 4.122011111175186 -0.22197633112711418 -0.3651214301975122 -0.5350615690516801 0.5052774035005395 -0.33271721830251433 -0.6045284017468155 -0.37657688845548964 0.14763610141951233 -0.24219508477615634 -0.22214118689888712 0.2190742041154571 -0.8327195862868175 -0.05725976934117473 -0.049007545278094936 -0.18744746837782397 -0.22581938372811963 0.5632252556815717 0.0017386156132965498 -0.0007024078922110158 0.0015227123243201123 -0.0010106363284673402 0.0008389360474767262 -0.0010105487483218084 -0.004291882745936341
PC_6 0.0015727882406076916 -0.0005271659877156795 0.0006458069524256607 0.015942418747552013 -0.0010946741465048396 -3.2768142021783896e-05 2.9265264803146356e-07 2.5579479782709127e-05 -2.124508349171234e-07 0.14350345757328886 0.7027894566908953 -0.22197633112711204 5.449198474596692 0.33689342981248077 0.43711349183943393 -0.41359972684753527 0.4102053205589101 0.19984356049074226 -0.19878847152621207 0.17973865896719177 0.9156303321725553 -0.9264458757355889 0.3755729432454536 0.6728425692400689 -0.1708119525376879 -0.02961780217356597 -0.3350312621380777 0.3181699502981495 -0.5725583099524324 -0.0006706103702360315 0.00038798344770023176 -0.0014134828645783427 -0.0007117984477407947 0.0017098898510588152 0.002228336957268252 0.002733018771974395
PC_7 -0.001837526645835892 0.00023387362673246443 -0.0005966123219385304 0.017319403521977913 -0.001119533040561219 3.840538940145386e-05 -4.2638931740980423e-07 1.9744027191966492e-05 -7.103086896986245e-08 0.03573427197058697 -0.21590482500459432 -0.365121430197519 0.3368934298124801 7.305848374130877 -0.03507515008884336 0.8688777587057506 -0.6796681819605105 0.7200199423553864 0.6083269474825721 0.3529514210992786 0.06795341565950624 -0.8156138118171893 -0.4884600313419316 1.000355721233493 0.3875866625923326 0.14572404420397359 -0.6336677791425835 0.11795053559819453 -1.051926065598614 0.0006007290408613954 -0.0009705247384375774 -0.0015101984740654524 -0.0005745927519095292 -0.0016905364587217347 -0.00010146135883565354 -0.00013125353375507346
PC_8 -0.002954286262482688 -0.0006247504648438448 0.000812288216971133 0.02335487264753785 -0.002075096433345557 -3.838380167860802e-05 3.386604646143062e-07 6.0270052971860063e-05 -5.526044685616087e-07 0.04495987325834494 -0.3078648296926778 -0.5350615690516711 0.43711349183943493 -0.03507515008883903 8.061186467827794 0.9113664234546398 0.09241411530919938 0.6340033615773585 0.5910356332093158 0.042737004387765315 0.18054032922688526 0.7067157855763557 -0.48692807047721665 0.5475365245376359 1.0988764026190505 0.2166715524493266 0.43992866697306277 0.42653454773803257 -0.49272430186494875 -0.001138679364559636 -0.0004495414398623002 -0.0011281962827574795 -0.0029291403318523123 0.003279873441173489 0.00190223221837551 -0.00014623301566071026
PC_9 0.004597265528117903 -0.00010291556317510711 1.450186133966564e-06 0.03136648956047051 -0.0031093214042879824 -1.2092841716444434e-05 2.1087657447810084e-07 9.677871672621939e-05 -9.241400251705983e-07 0.07395525918363662 -0.09639306949847483 0.5052774035005457 -0.41359972684753704 0.8688777587057597 0.9113664234546359 10.22542999983788 0.8182260866758824 0.0940959610016927 -0.6844612623183757 0.6513023100931951 0.0827964441388506 -0.013574481973991604 -0.4578454263084062 0.07950814150185571 -0.7185866068584091 -0.44101028567726747 0.25547281893654955 -0.6890067872042641 0.9113367577881731 0.00027299172948842023 0.0015452275617829348 0.0013094766168604108 -0.00569453338509331 0.0004783637489943366 -0.003350584246649281 7.151403433141775e-05
PC_10 -0.0038917742679940655 -0.00026251891913174527 -0.0062179481699769406 -0.11209336066419928 0.009897581600305664 0.00015768325805276347 -1.3082303894144653e-06 -0.00026986696433723193 2.2983260598179427e-06 -0.2066610347836634 0.04297191042762014 -0.33271721830257955 0.4102053205588878 -0.6796681819605376 0.09241411530917305 0.8182260866758132 13.48072204100011 1.7992421012938895 -0.9587389063056106 -0.26265606892260557 -0.2972693019694251 0.4426634657813775 0.34884882861082994 0.41724768737918105 1.0678653143535166 0.6631696476700395 0.30768879573538616 -0.3790493249069327 -1.3143366073820817 0.000983178590415086 -0.0011145059854994039 -0.0008372147334692132 0.0016708328978156117 -0.00042117470627568384 -0.00027163895569363934 0.002095311211639043
