 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0001481738193974184 -2.785261558747717e-07 3.5943725856373824e-05 0.00024965232526723036 -3.575365629632318e-05 -1.3304770066465661e-06 1.4188013638579158e-08 1.3180537127632016e-06 -1.407848935118274e-08 -3.310779262020315e-05 -3.487492176433841e-05 -5.973005044809731e-05 -1.5805025076093622e-05 0.00013880847233700423 -0.00011367836687806556 -3.0753630530668674e-05 -6.019233552219377e-05 -7.989763648703357e-05 -8.940625529800382e-05 6.787410952028126e-06 -0.00012402993335770682 -5.4919892364914866e-05 -5.336448700511592e-05 -8.72760651414554e-05 -8.168854935832312e-05 -3.7504571604413086e-05 -9.656419594439768e-05 -8.504940462183664e-05 0.00018594411228842545 -5.749973322631125e-07 5.89137758647595e-07 1.2345831033695457e-06
yob -2.7852615587366834e-07 1.957079130765169e-07 1.8037827637697135e-07 1.013616326498402e-06 -1.3835307179404824e-07 -1.0854906815592215e-09 1.0541631418647493e-11 4.13867467339488e-09 -3.191174637879372e-11 -2.5015197679879025e-08 2.1608898833933796e-05 7.776965486528863e-06 -1.3361797680930257e-05 -4.801929478453808e-06 -7.380671309186979e-06 -6.083101132742274e-07 -8.1474954737502e-06 1.2155738619724031e-05 -4.4922692124197005e-06 -1.2532226105341637e-05 1.3189329812001195e-05 -1.048327810564258e-05 -4.840864133446532e-06 1.8714768047374165e-05 7.233637114767985e-06 -1.4497812604726938e-06 -2.1920244352259267e-06 1.1497364391332372e-05 -2.5272609206402807e-05 1.0940492352403659e-08 2.1416464005490918e-08 3.936335241431317e-08
age 3.5943725856482726e-05 1.8037827637616945e-07 4.931480329502996e-05 0.0004453509104460161 -4.878258923632239e-05 -1.4412678346449108e-06 1.2367609119783629e-08 1.434825987962329e-06 -1.2332911871726304e-08 -1.0565319508786553e-05 7.454616786942767e-06 -1.7940340400708412e-05 -1.9061167625572473e-05 -2.2589486585094547e-05 4.69342222309768e-06 -8.1446694261681e-06 -1.5982887798831525e-05 -1.1548515128703326e-05 -1.0778337766147053e-05 -1.4323211667680848e-05 3.1411443914455983e-06 -2.245955008344264e-05 -8.161773121525928e-06 -3.8126052287822295e-06 2.448824022677698e-05 -4.68941061503903e-05 -3.7200535956271974e-05 -1.4516365758197985e-06 3.366504681551007e-05 -1.0602139696674775e-07 1.4563250260209e-07 -2.486254956432047e-07
sex 0.0002496523252678686 1.0136163264902352e-06 0.00044535091044550724 0.006412367892217591 -0.0005707961367541251 -1.2201428186395443e-05 1.0028972224861206e-07 1.482899594443547e-05 -1.171181626239327e-07 -3.406837572052846e-05 -0.0002064258661752498 -0.0002828668935972249 -3.0804842068857316e-05 -0.0005618154130863294 0.00014737790861670368 0.00011471267100725117 0.00010095877406625098 -0.00018116221364513347 -0.00024188265701569645 -0.00018135834683806717 8.030198736744138e-05 -0.00040694837379349726 7.259237641632102e-05 -0.00011083457608059238 0.00018296012943645694 -0.0003121365837311565 -0.00027185030321952167 -5.8392438948285474e-05 2.6862221721209167e-05 -1.7359789101003418e-08 9.851760597133641e-07 -5.922182856069732e-06
age_sex -3.575365629639506e-05 -1.3835307179310542e-07 -4.878258923626618e-05 -0.0005707961367541162 5.8256656023086304e-05 1.4308443038240136e-06 -1.229450348822314e-08 -1.6416365544334193e-06 1.3697694516935995e-08 2.5072511887191717e-06 9.919140765402042e-06 2.7497267435247356e-05 5.007043902861347e-07 4.941785744993713e-05 -2.616526989040088e-05 3.962831774277532e-06 -3.799226141157177e-06 2.331012105790909e-05 1.3155305930186224e-05 2.5522405181764843e-05 -7.381919456216907e-06 3.632872016411226e-05 -1.0260697559042882e-05 1.2422975197452351e-05 -2.6711456026915268e-05 3.2899382303904786e-05 2.765371051892635e-05 -2.1004762323762933e-06 -5.465332320589601e-06 6.681703017147819e-08 -6.703431876098617e-08 4.796609214160947e-07
age2 -1.3304770066495595e-06 -1.085490681533012e-09 -1.4412678346442686e-06 -1.2201428186404751e-05 1.4308443038250042e-06 4.4336605339045397e-08 -3.9433766197009273e-10 -4.4158200018190696e-08 3.933057776642688e-10 2.2663225697013e-07 2.5744128229881157e-07 6.714207784576421e-07 1.9570008270434997e-07 9.429800773415389e-07 -5.29326684665803e-07 3.8341637315920244e-07 3.1318846704831684e-07 6.970638977118331e-07 -1.0851978924113045e-07 4.4133396874579217e-07 6.688914460082689e-09 5.598685770569537e-07 7.250349849031784e-08 3.7857034845217803e-07 -7.068014968173454e-07 1.2778302417159605e-06 8.798012247452678e-07 -1.4780849194492942e-07 -1.062677386946892e-06 3.360823666993449e-09 -3.1958116614961417e-09 6.212280815772327e-09
age3 1.4188013638600132e-08 1.0541631418396912e-11 1.236760911977341e-08 1.0028972224864747e-07 -1.2294503488226819e-08 -3.943376619699562e-10 3.610982815545154e-12 3.9310495308598204e-10 -3.603754181726376e-12 -1.8835296887091926e-09 -1.0034567133138741e-09 -5.576472513714033e-09 -1.550573594019281e-09 -8.743287539820097e-09 4.5564566048626684e-09 -5.2501743398902275e-09 -3.52656503425729e-09 -6.508895968834574e-09 2.522495231088654e-09 -5.797129402680973e-09 2.5498025007085687e-10 -5.519286126798327e-09 -8.762538306652394e-10 -2.008717620053787e-09 6.542207855326272e-09 -1.0838552780385117e-08 -7.1639836707242065e-09 4.104397079578774e-09 6.3033392632703395e-09 -3.006068941282153e-11 2.701755114484385e-11 -3.8522323231235836e-11
age2_sex 1.3180537127651998e-06 4.1386746733655134e-09 1.4348259879604597e-06 1.4828995944433311e-05 -1.6416365544331857e-06 -4.41582000181555e-08 3.931049530858205e-10 4.8970517702019395e-08 -4.261458542986623e-10 8.161054013614753e-09 -1.850978795226337e-08 -7.064314604070706e-07 -6.118467414948366e-08 -1.4254246011857814e-06 8.224121438762707e-07 -3.899574367782785e-07 -1.6765922751611677e-07 -6.757315437972105e-07 -6.485497376005881e-08 -8.786098025474437e-07 2.7177574603960217e-07 -1.0072916592429485e-06 2.7611805267750024e-07 -1.9578899163002017e-07 1.0262301724284396e-06 -9.927027687109356e-07 -7.571281544990776e-07 3.5374718447477266e-07 -8.568580972163428e-08 -2.109782105018233e-09 1.9226679816960607e-09 -1.0373350658966977e-08
age3_sex -1.407848935119937e-08 -3.191174637852151e-11 -1.2332911871707983e-08 -1.1711816262389389e-07 1.3697694516931604e-08 3.933057776638984e-10 -3.603754181724402e-12 -4.2614585429859035e-10 3.835018327552892e-12 -5.8057607784296396e-11 -1.2741932246293122e-09 5.8034593321058855e-09 4.278926744033713e-10 1.1629022386676402e-08 -6.7361225583400875e-09 5.832859060907966e-09 3.1363055872049128e-09 6.05352081641725e-09 -1.7032182168965155e-09 8.388043645961536e-09 -1.9426033493193393e-09 8.103509191743965e-09 -1.8439370677099688e-09 4.5174884095349597e-10 -9.471616761454719e-09 8.846020746316342e-09 6.384868164730891e-09 -5.24699743380797e-09 1.9888709619496826e-09 2.0576845049723367e-11 -1.939026228634901e-11 6.258223653175769e-11
PC_3 -3.310779262025042e-05 -2.5015197679954464e-08 -1.0565319508841262e-05 -3.406837572116217e-05 2.5072511887856244e-06 2.2663225697178347e-07 -1.883529688723748e-09 8.161054011697107e-09 -5.805760776798666e-11 0.04566512117816081 0.0011571922198840901 0.0018715118327687053 0.0023071076624780113 -0.005995468372684987 0.003205694943992527 0.006286791536062942 -0.005521298628877703 -0.002888963892820099 -0.0020831140931630273 0.004147014138723782 0.006847197614343789 0.006418182187026797 -0.0038961596810344282 -0.01602846560344054 -0.0021309628248006606 -0.0008397196597259255 0.00487393924619118 -0.0036393028229939326 0.011267903203756884 -1.861337418039874e-06 7.119425176845711e-05 6.746029375952405e-05
