 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.80076283574908e-05 1.8638876057107426e-07 -4.541425163885738e-06 -3.4873709379160505e-05 2.2465927542937154e-06 8.780597415388262e-08 -4.85903805860376e-10 -4.4769589578664595e-08 2.817283764381781e-10 2.9718016571949735e-06 3.80471146191606e-05 -0.00015725914335316786 2.1350783083822996e-05 0.0002259706190959645 -8.791680226648972e-05 9.203675490002929e-06 -0.00013401886672516775 6.859256123045912e-05 -0.00025580967019272837 -9.961096347262353e-05 -5.323600399274508e-06 -0.00012365844790618332 2.0367075683754765e-05 -0.00012452153168117998 0.00011574528231344347 7.259174460764443e-05 -9.400378439826143e-06 -7.710932259552039e-05 2.690751352204664e-05 -6.609175111246551e-07 3.37870963627301e-07 1.017146984375556e-06
yob 1.8638876057109517e-07 1.3121397434638966e-07 3.021222408967393e-07 1.3186184581587585e-06 -9.702590741320115e-08 -2.11814635815527e-09 3.314562995239067e-12 1.2850029996662632e-09 -3.19517608001276e-12 -5.045744537294263e-07 1.0702564471487581e-05 -4.960223141174685e-06 -9.92962257884067e-07 5.841104797197071e-06 -5.708505616558579e-06 -2.5201138851433287e-06 -5.60760951862996e-06 5.54113937166689e-06 -8.888827954935411e-06 -5.983666990326858e-06 5.576311940301842e-06 -4.602179404096915e-06 -2.7466336985807353e-06 9.273426783715708e-06 5.2173280013067795e-06 1.973968526888067e-06 -1.3092739790078063e-06 2.625902172109975e-06 -1.6497457670221757e-05 -1.0830983464422445e-08 1.4336962547708083e-08 4.1376649477494586e-08
age -4.541425163903748e-06 3.0212224089751636e-07 6.642263214201715e-05 0.0009789306715775865 -6.531300260802121e-05 -1.3369664381567052e-06 8.416195861341536e-09 1.3224920694347494e-06 -8.338044338686992e-09 -6.621402094564781e-07 2.0772032312791637e-05 -6.653843658509918e-06 3.873901158772433e-06 7.35633513807702e-05 -2.7394300650217388e-05 1.4541612541126955e-05 -2.4927959820366507e-05 9.290511753752484e-06 1.3219058683852531e-05 -1.1331443027304145e-05 -1.5335500364891032e-05 -8.32052741180918e-06 -4.940248369330512e-05 -1.7265201927980686e-05 3.2453064778114895e-05 -9.432197882856259e-06 -2.3578212595115456e-05 -2.8609690413941563e-05 2.8962748738462217e-05 6.907124581466083e-08 -6.215340426118858e-08 -1.0939475764189e-08
sex -3.4873709378988496e-05 1.3186184581944108e-06 0.0009789306715792048 0.02558942923086555 -0.001671542912029867 -1.935551605654899e-05 1.1995937439520538e-07 3.3386799254796795e-05 -2.0831219005576708e-07 5.7168458956142675e-05 0.00034545395293398206 0.000591971194738902 0.00014881175364129983 0.0002639999952790542 -0.0003025779456026483 0.0004729916787411459 -0.000575178440361787 7.359267356710595e-05 0.00027922159894605764 -0.0005111797237289425 4.708664898154025e-05 -0.00025866784562824583 -6.631349320516349e-05 -0.0003397602013237327 0.0002572595737726455 0.0005516105164000948 0.00028093736627856237 -0.00011365053487973546 7.145006189414e-05 1.4759762129550121e-06 -4.92582501002799e-06 -1.678974202089035e-06
age_sex 2.246592754318509e-06 -9.70259074145178e-08 -6.531300260814099e-05 -0.0016715429120300969 0.0001125797179101072 1.3210854776948248e-06 -8.333167870194745e-09 -2.299260214120908e-06 1.4595976225014391e-08 -6.436322546841954e-06 -7.420855935676505e-06 -2.3193470020114585e-05 -6.462035426198839e-06 -1.4772805942897055e-05 1.2544048185732194e-05 -3.3593090615718964e-05 2.6678613711725185e-05 -4.8258472691560166e-06 -2.2823074331891494e-05 3.320853891602256e-05 8.192890329862956e-07 1.1543845551397906e-05 4.613456937534767e-06 3.185162351039287e-05 -1.646756457795072e-05 -3.9507346296013945e-05 -1.6970793391371507e-05 1.7850932588679543e-05 -2.213628248186595e-05 -8.174466540092479e-09 3.002395905781452e-07 2.444886133622672e-07
age2 8.780597415427674e-08 -2.118146358171811e-09 -1.3369664381568371e-06 -1.9355516056518855e-05 1.3210854776925425e-06 2.755522362373877e-08 -1.7662291895056626e-10 -2.728517673429656e-08 1.7498597940431308e-10 5.994673689345288e-08 2.4708775133362957e-07 3.936666643917043e-07 2.9601677108902572e-08 -1.1785989094600486e-06 2.3516805224997984e-07 -3.659845719092769e-07 2.1077395679524628e-07 -8.408295989636057e-08 -5.284214039864342e-07 2.784254894105664e-08 3.5998143517060757e-07 -3.933340894197744e-08 1.100307267738699e-06 7.436086515604032e-07 -5.073787457382013e-07 2.5821102708429153e-07 4.711271630682873e-07 6.749521429064794e-07 -1.3637097660428732e-06 -5.033301177093626e-10 1.1216292316667862e-09 1.2463329257347513e-09
age3 -4.859038058635064e-10 3.3145629953025e-12 8.416195861342934e-09 1.199593743950243e-07 -8.333167870180923e-09 -1.766229189505786e-10 1.1499103600943018e-12 1.7496428375024163e-10 -1.139179421251363e-12 -1.0314919545117437e-09 -3.3236840255827242e-09 -4.519986055575627e-09 -6.316421400371945e-10 7.524617249783753e-09 -9.077114518912462e-10 2.2548459394170036e-09 -8.095751258488487e-10 6.803577060945327e-10 3.093454699522782e-09 2.106226461289422e-10 -2.0183350588673294e-09 7.260257115862064e-10 -7.928173050801968e-09 -6.200590314645405e-09 3.3308709580814148e-09 -1.7169926615441644e-09 -2.9198886876529706e-09 -4.570948218400803e-09 1.1143873839883607e-08 -2.8271154167889803e-12 -5.732749595807415e-12 -1.0988524466663466e-11
age2_sex -4.4769589579398966e-08 1.2850029996862148e-09 1.322492069437392e-06 3.338679925480514e-05 -2.2992602141211533e-06 -2.728517673434737e-08 1.7496428375055056e-10 4.786225909934695e-08 -3.0883790531832026e-10 1.6010082271071006e-07 -6.194680387048526e-08 1.907963698877865e-07 7.880549063894418e-08 2.5693208787092326e-07 -1.473863422865356e-07 7.224886691494612e-07 -4.094377158904537e-07 8.324740501027404e-08 5.304578476458438e-07 -5.71615104758982e-07 -7.50901188178869e-08 -1.248809429143293e-07 -1.4983490779110304e-07 -7.727207644613811e-07 3.988359061675657e-07 8.394424508910297e-07 3.316173858563653e-07 -5.757853119619329e-07 6.921823505329334e-07 -1.0922229835491311e-09 -5.660769403938396e-09 -6.125983480046883e-09
age3_sex 2.8172837644428223e-10 -3.195176080229309e-12 -8.338044338704869e-09 -2.0831219005583712e-07 1.4595976225017114e-08 1.7498597940465698e-10 -1.1391794212534586e-12 -3.0883790531834414e-10 2.023115481569038e-12 -8.534107530795092e-10 1.4293595698189956e-09 3.180399028592019e-10 -3.116798523960644e-10 -1.5675825547814498e-09 4.4059450621903177e-10 -4.707981517062794e-09 2.1012405524731197e-09 -3.0196077218060586e-10 -3.63461414867162e-09 2.694562700771829e-09 8.055061997628102e-10 6.988410484820911e-11 1.3482879092166845e-09 5.424527440952675e-09 -3.139416917227816e-09 -5.438408044210085e-09 -1.9963215847703332e-09 4.7733528249000835e-09 -5.5531494493293946e-09 1.4038040282726833e-11 3.379568343034029e-11 4.17008015467097e-11
PC_3 2.9718016571929673e-06 -5.045744537292961e-07 -6.621402094293213e-07 5.716845895674041e-05 -6.436322546882344e-06 5.994673689290187e-08 -1.031491954508243e-09 1.6010082271153777e-07 -8.534107530848075e-10 0.04047929317947255 0.002442136229741969 -0.003094536887877663 0.003095204402000539 -0.008864582927413807 0.002154247879578358 0.0014643817643549754 -0.008067313342110985 0.0017338411521491842 -0.008764408104031937 -0.0004974364072476495 0.01468759438890117 0.003153150825033471 -0.003659354370921855 -0.018976278102494148 0.002451737957806589 0.0017171633947146358 0.002606356878090572 -0.0020930081924446513 0.008128433441086054 -2.333867271282078e-06 7.431380874505277e-05 6.990207468565361e-05
