(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00397649373579483 0.00208816284658128 -0.00101745150307616 0.00225519840005614 0.000139751114293086 0.000118275397487717 0.000290186254144349 -0.000205065003560821 8.70950829704699e-05 0.000162484800093076
covarage 0.00208816284658128 0.00458284705549844 0.00458372463698578 -0.0073442734712194 -1.9892729484018e-05 0.000171183204098522 4.93208055622491e-05 -8.33807570376751e-05 -4.94337811430826e-05 0.000149940755547798
covarsex -0.00101745150307616 0.00458372463698578 0.0121255730167008 -0.0180159918475009 1.62826530626596e-05 8.87843887506901e-05 0.000114160323120827 -1.12426356291334e-05 2.78282795773858e-05 -7.39817964130807e-05
covarage_sex 0.00225519840005614 -0.0073442734712194 -0.0180159918475009 0.0295134337515131 1.08426491062187e-05 -5.85712536764752e-05 -7.57247825607998e-05 -4.16248015545871e-05 4.87389339359374e-05 8.93413095245965e-05
covarPC_3 0.000139751114293086 -1.9892729484018e-05 1.62826530626596e-05 1.08426491062187e-05 0.00128229822073574 8.06134920808053e-07 6.32570876698951e-05 -9.95471522633896e-06 8.16965542121456e-05 8.05248032010743e-05
covarPC_4 0.000118275397487717 0.000171183204098522 8.87843887506901e-05 -5.85712536764752e-05 8.06134920808053e-07 0.00133247005966684 2.65314422665733e-05 -3.54226341597459e-05 4.95155936582464e-05 -1.10188499412161e-06
proband 0.000290186254144349 4.93208055622491e-05 0.000114160323120827 -7.57247825607998e-05 6.32570876698951e-05 2.65314422665733e-05 0.00156943560569082 -0.00082794396408639 -4.82423909464092e-05 4.91984310368723e-05
paternal -0.000205065003560821 -8.33807570376751e-05 -1.12426356291334e-05 -4.16248015545871e-05 -9.95471522633896e-06 -3.54226341597459e-05 -0.00082794396408639 0.00860430430425636 -0.00692140929640105 -0.00656096904478918
gpp 8.70950829704699e-05 -4.94337811430826e-05 2.78282795773858e-05 4.87389339359374e-05 8.16965542121456e-05 4.95155936582464e-05 -4.82423909464092e-05 -0.00692140929640105 0.0271422491394416 -0.0136940727168045
gmp 0.000162484800093076 0.000149940755547798 -7.39817964130807e-05 8.93413095245965e-05 8.05248032010743e-05 -1.10188499412161e-06 4.91984310368723e-05 -0.00656096904478918 -0.0136940727168045 0.0261509814395667
