(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000128927303417588 -1.45414198222714e-05 2.06519812883998e-05 -1.33173874228654e-05 5.18816121618984e-06 -1.81660514861386e-06 -1.14619258969957e-05 -1.32301151267418e-05 1.83494551223522e-05 2.11711653108028e-05
covarage -1.45414198222714e-05 0.000392672560535034 0.000589285968200164 -0.000609005916511447 -1.04751217829697e-05 1.73685280698955e-05 -1.74387591505621e-07 8.31618654973949e-07 1.0653342754896e-07 7.76492235551848e-07
covarsex 2.06519812883998e-05 0.000589285968200164 0.00166655162051492 -0.0016336519020911 -7.08029852330327e-06 3.76981595327032e-06 2.07561675663773e-06 8.06329117523962e-07 4.19012137819955e-06 1.23250615033138e-05
covarage_sex -1.33173874228654e-05 -0.000609005916511447 -0.0016336519020911 0.00173801136225413 1.41768277633133e-05 -2.77576895839941e-06 7.82268951672334e-06 -9.872831069184e-07 -2.56211163436315e-06 -9.12842416054845e-06
covarPC_3 5.18816121618984e-06 -1.04751217829697e-05 -7.08029852330327e-06 1.41768277633133e-05 0.000110365235714028 4.41732975000863e-06 -2.08398557088466e-06 -3.93373921145639e-06 1.94498351459228e-05 1.13795461347595e-05
covarPC_4 -1.81660514861386e-06 1.73685280698955e-05 3.76981595327032e-06 -2.77576895839941e-06 4.41732975000863e-06 0.000123265641456811 -1.88653984056592e-06 -2.97877890870091e-06 4.53394473168628e-06 4.11981132199893e-06
proband -1.14619258969957e-05 -1.74387591505621e-07 2.07561675663773e-06 7.82268951672334e-06 -2.08398557088466e-06 -1.88653984056592e-06 0.000406286413101819 0.000211505615795303 -0.000408070969325793 -0.000375340728487253
sibling -1.32301151267418e-05 8.31618654973949e-07 8.06329117523962e-07 -9.872831069184e-07 -3.93373921145639e-06 -2.97877890870091e-06 0.000211505615795303 0.000467746674236031 -0.000449190617522649 -0.000417547357027462
paternal 1.83494551223522e-05 1.0653342754896e-07 4.19012137819955e-06 -2.56211163436315e-06 1.94498351459228e-05 4.53394473168628e-06 -0.000408070969325793 -0.000449190617522649 0.00157453054721682 -0.000324564654901589
maternal 2.11711653108028e-05 7.76492235551848e-07 1.23250615033138e-05 -9.12842416054845e-06 1.13795461347595e-05 4.11981132199893e-06 -0.000375340728487253 -0.000417547357027462 -0.000324564654901589 0.00149616663208726
