 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.001324283373885442 -3.1335824288593765e-06 0.00023797470534071052 -0.0002410245906871947 -4.3190451165733975e-06 -8.212624405804524e-06 8.364601427769724e-08 7.86993413635043e-07 -1.1948727092920228e-08 -0.0009054833269620888 -6.368326570023596e-05 -0.0002824159423298046 0.0008576761098031221 0.0005653144782756384 -0.00039065760805323573 -0.0011827805992502339 -0.0004448656933872724 -0.0007117648180295364 -0.00099849102343657 -0.0005452253059549969 -0.00022035739665799523 -0.0007852088523785008 0.0004860019855233674 -0.0005778620084142524 -0.0006831925707949044 -0.00016236837753906327 -0.0009172884955770328 0.0006818808024554245 0.0012054150984364253 2.154561431972868e-06 -1.2481736312512665e-05 6.4544567754053665e-06 1.4019876790919312e-05
yob -3.1335824288589013e-06 1.0277235127265125e-06 1.0544541525255021e-06 6.37988899618838e-06 -8.105355508733214e-07 -6.164232279885546e-09 3.425962786143921e-11 1.9677250545559732e-08 -1.3048971339943168e-10 1.2487332870179863e-05 0.00014446328259716122 3.186313888586234e-05 -9.514680320004578e-05 3.4430739703348765e-05 -8.759660520505722e-05 -1.7984731852422288e-05 -6.187583749517784e-05 8.518864386656106e-05 9.856278054536527e-06 -7.996627655916039e-05 6.29524080001205e-05 -7.936950070948852e-05 -1.5429760469859415e-05 9.153256956941659e-05 5.556711767895947e-05 -1.1745636685986717e-05 -1.5258193873727753e-05 4.512827275241221e-05 -0.00014571185777877518 1.1940105712080264e-07 -5.251034668632848e-07 8.40991604335306e-08 7.333925344061564e-07
age 0.00023797470534161095 1.054454152522779e-06 0.0002726924080094607 0.002950775938083746 -0.00027144201514793233 -7.498480465860939e-06 6.36118261391502e-08 7.485961755333299e-06 -6.349715611349263e-08 -9.987053241561899e-06 -0.000100206879152907 -0.00030583438941867564 -0.00019596551598413767 -0.0002947228326438583 -8.775757479486174e-05 -0.0002832631460106527 -0.0006672520572511963 -0.0003526895852496132 0.00011837306093567335 -0.0001644327453475321 6.816519604189231e-05 0.00022536142086992044 -3.822041438361775e-05 -2.478278801326941e-06 -0.00024707190028905876 -0.00022172279464192384 -0.0003371086000283597 -6.69622170500303e-05 0.00045120563900793287 7.054362682714922e-07 -5.663858355216922e-06 -6.6402643420436275e-06 1.7610512463753584e-05
sex -0.00024102459066425815 6.379888996089264e-06 0.0029507759380941415 0.07199171108547237 -0.006027350976445051 -7.691588000225911e-05 6.26280932392579e-07 0.00015564526725710958 -1.2577792688936287e-06 0.002312312881837335 -0.0003167576798580011 -0.006744658108804821 -0.0021079605491701944 -0.005189636965043832 0.001161844965475856 0.0006213520846141597 -0.005774461526166408 -0.009903752793445693 -0.0016683417541102114 -0.004490438852958597 0.0026954871525503277 0.00267855277274517 -0.0063652746152504675 -0.004855737308766954 -0.003806233145922489 2.0130663929678496e-05 0.004296459432211863 0.0027553599680186992 0.0005536235817857023 1.2523058772040017e-05 -6.966578584973818e-05 -0.0002115879627271579 0.0003398708542711854
age_sex -4.319045118671325e-06 -8.105355508673901e-07 -0.00027144201514885704 -0.0060273509764438085 0.0005368724137507864 7.472975967482445e-06 -6.341544083304883e-08 -1.4519964485278897e-05 1.2158160241915507e-07 -0.00018774989438879872 7.946246508172966e-05 0.0005367659152632369 0.000191248645824307 0.0005009235674209161 -0.00010172117232250425 6.26211210274553e-05 0.0005462453207754671 0.0008777760316839984 7.537869106411385e-05 0.00046532496144203133 -0.0002851350587667799 -0.00019094402445691915 0.0005910461212091611 0.00042179838530018144 0.00032396058822681034 0.0001820174601966248 -0.00017092600835331517 -8.909627777885023e-05 -0.0001045069888296271 -7.40180329912832e-07 6.865563967785815e-06 1.5387385522824233e-05 -2.7976321619286956e-05
age2 -8.212624405832495e-06 -6.164232279772518e-09 -7.4984804658609176e-06 -7.691588000195098e-05 7.472975967455067e-06 2.1582896227010162e-07 -1.894094468802581e-09 -2.1523316372866675e-07 1.8889405805204695e-09 8.021936021678928e-07 7.085996354886952e-06 7.85661664989824e-06 1.7188164269339447e-06 1.030756524611467e-05 -5.816368621326532e-07 9.326448308539776e-06 1.60147203740941e-05 1.297969799400391e-05 -4.270548576529634e-06 5.028292677759795e-06 -2.2102642635162885e-06 -6.2139628180314035e-06 2.464227438682291e-07 2.407478783941769e-06 9.423498271298414e-06 7.963562517105585e-06 8.84690195335834e-06 2.028081955329833e-06 -1.3161239749669632e-05 -1.714831671797059e-08 1.3940174394599293e-07 1.7033257699836554e-07 -4.510082773000407e-07
age3 8.364601427794759e-08 3.425962786049813e-11 6.361182613915045e-08 6.262809323898204e-07 -6.341544083280381e-08 -1.894094468802593e-09 1.7087047561172437e-11 1.8889810590294706e-09 -1.704120422209387e-11 -1.2503530947974695e-08 -5.873793062588986e-08 -5.838853349557269e-08 -4.262171096503685e-10 -9.144946226087745e-08 9.932835052610595e-09 -9.318638625314521e-08 -1.3257068317159267e-07 -1.1997993675668976e-07 3.328172973848567e-08 -6.25252756003123e-08 3.1941621728435276e-08 4.007535038220058e-08 -2.6235953399816348e-09 -1.8677035055928173e-08 -9.631027813948374e-08 -8.668257305783003e-08 -7.87409705441388e-08 -9.278123283930356e-09 8.832935019446422e-08 1.7089391954232392e-10 -1.149619791630193e-09 -1.2960790289118966e-09 3.642630705733633e-09
age2_sex 7.869934136971461e-07 1.9677250545185572e-08 7.485961755358485e-06 0.00015564526725704925 -1.4519964485276527e-05 -2.1523316372941622e-07 1.8889810590361844e-09 4.077936097052585e-07 -3.5199330122261885e-09 4.501760316270191e-06 -3.0231946316463702e-06 -1.2472401103224003e-05 -4.825558793577078e-06 -1.4561304343354924e-05 2.9132879342026566e-06 -3.2562060018131367e-06 -1.560804226331415e-05 -2.4317014690203014e-05 -1.1929733096299934e-06 -1.3920828597257257e-05 8.483172388802194e-06 4.7028833909526906e-06 -1.7301294391143664e-05 -1.0215770341347567e-05 -1.0266598016343239e-05 -9.586729295869705e-06 1.1245046609141742e-06 -1.1175781009333436e-06 2.420131501060937e-06 2.111565453175679e-08 -1.9134009780279038e-07 -3.4745404532995836e-07 6.988874634816085e-07
age3_sex -1.1948727093441914e-08 -1.3048971339863758e-10 -6.349715611370684e-08 -1.2577792688929477e-06 1.2158160241911976e-07 1.888940580526813e-09 -1.7041204222150708e-11 -3.519933012225768e-09 3.1174114161736794e-11 -3.2187171390673916e-08 3.137238015766669e-08 9.050655817233894e-08 3.170461477557492e-08 1.3124037149743e-07 -2.564493149701443e-08 3.094002510496749e-08 1.366823155817033e-07 2.0918610838100008e-07 1.0658551391571824e-08 1.2830591402149237e-07 -7.699433597578628e-08 -4.020523335566175e-08 1.5609160334617644e-07 6.844739556498743e-08 1.1082942895700031e-07 1.176469214949421e-07 1.4269668874208126e-08 3.629097456574335e-08 -7.753607185376145e-09 -1.9351254404603799e-10 1.5900194787178357e-09 2.506670503952499e-09 -5.436013494979343e-09
PC_3 -0.000905483326961446 1.2487332870176726e-05 -9.987053240991097e-06 0.002312312881844325 -0.00018774989438948676 8.021936021509525e-07 -1.2503530947822478e-08 4.501760316290308e-06 -3.218717139085328e-08 0.2250795797457264 -0.012685508821194912 0.0052349896338984596 0.026751325614959267 -0.008763637923609815 0.02291515245743777 0.01856930247883445 -0.04990515767802366 -0.039936572688717954 -0.008278079719547863 0.026276855530050353 0.004598395506672646 0.05470974195083752 -0.01897099825295728 -0.1175697953818123 -0.03537430519465876 -0.010490580750465292 0.03585448997649454 -0.02427194004171191 0.07368869868890575 0.00018768863748425067 4.6201541386200796e-05 0.0001510677004807374 0.00021756223763079246
