 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.0001485601289132313 -2.810390671486188e-07 3.605090390023598e-05 0.00025052588691646906 -3.586845075834279e-05 -1.3343904511850401e-06 1.4229039815824447e-08 1.3220715585884302e-06 -1.411999685900784e-08 -3.6120474864417834e-05 -3.6194755348336666e-05 -6.0474350653429305e-05 -1.7859053522051885e-05 0.0001408836638976799 -0.00011353500055794623 -3.109427000077505e-05 -5.994199790774514e-05 -7.955302351740103e-05 -8.828774455709776e-05 8.017812446866617e-06 -0.0001239868853447637 -5.4956678346382857e-05 -5.54596243812741e-05 -8.71736474000725e-05 -8.15584296674765e-05 -3.714004510231303e-05 -9.735888669455622e-05 -8.428494776588104e-05 0.00018380629206720113 2.450224781896097e-07
yob -2.8103906714937546e-07 1.9627002695098537e-07 1.811259160873798e-07 1.0217200335569642e-06 -1.3915756708143242e-07 -1.0929805362369933e-09 1.059191821861206e-11 4.158865798184462e-09 -3.2046901853970113e-11 -1.2366885900109292e-07 2.1634231275374763e-05 7.782348871711159e-06 -1.346597819259114e-05 -4.760813684903375e-06 -7.385942033326747e-06 -6.194602235569498e-07 -8.15903276316387e-06 1.221077032462247e-05 -4.459366347404603e-06 -1.2526373542780195e-05 1.3241481959611173e-05 -1.0509387604764859e-05 -4.919813629671644e-06 1.8785121205140306e-05 7.268099522372388e-06 -1.4386367536064094e-06 -2.2139319366971876e-06 1.1567875632079473e-05 -2.5437075502219955e-05 3.841722529687729e-08
age 3.60509039002672e-05 1.8112591608823115e-07 4.9452403092384294e-05 0.00044655781817958033 -4.891663583207574e-05 -1.4452983869943877e-06 1.2402288136139589e-08 1.4388016192862086e-06 -1.236728273307979e-08 -1.041616951339177e-05 7.609193196046253e-06 -1.7901517791773332e-05 -1.9030831694441357e-05 -2.2651588051824094e-05 4.666289783575943e-06 -8.118484677341438e-06 -1.612252266777199e-05 -1.1662152009142098e-05 -1.1000214240522742e-05 -1.4372325455877008e-05 3.090154806013096e-06 -2.2631603724217243e-05 -8.003274533287616e-06 -3.7200287074850437e-06 2.4658788363412106e-05 -4.7170949634391316e-05 -3.7212347877691526e-05 -1.4116585225215187e-06 3.395579535702671e-05 -1.4696356345892136e-07
sex 0.00025052588691582933 1.021720033562542e-06 0.0004465578181786453 0.006429252210434204 -0.0005723155471051492 -1.2234677043195626e-05 1.0056514527250603e-07 1.4868903601320469e-05 -1.1743671902032189e-07 -2.6073560453164708e-05 -0.00020296685197799868 -0.00028133329005100994 -2.5842776408151273e-05 -0.000566462897040333 0.00014623765776128613 0.00011623834785381153 9.910303667677989e-05 -0.00018403281679494067 -0.00024806766429262154 -0.00018429120891169678 7.883776997693805e-05 -0.0004099447675569488 7.921826546808531e-05 -0.00011037820920218549 0.0001842194882032059 -0.00031616386784778214 -0.0002702315692943227 -6.004477841725525e-05 3.502780708991845e-05 -2.158659783594425e-06
age_sex -3.586845075829892e-05 -1.391575670820889e-07 -4.8916635832000736e-05 -0.0005723155471054526 5.8414208460408915e-05 1.434797524194295e-06 -1.2328671651557035e-08 -1.6461262074353636e-06 1.3735489825061421e-08 1.8372571193093463e-06 9.617133552503156e-06 2.7387186119940505e-05 7.852998657595454e-08 4.9825489762498784e-05 -2.6114795565436792e-05 3.875678040906047e-06 -3.6398432867000553e-06 2.3565235547119734e-05 1.3639520049853888e-05 2.580118637834321e-05 -7.261456991502822e-06 3.656924865686739e-05 -1.0815173595102254e-05 1.2410554685875995e-05 -2.683566178007464e-05 3.3240869838667396e-05 2.7540202486881484e-05 -1.973938957371335e-06 -6.1574759006523155e-06 2.4646626163053535e-07
age2 -1.334390451185902e-06 -1.0929805362631946e-09 -1.445298386994344e-06 -1.2234677043224317e-05 1.4347975241965823e-06 4.4460974154168475e-08 -3.9544671341490906e-10 -4.428117239688655e-08 3.9440677418305874e-10 2.2205326650160094e-07 2.548476397459063e-07 6.711045415424969e-07 1.9358633375437293e-07 9.462395071072338e-07 -5.298618114656521e-07 3.83283098531269e-07 3.163763109870604e-07 7.011264214388884e-07 -1.0398231436793305e-07 4.431937611979131e-07 8.329385994965882e-09 5.638626822230489e-07 6.780933591414032e-08 3.7757736588487567e-07 -7.110321121292101e-07 1.2849547144123382e-06 8.799215698638336e-07 -1.48761244958907e-07 -1.0712848882663576e-06 4.595395537756693e-09
age3 1.4229039815831672e-08 1.0591918218851003e-11 1.2402288136138591e-08 1.005651452727592e-07 -1.2328671651576981e-08 -3.9544671341488906e-10 3.6211604202555644e-12 3.9420468031037404e-10 -3.6138774192812982e-12 -1.867348118150742e-09 -9.896215043619484e-10 -5.579218321191082e-09 -1.5467741873610226e-09 -8.763234024680334e-09 4.565672732820679e-09 -5.257992395133956e-09 -3.5514273694384578e-09 -6.5392276311913965e-09 2.502527951631336e-09 -5.811235720461799e-09 2.4570728439083925e-10 -5.55092629351727e-09 -8.538771726070982e-10 -1.9978190546886154e-09 6.579546640677992e-09 -1.0892260683250093e-08 -7.169653787480679e-09 4.125637555199506e-09 6.346750189016349e-09 -3.434462680934885e-11
age2_sex 1.3220715585875054e-06 4.158865798207141e-09 1.438801619284461e-06 1.4868903601334943e-05 -1.6461262074359582e-06 -4.428117239683357e-08 3.94204680309918e-10 4.910581249668084e-08 -4.2733172734100695e-10 2.2133307073952583e-08 -1.1692548562655445e-08 -7.044315107280871e-07 -5.2747178023053146e-08 -1.4347387862741103e-06 8.222501126575629e-07 -3.8896529338366087e-07 -1.718474420282028e-07 -6.816270001810899e-07 -7.448125983402556e-08 -8.851320518748357e-07 2.694578849456571e-07 -1.0130960071590771e-06 2.8782951316146913e-07 -1.9512115300273276e-07 1.030504010601411e-06 -1.0009196748575413e-06 -7.55133693723792e-07 3.522596785327092e-07 -7.185121217293071e-08 -5.7736995690367845e-09
age3_sex -1.4119996859002412e-08 -3.204690185420044e-11 -1.2367282733067263e-08 -1.1743671902048003e-07 1.3735489825069954e-08 3.944067741826793e-10 -3.6138774192780687e-12 -4.2733172734110445e-10 3.845750430814531e-12 -1.3061982800493932e-10 -1.3151650943383214e-09 5.796550106839921e-09 3.8625441775507843e-10 1.1684603388276236e-08 -6.742545960919071e-09 5.837167691809947e-09 3.1682248491968047e-09 6.093436008452122e-09 -1.6540895454086357e-09 8.429401528887089e-09 -1.929526864155432e-09 8.145329221423106e-09 -1.908898221682789e-09 4.4135246663698883e-10 -9.512070437334541e-09 8.904945034794026e-09 6.378188333461387e-09 -5.253566124426031e-09 1.9193252420923572e-09 3.902687800029212e-11
PC_3 -3.612047486449273e-05 -1.236688590013115e-07 -1.0416169513458944e-05 -2.607356045384576e-05 1.8372571193865216e-06 2.2205326650372115e-07 -1.8673481181700495e-09 2.213330707160019e-08 -1.3061982798404016e-10 0.045596222648717585 0.0010767070665558352 0.0018414811004926518 0.002159248927596849 -0.005876182209295869 0.0032519321112784976 0.006290854199006992 -0.005516812236766453 -0.0028623886637754704 -0.001999159062969296 0.004262171716161504 0.006895669256775944 0.006431769823621085 -0.0040449607137462654 -0.01602917976286772 -0.0020881412625640985 -0.0008219618454223518 0.0048625681673458545 -0.0035567984410363068 0.011103301766731377 6.146546675510838e-05
