 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.017766936923090254 -1.2334883418300858e-05 0.002577417398120363 0.0059020426434661525 -0.0007179151356521564 -9.118715273828412e-05 9.707833208273398e-07 2.584574801765716e-05 -2.7699647093814464e-07 -0.006896652933447183 0.0007160402560707961 -0.0005008790983384321 0.0002349403884401332 -0.004924472916383873 0.000740228282867582 0.007711251756393897 0.00227477555226255 -0.0021041426965813406 -0.007426735426376514 -0.004105798869774881 -0.008750456659225319 -0.007687530540598976 -0.015293439450282937 -0.0009394544492926658 -0.007789584360738864 -0.00824506855465014 -0.00453472716613689 0.016277150632045437 0.012094065185176278 1.1021729626538093e-05 3.060183198960836e-05 -0.00014027508211443863 -0.00028946858669181023 0.00023592035007341527 -0.00011673037345420314 0.00019212313461441216
yob -1.233488341833432e-05 3.946577905218538e-06 3.375355808909483e-06 2.9661821950240234e-05 -3.5292151387006717e-06 -4.441323694137377e-09 -8.620793055819069e-11 9.236108247883942e-08 -6.917062661804978e-10 1.8841381148146656e-05 0.000685603770723602 0.00011125086359425021 -0.0004465357712977833 0.00023458597492956434 -0.0005198236557274641 -0.00012624194804128767 -0.00020846810401346712 0.00048343439244390006 -0.00019735223291559195 -0.00042219228346344103 0.0003116793154416763 -0.0002646595756174553 -0.00011014161586472726 0.0002713254750706259 0.00023840126954847757 -3.961347089649283e-05 -0.0001171044612774114 0.00011186468600496312 -0.0005259652811914437 8.47679810593809e-07 -3.6292218738968334e-06 -3.9392755408041683e-07 5.3030000525920155e-06 9.387037870467808e-07 -4.342055526352867e-07 6.649078753288739e-07
age 0.0025774173981136404 3.3753558089329917e-06 0.0015373269117983396 0.015431559834007224 -0.0015236959953727547 -4.598190749430352e-05 4.2453833192715003e-07 4.5654626415662485e-05 -4.2156845184709544e-07 -0.0013819867852731791 0.0008142371221465694 -0.00038665461912200133 -0.0004994803280368313 -0.0038389362208827746 0.0012747572753041797 0.0006626213061922625 -0.0012812752839637728 -0.0007071467568308765 0.0010808194435426798 -0.004077030549790436 -0.0011953227750161137 0.00016432684789407465 0.0003208936320282849 0.0008488801318462269 -0.001198703928656508 -0.0034350427273970707 0.00040083162576398093 0.0025576404128614606 0.0034397124835699113 1.5521089507921033e-05 -2.2802126796410315e-05 -3.137940207989599e-05 -0.0001329713850197321 0.0001524649314508107 -5.7036991077756254e-05 4.7978989196131894e-05
sex 0.005902042643376565 2.9661821950542344e-05 0.015431559833997984 0.2673921298252498 -0.024888617003554332 -0.00044193825514938747 3.9469818869761345e-06 0.0007136798207849044 -6.378960832650255e-06 -0.0031934938767129925 0.009802762108115376 -0.0005051934693490634 -0.008947967060993463 -0.046894021819565465 -0.002052854274737539 0.009254657880914442 0.0016408645039706787 -0.015089979910829155 0.01850276422512055 -0.04243757879123733 0.0007612549450860026 0.003289708391295498 0.00874238419845496 -0.026946042598280682 -0.014662061736763087 -0.025893696745187007 0.031171104654865313 0.012211415759412873 0.014741398209679504 0.00023297993481946911 -0.00027319063405938977 -0.00016835719156734223 -0.0005399696970052676 0.0007145798550582713 -0.0006796397701003108 0.0004073314615451326
age_sex -0.0007179151356435772 -3.5292151387472335e-06 -0.0015236959953721476 -0.024888617003556764 0.0024550807298528397 4.560142792288723e-05 -4.212552853463493e-07 -7.357240063332268e-05 6.80099081834855e-07 0.0002873168341643456 -0.0012068584650305578 -0.00015936041123043734 0.0008802947497787724 0.004413756387720727 -0.00013530558853361085 -0.0010357529482604283 -6.778125319276568e-05 0.0017675625129310805 -0.0017632524733691857 0.0036529889330984243 -0.0007100301387362835 -1.7980699974007736e-05 -0.0005699623370459996 0.0026836778836906577 0.001627583131543025 0.003599613036982153 -0.0025237909950786295 -0.0019066954841276218 -0.0019385625281491522 -2.0194795986915043e-05 3.298675249671698e-05 1.3899581523787949e-05 5.00585097189948e-05 -7.629275706193702e-05 6.022482570677158e-05 -3.2281617364972795e-05
age2 -9.118715273812039e-05 -4.441323693353698e-09 -4.598190749431649e-05 -0.00044193825514979616 4.560142792291873e-05 1.4293884131769054e-06 -1.3592354739615576e-08 -1.4180197400441137e-06 1.3487404187194614e-08 3.984005224868603e-05 -1.4354218224551978e-05 1.091915853599996e-05 1.9505896880630863e-08 0.00012887941292771902 -5.316968860609675e-05 -2.7711312097844983e-05 1.474206275514175e-05 2.9272324762470006e-05 -3.468385255190722e-05 0.00010177804231695373 3.685543401029181e-05 6.272499684729374e-07 9.229721958796717e-06 -1.8425490117364558e-05 5.365189499483413e-05 0.00011917045795652599 -1.7890786969833897e-05 -0.00010226049273429366 -0.00010589352272419753 -4.2014288838108404e-07 5.648389228996916e-07 8.341159973912942e-07 3.811976787264387e-06 -4.2572172114657575e-06 1.898383588968844e-06 -1.4492349476895156e-06
age3 9.707833208258062e-07 -8.620793055094239e-11 4.2453833192738344e-07 3.9469818869809525e-06 -4.212552853467475e-07 -1.3592354739618971e-08 1.3247511832531745e-10 1.3489368673675176e-08 -1.3150781013695328e-10 -3.626258393916833e-07 1.9618419618584424e-07 -9.496271303352994e-08 2.6816678015031722e-08 -1.209833416094008e-06 5.007090233612562e-07 3.169566641519195e-07 4.223700458456803e-09 -2.257313868550141e-07 2.8133982050455803e-07 -8.776704951780039e-07 -3.10235773970856e-07 -9.453260165282997e-08 -3.1796017745612473e-07 1.556780862487964e-07 -5.79939558829659e-07 -1.211356325389244e-06 1.8948643827786485e-07 1.175698782823709e-06 9.723999143164387e-07 3.597379947473276e-09 -4.989690548548367e-09 -6.943476771838396e-09 -3.2883147990238784e-08 3.7183280486647645e-08 -1.8657197164923723e-08 1.312939737185545e-08
age2_sex 2.5845748017432345e-05 9.236108247918996e-08 4.5654626415653995e-05 0.0007136798207850543 -7.357240063333027e-05 -1.4180197400434624e-06 1.3489368673665894e-08 2.2866739130859156e-06 -2.1762205934327335e-08 -7.640374450414753e-06 4.296981657265391e-05 7.27642808575685e-06 -2.2975118673620406e-05 -0.0001279094741740563 1.4977424751376734e-05 3.6715990434218184e-05 2.571354260171317e-06 -5.0216275943684306e-05 5.1736714399983466e-05 -9.984087917579788e-05 3.298768756657876e-05 -1.3078382882464453e-06 6.306950670812151e-06 -7.411607027156308e-05 -5.295082626574385e-05 -0.00013018192931439239 6.983719483807891e-05 7.314126361782338e-05 7.269767442255765e-05 5.58324031822176e-07 -1.2034804328103329e-06 -2.818898467284264e-07 -1.2546631604305293e-06 2.40652873847153e-06 -1.7055141515582104e-06 7.20998271284331e-07
age3_sex -2.7699647093615395e-07 -6.917062661849694e-10 -4.21568451847101e-07 -6.378960832652298e-06 6.800990818349916e-07 1.3487404187191158e-08 -1.3150781013689083e-10 -2.176220593432934e-08 2.1227454586903204e-10 4.960451836590869e-08 -4.4388348583813785e-07 -5.266850663636769e-08 1.3904302514894386e-07 1.1557073358447075e-06 -2.2731483315922853e-07 -3.709543724703945e-07 -4.930611927710236e-08 4.026046778754233e-07 -4.773450346300029e-07 8.76109002389064e-07 -3.798796848855274e-07 6.6911821808198525e-09 5.6679092500389555e-08 6.098405583398984e-07 5.187666842704286e-07 1.3205497340610525e-06 -6.3813075778215e-07 -8.450455490133648e-07 -8.22090536023911e-07 -4.567603394769006e-09 1.2694565207363276e-08 1.0315418091493514e-09 9.392518361649702e-09 -2.3000113499888743e-08 1.5456372000744442e-08 -4.649199575799507e-09
PC_3 -0.006896652933443239 1.8841381148135102e-05 -0.0013819867852735508 -0.003193493876723176 0.0002873168341649738 3.984005224868585e-05 -3.6262583939157836e-07 -7.640374450422173e-06 4.9604518365877984e-08 0.8857545732374531 -0.148791375950519 0.05237870094686366 0.14191738764132544 0.027014939859957926 0.05182284474973323 0.0531025581581208 -0.16187450316581298 -0.10114509304829174 -0.05478061170986161 0.18167092764983592 0.046809246095337737 0.27506958270838766 0.0658604872697971 -0.5199755819319465 -0.143923909851264 -0.036053034483331775 0.16927961704859393 -0.1616190237332483 0.4019409629617987 -2.910580621738284e-05 0.0008216335045008212 -0.001297923989413988 0.0007707034761475801 -4.013774928263815e-05 0.002354962178162767 0.0017808446290626808
