 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
intercept 0.11667768371219821 1.3641124852032459e-05 -0.14916519029666686 0.0025731123463624017 -1.4472688112044963e-05 -0.05098990812780694 0.005887162060826408 -0.024263668780141082 -0.01441240482992281 0.08914092524967321 -0.04565888839186264 0.03492036652256391 0.0742021112082249 0.039227647335615644 -0.0475430395362913 -0.00939704000918021 -0.012953290327995663 -0.0980116391500394 -0.0985576620965203 0.03310274111691521 0.020629311232251254 -0.003998030396121367 -0.12515163574272023 -0.06671471252084878 -0.00564454352360613 -0.00042364155249755085 0.0007433140432956991 -0.00018472484946970848 0.00024209748840950862 2.7232236999126046e-05
yob 1.3641124852061141e-05 1.7732883046593427e-05 -5.175685356531526e-05 1.1836349618607433e-06 -7.161937720735363e-09 0.0005871724455278299 0.0014846432004456097 0.00060468183594827 -0.004134840243833528 0.00148118641650376 -0.00125105165590611 0.00099852705843914 -0.0008864337592282957 0.0015256853340839737 -0.0007904019010533845 -0.000898407510991372 0.005397557013844767 -0.0022895964120358595 0.001498976941518959 0.00044444821686691994 0.0026626074016657827 -0.0014048774882706155 0.0007513414501773912 -0.00019610522077008957 -0.0016119228532718867 9.583359013066882e-06 -5.029959604242678e-05 8.539487981733744e-06 3.2944677360872695e-05 -8.457441460108331e-06
age -0.14916519029672803 -5.17568535651348e-05 0.4278668065330161 -0.008065266035987312 5.0194571139610386e-05 0.006534858746604156 -0.001525736776178582 -0.012205708956837298 0.12042468066029473 -0.11557834654292068 0.09976673611340171 -0.13096138338717933 -0.048710916760129334 0.0779885600955253 0.15955941391424955 -0.18473789251254666 -0.24937407284319996 0.3393575074355643 0.11470004418941752 0.08011527662367315 -0.05661525661726417 0.08604080202949776 0.09984263015987059 0.1252317309277543 -0.05197028042906774 0.00012999237477264136 4.5593178786699965e-05 0.0006946458524702802 -0.001098396498778027 -0.00019951899677217563
age2 0.0025731123463636272 1.1836349618575445e-06 -0.008065266035987544 0.00015296661825620305 -9.578583664239245e-07 2.4837730985246823e-05 3.73766243664151e-05 0.00034928812457408375 -0.002426244545207552 0.002064670808747675 -0.001930179677658268 0.002531542284357647 0.0006512029967702128 -0.001734534241695686 -0.0031547261633570094 0.0037762094889485934 0.00506835437106746 -0.00653975628758802 -0.00201844817875772 -0.001803720737229473 0.001006324774816908 -0.001803333343940906 -0.001595323027165547 -0.0022424517006594254 0.0011041896078039836 -8.640294760078637e-07 -2.8364026037373565e-06 -1.542988101541644e-05 1.998405973208178e-05 5.341138637353418e-06
age3 -1.4472688112053318e-05 -7.161937720666224e-09 5.0194571139613266e-05 -9.578583664239516e-07 6.035323574497783e-09 -1.0642480418899356e-06 -1.5845563877413193e-07 -2.976490047588237e-06 1.5793383972829314e-05 -1.2003804845991057e-05 1.1953182014475265e-05 -1.6361235958554526e-05 -2.4202855948966348e-06 1.292789632774064e-05 2.0414556972444055e-05 -2.5247609015573002e-05 -3.377388471044562e-05 4.143917705610881e-05 1.1577469278405583e-05 1.3270821226575807e-05 -5.714368621646901e-06 1.1984050418633823e-05 8.229443576289703e-06 1.331986677041947e-05 -7.5956173509715885e-06 -4.448030024155386e-09 3.0680905002501455e-08 1.0561568185139076e-07 -1.2089071625243884e-07 -4.0831478870902697e-08
PC_3 -0.05098990812779146 0.0005871724455278314 0.006534858746556506 2.483773098614689e-05 -1.0642480418955692e-06 3.3129950736281932 -0.2823070498539319 0.08228905452567369 -0.9700368323480438 0.7784172646268417 0.48110845792578644 -0.7430058534028134 -0.6810383773645005 -0.7521320157922466 -0.781509594367399 0.2548679639305649 0.4011439352044905 -0.6593191880070517 -0.29248048772443147 -2.110862347755206 -0.8738298933713324 0.08974182989933267 1.5778599227492751 -0.4885212431714266 1.8721461586511638 0.002712431469071606 0.0013191027403233494 -0.003934896875627605 0.0031450633251836114 0.0038428875288037258
PC_4 0.005887162060836937 0.0014846432004456218 -0.0015257367762114657 3.7376624367032234e-05 -1.5845563877797936e-07 -0.2823070498539293 11.465667617344058 0.9803367682755855 1.3285666193502617 0.9066917607949678 -0.8853532879215548 -2.0402485473840195 2.7661151390203904 -2.533731875911579 1.8505170150870651 1.8635932307154246 1.807995590384732 -1.4736432266631605 3.4655668836610274 -1.8931344174030196 -2.4673578401209495 -0.4629921214236366 -2.3343985613050706 2.1859638899516 1.0265309534107978 -0.0005979147537093309 0.01137239585602614 -0.007764323083908675 -0.006556296918554662 0.0026560894216591606
PC_5 -0.02426366878012229 0.0006046818359482569 -0.012205708956886245 0.0003492881245750145 -2.9764900475939296e-06 0.08228905452567117 0.9803367682755818 13.645218100335397 -0.7889139838784395 -0.16563098950021118 -2.7626332509214255 -0.5289693869930348 -1.417602406707639 -0.7239525969643476 -3.0376507327346634 -2.2397503516224813 2.0075227715217894 0.5999603197974845 1.2517354032012957 -3.2851558221041173 -5.998963445972977 -3.372842739276718 -1.309646526732049 -1.7537027239382168 0.99276550961089 0.009356891788577163 -0.019962135357603272 0.01582451533791976 0.010124626482787016 -0.01630605591146835
PC_6 -0.014412404829950971 -0.004134840243833481 0.12042468066032498 -0.002426244545208061 1.5793383972832204e-05 -0.9700368323480303 1.3285666193502597 -0.7889139838784124 22.110317036495967 -0.05626139951899707 -3.674816926471848 1.764705675898845 -1.4718240489393968 2.503196707287246 2.311704798164843 0.5195718717505617 -1.1782501583809182 -2.0786847647110647 0.1594470382483351 3.638257965506721 0.4586640889400432 2.3513914702854537 -4.1516860623720335 1.8951367056132797 -0.1686156466834501 -0.006582605480398975 0.01996710420719963 0.011262810925761656 -0.005246025388175362 -0.006733172537452376
PC_7 0.08914092524968692 0.0014811864165036681 -0.11557834654291371 0.0020646708087474824 -1.2003804845989517e-05 0.7784172646268205 0.9066917607949553 -0.16563098950020752 -0.05626139951898364 28.756275185623263 -0.4383573236077307 3.997845779809725 -2.2244788707590617 -0.6784791164765924 4.768014823151515 -2.285936007025163 5.282303631597771 -2.155206825022933 -1.9529030917367973 6.2697498377226255 -1.5879622632033004 -3.470424221642992 -4.553124620281756 2.708758182108347 -2.182855703367748 0.02336785170018952 -0.036821451283639554 -0.002175266257675427 0.02003712163549165 -0.01751369499681509
