(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00584297045296014 -9.38119908208996e-05 -0.00076546378838796 0.000581812120726175 -0.000255599915138653 -0.000274589304482134 -7.79156634160476e-05 2.45113341135456e-05 -0.000210411764229754 -0.000121305367252569
covarage -9.38119908208996e-05 0.00182064616974053 0.00252853294234822 -0.00284905875997998 -1.98629463300689e-05 6.12985546159934e-05 -9.95923742762184e-06 -8.92804017473886e-06 3.64566640326337e-05 -3.09859473658201e-06
covarsex -0.00076546378838796 0.00252853294234822 0.00601495371235387 -0.00618928012508731 2.7930221354929e-05 5.28503231520195e-05 -1.04548215429359e-06 -2.03929934403525e-05 8.33724534659919e-05 5.19423041008343e-05
covarage_sex 0.000581812120726175 -0.00284905875997998 -0.00618928012508731 0.00704607993888448 -7.23715675239096e-06 -4.26995841247273e-05 6.79096819822259e-06 1.95220495719609e-05 -7.23206670227245e-05 -4.45844765550136e-05
covarPC_3 -0.000255599915138653 -1.98629463300689e-05 2.7930221354929e-05 -7.23715675239096e-06 0.000572622583326336 5.66717507027494e-07 -1.14423410209702e-05 -1.1619392301015e-05 8.37485041290983e-05 5.87486948278901e-05
covarPC_4 -0.000274589304482134 6.12985546159934e-05 5.28503231520195e-05 -4.26995841247273e-05 5.66717507027494e-07 0.000557408189122248 -8.325515169595e-06 -1.2382949588961e-05 1.9029096864711e-05 3.32867844071618e-05
proband -7.79156634160476e-05 -9.95923742762184e-06 -1.04548215429359e-06 6.79096819822259e-06 -1.14423410209702e-05 -8.325515169595e-06 0.00172491444826052 0.000821288609338509 -0.00163991304942108 -0.001540403849847
sibling 2.45113341135456e-05 -8.92804017473886e-06 -2.03929934403525e-05 1.95220495719609e-05 -1.1619392301015e-05 -1.2382949588961e-05 0.000821288609338509 0.00204215126005001 -0.00184534158374169 -0.0017341547048183
paternal -0.000210411764229754 3.64566640326337e-05 8.33724534659919e-05 -7.23206670227245e-05 8.37485041290983e-05 1.9029096864711e-05 -0.00163991304942108 -0.00184534158374169 0.00486014908013558 0.000242813139069428
maternal -0.000121305367252569 -3.09859473658201e-06 5.19423041008343e-05 -4.45844765550136e-05 5.87486948278901e-05 3.32867844071618e-05 -0.001540403849847 -0.0017341547048183 0.000242813139069428 0.00458661754621743
