(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0146125853795372 0.0130820309794151 0.00447960930735224 -0.0123999388305956 0.000150826418031724 1.65624410688304e-06 -7.92205287578917e-05 0.000246985303405879 -7.04446432211061e-05 -0.000360199087250566 4.07637013594046e-05 0.000366347923984664 -6.44101473544729e-06
covarage 0.0130820309794151 0.0186521435215392 0.013497182629246 -0.0300673859895727 0.000123164079106866 0.000119203039747445 -4.34648945261887e-05 0.000109948725335527 6.71469949028853e-05 -0.000759986316333523 0.000736773446739821 0.000279968178272107 -0.000257976545950554
covarsex 0.00447960930735224 0.013497182629246 0.01772191978012 -0.03312222482943 0.00019625323997225 -2.16522013328352e-05 -6.72904312270211e-06 0.000165631727480164 6.08723019114702e-05 -0.00104853330276972 0.000882273947347848 -0.00011511036736566 3.6609137845776e-06
covarage_sex -0.0123999388305956 -0.0300673859895727 -0.03312222482943 0.0701910149260429 -0.000420042973723742 0.000187716969620811 0.000152967876391683 -0.000366021676145996 -0.000176181511730846 0.00187554892942404 -0.00153743522862943 0.000269775185696842 -0.00010232985516101
covarPC_3 0.000150826418031724 0.000123164079106866 0.00019625323997225 -0.000420042973723742 0.00204649605136288 -0.00015093846069279 -2.57797835662173e-05 4.01345961476339e-05 -9.62719223190369e-05 0.0001622153789404 4.05551456190825e-05 0.000132666739516382 0.000200060319570547
covarPC_4 1.65624410688304e-06 0.000119203039747445 -2.16522013328352e-05 0.000187716969620811 -0.00015093846069279 0.0018674184140882 7.40118587028022e-06 -5.59544549254553e-05 -0.000154281257979435 -8.30913219435729e-05 0.000113465343328357 0.00024757861894185 0.000120427234331536
proband -7.92205287578917e-05 -4.34648945261887e-05 -6.72904312270211e-06 0.000152967876391683 -2.57797835662173e-05 7.40118587028022e-06 0.00362047430658704 -0.001773828841044 -0.00177403010670321 -5.70515107790027e-05 7.69479306239689e-05 -7.71409220146376e-07 -0.000106740758002575
paternal 0.000246985303405879 0.000109948725335527 0.000165631727480164 -0.000366021676145996 4.01345961476339e-05 -5.59544549254553e-05 -0.001773828841044 0.0119008029216963 0.000485486457969168 -0.00981152451937882 -0.00775338403343101 -4.48444112534597e-05 0.000669578627036767
maternal -7.04446432211061e-05 6.71469949028853e-05 6.08723019114702e-05 -0.000176181511730846 -9.62719223190369e-05 -0.000154281257979435 -0.00177403010670321 0.000485486457969168 0.0113427385834504 0.000622912608781338 -0.000211406057221646 -0.00900349299376098 -0.0075768160062032
gpp -0.000360199087250566 -0.000759986316333523 -0.00104853330276972 0.00187554892942404 0.0001622153789404 -8.30913219435729e-05 -5.70515107790027e-05 -0.00981152451937882 0.000622912608781338 0.0312164722258272 -0.0126206411063492 -0.000116370760381764 -0.000906788544234107
gpm 4.07637013594046e-05 0.000736773446739821 0.000882273947347848 -0.00153743522862943 4.05551456190825e-05 0.000113465343328357 7.69479306239689e-05 -0.00775338403343101 -0.000211406057221646 -0.0126206411063492 0.0276772041483699 0.000175559840641644 -0.000181713142335664
gmp 0.000366347923984664 0.000279968178272107 -0.00011511036736566 0.000269775185696842 0.000132666739516382 0.00024757861894185 -7.71409220146376e-07 -4.48444112534597e-05 -0.00900349299376098 -0.000116370760381764 0.000175559840641644 0.0200730845484635 -0.00290700300800237
gmm -6.44101473544729e-06 -0.000257976545950554 3.6609137845776e-06 -0.00010232985516101 0.000200060319570547 0.000120427234331536 -0.000106740758002575 0.000669578627036767 -0.0075768160062032 -0.000906788544234107 -0.000181713142335664 -0.00290700300800237 0.0177791767114652
