 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0010319163234604792 -2.5983013561775695e-06 0.0001348963628268228 -1.1935715421897491e-06 -7.044987812722562e-06 -5.040818663202223e-06 5.404824552967966e-08 4.3810596592846735e-07 -5.8989635529170305e-09 -0.0006106429147387791 0.00021510374533118784 -0.0005499229645368396 0.0004329212686054065 0.0004940578521362384 -0.0005746037874066838 -0.0005000323398802586 -0.00012822550237420277 -0.0004986192291309439 -0.0010946711769605237 -0.00028521473607765445 -0.0004552913514117916 -0.0003442313287969562 0.0002482847497095534 -0.0004359585132869203 -0.0004808426244975926 -0.0001807711125745813 -0.0005600767440705674 0.000639368973821665 0.0010247904242361404 2.6307033453816466e-06 -4.661419933608911e-06 -4.8402678359748065e-06 7.303971024639641e-06
yob -2.598301356181093e-06 8.44772998360268e-07 1.1686105450603329e-07 3.7658502829982098e-06 -5.396066977934406e-07 1.1630112911773841e-08 -8.538587816793683e-11 1.3367231117544336e-08 -9.112667815991184e-11 5.681431994851669e-06 0.00010300506424932465 2.8634210003522622e-05 -7.770723599647225e-05 2.1387114641220613e-05 -6.274197343677528e-05 -9.624160679506072e-06 -3.3021186688969284e-05 7.048813586409648e-05 -2.5217066590044842e-06 -6.701750140557136e-05 5.8783749121063124e-05 -6.951421148634803e-05 -2.059162119336301e-05 7.21908545208636e-05 5.56018676272118e-05 6.4088842900820946e-06 -1.1750635433615493e-05 3.9023233087236885e-05 -0.00010777602015204252 4.907175930562282e-08 -2.3530432690860522e-07 4.043998725247495e-08 4.306489881645029e-07
age 0.00013489636282635025 1.1686105451223226e-07 0.00010350487335503458 0.0009065075689216735 -0.00010178043745882824 -3.1766184474950813e-06 2.8817779208080204e-08 3.1330767943053274e-06 -2.845628963447516e-08 -5.3845984122007224e-05 -9.019367368804486e-06 -0.00019396869592813024 1.7588296775639947e-05 -1.262414218312466e-05 -1.4694892201375355e-05 -0.00017832293619041292 -1.4843818346105317e-05 -7.858121930340577e-05 3.418792949939083e-05 4.417582626551708e-05 -0.00013922831664561883 8.792491940676233e-05 -7.3582415837655e-05 -0.00014599482022153166 0.0001506290454366887 -0.0002098836434906107 -0.00019039752818451923 7.980432215961623e-05 0.0003155960607967801 -1.0424488316405483e-06 2.490998661574514e-07 -5.650684381607649e-06 5.220670450594812e-06
sex -1.1935715489795174e-06 3.7658502830392223e-06 0.0009065075689197723 0.01721754667735833 -0.001698962721955085 -2.6274416086339702e-05 2.2978114646226067e-07 4.876065064098518e-05 -4.239637077945283e-07 0.0001457322587250346 0.00011685242896588942 -0.0006599997523892719 -0.00012652524901310384 -0.0018985429197989278 0.0002717333415484301 -7.878324937356402e-05 0.0005260155337317756 -0.0025137259368331936 -8.50547715636429e-05 -0.0008373493784663268 -0.0010543339510483511 -0.0025216605444383757 -0.0020253357330928695 -0.004055418300893112 0.0012348335635559886 -0.003067985218196267 -0.0009725205697431151 0.0016804751861279742 0.0002246921781879197 -1.5069682931704266e-05 -6.904429282763674e-06 -6.012793882423772e-07 1.1241477280313512e-05
age_sex -7.044987811956781e-06 -5.39606697796333e-07 -0.00010178043745861128 -0.0016989627219551413 0.0001852607988248192 3.1257609152284435e-06 -2.8415146367776938e-08 -5.639524639955118e-06 5.100392787315701e-08 -2.7794829245762777e-05 -5.023547429757599e-06 6.40004639081247e-05 1.5895169685394783e-05 0.00019591691038811212 -6.773785744307161e-05 4.4390732339242946e-05 -3.631439383476191e-05 0.000257235792657578 2.147691992140164e-05 0.00010787940446819448 5.252671075169928e-05 0.00019202600894499026 0.0002393766639954 0.0004328150092822548 -7.641897680498698e-05 0.00039937451272920114 0.00012437862505287306 -0.0001401904602944019 -7.007656205489061e-06 1.3995194844228794e-06 9.198671856528028e-07 1.8650620809520115e-06 -3.140340821585668e-06
age2 -5.040818663188482e-06 1.1630112911669788e-08 -3.1766184474951178e-06 -2.627441608640087e-05 3.12576091523541e-06 1.0207187926194193e-07 -9.55992565578375e-10 -1.004804436917711e-07 9.429588147692592e-10 1.2355151561892625e-06 2.727058674754746e-06 5.908150402557215e-06 -2.3746152273937432e-06 3.0301154325874153e-06 -1.5713192996449676e-06 5.405148760821001e-06 -6.110481674867943e-07 4.783580029140584e-06 -4.081757018048834e-07 -1.2901528173294465e-06 4.094940322079009e-06 -3.197068785545779e-06 1.359095052561289e-06 5.970022622129691e-06 -1.2700082396067736e-06 7.738969291071292e-06 4.455175929688839e-06 -3.537094545732846e-06 -8.786858946380556e-06 2.448595827870371e-08 -1.1826287207839462e-08 1.7637371511819952e-07 -1.484823537462344e-07
age3 5.404824552954978e-08 -8.538587816694715e-11 2.8817779208080323e-08 2.2978114646283292e-07 -2.841514636784207e-08 -9.559925655783662e-10 9.196533715939874e-12 9.431113507637608e-10 -9.087943244469152e-12 -1.0481653283186804e-08 -1.7317166066343358e-08 -5.0885105770697034e-08 2.368549576645792e-08 -3.6418349572227895e-08 1.3179328628271505e-08 -5.1305878525043726e-08 7.643163898640183e-09 -4.836229519457871e-08 -7.0278196439908246e-09 -2.5085753118715057e-09 -2.801736233629695e-08 2.0909971619903564e-08 -1.2740140795748515e-08 -4.970107639720061e-08 -5.7531983131039014e-09 -8.171854396537605e-08 -3.7350502426706355e-08 4.507368512617192e-08 5.616007483667029e-08 -1.4308117348900536e-10 6.872884314440265e-11 -1.5327559629142071e-09 1.294815152283764e-09
age2_sex 4.3810596590324626e-07 1.3367231117664863e-08 3.1330767942984317e-06 4.876065064098754e-05 -5.6395246399551746e-06 -1.0048044369154936e-07 9.43111350761686e-10 1.791443608986569e-07 -1.672809972973178e-09 1.020447476811386e-06 2.1854626527419887e-07 -1.4774918924367718e-06 -1.3382549945242542e-07 -6.265537291693967e-06 2.6822867837813758e-06 -1.374031844829843e-06 8.440347437807843e-07 -7.941413051127153e-06 -1.2118480956194569e-06 -3.5126886270200228e-06 -5.87615661591347e-07 -4.153748349243998e-06 -8.054717691159902e-06 -1.2396033828366775e-05 1.232716732337265e-07 -1.4317865365811048e-05 -3.844067793926663e-06 2.9858470389722325e-06 -1.027782296021994e-06 -2.9718910155982283e-08 -3.751837328799633e-08 -6.841607745029179e-08 1.1959523581947757e-07
age3_sex -5.898963552683673e-09 -9.112667816127116e-11 -2.8456289634411772e-08 -4.2396370779455094e-07 5.1003927873157466e-08 9.429588147672273e-10 -9.087943244450191e-12 -1.6728099729731752e-09 1.6037901629516645e-11 -9.898955653579587e-09 -2.6043753592653868e-09 1.2055783541039639e-08 -5.0835505037757065e-09 6.208303061569098e-08 -2.6485650615881376e-08 1.0217166676953286e-08 -8.80197289937251e-09 7.440200990699617e-08 1.7777055745929072e-08 3.714526000334189e-08 -5.050704791895353e-10 2.6286032283449267e-08 8.013758832209677e-08 1.0121021030768255e-07 2.1199480406965537e-08 1.4804460440672962e-07 3.6833806862891365e-08 -1.783288618529207e-08 2.1803473983557892e-08 1.771276117373654e-10 4.023528098373439e-10 6.244940685065201e-10 -1.1752020090704276e-09
PC_3 -0.0006106429147389453 5.681431994850679e-06 -5.384598412227429e-05 0.00014573225872155225 -2.779482924535997e-05 1.2355151561977763e-06 -1.0481653283266501e-08 1.0204474767986045e-06 -9.898955653460387e-09 0.18159858285440175 -0.012836843196077117 0.007131156823607881 0.018682544911993892 -0.00411299127446318 0.012661116056930136 0.019518756501925635 -0.03857178818449954 -0.021527473849620418 -0.018039927574723696 0.02311494029533981 0.012109788474475013 0.04084281675101574 -0.01162062214107939 -0.08783401309230456 -0.022816698078209175 -0.008530823884830301 0.029240050452009426 -0.018633801035123267 0.05801903889186823 0.0001426789075942101 -3.9034479605822626e-05 0.00031918708793141895 0.0001416999418852149
PC_4 0.00021510374533102372 0.00010300506424932386 -9.019367369079457e-06 0.00011685242896233703 -5.023547429337848e-06 2.7270586747636293e-06 -1.731716606642718e-08 2.1854626526067864e-07 -2.6043753591378632e-09 -0.012836843196077148 0.5697811316094666 -0.0009998281271795097 0.10082026431827057 -0.04049417313213696 -0.01535331255927852 -0.007185177213467697 0.0165655284880469 -0.022613374763707745 0.022176779675010486 0.049218756339913704 -0.04540273831800261 -0.0599909571995858 0.05333428681255281 0.024275766888940124 -0.016683280182022697 0.005231378947452128 -0.039015409974185324 -0.011963534975235904 0.07307817276059557 6.499010858864461e-05 -3.935291384421294e-05 5.480524039405129e-05 3.776617329205214e-05
PC_5 -0.000549922964536667 2.863421000351781e-05 -0.00019396869592857593 -0.0006599997523970229 6.400046390902136e-05 5.908150402571417e-06 -5.0885105770829925e-08 -1.4774918924652513e-06 1.2055783541305637e-08 0.00713115682360761 -0.000999828127179751 0.7452289787647812 -0.014186078845689523 -0.06089300989051032 -0.05020795692155828 0.061234313086174545 -0.04662650862160965 -0.06957576252697009 -0.05751334703314608 0.007115769303202544 -0.037058115882157495 -0.038884924408484296 0.037854887913872384 -0.12073999147156339 -0.005029516395701872 0.014466885592593692 -0.01549189859568682 -0.046261018649153905 0.08118025353851918 9.449053149393766e-05 -0.00010194193208301257 -1.0144551667443167e-05 0.00020624810141304544
