 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.7986124890178213e-05 1.8544482206873465e-07 -4.5411042765910506e-06 -3.48031463419946e-05 2.239363102406058e-06 8.777899897177762e-08 -4.856725953286736e-10 -4.4602152542761395e-08 2.8062415158561025e-10 9.203152708331097e-07 3.75375260869199e-05 -0.0001577751179060774 2.0085443487177295e-05 0.00022748189272439145 -8.759136315151871e-05 8.88477147158969e-06 -0.00013383269513258625 6.87823407613829e-05 -0.0002549904398673817 -9.89647470340654e-05 -4.825759004243742e-06 -0.00012380208861847088 1.9812722233749615e-05 -0.00012395552712050512 0.00011636857110963295 7.246916418985666e-05 -1.0100026638425012e-05 -7.659165329209684e-05 2.549535821432925e-05 -2.361293112334927e-08
yob 1.854448220687192e-07 1.3118762399417271e-07 3.021795792316934e-07 1.3218793801386e-06 -9.734544469143831e-08 -2.119713434061037e-09 3.3257086063661573e-12 1.2922275578132511e-09 -3.2420419383969066e-12 -5.89024474884155e-07 1.0681896975258283e-05 -4.981351516455488e-06 -1.0450758663362395e-06 5.902922819072868e-06 -5.695378651175584e-06 -2.5334847084008134e-06 -5.600284064621543e-06 5.549126528145165e-06 -8.855229059419116e-06 -5.956702031054681e-06 5.597159509228703e-06 -4.607818765764452e-06 -2.769558436900232e-06 9.297908345501525e-06 5.243226453078872e-06 1.9685491527344892e-06 -1.3383328407963597e-06 2.6475587071730815e-06 -1.6557026758208748e-05 1.5377139069986627e-08
age -4.541104276592687e-06 3.021795792318292e-07 6.642968007282887e-05 0.000979034453599219 -6.531993961263423e-05 -1.3371086321589053e-06 8.417094681591711e-09 1.3226329655883951e-06 -8.338935266287793e-09 -5.520036284560559e-07 2.0796566931821525e-05 -6.638045230955663e-06 3.957487153477986e-06 7.350166737014385e-05 -2.7395929396998192e-05 1.4547015292813577e-05 -2.4909823777971403e-05 9.28854353181065e-06 1.318278688773336e-05 -1.1395188981192222e-05 -1.537009404613361e-05 -8.313622987503749e-06 -4.940411688784655e-05 -1.729739443229667e-05 3.237232487348956e-05 -9.411993455554195e-06 -2.354175173949617e-05 -2.8670914492010853e-05 2.9050777836114466e-05 3.448486715970467e-08
sex -3.480314634210073e-05 1.3218793801523935e-06 0.0009790344535992872 0.025591737423548425 -0.0016716905961592303 -1.935753897622208e-05 1.199719047203707e-07 3.338973673267652e-05 -2.0833055341522683e-07 6.713763249691294e-05 0.0003477820603965738 0.0005936686417627269 0.0001560213041534922 0.0002576518246607136 -0.00030302010279435694 0.00047367954405395793 -0.0005738747349966039 7.326017623293765e-05 0.0002756922115475719 -0.000516554721124844 4.438443489620137e-05 -0.00025808181511670635 -6.569442035879752e-05 -0.0003425574522564665 0.0002504522717516332 0.0005535126975696041 0.00028446113616527286 -0.00011838106951543794 7.867654227253135e-05 -1.6470357905116857e-06
age_sex 2.2393631024139923e-06 -9.734544469254595e-08 -6.531993961264197e-05 -0.0016716905961594068 0.00011258918433844828 1.3212214371598261e-06 -8.33401808005158e-09 -2.2994508784411132e-06 1.459718713970171e-08 -7.260347848079382e-06 -7.618134549392286e-06 -2.3356893674856276e-05 -7.023742939708947e-06 -1.4220057028322698e-05 1.2617823996463141e-05 -3.367879833467559e-05 2.664462817540561e-05 -4.779966923590658e-06 -2.2514867432591452e-05 3.358205029874076e-05 1.035063245516612e-06 1.149251134526104e-05 4.494554697037626e-06 3.2083922086663586e-05 -1.6030682970301957e-05 -3.962472905627934e-05 -1.7258184021888104e-05 1.817082487618178e-05 -2.2724583284807886e-05 2.488764538946275e-07
age2 8.77789989714877e-08 -2.119713434072308e-09 -1.3371086321589468e-06 -1.9357538976223157e-05 1.3212214371598456e-06 2.7558140101527814e-08 -1.7664162547348862e-10 -2.7287976646382917e-08 1.7500396592902117e-10 5.6368586088821013e-08 2.4627689871026426e-07 3.9295170725376343e-07 2.720688972656745e-08 -1.1762490480370769e-06 2.3552410566117737e-07 -3.6641411678683533e-07 2.1076539441678208e-07 -8.385322660230525e-08 -5.271088170003281e-07 2.931882793358613e-08 3.60984561804384e-07 -3.958705534651226e-08 1.0997576684543896e-06 7.446754837188414e-07 -5.057611560222564e-07 2.57858424961996e-07 4.699316018886716e-07 6.762948791336236e-07 -1.3664721349219751e-06 6.129388491889555e-10
age3 -4.856725953301588e-10 3.325708606335948e-12 8.417094681592021e-09 1.1997190472039152e-07 -8.33401808005264e-09 -1.7664162547349196e-10 1.1500320405587508e-12 1.7498204909419107e-10 -1.1392953405472388e-12 -1.0062536230777605e-09 -3.3178829030602674e-09 -4.514584499609146e-09 -6.154790911644395e-10 7.507378987441968e-09 -9.110131864874781e-10 2.2584945170908434e-09 -8.11021539554202e-10 6.783842261700971e-10 3.0837729812897686e-09 2.0161676264263835e-10 -2.0251447972085837e-09 7.279050386490173e-10 -7.922931982880553e-09 -6.208233070711615e-09 3.3220313983719402e-09 -1.7152944015289794e-09 -2.911429011973257e-09 -4.578913515923682e-09 1.1163291023984433e-08 -1.069932700147954e-11
age2_sex -4.460215254283619e-08 1.292227557836555e-09 1.3226329655886122e-06 3.338973673268364e-05 -2.2994508784413517e-06 -2.72879766463836e-08 1.749820490941761e-10 4.786617342901365e-08 -3.088632614918237e-10 1.7794859383373763e-07 -5.764218046122159e-08 1.9450334234595454e-07 9.069921502914301e-08 2.447395868437282e-07 -1.492755743940827e-07 7.245763992997247e-07 -4.0927832548107997e-07 8.210670400527115e-08 5.236639068990282e-07 -5.79139489441378e-07 -7.970746622081426e-08 -1.2373754873566198e-07 -1.4673148109918453e-07 -7.777614251573738e-07 3.903772084549617e-07 8.416780759008651e-07 3.37816443951535e-07 -5.821644642883955e-07 7.04865203888835e-07 -6.6502003644666835e-09
age3_sex 2.806241515842646e-10 -3.242041938571812e-12 -8.33893526628956e-09 -2.08330553415293e-07 1.4597187139704643e-08 1.7500396592903206e-10 -1.1392953405471837e-12 -3.0886326149185275e-10 2.0232829897316294e-12 -9.677645918287782e-10 1.4017158072901203e-09 2.938788783766422e-10 -3.8709751412343674e-10 -1.48880786705263e-09 4.535520210095447e-10 -4.7220601888236064e-09 2.1018953306829725e-09 -2.9419217522836313e-10 -3.5907770260874577e-09 2.7410616182564114e-09 8.349489689691381e-10 6.240098925314824e-11 1.32685720833658e-09 5.4568632153695525e-09 -3.088237635633771e-09 -5.451850985715127e-09 -2.0359975779568097e-09 4.812648722130976e-09 -5.634326427801797e-09 4.962632908468996e-11
PC_3 9.203152708304137e-07 -5.890244748840445e-07 -5.520036284397738e-07 6.713763249717439e-05 -7.260347848094754e-06 5.636858608852085e-08 -1.0062536230760288e-09 1.779485938340096e-07 -9.677645918302464e-10 0.04026669791584994 0.002389950918222693 -0.0031386302925309815 0.0029486531741555874 -0.008717130962896984 0.002175996652788887 0.001441112436504879 -0.008074332616082015 0.0017469368547334075 -0.00868155750232638 -0.0004028148576453184 0.014744393590251915 0.0031399982628446655 -0.0036940922151392362 -0.01891703668791967 0.0025622885542463617 0.0016893452924425776 0.002530885048943719 -0.0020122788049397452 0.00797588070673507 6.569672515075412e-05
