(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000750367953263102 0.000648529268818475 0.000185203414600992 -0.000288361428817788 -3.25960646294816e-05 2.69582532278262e-05 4.92842164426894e-06 -3.99821994128632e-05 5.9873088188847e-05 4.80843136500579e-05
covarage 0.000648529268818475 0.00175365193903077 0.00192538675826505 -0.00281478559198902 -2.44304412673483e-05 5.39304730310579e-05 -6.19186005806096e-06 2.56723820258635e-06 9.71679870382351e-06 -4.26931273322398e-06
covarsex 0.000185203414600992 0.00192538675826505 0.00362186888571209 -0.00493250337166893 -2.14447132868095e-05 3.85750607572776e-05 1.36093097248254e-06 2.19759083960924e-05 5.28987664599434e-06 -1.68082819587594e-05
covarage_sex -0.000288361428817788 -0.00281478559198902 -0.00493250337166893 0.00736717342557601 3.03920234578895e-05 -2.18545552794648e-05 2.09947810854578e-05 -2.29910099246319e-05 -8.34989319996883e-06 1.73325778325781e-05
covarPC_3 -3.25960646294816e-05 -2.44304412673483e-05 -2.14447132868095e-05 3.03920234578895e-05 0.000316271463081503 -4.35440493813323e-06 2.02744757168993e-05 -2.21276310849829e-05 4.17175048738915e-05 2.74954344230938e-05
covarPC_4 2.69582532278262e-05 5.39304730310579e-05 3.85750607572776e-05 -2.18545552794648e-05 -4.35440493813323e-06 0.000372100405026694 -5.27131385362083e-06 1.22512003622154e-06 -1.10614626630339e-05 -1.25433060797389e-06
proband 4.92842164426894e-06 -6.19186005806096e-06 1.36093097248254e-06 2.09947810854578e-05 2.02744757168993e-05 -5.27131385362083e-06 0.000415545617642187 -0.000208986944839679 -1.70193614849642e-05 -9.51422879932508e-07
maternal -3.99821994128632e-05 2.56723820258635e-06 2.19759083960924e-05 -2.29910099246319e-05 -2.21276310849829e-05 1.22512003622154e-06 -0.000208986944839679 0.0022404795475567 -0.00167463317482188 -0.00183573861109179
gmm 5.9873088188847e-05 9.71679870382351e-06 5.28987664599434e-06 -8.34989319996883e-06 4.17175048738915e-05 -1.10614626630339e-05 -1.70193614849642e-05 -0.00167463317482188 0.00566081657346118 -0.00240079750321184
gpm 4.80843136500579e-05 -4.26931273322398e-06 -1.68082819587594e-05 1.73325778325781e-05 2.74954344230938e-05 -1.25433060797389e-06 -9.51422879932508e-07 -0.00183573861109179 -0.00240079750321184 0.00595387236014693
