 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.9811835928077478e-05 -1.1872717825959736e-07 -5.443081541819701e-07 9.120902909531807e-09 -3.4032747964711804e-11 1.753619620639345e-05 -3.573005724975724e-05 -1.172702851890683e-05 -7.298169530075519e-05 0.00010020823783683264 -0.0001243510593759572 9.620480995744697e-05 -7.130396718004179e-05 -2.281525823432485e-05 -0.0001420928112279333 5.069331152281366e-05 -6.183332773533791e-05 -7.96546856374457e-05 -4.294253672447488e-05 -8.695049988998043e-05 -3.402169476205923e-05 -4.737589628456683e-06 -6.535476855463386e-05 -0.00014626572652621172 0.00014319467771642532 5.468298938606642e-07
yob -1.1872717825960212e-07 2.1933728898908952e-07 3.76179797519415e-08 3.5916253237780397e-09 -2.491297796638476e-11 -5.931073419916697e-08 2.2591800019051827e-05 8.768431788795797e-06 -1.5523421953318095e-05 -5.889703604608083e-06 -6.9927697762521116e-06 -1.2686572463421271e-07 -9.619575969322655e-06 1.2633092434299238e-05 -5.475406071893629e-06 -1.391277558305813e-05 1.6139610663189834e-05 -1.1778534023868798e-05 -6.57350334354125e-06 2.1309107536676607e-05 7.129998106327738e-06 -1.2390606119575094e-06 -1.7033070125604473e-06 1.2482305854475788e-05 -2.7505688266687257e-05 4.9876514922195535e-08
age -5.443081541816922e-07 3.761797975177021e-08 1.0309083349508396e-05 -2.2355150637680342e-07 1.4782248419388625e-09 -1.0097531173771082e-05 1.760098110613188e-05 1.0143197711117802e-05 -1.9812591154434e-05 3.386558755590498e-05 -2.460918109060404e-05 -7.81787000347495e-06 -2.425845423320834e-05 1.2695396395118708e-05 3.5498167699617306e-06 1.666462391313227e-05 -5.852485516979464e-06 1.8735139019815238e-05 -2.1113358016680476e-05 9.507599877148205e-06 -2.7006124309883634e-06 -1.8127311983061985e-05 -9.687467470846755e-06 -4.625707162499859e-06 3.425434927710092e-05 1.1629519021745735e-07
age2 9.120902909522354e-09 3.591625323781911e-09 -2.2355150637679442e-07 5.134784332295948e-09 -3.5014771112424836e-11 2.8515891285111175e-07 2.795615184316171e-07 -2.674762937045326e-08 1.1711670323019275e-07 -6.207186964966493e-07 3.7104333630941743e-07 6.206790137201583e-08 1.9552039989483465e-07 1.6361262637003625e-08 -2.1927745337363885e-07 -5.773781328057429e-07 3.5599117084351634e-07 -5.694499825546051e-07 3.815836661028213e-07 2.1063856422359498e-07 3.579958458495064e-07 3.666030419522882e-07 1.3554547461210422e-07 2.2442211733486166e-07 -1.3258331822594675e-06 -1.3141478718349545e-09
age3 -3.403274796457181e-11 -2.49129779664103e-11 1.4782248419387713e-09 -3.501477111242415e-11 2.447689213768378e-13 -2.317319784915489e-09 -2.6331871011682218e-09 1.7316384334798333e-10 -1.026627136946842e-09 3.721661026744287e-09 -2.7531877389089967e-09 2.288576402073701e-10 -6.274200241953874e-10 -4.68473085633039e-10 1.0733392322737915e-09 3.5144385042118416e-09 -2.1558266308987723e-09 3.353259792873093e-09 -2.9851447528843343e-09 -1.771584671099106e-09 -3.3619293653177707e-09 -2.4708430504994226e-09 -8.960773939492865e-10 -1.1903971917804916e-09 9.563169581945946e-09 5.2300619266482595e-12
PC_3 1.753619620639229e-05 -5.931073419894413e-08 -1.00975311737692e-05 2.851589128510803e-07 -2.3173197849153163e-09 0.050682460296159616 0.001666457426263788 0.002491993722268474 0.001294164128095785 -0.007355237248969741 0.003346097144169567 0.00819463662828537 -0.00617968524796196 -0.0022889865617336277 -0.0020882200222610632 0.003499659942274923 0.00834070076587252 0.006340720146194377 -0.00418146044474428 -0.017425202850906055 -0.001368901531862815 -0.00042673030152644086 0.005111532871752449 -0.003423044563524565 0.011124065408613808 7.151462824334292e-05
PC_4 -3.573005724975775e-05 2.2591800019051695e-05 1.7600981106156133e-05 2.7956151843106523e-07 -2.633187101164453e-09 0.001666457426263751 0.17408580461566348 -0.008097096020315405 0.00911505883315264 -0.010084471401989778 -0.0004323943780723779 -0.005258657708776734 -0.0013153028632452589 -0.014065865015246348 0.004016144391581011 0.009680654047300638 -0.019139927514196357 -0.011319483184180294 0.012899741151736963 0.010712825636365915 -0.005151268583602588 0.005972423461249229 -0.005767991462283025 -0.0005491498729678442 0.007581168672162111 1.9555720127904568e-05
PC_5 -1.1727028518906749e-05 8.76843178879566e-06 1.0143197711125018e-05 -2.6747629370622505e-08 1.731638433491543e-10 0.002491993722268462 -0.008097096020315416 0.22790991198996213 -0.0036932048717006273 -0.007264467135393568 0.0005630971905431626 0.005317822362278363 -0.01540272531560755 -0.0017289823265424415 -0.018047999922145053 -0.013100793686700326 0.0005179704185424013 -0.016728566995785798 0.013758599856165503 -0.02620026425923503 0.006438807751350606 0.005045091431165298 0.0005628693017558323 -0.00470744294719602 0.0173615561361164 3.32384724466815e-05
PC_6 -7.298169530075546e-05 -1.5523421953317803e-05 -1.9812591154445022e-05 1.1711670323045576e-07 -1.0266271369486745e-09 0.0012941641280957978 0.009115058833152662 -0.003693204871700625 0.2835907954553517 0.00333743151238051 0.014225867528909353 -0.01410966247394295 -0.009099972143592643 0.007119646777366756 -0.014565074910455058 -0.0010828721327509868 -0.00019069859100845265 -0.024553750244455788 0.014061182035925308 0.02915214408230297 -0.00846971254650657 0.00060937742373049 -0.00884190167952753 -0.002828956779725466 -0.0135542152773273 5.6572463694807946e-05
PC_7 0.0001002082378368349 -5.889703604608561e-06 3.3865587555903875e-05 -6.207186964966499e-07 3.7216610267443734e-09 -0.007355237248969738 -0.010084471401989845 -0.007264467135393592 0.003337431512380539 0.35442450122999947 0.014847897746880999 -0.0009332053562101899 -0.01643707182668376 0.019714871030839177 0.005069583305294481 0.03252330756521615 0.010774349342890415 -0.0374046019150077 -0.025396082628303503 0.02871903534794251 -0.009092013031727884 -0.01255664851260927 0.0002675575689289458 0.010257462439866178 -0.01678395731203432 -6.110390090353722e-05
