 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0388874426056861e-05 3.050472554257379e-08 -3.2620531014822587e-06 -1.725459001366688e-05 1.0951720927712732e-06 6.36904949587517e-08 -3.768050470664367e-10 -2.2112678177814722e-08 1.3977690418059457e-10 4.665030179884318e-06 -1.9432008466626773e-06 4.2583205469407395e-06 -3.791184107931955e-05 4.7626596143255245e-05 -6.917939977590862e-05 4.706570514940779e-05 -4.104109659436203e-05 -5.1638404786635394e-06 -7.432897454235323e-05 -6.0286481702990825e-06 -1.4855279159604737e-05 -4.913505680752902e-05 2.5741919494852256e-06 -3.547871070524143e-05 -5.2136553764812855e-06 4.297336553421792e-06 -3.837785457989086e-05 -4.5131469207258095e-05 6.458165165388966e-05 -4.2360541145387704e-07 2.130889926697897e-07 5.815731006123935e-07
yob 3.050472554259179e-08 9.868549600186661e-08 1.5608262567583388e-07 3.840641266299593e-07 -4.4196357041285086e-08 -6.861482022473065e-10 -3.368782094889214e-13 6.20079875380164e-10 -1.3147673065149833e-12 8.607473800310092e-07 7.011904624233539e-06 5.807597543446231e-07 -6.721155442338894e-06 -1.690248844367907e-06 -3.14565058101273e-06 1.544966307271065e-07 -2.4520247201118264e-06 4.574983111874279e-06 -1.7644785016239487e-06 -4.306657690461785e-06 5.763350525908759e-06 -5.420406783332694e-06 -2.710375667377025e-06 8.454215912743104e-06 2.5151557688862007e-06 3.1535768207838945e-07 -2.173133531038818e-06 2.851477600158842e-06 -1.1302690453765118e-05 -1.1890283823250583e-09 9.802943749649814e-09 2.336452645766805e-08
age -3.262053101484645e-06 1.560826256759257e-07 4.2674181278482797e-05 0.0006352729172802328 -4.238204363728969e-05 -8.559600493921085e-07 5.347057495623249e-09 8.53536972102726e-07 -5.334971144081547e-09 8.116131336649466e-07 -2.5035069628368896e-06 -6.156701279759338e-06 -1.7201008143739457e-05 7.5485477149066944e-06 1.491753252964394e-05 1.0747619261880551e-05 2.629177686457876e-06 3.095603476150952e-06 1.361108008124561e-05 -6.692862638786895e-06 -1.571462120440777e-05 -1.000483881256625e-05 -3.621409064484547e-05 9.588561435820144e-06 8.40487413734797e-06 -4.987462180121391e-06 -4.0827726764481225e-05 -1.993026028564675e-05 1.0785856573865573e-05 7.935310547790523e-08 -1.0365820334807205e-07 -1.0460927881129558e-07
sex -1.7254590014099546e-05 3.840641266375713e-07 0.0006352729172818082 0.016541471023637778 -0.0010719396855115963 -1.248630540493445e-05 7.667482997329949e-08 2.1184083758766564e-05 -1.305668946930593e-07 5.45425833240265e-06 9.296885465629187e-05 -4.521947532262743e-05 9.897384209420429e-05 -2.6824923120228996e-05 0.00017679928867744723 0.00020815127638746164 8.54795871449052e-05 0.00026170802412915926 0.00018216885114910947 -0.00039357837549377985 1.3833537125305755e-05 -3.261943567605424e-05 -9.883929233812404e-05 -6.27795413180842e-05 0.0003119619220859314 0.0003139304848658992 -0.0004063405697512753 -0.00021014015027116727 -6.033319086377576e-05 1.927619361230149e-06 -3.266601482493982e-06 -2.1448410494079704e-06
age_sex 1.0951720927979964e-06 -4.419635704215041e-08 -4.2382043637398994e-05 -0.0010719396855116937 7.1716232548649e-05 8.528269148319707e-07 -5.332362991905276e-09 -1.4501470306708728e-06 9.096016526085423e-09 -1.0287960338119898e-06 5.862109524430819e-07 1.0273315037217852e-05 -4.486859485519011e-06 7.126979098966697e-07 -1.7813790702784444e-05 -1.3135361049378324e-05 -8.290272068203351e-06 -1.2469532391901696e-05 -1.556352439064199e-05 2.2577992410472726e-05 -1.2185973606287606e-06 1.9154130782764213e-06 8.904226728787503e-06 7.845181327097821e-06 -1.8516829843405486e-05 -2.054324205898637e-05 3.0122483724417124e-05 1.482888382882803e-05 -1.4777260925422478e-07 -7.366824131490593e-08 2.2949905330644428e-07 1.746119251075259e-07
age2 6.369049495899342e-08 -6.861482022600881e-10 -8.559600493921144e-07 -1.2486305404902836e-05 8.528269148297837e-07 1.7573854225883456e-08 -1.1172553463930492e-10 -1.752406629324749e-08 1.1141565570004065e-10 6.766362729557633e-08 3.8765969152720046e-07 2.5103295174288294e-07 2.2333282779909624e-07 -1.23497970296162e-07 -4.320857478092173e-07 -2.4043468873466704e-07 -1.9556678144979153e-07 1.2864466162084022e-07 -4.2611556628138267e-07 -7.783123472105104e-08 4.333553460765638e-07 2.0235157991541684e-08 7.586358689643012e-07 8.470659995340358e-08 -4.345699914599072e-09 1.493977969640958e-07 7.495532286962151e-07 4.2739406622009246e-07 -6.469235675760316e-07 -6.835645974910908e-10 2.2799297224475956e-09 2.2342170436456987e-09
age3 -3.768050470665518e-10 -3.3687820942966975e-13 5.347057495623192e-09 7.667482997310076e-08 -5.332362991891517e-09 -1.1172553463930316e-10 7.211032116376085e-13 1.1140008454631955e-10 -7.189192321417331e-13 -9.74229703520902e-10 -3.2918992201185218e-09 -2.1407328718358447e-09 -1.5968612160942292e-09 7.97909157263819e-10 2.8209570853397114e-09 1.6406119239681234e-09 1.6594550468033064e-09 -1.4104393025283267e-09 3.065018619409963e-09 1.1937123023994296e-09 -2.852153739426009e-09 2.656665524422714e-10 -5.305589008400835e-09 -1.3111021356589677e-09 -6.796514612428481e-10 -1.2377237785172676e-09 -4.569088965433017e-09 -2.4775477735934965e-09 5.529927939568913e-09 -1.2224501881364983e-12 -1.4296471508736205e-11 -1.3868661069108301e-11
age2_sex -2.2112678177705313e-08 6.200798753862648e-10 8.535369721049727e-07 2.1184083758769752e-05 -1.4501470306709547e-06 -1.7524066293292583e-08 1.1140008454660342e-10 2.989834165916186e-08 -1.9063937669037554e-10 2.26129931390639e-08 -1.0403115433759159e-07 -3.142828355459697e-07 6.701527913228443e-08 -1.3487647564873367e-08 4.559644023813508e-07 2.590754119120294e-07 1.9376020165123186e-07 1.8215302557104284e-07 3.9460231332789373e-07 -3.386857519078346e-07 3.274773233197958e-08 -1.320459346350556e-08 -2.473508697366664e-07 -2.40920898123335e-07 3.536153905709406e-07 3.7490836547390595e-07 -6.293661289438019e-07 -2.871044608159075e-07 8.724844072188363e-08 7.418554383743257e-10 -4.668017631109674e-09 -3.6044569224288795e-09
age3_sex 1.3977690418397394e-10 -1.3147673066508224e-12 -5.334971144095862e-09 -1.305668946930843e-07 9.09601652608627e-09 1.1141565570032684e-10 -7.189192321435349e-13 -1.9063937669038213e-10 1.2338270391634949e-12 -1.2125282593019027e-11 1.0915494531218696e-09 2.5281591154702997e-09 -3.138326439078064e-10 1.3316526073608243e-10 -3.3377030846050963e-09 -1.511246959206705e-09 -1.2993039137293604e-09 -8.521150609146966e-10 -2.9783559032594787e-09 1.4516996931621336e-09 -2.768150942977094e-10 -3.70863262701644e-11 1.948723900778911e-09 1.884491880858843e-09 -2.1903083533086463e-09 -2.0672472586665816e-09 3.9964457610131535e-09 1.4816903567610242e-09 -9.4662771020708e-10 5.895267023038555e-15 2.866961015748761e-11 2.164056494224401e-11
PC_3 4.665030179883527e-06 8.607473800310188e-07 8.116131336826174e-07 5.4542583328136375e-06 -1.028796033839447e-06 6.766362729522116e-08 -9.742297035186778e-10 2.261299313961846e-08 -1.2125282596489145e-11 0.02607594831462285 0.0008233768821951413 0.0019032635204233835 -0.00011281877812646219 -0.0046345805456751935 0.001763617407080584 0.003698905811461777 -0.003913505999236469 -0.0003531275745511766 -0.0014887028954271115 0.00038085084487178545 0.004984692084134192 0.0026291792565724084 -0.0015059655550293224 -0.009513498181638035 0.0005196148223469148 -0.00017455002538842505 0.0032582003939205756 -0.0008444275862035618 0.00484385564383117 -1.8770430327346486e-06 4.65666754796663e-05 4.133952917097383e-05
PC_4 -1.9432008466663784e-06 7.011904624233481e-06 -2.5035069628260336e-06 9.296885465664386e-05 5.86210952419861e-07 3.876596915269921e-07 -3.2918992201172984e-09 -1.0403115433713251e-07 1.091549453119063e-09 0.0008233768821951433 0.08721988501278856 -0.002375232300555563 0.005275151313243739 -0.003378911657797745 -0.0006169989875577863 -0.0032376326874770317 -0.0006902409744203486 -0.006084795803904003 0.0015427616847056658 0.004308777184908029 -0.008435978263417444 -0.005917355804874896 0.006269035637140836 0.005049761264678949 -0.002924087751174323 0.0024718683699074535 -0.0038935540523571863 -0.00037349135030572886 0.0032922458064533404 -6.803042649208207e-06 1.4013101494988926e-05 2.2748774434822012e-05
PC_5 4.258320546944742e-06 5.807597543444705e-07 -6.156701279777857e-06 -4.5219475322755855e-05 1.0273315037225534e-05 2.5103295174325643e-07 -2.140732871838218e-09 -3.1428283554611665e-07 2.5281591154712055e-09 0.0019032635204233978 -0.0023752323005555636 0.11489699470214552 -0.0027936009359359653 -0.004546808514431762 -0.0010569261479515175 0.004941127497309629 -0.00828738566627783 -0.0013915579040087698 -0.00894029259472843 -0.0065764670092971775 -0.00044796889436590965 -0.00800640397551032 0.006874200425978374 -0.01420297577894302 0.004846145920667278 0.003483636368958359 -0.0013033520757439743 -0.001510270025543109 0.008604086483123472 1.1603420545422593e-05 7.0161810762972495e-06 9.343026550928052e-06
PC_6 -3.791184107932321e-05 -6.721155442338889e-06 -1.720100814367211e-05 9.897384209543418e-05 -4.486859485603595e-06 2.2333282779770806e-07 -1.5968612160853782e-09 6.701527913403672e-08 -3.138326439190329e-10 -0.00011281877812647683 0.0052751513132437075 -0.0027936009359359887 0.14519420515594525 0.0028266155087779445 0.004517869014795317 -0.006570561532839541 -0.004457084032784372 0.0028248864963734575 -0.006803404397748625 0.0009321677713331554 0.0003345978884504879 -0.0116418739822079 0.007354968349828874 0.013059049532196287 -0.00434115184462176 -7.212655202527946e-05 -0.006280122655796549 -0.0020188882120546715 -0.004804002874836246 4.298742045350675e-06 2.9797305371681632e-05 2.664900920050914e-05
PC_7 4.762659614325912e-05 -1.6902488443679385e-06 7.548547714795373e-06 -2.68249231229325e-05 7.126979100822478e-07 -1.2349797029386787e-07 7.979091572491876e-10 -1.3487647568711738e-08 1.3316526076064054e-10 -0.004634580545675194 -0.0033789116577977287 -0.004546808514431718 0.00282661550877793 0.18188800821576265 0.006654253893960733 -0.0011989674313121926 -0.007842765908856568 0.007199993140901514 0.005586387169779936 0.017688185691247544 0.005208524134159379 -0.01756297773664759 -0.0127716320983286 0.015488850560813696 -0.007100943903785342 -0.006079839413376487 -0.0016340263857545939 0.006590612129948653 -0.007976265977057043 -9.469369585591876e-06 -2.9023562240726005e-05 -2.3373620262320053e-05
