 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.005304130558848295 -2.4781505481749936e-06 0.0004726125542072785 0.0008218686402081416 -0.00015000111291745607 -2.0097795855904993e-05 2.412292132927196e-07 6.97512961627903e-06 -8.804532019245489e-08 -0.0016187070949420046 0.0006720453750030533 0.0002198782863176613 -0.0007833558775352825 -0.0002576136284195098 -0.001034650815263276 0.0009683055214270549 0.00013580559086391356 -0.0014182031609315524 -0.002461024515294613 4.122431873760207e-06 -0.0036121092176392574 -0.003430192613547963 -0.0053146912619084895 -0.0031528853859983013 -0.00341212364235305 -0.00294019511708702 0.0003963596985289935 0.0055814132548854065 0.002931135358615193 5.104695740929851e-06 1.0970906556234016e-05 -2.089412466338198e-05 -5.38762779154992e-05 2.0381342855269718e-05 -1.4458720426791792e-05 1.7440735265620997e-05
yob -2.4781505481413664e-06 1.61688808196556e-06 1.3683785053442803e-06 5.180149303177304e-06 -5.698012696549458e-07 -4.246657266764778e-09 -9.254187233518515e-14 9.1734135745573e-09 -5.543043604504969e-12 1.6626197536564498e-05 0.00023140184075931742 1.8146710189506164e-05 -0.00014839253108401 5.079512185049318e-05 -0.00017681091657756375 -3.674186639251847e-05 -7.481539926553164e-05 0.00020614003861122308 -5.423805756728879e-05 -0.000155046090777066 0.00013238298773125283 -0.00011002189338459687 4.5124135478186695e-06 0.00010192803892036649 9.193921239542529e-05 -4.065860537754115e-05 -5.581594840968763e-05 4.7352052703262425e-05 -0.00020591681559399528 5.7629273030284085e-08 -9.96994776106778e-07 3.075700087540342e-07 1.008807197527423e-06 8.796598323516885e-07 -3.712477884779818e-07 -2.7231985602739347e-07
age 0.0004726125542097187 1.3683785053377556e-06 0.00016335880645799056 0.001185524014041939 -0.00015650084576515304 -5.7363924004104775e-06 5.87928855447015e-08 5.541302513635597e-06 -5.69121126988431e-08 -0.00010436655359100413 0.0003823192474876979 0.00015852948149967905 -5.725659274024491e-05 -0.0005140114438275848 -0.0002576936529021992 -0.00024440575618259235 -0.00041999056819546986 -0.0004640904388083843 0.00019499052362449286 -0.00017033668873557982 -0.00014343864177954058 -0.00033650325475070056 -0.00019449050875062837 -2.3822742004855602e-05 1.0952548647157123e-05 -0.0009981440310805612 -0.0003160667821806678 0.0006362177049867545 0.00019871070792081312 -1.5839333290999834e-06 -4.153061163186345e-06 -2.176525455424155e-06 -9.648748368395463e-06 1.783688188223518e-05 -1.7272213323882414e-06 1.552078107008753e-07
sex 0.0008218686402399234 5.180149303087984e-06 0.0011855240140458746 0.017551067726938853 -0.002034959885768689 -3.951412042780535e-05 3.908986221332823e-07 6.676924034024724e-05 -6.524282476842906e-07 -0.0004926481158815078 0.0026590164559240127 0.00283156461515979 -0.001310733938242679 -0.0058232246829962205 -0.0012699738827284157 -0.0003435559238296294 -0.003694440805820022 -0.008675824081090341 0.0010647461164512606 -0.0024902247510268445 -9.228183569318998e-05 -0.00409367089280946 -0.000929525105687662 -0.005758850887822912 0.0004048095289989486 -0.00798956245397051 -0.002452496955850707 0.0012180318894007603 0.00010270782900108172 -2.000795519998598e-05 -3.05585239642867e-05 -1.9586698097944437e-06 -7.855765472784457e-05 0.00012635056432203597 7.141439140856458e-06 -3.888833954381013e-05
age_sex -0.00015000111292149534 -5.698012696468532e-07 -0.00015650084576557147 -0.0020349598857675763 0.0002616718781752468 5.540525893235434e-06 -5.698534565927182e-08 -9.122310866349449e-06 9.276446767859107e-08 3.427223111358727e-05 -0.0003630653675048738 -0.00042426009395328117 0.00020579947390127242 0.0006160874902830258 -2.1651986103599492e-05 -6.38339829672624e-05 0.0005866993580981213 0.001062142360715404 -0.00027384854301308376 0.0003199408534639654 -3.9631583452395e-05 0.0004985731204130874 0.00012489636042839272 0.0006003596246669716 -3.5760390291405426e-05 0.0010625399698559299 0.0002804634147532057 -8.794280744960862e-05 -0.00020425184650866811 2.202007674388997e-06 5.093166809256917e-06 1.358792609857883e-07 8.519731794583799e-06 -1.5634519842023638e-05 1.119804004632232e-07 3.073811770382289e-06
age2 -2.0097795855987175e-05 -4.2466572665459315e-09 -5.736392400407381e-06 -3.951412042763207e-05 5.540525893216234e-06 2.1282716163955416e-07 -2.2621734295015187e-09 -2.0605709762468014e-07 2.19450569835617e-09 2.9697503499387676e-06 -8.941641468363839e-06 -7.288953971395569e-06 -6.377657641150042e-08 2.1021151275487773e-05 6.80662831766846e-07 4.726075444351589e-06 1.1054073331367892e-05 2.05743538959829e-05 -9.872935346634172e-06 3.5630139319772857e-06 8.739578898165285e-06 1.2306240244085402e-05 9.710143177832883e-06 2.037971098624371e-06 5.972400425071512e-06 3.511069228147792e-05 4.836915569033385e-06 -2.606723258138721e-05 -9.669237672996608e-06 4.442025189948952e-08 1.4260600720625482e-07 6.342604254087763e-08 3.3125250393601845e-07 -5.933957273337467e-07 1.0346738306938578e-07 -2.013725360796146e-08
age3 2.4122921329352773e-07 -9.254187652897103e-14 5.879288554464284e-08 3.908986221312332e-07 -5.6985345659038774e-08 -2.2621734295006067e-09 2.4756746934251394e-11 2.1952771035736202e-09 -2.406170732593401e-11 -2.971603205955043e-08 1.0517143730544164e-07 8.648533549784983e-08 -2.4474485555113703e-08 -2.1315745215127347e-07 1.0756793313822744e-08 -1.9082833388761457e-08 -9.734514788151502e-08 -2.011671220572704e-07 9.200783747105465e-08 -4.753745736217674e-08 -1.0139617998833348e-07 -1.5513216300675082e-07 -1.4581633261404364e-07 -2.9589573538128513e-08 -9.460502885698338e-08 -3.6679592295974424e-07 -1.4932019240150676e-08 3.0842015194767314e-07 1.13935028294868e-07 -3.514686647642023e-10 -1.6811247309874111e-09 -4.743870951294281e-10 -3.078514773569231e-09 6.0288718809098885e-09 -1.3051017949155724e-09 9.31632290495855e-11
age2_sex 6.97512961641745e-06 9.17341357412999e-09 5.541302513647059e-06 6.676924034017301e-05 -9.122310866344815e-06 -2.060570976252443e-07 2.195277103580684e-09 3.3338239053714655e-07 -3.511273523455923e-09 -7.341630635995575e-07 1.3240534655582862e-05 1.624703208708784e-05 -8.118866867205118e-06 -1.9634108558478052e-05 4.708810537657622e-06 5.072720423900821e-06 -2.1721958879193153e-05 -3.5202624928599875e-05 1.033861839285552e-05 -1.1446102690941574e-05 1.7043232009809105e-06 -1.6280973493539097e-05 -5.2131770504407535e-06 -1.6414028503375413e-05 -5.420429201921676e-07 -3.7868020815694035e-05 -8.271259011839218e-06 3.7189762264034048e-06 1.2658520631690798e-05 -6.628962148812274e-08 -2.4001857781977514e-07 1.7911512839031135e-08 -2.2927161964642514e-07 5.712929293410032e-07 -1.4934010551927052e-08 -1.0575527365142958e-07
age3_sex -8.804532019383563e-08 -5.543043598982638e-12 -5.6912112698932025e-08 -6.524282476832284e-07 9.276446767850416e-08 2.19450569836096e-09 -2.4061707325996214e-11 -3.511273523454535e-09 3.8067778075190544e-11 2.8564209471963994e-09 -1.3389230512738604e-07 -1.742998912534396e-07 9.093285339457682e-08 1.953019666916354e-07 -7.126915125897408e-08 -7.597241754507194e-08 2.2087262260252262e-07 3.419625908158566e-07 -1.0172529044585057e-07 1.2447606852677116e-07 -1.3801477459651735e-08 1.6117609472476034e-07 6.778362015365276e-08 1.3989262771299188e-07 2.5072324794036764e-08 3.852253101514125e-07 6.069799226766558e-08 -6.610838534733693e-08 -1.9131126891560855e-07 6.30276712834814e-10 2.9594917746058644e-09 -5.390258221968631e-10 1.7811535839809149e-09 -6.121092145661059e-09 2.792195232231498e-10 1.2802664718160696e-09
PC_3 -0.0016187070949424248 1.6626197536568554e-05 -0.00010436655359083872 -0.0004926481158787747 3.427223111325977e-05 2.9697503499339217e-06 -2.971603205950785e-08 -7.3416306358895e-07 2.8564209470966972e-09 0.35287798374269896 -0.05620013256804589 0.023310893726185285 0.05800882257567642 0.007060842233282664 0.01015127364985243 0.013873361150883811 -0.05373452502249271 -0.05667450331161221 -0.02864213786474128 0.06459701606845504 0.008669295395307535 0.09746136866982316 0.01604040327605147 -0.15155192299847836 -0.048437272886085424 -0.002253741323030953 0.045173777876117045 -0.06809425994420568 0.1452704811009293 3.117414442724889e-05 7.176236646254287e-05 -0.0002088400436357571 0.0005418180190725074 0.0002762543077503809 0.0004693812688869524 0.0005205416162438398
