(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000472147452154317 2.58151488169554e-05 -4.19676263480557e-05 -8.14320590234623e-06 1.60316275672091e-05 -9.94877707522078e-06 2.13191371043593e-05 -3.44721587662748e-06 -1.70405996713497e-05 2.56612612387373e-05
covarage 2.58151488169554e-05 0.00039615282972757 0.000563801482511695 -0.000617962553119717 -5.61176525917644e-06 1.38484390928789e-05 -6.55981119832132e-07 -3.11448396154446e-06 1.57017875580707e-05 -8.22055085504932e-06
covarsex -4.19676263480557e-05 0.000563801482511695 0.00141847592273472 -0.00139953567418039 -4.96032796629359e-06 2.81487493334495e-06 -5.98573473936388e-06 -7.38186907819712e-06 2.82038596333557e-05 -5.3297669042208e-06
covarage_sex -8.14320590234623e-06 -0.000617962553119717 -0.00139953567418039 0.00154300657977978 7.98998896737037e-06 -1.59155291161258e-06 4.37670584191602e-06 5.91566597545883e-06 -2.36563358385381e-05 6.04710016213844e-06
covarPC_3 1.60316275672091e-05 -5.61176525917644e-06 -4.96032796629359e-06 7.98998896737037e-06 0.000140354377774405 3.31243371854895e-06 -1.34247887615156e-06 -1.40782748729378e-06 1.57688616390523e-05 1.23319169429362e-05
covarPC_4 -9.94877707522078e-06 1.38484390928789e-05 2.81487493334495e-06 -1.59155291161258e-06 3.31243371854895e-06 0.000145524053424222 -2.24241423461585e-06 -2.50409258235857e-06 4.74956022188715e-06 6.19615103583496e-06
proband 2.13191371043593e-05 -6.55981119832132e-07 -5.98573473936388e-06 4.37670584191602e-06 -1.34247887615156e-06 -2.24241423461585e-06 0.000440197053859391 0.000196765465327729 -0.000406856187527386 -0.000385889262480285
sibling -3.44721587662748e-06 -3.11448396154446e-06 -7.38186907819712e-06 5.91566597545883e-06 -1.40782748729378e-06 -2.50409258235857e-06 0.000196765465327729 0.000522788072357601 -0.000460259884700785 -0.000437279594308704
paternal -1.70405996713497e-05 1.57017875580707e-05 2.82038596333557e-05 -2.36563358385381e-05 1.57688616390523e-05 4.74956022188715e-06 -0.000406856187527386 -0.000460259884700785 0.00120272865320196 5.82344178237714e-05
maternal 2.56612612387373e-05 -8.22055085504932e-06 -5.3297669042208e-06 6.04710016213844e-06 1.23319169429362e-05 6.19615103583496e-06 -0.000385889262480285 -0.000437279594308704 5.82344178237714e-05 0.00115154076669252
