 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.0016722426933337914 -1.0086548863751837e-06 -0.0015192818235897155 2.3430893156431736e-05 -1.1819548924544175e-07 -0.0002311920240136465 -0.0002863009080790331 -0.00019611472304097334 -0.00014564660160033368 0.0007456056348356738 -0.0003953902004729755 0.00032960429359832143 -0.00039976918309859663 0.00014083308751112593 -0.00037385620881342016 7.418207669283534e-05 -0.0002218532137193199 -5.813601795885572e-05 -0.0003360753623414403 -0.00047342346557704604 -0.00048117410201398316 0.0002628435176545542 -0.0002410499565597358 -0.0007027055712359294 0.0002880354852280036 -2.4500004020959663e-07
yob -1.0086548863697077e-06 3.375866252675018e-07 1.5433665129074963e-06 -2.006340254600954e-08 1.03595591736914e-10 7.154425460899465e-06 2.4874481486870342e-05 6.765234221791549e-06 -3.4094216514847605e-05 -1.5860912337689748e-05 -1.7796021614273347e-06 1.7259644218966444e-06 -1.3303970861344793e-05 1.852608986996544e-05 -1.0089280003773495e-05 -2.5508393600649957e-05 3.284841820765032e-05 -2.8901292746614e-05 -7.524742360960228e-06 3.5049069328782064e-05 1.3733746533838432e-05 1.8490939637897011e-06 -8.179194037305272e-06 2.193165140726012e-05 -4.650310444556433e-05 1.1886231225696509e-07
age -0.0015192818235901168 1.543366512914071e-06 0.0014705389186857939 -2.3008021283614815e-05 1.1771459418524669e-07 0.00024146303530159582 0.00035985911189069324 0.0002609505002515591 7.641271720921747e-06 -0.0005597125331778314 0.00021046670417202698 -0.00019895897117166764 0.00024172227616206792 -0.00018062440329395614 0.0002317360287109578 -2.0152716564101745e-05 8.99331810429873e-05 -9.974596726509545e-05 0.00025861771519330887 0.0004274401212594854 0.00040643208690733314 -0.00027851224674707445 0.00012512672943260954 0.0005956524260453635 -0.00017322023870233746 1.0105442310393685e-06
age2 2.343089315644069e-05 -2.006340254611847e-08 -2.3008021283617088e-05 3.617178707693704e-07 -1.8591642746821872e-09 -3.4702600173234333e-06 -5.3032272328085785e-06 -4.258225868266815e-06 -5.001264313988973e-07 8.449348571696216e-06 -3.205995184191645e-06 3.091199352873232e-06 -4.032991572561284e-06 3.3417577754510545e-06 -4.0592033578433935e-06 -1.1230536263086753e-07 -5.971324523145738e-07 1.119328688318959e-06 -3.942384149985623e-06 -6.293256008117058e-06 -5.715964272108808e-06 4.561649607660933e-06 -2.061853088549744e-06 -9.301246000919997e-06 1.9714937383748625e-06 -1.5513738452480347e-08
age3 -1.1819548924549841e-07 1.0359559173753099e-10 1.177145941852693e-07 -1.859164274682361e-09 9.600339131485208e-12 1.6264856017267525e-08 2.7144704832647695e-08 2.3174949500524386e-08 1.8319039784014298e-09 -4.1861996748787045e-08 1.515432224250659e-08 -1.5349101542583812e-08 2.1192470493219754e-08 -1.8742915288811842e-08 2.16518398487467e-08 1.15165420646951e-09 8.676545732196801e-10 -5.297443482041452e-09 1.874115388677007e-08 3.196258119451433e-08 2.617891312766177e-08 -2.440982706119076e-08 1.0349578560435284e-08 4.837276451918127e-08 -8.100954678279287e-09 8.118051453632743e-11
PC_3 -0.00023119202401330054 7.154425460900007e-06 0.00024146303530118833 -3.470260017316688e-06 1.626485601723121e-08 0.06418049926396877 0.0021705557747872008 0.002283816672912169 -0.004372696716756563 -0.01396107574497334 0.005481484958231104 0.007848182511996663 -0.010036555856152473 -0.0012416131223728544 -0.0009719994605480938 0.0028024223131727518 0.015120806008890745 0.0063364079818754825 -0.00654237520544521 -0.02274386620161857 0.0013694387023886789 0.0002737815161432426 0.007902528781729626 -0.00257075234550472 0.01346282164307397 0.0001074577140191399
PC_4 -0.0002863009080785014 2.4874481486871413e-05 0.00035985911189007503 -5.303227232798331e-06 2.7144704832592433e-08 0.0021705557747871734 0.2275991898544838 -0.01000445755236045 0.007105698673958569 0.0003558682663777756 -0.0049923525845875895 -0.01119352502017665 -0.0006514030433700972 -0.0211960809177123 0.00472218147996144 0.018659550502887 -0.028937662430329837 -0.010869568079520575 0.016989070586072387 0.014660645089816031 -0.010578510051182821 0.006323592775250738 -0.0072964922709532675 -0.0006301500414851893 0.008804295959378606 4.253028179761093e-05
PC_5 -0.00019611472304128144 6.7652342217929605e-06 0.0002609505002517829 -4.2582258682699125e-06 2.3174949500538233e-08 0.002283816672912275 -0.01000445755236028 0.2994634128729735 -0.0033614412734304304 -0.001629329420340254 -0.0013423950469391853 0.004807130623972397 -0.025834452498617495 0.00934510238735837 -0.02728451556827477 -0.022414695901378085 0.0014033401886373738 -0.021127738102894332 0.020072841673745387 -0.03478960775640351 0.013103016625767502 0.008411555057917627 0.0012783647080792146 -0.003109251987268033 0.024790199655723464 4.5555301209123094e-05
PC_6 -0.00014564660160079943 -3.409421651484712e-05 7.641271721372137e-06 -5.001264314059443e-07 1.8319039784374875e-09 -0.0043726967167565306 0.007105698673958678 -0.0033614412734303575 0.37166821798599975 0.011134635239807827 -0.005003153912550033 -0.017065579814050987 -0.017457483370611083 0.011414353723958118 -0.014638305690912857 -0.0009181233436757253 -0.008563085541955435 -0.035334968666206855 0.022904124573067373 0.03722120277953941 -0.010922242796614664 0.0011308179583579192 -0.008861642240113344 -0.003727218773079714 -0.017310721071747075 9.12215667293436e-05
PC_7 0.0007456056348350546 -1.586091233769141e-05 -0.0005597125331770742 8.449348571683492e-06 -4.186199674871761e-08 -0.013961075744973338 0.0003558682663777193 -0.0016293294203400313 0.011134635239808 0.45685922056890116 0.015299529298819314 -0.014176540512886318 -0.029458168542198446 0.018353894854010722 0.012913238311839213 0.04691432264259412 0.014652613996346181 -0.04258596553549258 -0.029092056046613603 0.04371170557042439 -0.018229197653880074 -0.02061874044271666 0.0034230804251830405 0.008376207829450578 -0.017102568784224163 -9.64553583628182e-05
