(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 0.000432421338586543 -7.95516889989804e-05 0.000554100483664462 -0.000397849226020597 -1.73770058281526e-07 2.70564932104873e-06 2.83421848619317e-05 -1.4824832847089e-06 2.87134675294292e-05
covarage -7.95516889989804e-05 0.000587147281015053 0.000969472248095076 -0.000937204781687735 -1.80301546552196e-05 1.59332477155689e-05 -7.66342523975855e-06 4.74324793756339e-06 -1.30105956720311e-05
covarsex 0.000554100483664462 0.000969472248095076 0.00496131952080722 -0.00448743057373281 -9.68615321846327e-06 1.34555047280203e-05 1.91016124914835e-07 -2.90867412429122e-06 1.97742461850394e-05
covarage_sex -0.000397849226020597 -0.000937204781687735 -0.00448743057373281 0.0042994112573074 1.41950770567259e-05 -1.02460672206695e-05 6.31363305184364e-06 1.56697019457967e-06 -1.57147442824261e-05
covarPC_3 -1.73770058281526e-07 -1.80301546552196e-05 -9.68615321846327e-06 1.41950770567259e-05 0.000229207153169964 3.98267694823986e-06 6.46133421423023e-07 2.11062621651274e-05 2.12287399845177e-05
covarPC_4 2.70564932104873e-06 1.59332477155689e-05 1.34555047280203e-05 -1.02460672206695e-05 3.98267694823986e-06 0.000249460840743059 -4.27115323593211e-06 4.44161366880307e-06 6.99175261919543e-06
proband 2.83421848619317e-05 -7.66342523975855e-06 1.91016124914835e-07 6.31363305184364e-06 6.46133421423023e-07 -4.27115323593211e-06 0.000702562297154033 -0.00046676392575842 -0.000425615690116492
paternal -1.4824832847089e-06 4.74324793756339e-06 -2.90867412429122e-06 1.56697019457967e-06 2.11062621651274e-05 4.44161366880307e-06 -0.00046676392575842 0.00134893397893046 -0.000427252263749455
maternal 2.87134675294292e-05 -1.30105956720311e-05 1.97742461850394e-05 -1.57147442824261e-05 2.12287399845177e-05 6.99175261919543e-06 -0.000425615690116492 -0.000427252263749455 0.00127982333437335
