 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.3670359274431152e-05 6.769606823612659e-08 -1.105482008919703e-06 -1.065513219752695e-05 7.834414969865502e-07 2.258684540925271e-08 -1.1777936364531666e-10 -1.7213926441330616e-08 1.163403433327259e-10 -1.8718538468366605e-05 -1.957848388174907e-05 -3.3496870457931286e-05 -5.019270821267788e-05 0.00011782779043054676 -8.459950656635075e-05 6.155958295517041e-05 -7.810268638587651e-05 -1.6380021698056911e-06 -0.00011716724647828721 1.6596824173329198e-06 -5.746635577426302e-05 -7.103152643968746e-05 -1.2519274625654994e-05 -6.884549306664334e-05 -6.013071497393154e-06 1.4267147826838617e-06 -2.1691101354966005e-05 -0.00011490489356564027 0.0001210017927589492 -3.6381579533404796e-07 2.5265702851055076e-07 7.1710131677318e-07
yob 6.7696068236109e-08 1.0493120143708204e-07 1.7747661071903053e-07 7.346250101981778e-07 -6.478344574557194e-08 -8.074713843138682e-10 -1.3366164450637807e-12 1.0071721947665894e-09 -3.605200289188611e-12 4.5489028313992274e-07 1.1188885105941453e-05 1.81994050231864e-06 -6.6927025409585895e-06 -7.765709744070549e-07 -5.771429793406548e-06 5.909361587769596e-07 -4.8508121819718875e-06 6.812145060627562e-06 -3.5324943182083735e-06 -7.093347757361562e-06 6.460425881200577e-06 -5.925110662007111e-06 -1.7569279189840707e-06 1.0175212244799064e-05 4.875138166540788e-06 8.427116424265287e-07 -1.0016628113351989e-06 4.519498358159564e-06 -1.559106998394394e-05 -1.980619285315538e-09 1.0932136787526661e-08 3.493983901358076e-08
age -1.105482008931947e-06 1.7747661071841836e-07 2.743682023172943e-05 0.0003780290792926759 -2.650979815991321e-05 -5.667972014913096e-07 3.6246780911850536e-09 5.516806807276298e-07 -3.534581716479455e-09 -5.68594048522246e-07 3.2034352648562436e-05 1.7590735955254583e-05 -2.3216738183634464e-06 6.288161958777816e-05 -3.5422868415264016e-05 9.573024359894337e-06 -3.683784552404414e-05 2.2631136546324937e-05 4.442199819748777e-06 1.2294582032842908e-05 -1.7443635213946356e-05 -1.970909132711453e-05 -2.265174104968436e-05 -6.044028730105332e-06 1.3437553377383832e-05 4.526389699548317e-06 -4.373348365332069e-06 -8.095207885739266e-06 2.4386363753222472e-05 -8.29381494458495e-08 3.432369258761897e-08 1.480514500605175e-07
sex -1.0655132197669443e-05 7.346250101914804e-07 0.00037802907929276034 0.009763234217304495 -0.0006542810726055103 -7.589909394189838e-06 4.746308667355402e-08 1.3247644094125078e-05 -8.325240695315314e-08 6.590818631513958e-05 0.0002688751965411171 0.0001309009433757876 0.00023538673354986609 0.00028245804103635115 -0.00019716858419536768 1.0430499361926182e-05 -0.00039638448614555443 9.384572179480086e-05 0.00028796829211718715 -0.00022429969234494972 -0.00012466790459317884 -0.0004449162844601561 5.5994000034228404e-05 -0.00014862114905633852 8.847641793069106e-05 0.0002277206723598839 0.0002124596194973458 0.000257123747604532 0.00014422538371364492 -6.624190511018561e-07 1.4023923183199664e-07 -3.0654214974927172e-06
age_sex 7.834414970064911e-07 -6.478344574505352e-08 -2.6509798159924275e-05 -0.0006542810726056659 4.606780923631392e-05 5.502696420911602e-07 -3.525818708582662e-09 -9.6398402357461e-07 6.205473907488885e-09 -7.154184406177619e-06 -8.587850140223195e-06 8.809318986697399e-07 -1.2636131443609238e-05 -1.4317377985692486e-05 6.1659505762374456e-06 -3.3396912163511645e-06 1.636529005357504e-05 -7.361040219042211e-06 -2.3908943766240273e-05 1.6182678000520935e-05 1.1859439576143686e-05 2.6002443783718493e-05 -2.9220170951502742e-06 1.3962118074390456e-05 -3.6714104096719877e-06 -1.4617506988668459e-05 -1.1382285801865935e-05 -1.3188548262134556e-05 -1.9087439201218944e-05 9.913508250028314e-08 5.671588184441591e-09 2.46319618134984e-07
age2 2.258684540946841e-08 -8.074713843052458e-10 -5.667972014913204e-07 -7.58990939418885e-06 5.502696420909814e-07 1.2105327182623586e-08 -7.925609215025211e-11 -1.175871861376573e-08 7.698494734584887e-11 6.132420804971525e-08 -7.689703531063246e-08 -6.084356729256876e-08 -3.657242996000928e-09 -1.08598539241498e-06 4.0965636721759914e-07 -1.9964102624161445e-07 4.630600836737482e-07 -2.77218139414792e-07 -2.787975749528445e-07 -4.5842769262102545e-07 4.6905266130854313e-07 1.794891229109576e-07 5.451806543060557e-07 4.4036691612564633e-07 -5.136908371867109e-08 -4.66697482535899e-08 7.696838925001126e-08 2.575251574097702e-07 -1.0726246263334842e-06 2.5463030881450405e-09 -6.860159685555345e-10 -2.5193223048307524e-09
age3 -1.1777936364505525e-10 -1.3366164451035195e-12 3.6246780911852604e-09 4.7463086673552944e-08 -3.525818708581869e-09 -7.925609215025432e-11 5.289122473523447e-13 7.692455791964522e-11 -5.128393216116461e-13 -8.897461107613159e-10 -1.0783897085857544e-09 -8.667081079081049e-10 -3.608466978834067e-10 6.373152175224045e-09 -1.932879223537037e-09 1.3022095879794828e-09 -2.202901543838085e-09 1.3435917189596278e-09 2.2587371786551365e-09 3.3663853675137695e-09 -3.2237195612255394e-09 -6.152798581222092e-10 -4.178181532382051e-09 -3.6275919837080174e-09 -4.772609471723188e-10 9.674885286851754e-11 -2.679283442412376e-10 -1.7611408326385932e-09 8.755001533944412e-09 -2.184622416992727e-11 5.319297380524125e-12 1.5064890085145716e-11
age2_sex -1.721392644170082e-08 1.007172194747664e-09 5.516806807279483e-07 1.3247644094131046e-05 -9.639840235748001e-07 -1.1758718613771403e-08 7.692455791967431e-11 2.0697954902473288e-08 -1.3604805584895504e-10 1.7281987094441562e-07 4.523733088105499e-08 -1.9072472736901766e-07 2.1286076785669547e-07 2.227379644200796e-07 -3.393492333638905e-08 1.2481701014100876e-07 -2.183585530909945e-07 1.5894923216610334e-07 5.6985193742264e-07 -2.764222715778521e-07 -2.9380651518182517e-07 -4.614756639700092e-07 3.904770746670038e-09 -3.615135292276654e-07 5.1769079921984054e-08 2.917080867364145e-07 2.343815563464744e-07 1.9055489266606836e-07 5.471371342916302e-07 -2.883613761740239e-09 -5.2035890247865906e-11 -5.068909362517278e-09
age3_sex 1.1634034333690206e-10 -3.6052002890585224e-12 -3.5345817164820003e-09 -8.325240695320682e-08 6.205473907491174e-09 7.698494734589628e-11 -5.128393216119028e-13 -1.3604805584897716e-10 9.107424745436354e-13 -1.107181083056333e-09 2.926529626210157e-10 2.126958392494086e-09 -1.0910454788063854e-09 -1.061307508225084e-09 -1.6887726577150604e-10 -1.0905146560830993e-09 9.69969175568842e-10 -1.0248278632337475e-09 -4.031014767280591e-09 1.3886006112808678e-09 2.1140115914926272e-09 2.5863907955218138e-09 2.616891462751453e-10 2.620360309025314e-09 -3.719995650431228e-10 -1.8193247292612035e-09 -1.717450760009911e-09 -9.801606578254122e-10 -4.247541014692851e-09 2.4098124476987967e-11 -1.1829658596512326e-12 3.0297800822911874e-11
PC_3 -1.8718538468369248e-05 4.54890283139937e-07 -5.685940485087269e-07 6.590818631538789e-05 -7.154184406193264e-06 6.132420804944759e-08 -8.897461107596717e-10 1.7281987094471142e-07 -1.1071810830580821e-09 0.03359972103855582 0.0003800281124203334 0.0004812162606238009 0.0027082111594230428 -0.005209175594161826 0.0018241955331000704 0.003955728270113852 -0.005094898736543484 -0.003157461176704517 -0.003970911496708355 0.004145254562827092 0.006922994801654619 0.005617364932542957 -0.004023556604672527 -0.014962319539439013 -0.0012212618561003496 -0.0006000092995634897 0.003100495466079875 -0.00432102026604701 0.011165005101239965 -2.409044208867503e-07 6.112014249733362e-05 5.506023856390563e-05
