 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.3158172773516662e-05 3.781860071817703e-07 -2.681321234477203e-06 -2.3360527282784655e-05 1.7407083074106336e-06 4.7010385210566325e-08 -2.4111297580964296e-10 -3.754261384233271e-08 2.466906056707208e-10 1.593363027448585e-05 -5.884317254639166e-05 -4.06290599813678e-05 -7.782732751842109e-05 7.789501337364659e-05 -8.83260517790582e-05 0.00011808109094241504 -0.00012964002230455432 -1.3108275699017697e-05 -0.00014351816502370908 -1.9007484164072254e-05 -5.7669117448425476e-05 -0.00012558876053758041 3.7318441867930744e-06 -8.149935143373927e-05 2.0403315899282648e-05 2.0889738731362475e-05 -1.1987662393548186e-06 -0.00011361627002322778 0.00011335483561874159 -1.5230057804042692e-06 -1.6859299280547367e-06 2.430915753096554e-06 2.858044275440787e-06
yob 3.781860071815623e-07 1.4231686103930676e-07 4.0929365897745703e-07 1.746257214454389e-06 -1.3395451172575666e-07 -4.687523207568922e-09 2.0556136995325645e-11 2.234458539359011e-09 -1.0056416351431799e-11 3.3714851864921296e-06 7.232067893689034e-06 -3.524540180395336e-07 -9.353162425690006e-06 -6.0108525462181905e-06 -3.2373697303894605e-06 2.5589059307571055e-06 -5.501792952243332e-06 6.9185022406934375e-06 -5.084446386287704e-06 -8.35483101447529e-06 9.105242772195359e-06 -7.153396599268191e-06 -1.8340017809533585e-06 1.2751035073901835e-05 5.829324470048832e-06 1.5613805136640011e-06 -1.5650682020699839e-06 4.143609312581961e-06 -1.9186713290382707e-05 8.140520297220748e-09 1.0553293240456334e-08 1.880403902809936e-08 2.7895716421246428e-08
age -2.6813212344478164e-06 4.0929365897713246e-07 5.7229887896639964e-05 0.0008106570389052672 -5.353630012713631e-05 -1.1272529639936695e-06 6.948354580982208e-09 1.0663522182352132e-06 -6.603242722906838e-09 2.3799681082913422e-05 5.451850627575833e-05 4.313922415404529e-05 -9.419301888995616e-06 4.536883218577276e-05 -6.9086426584486155e-06 -2.60337806732698e-06 -6.089310591114042e-05 1.1046071776701238e-05 1.0220232741091128e-05 1.4407528838953135e-06 -1.8845972002000372e-05 -6.791037569683263e-05 -4.141751870414118e-05 1.639452194642983e-05 2.726008318589038e-05 -8.017702922229558e-07 -1.0792519990301083e-05 -6.065709833952988e-06 3.2081846033474866e-06 -4.926439058212973e-08 -3.45289617450312e-08 2.4536173047054067e-07 3.636167944097924e-07
sex -2.336052728438551e-05 1.7462572144337854e-06 0.0008106570389065333 0.02222236733627159 -0.001418308852422965 -1.568140001588999e-05 9.523448060085028e-08 2.7642369471819554e-05 -1.684541781510018e-07 0.0001726933468937257 0.0005676484798475951 0.0006216074599695922 0.0003668199936756336 -9.826700717618219e-05 -0.00010146080854471039 0.0003614973556204414 -0.0007325288365938269 -0.0001952957996253252 0.0003835738079709297 -0.00028260584186951904 -0.0002370112144337291 -0.001345218924599655 -0.00034089696770336854 -0.0005437846533195235 -8.779919262734276e-05 0.0005319713684328009 -0.00023037014879323647 0.0004198157220751662 0.0001779366718853995 -2.4897320753035847e-06 -2.5849305935619805e-06 4.7148253253988445e-06 1.15578982379184e-06
age_sex 1.7407083075312426e-06 -1.339545117250998e-07 -5.353630012721738e-05 -0.0014183088524228687 9.420818572743907e-05 1.0639158367262663e-06 -6.591375774397633e-09 -1.885934234788378e-06 1.172207781090299e-08 -1.3646410151694163e-05 -2.9971425553102486e-05 -2.558821865755046e-05 -1.6320686135251944e-05 9.218505549723141e-06 1.1516004714012057e-06 -2.48558954321499e-05 3.903685836471067e-05 7.374070100989211e-06 -2.879144938276246e-05 2.2468919313256135e-05 1.6536141874461034e-05 8.230527698529542e-05 2.8638622390863724e-05 3.6191979787459715e-05 6.220482999921888e-07 -3.700335822418139e-05 1.1997196382488322e-05 -1.7085417717582556e-05 -2.2976099490075603e-05 1.7486912630532876e-07 9.100873968820421e-08 -1.2573737703670866e-07 4.90281674955683e-08
age2 4.701038521177604e-08 -4.687523207552133e-09 -1.1272529639936132e-06 -1.5681400015863452e-05 1.0639158367245763e-06 2.276876762611282e-08 -1.4299291047836998e-10 -2.1643543345919847e-08 1.3636829354306734e-10 -3.367899647295118e-07 -4.999417393613853e-07 -5.044736369670958e-07 1.4755714624370803e-07 -7.492846664029782e-07 -8.942012180209112e-08 3.753839851038778e-08 9.217893043198978e-07 -6.2849429521152e-08 -4.843889101508092e-07 -2.682872968559845e-07 5.776296202317384e-07 1.1188155499125484e-06 9.984640492223135e-07 3.654604332432621e-08 -3.131488890168078e-07 7.618252520902973e-08 1.2253221761614682e-07 1.7649990477922004e-07 -7.717526309730839e-07 1.3348449216239023e-09 -1.609867106936333e-10 -2.8329368960597456e-09 -5.885148578914622e-09
age3 -2.4111297581624857e-10 2.0556136995162248e-11 6.948354580981484e-09 9.523448060067876e-08 -6.591375774386663e-09 -1.4299291047836354e-10 9.12054528344704e-13 1.363558133308093e-10 -8.718391283603163e-13 1.0987674275716242e-09 1.4300301160062572e-09 1.39741163081901e-09 -1.5148271951782583e-09 4.489759840578586e-09 7.736185747897195e-10 -1.1402397095695262e-10 -5.021810429984783e-09 7.74761070518225e-11 3.750502092319138e-09 2.297109517619084e-09 -4.218894970790563e-09 -6.357743809061196e-09 -7.524130374291038e-09 -1.232313819707602e-09 9.606670187833134e-10 -7.406543667196993e-10 -1.9933091139774867e-10 -1.1584407487303537e-09 7.557595884830913e-09 -1.1969388909924348e-11 5.84929692751477e-12 9.725613237238108e-12 3.0841734725455524e-11
age2_sex -3.754261384510854e-08 2.234458539307474e-09 1.0663522182367226e-06 2.7642369471815505e-05 -1.885934234788225e-06 -2.1643543345951878e-08 1.3635581333101782e-10 3.854120894614477e-08 -2.436113591818554e-10 2.994715945832869e-07 4.859402061227307e-07 2.356211311440836e-07 2.3032601464758688e-07 -2.091000154273505e-07 4.3613943343628284e-08 5.250757822760924e-07 -6.556456050004773e-07 -7.725106290040379e-08 6.661879475906292e-07 -4.1156711474835603e-07 -3.7173122670732255e-07 -1.5261689619477835e-06 -6.952805048977893e-07 -7.420994849724478e-07 4.420344374728559e-08 7.829181172492629e-07 -1.601560819296652e-07 1.9587954803712133e-07 6.754137542517225e-07 -3.721802300083837e-09 -4.841270334669773e-10 -2.4411863123365864e-10 -2.102348935231037e-09
age3_sex 2.466906056773542e-10 -1.0056416351239801e-11 -6.603242722915662e-09 -1.6845417815096059e-07 1.172207781090099e-08 1.363682935432545e-10 -8.71839128361538e-13 -2.436113591818346e-10 1.5627496830945908e-12 -1.8581460441688604e-09 -2.477449455006966e-09 2.5482372451879416e-11 -9.564827424448493e-10 1.3798231239344758e-09 -5.395908037065852e-10 -3.4429645594246433e-09 3.5607395727788026e-09 2.0615925848323776e-10 -4.6926773144409315e-09 2.1965043590138365e-09 2.592751802005745e-09 8.881375962420177e-09 4.853496470171331e-09 4.654477503140672e-09 -6.44513413269366e-10 -5.106118028326666e-09 3.734145700380085e-10 -8.100075089192111e-10 -5.421688460276748e-09 2.619096353174562e-11 -4.085121547493332e-12 1.4537902636321247e-11 1.611275232372681e-11
PC_3 1.5933630274478954e-05 3.371485186492318e-06 2.379968108296735e-05 0.00017269334689461708 -1.364641015175545e-05 -3.3678996473060855e-07 1.0987674275785616e-09 2.994715945845545e-07 -1.8581460441769798e-09 0.049796464321927345 0.00010166313002637676 0.0021152768665908695 0.002073762543288357 -0.009924393957706874 0.0017645795548876953 0.005433941536095648 -0.00553425404686101 -0.0025694106958610344 -0.004046104384994429 0.002974782278878571 0.009664393244384015 0.005503978912740419 -0.003475586377343603 -0.018966995636447707 0.0008184356986049097 0.0008955385458378468 0.002955972282297237 -0.004734974864180656 0.013241732747122942 -1.2020975300544158e-05 -1.876258768342724e-05 0.00012704217194204134 9.09552504335522e-05
