 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.4872048992489769e-05 3.216942494141015e-07 1.3578742011081615e-06 -3.0590338369668115e-07 2.426631950430446e-07 -2.433440827917682e-08 1.5177091449764947e-10 -9.038267904053551e-09 7.689089487252539e-11 3.084733531989053e-05 -3.9683221087793275e-05 7.574582756816099e-06 -6.223252800796544e-05 4.527162748719369e-06 -7.000907024587948e-05 9.510752493096208e-05 -6.421867208370609e-05 -5.45456284402014e-06 -0.00010606032328678083 -3.146412320391684e-05 -2.685584164824075e-07 -9.334509158015291e-05 1.3431015358789108e-05 -3.638324725806725e-05 5.817285294859765e-06 9.824943760408269e-06 -5.12627504394205e-05 -4.227822641479724e-05 5.275845463705813e-05 -1.0560562526702462e-06 -1.2440429702900983e-06 1.5837845245769823e-06 1.9625514209244463e-06
yob 3.2169424941410967e-07 1.3326689649588897e-07 1.431670547426541e-07 6.806808818196046e-07 -8.215195698105544e-08 -5.2095600246195193e-11 -4.97079238297675e-12 1.3427160090155495e-09 -4.877024906138826e-12 2.527530598495977e-06 5.484103465667006e-06 -7.822724776589792e-07 -9.263700797258075e-06 -5.1764807688869104e-06 -2.132296948876683e-06 2.1301782228489586e-06 -3.010245880011494e-06 5.716462650939058e-06 -2.6764337414347073e-06 -5.6105930562729355e-06 9.34294984456303e-06 -6.744708754288585e-06 -2.8788991781459593e-06 1.0980658021097993e-05 3.2495903066159776e-06 1.151229414492948e-06 -2.6520485986008395e-06 3.865490078724104e-06 -1.4932575413706946e-05 7.03858742593982e-09 1.1123822519751375e-08 5.578785614610116e-09 2.014002311434361e-08
age 1.3578742011002615e-06 1.43167054742967e-07 1.9724757154651164e-05 0.00024335548671627802 -1.9266541026987433e-05 -4.2841490545940834e-07 2.807177830850603e-09 4.21998918239703e-07 -2.769930249052455e-09 1.7898431219611461e-06 -1.076077886759544e-05 -2.1326737407190867e-05 -1.9338668673661723e-05 4.792123402970264e-07 1.799686557434735e-05 8.703663922619067e-06 -1.8533004696709532e-06 -1.293253491192532e-05 2.9130666362909825e-05 1.5529016377567488e-05 -1.0202501932758013e-05 -9.978419297327125e-07 -1.2883544900338321e-05 2.2270330811165107e-06 1.1736505087511462e-05 -2.034093844737874e-05 -1.8276712920949992e-05 -1.28389850852698e-05 2.6174907047583273e-05 -1.3449305615854723e-07 -2.3120894348121402e-07 5.338366027753025e-07 -1.3148748707233808e-07
sex -3.059033836667707e-07 6.806808818189342e-07 0.00024335548671591223 0.006723161789946607 -0.00046911820148646654 -5.020201672755895e-06 3.1756657871898993e-08 9.620551557930724e-06 -6.054535738464457e-08 -3.2758896261773286e-06 3.65619908230722e-05 -8.836940221038489e-05 -2.2194727394740183e-05 -0.00013278572600033842 0.00019018257426049888 0.00021915549719775542 0.0001344923178511513 -0.00013332999603481852 8.857783205354183e-05 -9.464285824511959e-05 -0.00012206732910819967 -0.000402760767936525 -4.904715145479358e-05 -0.0001443887696825682 0.00020045037134196588 -6.047902491458416e-05 -0.0002578133069921394 -0.00020714685368801732 -7.178529652031749e-05 4.466583442044357e-07 -3.085797960048564e-06 5.254539948061106e-06 -7.460612415704567e-06
age_sex 2.4266319504534196e-07 -8.215195698088113e-08 -1.9266541026967264e-05 -0.000469118201486684 3.608915154574293e-05 4.206513616753925e-07 -2.7621653967964155e-09 -7.818364195807658e-07 5.102915146866392e-09 -1.1102210732720148e-06 1.185456080771379e-06 1.343680399648174e-05 7.335955859788377e-06 6.589576701010822e-06 -2.3610352567885557e-05 -1.1478298788761938e-05 -1.0474134898400803e-05 1.6505198440043954e-05 -1.0128997827010604e-05 9.165940359984094e-06 6.614620603627892e-06 2.3054658835549488e-05 8.496238269682997e-06 1.179497086862201e-05 -1.4083733633714874e-05 1.8922415841786159e-06 2.2051163235741943e-05 1.4825045559157693e-05 6.2479260258832095e-06 -2.9751608267464958e-08 1.116489143319782e-07 -9.694759542480209e-08 5.380519443210864e-07
age2 -2.4334408279426696e-08 -5.209560025020459e-11 -4.2841490545948574e-07 -5.0202016727659e-06 4.2065136167598567e-07 9.724011211030078e-09 -6.556611451719462e-11 -9.564505435076873e-09 6.456288539966935e-11 7.890141344255813e-08 6.081698221354495e-07 5.486796794944286e-07 2.5037822254480244e-07 2.993973206878854e-08 -5.055550685172003e-07 -1.8483186487381389e-07 -1.4380470583397546e-07 5.21662473275838e-07 -8.159116885685851e-07 -5.20294516600946e-07 3.902089576518005e-07 -1.4787137178604158e-07 3.617443883972102e-07 2.524178311905402e-07 -1.030015352418313e-09 4.80482563944381e-07 3.3466292886914626e-07 2.3454687268434103e-07 -1.0159002924909258e-06 3.4264714035115137e-09 4.108076993208407e-09 -8.43720786110379e-09 2.7747907695375233e-09
age3 1.5177091449899382e-10 -4.970792382961221e-12 2.807177830851498e-09 3.1756657871974975e-08 -2.7621653968011044e-09 -6.556611451720328e-11 4.518356218417095e-13 6.451162003417863e-11 -4.4499005437708047e-13 -1.2416047942120593e-09 -4.8580941162413305e-09 -4.099819241475332e-09 -1.9004968947859456e-09 -1.5091653445111508e-10 3.235850508495862e-09 1.2460359484270173e-09 1.513238993832534e-09 -4.096153685181216e-09 5.713916815155794e-09 3.95191292788241e-09 -2.778862982955376e-09 1.225768614929721e-09 -3.3395625828918796e-09 -2.361213985156382e-09 -1.0937043500061054e-09 -3.3957752418014347e-09 -2.2596575956900272e-09 -1.0280794158681366e-09 8.105273562448057e-09 -2.630357624981141e-11 -2.184171707780231e-11 4.337847352089503e-11 -1.8239234221750198e-11
age2_sex -9.038267903864921e-09 1.342716009015481e-09 4.2199891823938706e-07 9.620551557938703e-06 -7.818364195810161e-07 -9.56450543506665e-09 6.45116200340943e-11 1.75621589721464e-08 -1.1777144110984258e-10 3.567493040075955e-08 -9.004907182357569e-08 -3.986570632046063e-07 -2.0363424489331742e-07 -1.1642733544853657e-07 6.319022947344532e-07 1.7607562288265839e-07 2.407732049819145e-07 -4.204206351210401e-07 3.162222094441915e-07 -1.2200452575639376e-07 -1.275760597226299e-07 -3.824420731595253e-07 -2.898143261053394e-07 -3.090786615701088e-07 3.15493879344681e-07 -4.7944928316559526e-08 -5.050113347105396e-07 -2.7835081985927666e-07 -8.87401342449002e-08 2.943310427276501e-10 -8.184166802921807e-10 -9.321177195772506e-10 -1.1147190070447963e-08
age3_sex 7.689089486994353e-11 -4.877024906141426e-12 -2.7699302490510036e-09 -6.05453573847132e-08 5.102915146869305e-09 6.456288539961615e-11 -4.4499005437661866e-13 -1.177714411098704e-10 8.073730186348312e-13 -1.1139424456082505e-10 9.4309734230741e-10 3.2153393279416164e-09 1.4712984506843211e-09 7.163948734021877e-10 -4.701142553094472e-09 -6.874468493058284e-10 -1.644886441806421e-09 2.9394612724263215e-09 -2.6933424254234607e-09 2.54904459678596e-10 7.693251407256048e-10 2.0177886259100206e-09 2.4551793208703277e-09 2.3045604247221756e-09 -2.226734552478087e-09 4.4202862841595023e-10 3.400653925107662e-09 1.2626725793620602e-09 3.193869166957988e-10 1.8072546598510184e-12 -2.35036866695723e-12 1.7212780217439727e-11 7.05605999585191e-11
PC_3 3.084733531989152e-05 2.5275305984959566e-06 1.7898431219415678e-06 -3.275889626614166e-06 -1.110221073237113e-06 7.890141344299576e-08 -1.241604794214975e-09 3.567493039998892e-08 -1.1139424455573115e-10 0.03482593589686657 0.0006133132261424152 0.003406255915542475 -9.583569033450665e-05 -0.007125110250769205 0.0015437132806775877 0.005667225389744476 -0.0047162927961051 9.920447072012023e-05 -0.00170921789204414 -0.0003000481874741889 0.007071556110041504 0.003386093963825877 -0.0010028806529607825 -0.012528841847791473 0.0020377584100083495 0.0004996992107522692 0.0038185077161276924 -0.0006849219289371951 0.006204947299062359 -8.691656584194836e-06 -9.530822242086066e-06 8.305863823025977e-05 6.185372584275806e-05
