(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000138957214136794 -5.45607695584808e-05 8.04036156459993e-05 -6.63368018455148e-05 7.88454140511021e-06 -6.40126540693769e-06 -2.64038752229453e-06 -1.02113160658153e-05 8.38074030040953e-06 1.99805958677738e-05
covarage -5.45607695584808e-05 0.000300527146873241 0.000437898095076995 -0.000435590079568833 -8.517719942305e-06 9.95536335944003e-06 -5.75895312437188e-06 1.24334046925781e-06 6.71587294256907e-06 -8.48250154154888e-06
covarsex 8.04036156459993e-05 0.000437898095076995 0.00151733955095327 -0.00140961621721561 1.25123050865535e-07 7.1421172082755e-07 6.86934513463059e-07 -1.70641904790719e-07 6.59716865585454e-06 3.85521693734389e-06
covarage_sex -6.63368018455148e-05 -0.000435590079568833 -0.00140961621721561 0.00138069692056851 2.62505847704306e-06 -6.81781836560304e-07 1.05006206573076e-06 7.34815742294117e-08 -6.351635873721e-06 -2.71267124637695e-06
covarPC_3 7.88454140511021e-06 -8.517719942305e-06 1.25123050865535e-07 2.62505847704306e-06 7.96998868416937e-05 1.60237083279119e-06 -1.13175582236671e-06 -1.92214882779951e-06 1.03218041647127e-05 8.45382942957901e-06
covarPC_4 -6.40126540693769e-06 9.95536335944003e-06 7.1421172082755e-07 -6.81781836560304e-07 1.60237083279119e-06 8.48914554023754e-05 -2.09781654238302e-06 -1.49383781393667e-06 2.35358293503667e-06 4.93791097258326e-06
proband -2.64038752229453e-06 -5.75895312437188e-06 6.86934513463059e-07 1.05006206573076e-06 -1.13175582236671e-06 -2.09781654238302e-06 0.00027878722768809 0.000147048774422885 -0.000281117579119217 -0.00025960576494112
sibling -1.02113160658153e-05 1.24334046925781e-06 -1.70641904790719e-07 7.34815742294117e-08 -1.92214882779951e-06 -1.49383781393667e-06 0.000147048774422885 0.000331730989230716 -0.000316438183675072 -0.00029264198092173
paternal 8.38074030040953e-06 6.71587294256907e-06 6.59716865585454e-06 -6.351635873721e-06 1.03218041647127e-05 2.35358293503667e-06 -0.000281117579119217 -0.000316438183675072 0.00111343706994206 -0.000240383823396352
maternal 1.99805958677738e-05 -8.48250154154888e-06 3.85521693734389e-06 -2.71267124637695e-06 8.45382942957901e-06 4.93791097258326e-06 -0.00025960576494112 -0.00029264198092173 -0.000240383823396352 0.00105304262190558
