 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0008811681914302192 -2.934940656350616e-06 0.0002059150379957646 0.00018039300515886972 -2.37426082953764e-05 -6.491715253917406e-06 6.211704673181429e-08 8.441199061508867e-07 -8.747006992660246e-09 -0.0003991381449687329 0.0001868512215761407 -0.00015771928983052718 5.332481067307635e-05 0.0003590359094457699 -0.001000601865042641 -9.551432835586287e-05 -0.00028424970214292674 -8.96848622763578e-05 -0.0005494813496737766 0.000287402005488735 -7.683055797426263e-05 5.354532370910909e-05 -0.000165653447560863 -6.666718132293811e-05 -0.0007978918356237992 -0.00028731479427244783 -0.0011243671811305214 -0.00014021209310454032 0.001841685242432061 -2.2249298624396107e-06 1.900433431618754e-08 -2.5612609458873103e-06 8.32001547695817e-06
yob -2.934940656352769e-06 9.571172918139612e-07 3.355748105574528e-07 8.226607472297383e-07 -3.2696016328102337e-07 1.2288963670903457e-08 -1.0374293037466555e-10 8.791363487854715e-09 -6.21300720592073e-11 1.8505662635596025e-06 0.0001710679719845902 4.338308530951331e-05 -9.59241805402894e-05 2.2003118215066763e-05 -8.649708540807552e-05 -1.12044309728033e-05 -3.467704910915796e-05 8.323457744512566e-05 -5.383810213809632e-06 -8.220895188019405e-05 6.564529047118382e-05 -5.6940890933762767e-05 -2.3593566324209315e-05 8.852327432942836e-05 5.4859404431343197e-05 -2.146743112519625e-05 4.42264482369262e-07 5.9273026438022066e-05 -0.00015607176174497916 -5.0330994118248784e-08 -2.094536138031423e-09 3.0849476914569726e-07 -3.346628479739416e-07
age 0.00020591503799602954 3.3557481056918715e-07 0.00039962328445223167 0.004690570796675359 -0.0003974143992795724 -1.0308369022404717e-05 8.247208558888096e-08 1.0259506314508883e-05 -8.20853314442273e-08 -0.0001029757070226382 -0.0001829823336695238 -0.0003079267799000851 -0.00012617601132258356 -0.0003002459378858165 0.0001783687514275403 4.924540788612378e-05 -0.00014895801659481423 -2.03678226226323e-05 0.00017126176522902904 -0.00030424890409644204 -0.0001255240706450984 0.0002986748378913265 0.00011690716505711543 -0.00012889206218991568 0.0002860647788283235 -0.000544145422134132 0.0003036518986528584 0.00021943662015910765 0.00011755828387991366 -3.311668670317616e-06 -4.979581882741975e-07 -7.045023122017662e-06 1.0656158607046114e-05
sex 0.000180393005163172 8.226607473710867e-07 0.004690570796678394 0.09291234221949618 -0.007564890532785308 -0.0001170704427668557 9.122463408396034e-07 0.00018990560202142992 -1.4897473696435287e-06 -0.0011358131696278606 -0.0025218492199922944 -0.0047389049114070075 -0.0003172324815278502 -0.0030062253001127462 0.0009498481177424763 0.0008426114502846883 0.0007581710534325188 -0.0001494444640443463 0.0035639087307496394 -0.0031582565869910225 -0.00412695647766488 0.003562444510404243 -0.001685619866859774 -0.00502504179693037 0.005123838160193956 -0.0058380966238352865 0.0016757953090064655 -0.0005882557776207649 -0.002784608780960486 -3.232044197452384e-05 5.470395613757824e-05 -8.937404541027094e-05 4.3899165762591934e-05
age_sex -2.3742608295848558e-05 -3.269601632788998e-07 -0.00039741439927985605 -0.007564890532786297 0.0006420244373944951 1.0253936980493041e-05 -8.204817247303942e-08 -1.664898235008954e-05 1.3399841476540335e-07 8.385582650495485e-05 0.00020750299139629772 0.00039784429915660233 4.680680925157239e-05 0.0002489391935458422 -7.145143592711724e-05 -5.82749579243059e-05 -3.7272115489647507e-05 0.00010714082839694374 -0.0003350503553305163 0.00023553000966325155 0.00034241132520113884 -0.00020997332620859325 0.00011579118893877843 0.0004670674192587901 -0.00032895417120864845 0.0005631526652300021 -1.9558764029501895e-05 6.63407225995675e-06 0.00023647919566849662 3.361343559549803e-06 -5.511090561053612e-06 8.728543443479765e-06 -3.3636805887722035e-06
age2 -6.491715253922872e-06 1.2288963670666387e-08 -1.030836902240533e-05 -0.00011707044276679255 1.0253936980486809e-05 2.742950562583179e-07 -2.2490279732816107e-09 -2.7259849405065785e-07 2.2353989467381063e-09 2.610591964873646e-06 8.391761222311503e-06 8.49567192085755e-06 1.3327757528703245e-06 1.0376484302536248e-05 -6.86865811753135e-06 -1.2531187862242364e-06 3.4313463560290296e-06 2.4817995264547257e-06 -5.519655543322997e-06 6.153547304490478e-06 3.1491317195039736e-06 -8.388491335259686e-06 -3.7257062580294465e-06 5.1658647663898345e-06 -4.828191226801161e-06 1.458247034163173e-05 -7.378910737214602e-06 -6.847831996707633e-06 -5.897270841111809e-06 9.437809084786869e-08 -6.323121572787929e-09 1.9590869732928265e-07 -2.6523061891547593e-07
age3 6.211704673186856e-08 -1.0374293037466553e-10 8.2472085588887e-08 9.12246340839182e-07 -8.204817247299646e-08 -2.249027973281667e-09 1.8845818039477593e-11 2.2354152488736425e-09 -1.8734738308606783e-11 -2.250955471475504e-08 -5.956602562993055e-08 -6.420848794725592e-08 -1.4562917931219053e-08 -9.112458929140796e-08 4.889465274918905e-08 4.2152246094163375e-09 -3.2330282658550577e-08 -1.64387298593625e-08 5.1810582592426754e-08 -5.095963096938279e-08 -1.9332694117423853e-08 6.268926711711054e-08 2.4509146086350633e-08 -3.66151315354113e-08 2.8647757465693597e-08 -1.2377554275236364e-07 4.6014059132549056e-08 6.949427515685779e-08 4.762967705301536e-08 -8.088736800233027e-10 1.9783032056824695e-10 -1.5968585825946816e-09 1.9920634582220708e-09
age2_sex 8.441199061596867e-07 8.791363488053956e-09 1.0259506314517134e-05 0.00018990560202147914 -1.6648982350091524e-05 -2.7259849405083885e-07 2.235415248874911e-09 4.442094554277023e-07 -3.661684926140715e-09 -2.158374879855418e-06 -4.772713803768994e-06 -9.765177000951138e-06 -1.8276163394756716e-06 -6.667032131417808e-06 1.5789934010415693e-06 1.224000324521772e-06 -4.1666313696917766e-07 -3.713394749741451e-06 9.938372246203485e-06 -5.35047615895357e-06 -9.0854018485237e-06 4.040141005965901e-06 -3.2594499361991065e-06 -1.2586402460039886e-05 6.734661553926179e-06 -1.6554496169082184e-05 -1.7738304988170793e-06 9.58109590591354e-07 -5.983092021727587e-06 -9.907976663796708e-08 1.6413350224834866e-07 -2.4277109793600153e-07 7.610968201796073e-08
age3_sex -8.7470069927211e-09 -6.213007206272305e-11 -8.208533144430029e-08 -1.489747369644086e-06 1.3399841476543329e-07 2.2353989467396863e-09 -1.8734738308617934e-11 -3.661684926141074e-09 3.0835177055239556e-11 1.8673178407702658e-08 3.452176726603261e-08 7.425595434878823e-08 1.8341881708754807e-08 5.50070884025472e-08 -8.981495827773584e-09 -4.063968403061466e-09 1.4874232134771157e-08 3.209735903543064e-08 -9.190566618615261e-08 4.218759755307805e-08 8.037733776785007e-08 -2.4746556753249926e-08 3.2962786117093074e-08 1.0102173480266732e-07 -4.730661376061693e-08 1.4544866924654393e-07 3.207957320226625e-08 -1.590263927066584e-08 4.6316815043913425e-08 8.665475323856169e-10 -1.4901287556889472e-09 2.0551734989637796e-09 -5.091845529325502e-10
PC_3 -0.0003991381449687437 1.8505662635589956e-06 -0.00010297570702253708 -0.0011358131696258 8.385582650476845e-05 2.610591964870883e-06 -2.250955471473185e-08 -2.1583748798503592e-06 1.867317840766058e-08 0.20732966151099638 -0.011188962049626697 -0.005655584603418746 0.010441689471217905 -0.004713190029255866 0.028668044966554496 0.014964337513874342 -0.04196170489857362 -0.019601728025227173 -0.012961949400569857 0.041767283902003634 0.017250851046664163 0.045960686565508106 -0.021477084063489107 -0.09121616008305275 -0.019186916918005448 -0.01681965022248672 0.033001387349499305 -0.02324955609440537 0.06620360911165131 -0.00018589028380674319 7.79496114590682e-06 -0.00024829397296722444 -0.00010428300754330469
