 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0010223589860081546 -2.1172726137471645e-06 0.00023500953758807762 0.00021378556266103804 -2.910548710492794e-05 -7.436761569349246e-06 7.145262230407029e-08 1.0394325395693918e-06 -1.0682280502717028e-08 -0.0008556367103798761 0.00036359652776703574 -0.000835643733265034 -0.00013798375734988734 0.000823711847856975 -0.0006717655181049312 -0.0004259255802510886 -0.00026598565107953636 -1.0782582526619987e-05 -0.0006661649970468034 0.0005137204291370995 -0.00026502121288202196 -0.0006147705536312842 0.00011141054474681941 -0.00067996681326927 -0.00033089728520433083 -0.000562676044646783 0.00010715091007113334 -0.00045903604324011116 0.000663431231499804 8.10006497004874e-07 9.86406785015706e-07 -9.020148566692648e-06 2.18293513820317e-06
yob -2.117272613746368e-06 8.019065340570119e-07 1.198500224119631e-06 1.682235527967353e-06 -2.3532744137805175e-07 -1.0053688172435756e-08 5.4817350972118055e-11 3.818309674133802e-09 -7.181502572521327e-12 -2.7580893160370527e-06 0.00015335820949798076 5.1264292486447025e-05 -5.3737601107907865e-05 1.4865271652149874e-05 -8.653432240970478e-05 -9.240601199883062e-06 -4.588286713224302e-05 7.837231757867202e-05 -2.5542211492986507e-06 -9.053799685977522e-05 4.822471412942179e-05 -6.582984578462624e-05 2.1820271726478078e-05 9.435606245512397e-05 5.702533891640582e-05 2.7151857397230242e-05 9.548881668894362e-06 7.667667432332916e-05 -0.00013676145250136247 -4.68249192222464e-08 -3.99349011239011e-09 -1.66644896827434e-07 3.1033159235603876e-07
age 0.0002350095375871121 1.1985002241235808e-06 0.0003033231756965992 0.003364209916637168 -0.0002977050796407265 -8.097932423240707e-06 6.721165017311455e-08 7.97724443191106e-06 -6.62146887848267e-08 -9.992748266644131e-05 0.0003589706062931643 4.53332604081949e-05 5.132478564555321e-06 0.0005040184201763019 -0.0006846698478057276 2.871814148428645e-05 -8.513806079634928e-05 0.0003531524666881245 0.00032182323177457945 -0.00012833678651274027 6.899631297964466e-05 -8.909102122672488e-06 0.00011704543925965265 -0.00018916816326438582 0.00012459956266469379 0.00021880851231553615 0.00010823067896856347 0.00018711968956155726 5.3438537117275914e-05 -1.4204195875843598e-06 8.87711331071788e-07 -5.4022223268862595e-06 9.258146951932434e-06
sex 0.00021378556264269505 1.6822355277827385e-06 0.003364209916625221 0.07044455310874977 -0.005927710837016691 -8.719133116185246e-05 7.058362946903285e-07 0.00015340308912879284 -1.240973384656851e-06 6.860508964422307e-05 -0.0007063442613284986 -0.0010501158382141469 0.0022272005572530076 0.0013219147669981293 -0.004259444702878615 0.0023435663414677578 -4.00376929255319e-05 -0.0013549187761439222 0.004545396414854834 -0.005413662825921583 0.0035028434332943217 -0.0005310567705575995 0.00039970914542556785 -0.0032111486279895345 -0.00279059506850473 0.0020222773889794383 0.0005661236000403857 0.002728970460281896 0.0028922408271524944 -3.5373403019619035e-05 8.019153193173064e-06 0.00010296516003116542 -6.603364630327725e-05
age_sex -2.9105487103246383e-05 -2.3532744136742726e-07 -0.00029770507963982875 -0.005927710837019325 0.0005205448529521216 7.975566177503837e-06 -6.622647631203273e-08 -1.3904657697678453e-05 1.15269218948333e-07 -2.1591126302651582e-06 0.00010974714270712051 0.00012211066617079944 -0.0001810325758887927 -3.997773741815786e-05 0.0003266171580357747 -0.0001947775559392894 -9.883492224281549e-05 9.763372045028925e-05 -0.00033607326735830774 0.0005032018162761653 -0.0002963815842712314 4.8329470641665984e-05 5.364429747887245e-06 0.0003383706434513203 0.00022645544556346804 7.140955637193733e-06 1.880249643767954e-05 -0.0001980827153973459 -0.0002574654002391842 3.181232368794863e-06 3.971662607442881e-08 -1.0372461314422617e-05 5.313339475609442e-06
age2 -7.436761569326969e-06 -1.0053688172376515e-08 -8.097932423242538e-06 -8.719133116220536e-05 7.975566177530676e-06 2.2291592728605497e-07 -1.8936396092001434e-09 -2.197322361051768e-07 1.8661720242964794e-09 2.852885013952811e-06 -3.639725473144916e-06 2.1444668459674017e-06 -7.856795814517588e-07 -8.753757675020918e-06 1.3833200031192478e-05 3.237445569143203e-07 -7.635545210172704e-07 -6.3292594210992864e-06 -7.567203549064974e-06 1.1811523535197893e-06 -1.6448446280662742e-06 -1.063072916205669e-06 -2.203908170751206e-06 7.182143478879061e-06 -9.843707373377007e-07 -1.3126110377367046e-06 -1.5679896639357422e-06 -2.7342565490543643e-06 -2.786101695183808e-06 4.5175383345050834e-08 -2.6704494312591188e-09 7.480322719908265e-08 -2.005657991269735e-07
age3 7.145262230391213e-08 5.4817350969863284e-11 6.721165017314336e-08 7.058362946935212e-07 -6.622647631227826e-08 -1.893639609200523e-09 1.6411264831384258e-11 1.8662435597319994e-09 -1.6166785761529778e-11 -2.83338900961242e-08 2.4679432645114415e-08 -3.11385150469472e-08 4.484592117467479e-09 4.816391748012722e-08 -1.0335229754519748e-07 -1.3681394962497066e-08 1.69940445032883e-08 3.939281187130216e-08 5.098451742268972e-08 -9.963410242936252e-09 2.0415882661998634e-08 2.920955048865543e-09 1.349339137184695e-08 -5.317232132137487e-08 -3.115586901664188e-09 -1.7280051808231496e-08 3.942457488644383e-09 1.6428410538710557e-08 4.090568176670708e-09 -4.290740766248908e-10 -1.1019496321011208e-10 -2.0156994191999213e-10 1.3826436869730405e-09
age2_sex 1.0394325395302686e-06 3.818309673767968e-09 7.97724443189077e-06 0.00015340308912892284 -1.3904657697683773e-05 -2.1973223610455717e-07 1.8662435597262567e-09 3.8141579310692936e-07 -3.232479470694937e-09 -2.049380197702058e-07 -3.79598909274872e-06 -3.7984555335520996e-06 4.577440925666307e-06 -5.330831659829356e-07 -7.862708451835775e-06 5.059189023340931e-06 4.1983767221365175e-06 -3.3971946004648696e-06 6.806880188182234e-06 -1.3447875500405175e-05 8.250991425150071e-06 -1.2839989785109534e-06 -2.2135452168631526e-06 -8.950261856101209e-06 -6.149420048536012e-06 -3.8179379908126284e-06 -2.58454576438289e-06 2.7089365363002143e-06 5.221702052431534e-06 -9.093039497786024e-08 -1.0707021945030521e-08 3.04173542126833e-07 -1.4467614930541788e-07
age3_sex -1.0682280502401012e-08 -7.181502569238644e-12 -6.621468878468416e-08 -1.2409733846583765e-06 1.1526921894841597e-07 1.866172024292052e-09 -1.6166785761488122e-11 -3.232479470695972e-09 2.7936673570176725e-11 4.1247081517128025e-09 3.73641470137804e-08 3.521121456045418e-08 -3.717363388177324e-08 1.6567837209900314e-08 6.137385647403546e-08 -3.9614964097993344e-08 -4.4910226399074354e-08 3.9117941044246114e-08 -3.794074605407259e-08 1.134218426356701e-07 -7.1776467284792e-08 1.0225491211580416e-08 3.539734427304072e-08 6.456520634426427e-08 5.765279883392141e-08 5.653480706651068e-08 4.128689197024531e-08 1.649542808497579e-09 -2.2633202911576507e-08 8.159057846089831e-10 1.2712168155167033e-10 -2.6843142973351842e-09 1.2433469977236303e-09
PC_3 -0.0008556367103799683 -2.7580893160380056e-06 -9.992748266694712e-05 6.860508963364814e-05 -2.1591126293750727e-06 2.8528850139659453e-06 -2.833389009623001e-08 -2.0493801979300354e-07 4.124708151894295e-09 0.1754557530974132 -0.00937170346491557 -0.005176920553377465 0.027493479024754693 -0.0029182901853333967 0.009789590771546994 0.025036391147826405 -0.04296886009887194 -0.028951451177689 -0.040228035330825494 0.040784552089113454 0.027322832108249547 0.04618597192547121 -0.03272475818098 -0.11085246469015439 -0.02305256732300576 -0.013384198220909143 0.025651635255561807 -0.03277415649037011 0.07653772292411132 -0.00013954701045712097 0.0001826521620555591 -0.0004075615113345086 -0.00013653604837591117
